	0.0000	1.8350	6.3781	Source	Target
Spermidine-e0##H2O-e0##Turicimonas_muris_YL45	0.0	0.0	-8.76076988731711e-13	Spermidine-e0	H2O-e0
Folate##H2O-e0##Turicimonas_muris_YL45	0.0	0.0	-10.499999999961402	Folate	H2O-e0
Riboflavin##H2O-e0##Turicimonas_muris_YL45	0.0	0.0	15.74999999278134	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Turicimonas_muris_YL45	0.0	0.0	-1.716387032502098e-10	Riboflavin	Phosphate-e0
Spermidine-e0##L-Glutamate-e0##Turicimonas_muris_YL45	0.0	0.0	-3.774758283725532e-14	Spermidine-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Turicimonas_muris_YL45	0.0	0.0	1.5000000000027378	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Turicimonas_muris_YL45	0.0	0.0	-2.2500000006245955	Riboflavin	L-Glutamate-e0
Riboflavin##Zn2+-e0##Turicimonas_muris_YL45	0.0	0.0	-1.5133450048665509e-12	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Turicimonas_muris_YL45	0.0	0.0	-5.25020027453138e-11	Riboflavin	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Turicimonas_muris_YL45	0.0	0.0	-2.646771690706373e-13	Spermidine-e0	L-Aspartate-e0
Folate##L-Aspartate-e0##Turicimonas_muris_YL45	0.0	0.0	-10.499999999997545	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Turicimonas_muris_YL45	0.0	0.0	15.749999998953967	Riboflavin	L-Aspartate-e0
Riboflavin##Sulfate-e0##Turicimonas_muris_YL45	0.0	0.0	-1.4789836022544023e-11	Riboflavin	Sulfate-e0
Riboflavin##L-Arginine-e0##Turicimonas_muris_YL45	0.0	0.0	-4.3584691411524545e-11	Riboflavin	L-Arginine-e0
Riboflavin##L-Histidine-e0##Turicimonas_muris_YL45	0.0	0.0	-1.496047730142891e-11	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Turicimonas_muris_YL45	0.0	0.0	-3.3786307085392764e-11	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Turicimonas_muris_YL45	0.0	0.0	-1.3119505481995475e-12	Riboflavin	Co2+-e0
Riboflavin##L-Threonine-e0##Turicimonas_muris_YL45	0.0	0.0	-1.2219913969602203e-10	Riboflavin	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Turicimonas_muris_YL45	0.0	0.0	5.551115123125783e-16	Spermidine-e0	Spermidine-e0
Riboflavin##fe3-e0##Turicimonas_muris_YL45	0.0	0.0	3.1243896359001155e-12	Riboflavin	fe3-e0
Spermidine-e0##H+-e0##Turicimonas_muris_YL45	0.0	0.0	1.0169642905566434e-12	Spermidine-e0	H+-e0
Folate##H+-e0##Turicimonas_muris_YL45	0.0	0.0	20.499999999957076	Folate	H+-e0
Riboflavin##H+-e0##Turicimonas_muris_YL45	0.0	0.0	-30.74999999240754	Riboflavin	H+-e0
Riboflavin##Uracil-e0##Turicimonas_muris_YL45	0.0	0.0	-5.2509108172671404e-11	Riboflavin	Uracil-e0
Riboflavin##L-Methionine-e0##Turicimonas_muris_YL45	0.0	0.0	-2.5078605858652736e-11	Riboflavin	L-Methionine-e0
Riboflavin##L-Cysteine-e0##Turicimonas_muris_YL45	0.0	0.0	-1.8664181311578432e-11	Riboflavin	L-Cysteine-e0
Spermidine-e0##L-Serine-e0##Turicimonas_muris_YL45	0.0	0.0	-1.3006262733483709e-12	Spermidine-e0	L-Serine-e0
Pyruvate-e0##L-Serine-e0##Turicimonas_muris_YL45	0.0	0.0	3.8336001040306655e-13	Pyruvate-e0	L-Serine-e0
Folate##L-Serine-e0##Turicimonas_muris_YL45	0.0	0.0	-23.4999999999479	Folate	L-Serine-e0
Riboflavin##L-Serine-e0##Turicimonas_muris_YL45	0.0	0.0	35.24999998977819	Riboflavin	L-Serine-e0
Spermidine-e0##NH3-e0##Turicimonas_muris_YL45	0.0	0.0	1.4446221996422537e-12	Spermidine-e0	NH3-e0
Pyruvate-e0##NH3-e0##Turicimonas_muris_YL45	0.0	0.0	-4.284350652028479e-13	Pyruvate-e0	NH3-e0
Folate##NH3-e0##Turicimonas_muris_YL45	0.0	0.0	24.499999999947555	Folate	NH3-e0
Riboflavin##NH3-e0##Turicimonas_muris_YL45	0.0	0.0	-36.74999998914882	Riboflavin	NH3-e0
Pyruvate-e0##Pyruvate-e0##Turicimonas_muris_YL45	0.0	0.0	-3.3306690738754696e-16	Pyruvate-e0	Pyruvate-e0
Spermidine-e0##Acetate-e0##Turicimonas_muris_YL45	0.0	0.0	1.170175067954915e-12	Spermidine-e0	Acetate-e0
Folate##Acetate-e0##Turicimonas_muris_YL45	0.0	0.0	22.499999999953268	Folate	Acetate-e0
Riboflavin##Acetate-e0##Turicimonas_muris_YL45	0.0	0.0	-33.74999999098145	Riboflavin	Acetate-e0
Riboflavin##L-Asparagine-e0##Turicimonas_muris_YL45	0.0	0.0	-3.4990677022506134e-11	Riboflavin	L-Asparagine-e0
Riboflavin##Ca2+-e0##Turicimonas_muris_YL45	0.0	0.0	-1.1088907569956064e-12	Riboflavin	Ca2+-e0
Riboflavin##Cu2+-e0##Turicimonas_muris_YL45	0.0	0.0	-1.7195134205394424e-12	Riboflavin	Cu2+-e0
Riboflavin##Fe2+-e0##Turicimonas_muris_YL45	0.0	0.0	-6.697531418353719e-12	Riboflavin	Fe2+-e0
Folate##Glycine-e0##Turicimonas_muris_YL45	0.0	0.0	0.9999999999994825	Folate	Glycine-e0
Riboflavin##Glycine-e0##Turicimonas_muris_YL45	0.0	0.0	-1.4999999999978435	Riboflavin	Glycine-e0
Riboflavin##K+-e0##Turicimonas_muris_YL45	0.0	0.0	-1.15230047725845e-12	Riboflavin	K+-e0
Spermidine-e0##Succinate-e0##Turicimonas_muris_YL45	0.0	0.0	2.886579864025407e-14	Spermidine-e0	Succinate-e0
Folate##Succinate-e0##Turicimonas_muris_YL45	0.0	0.0	-2.5000000000019065	Folate	Succinate-e0
Riboflavin##Succinate-e0##Turicimonas_muris_YL45	0.0	0.0	3.750000000530406	Riboflavin	Succinate-e0
Riboflavin##Cl--e0##Turicimonas_muris_YL45	0.0	0.0	-1.347144618080165e-12	Riboflavin	Cl--e0
Spermidine-e0##CO2-e0##Turicimonas_muris_YL45	0.0	0.0	1.8474111129762605e-13	Spermidine-e0	CO2-e0
Folate##CO2-e0##Turicimonas_muris_YL45	0.0	0.0	1.4999999999937077	Folate	CO2-e0
