	Source	Target	Microbe	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
3	L-Glutamine-e0	Phosphate-e0	Clostridium_innocuum_I46	3.9999999999145253	3.9999999999145253	1.0	1.9999999999786313	1.9999999999786313
5	Spermidine-e0	Phosphate-e0	Clostridium_innocuum_I46	1.9999999999564744	1.9999999999564744	1.0	1.4142135623577063	1.4142135623577063
6	Thiamin-e0	Phosphate-e0	Clostridium_innocuum_I46	-11.99999999978518	11.99999999978518	-1.0	3.464101615106748	-3.464101615106748
13	Folate-e0	Phosphate-e0	Clostridium_innocuum_I46	5.99999999982601	5.99999999982601	1.0	2.4494897427476627	2.4494897427476627
15	O2-e0	Phosphate-e0	Clostridium_innocuum_I46	-3.9999999999222653	3.9999999999222653	-1.0	1.9999999999805662	-1.9999999999805662
24	Riboflavin	Phosphate-e0	Clostridium_innocuum_I46	-1.9999999999767535	1.9999999999767535	-1.0	1.4142135623648762	-1.4142135623648762
25	PAN	Phosphate-e0	Clostridium_innocuum_I46	834.2163522612452	834.2163522612452	1.0	28.882803746541732	28.882803746541732
29	L-Aspartate-e0	D-Glucose-e0	Clostridium_innocuum_I46	-0.4999999999910412	0.4999999999910412	-1.0	0.7071067811802128	-0.7071067811802128
30	L-Glutamine-e0	D-Glucose-e0	Clostridium_innocuum_I46	-2.999999999924789	2.999999999924789	-1.0	1.7320508075471657	-1.7320508075471657
32	Spermidine-e0	D-Glucose-e0	Clostridium_innocuum_I46	-1.4999999999612967	1.4999999999612967	-1.0	1.2247448713757885	-1.2247448713757885
33	Thiamin-e0	D-Glucose-e0	Clostridium_innocuum_I46	5.999999999811759	5.999999999811759	1.0	2.4494897427447535	2.4494897427447535
36	N-Acetyl-D-glucosamine-e0	D-Glucose-e0	Clostridium_innocuum_I46	0.5000000000075906	0.5000000000075906	1.0	0.7071067811919148	0.7071067811919148
37	L-Asparagine-e0	D-Glucose-e0	Clostridium_innocuum_I46	-0.999999999995799	0.999999999995799	-1.0	0.9999999999978995	-0.9999999999978995
41	D-Mannose-e0	D-Glucose-e0	Clostridium_innocuum_I46	1.000000000001443	1.000000000001443	1.0	1.0000000000007214	1.0000000000007214
45	Folate-e0	D-Glucose-e0	Clostridium_innocuum_I46	-3.9999999998473696	3.9999999998473696	-1.0	1.9999999999618423	-1.9999999999618423
46	N-Acetyl-D-chondrosamine-e0	D-Glucose-e0	Clostridium_innocuum_I46	0.499999999997211	0.499999999997211	1.0	0.7071067811845754	0.7071067811845754
48	O2-e0	D-Glucose-e0	Clostridium_innocuum_I46	1.999999999931594	1.999999999931594	1.0	1.4142135623489098	1.4142135623489098
56	PAN	D-Glucose-e0	Clostridium_innocuum_I46	-725.189891268397	725.189891268397	-1.0	26.929349997138754	-26.929349997138754
59	PAN	Mn2+-e0	Clostridium_innocuum_I46	-0.9241112603194174	0.9241112603194174	-1.0	0.961307058290647	-0.961307058290647
60	PAN	Zn2+-e0	Clostridium_innocuum_I46	-0.9241112603170614	0.9241112603170614	-1.0	0.9613070582894215	-0.9613070582894215
61	L-Aspartate-e0	L-Aspartate-e0	Clostridium_innocuum_I46	-1.0000000000000016	1.0000000000000016	-1.0	1.0000000000000007	-1.0000000000000007
62	PAN	Sulfate-e0	Clostridium_innocuum_I46	-0.9241112603170152	0.9241112603170152	-1.0	0.9613070582893976	-0.9613070582893976
69	PAN	L-Arginine-e0	Clostridium_innocuum_I46	-35.57235834189836	35.57235834189836	-1.0	5.964256730045946	-5.964256730045946
70	L-Glutamine-e0	L-Glutamine-e0	Clostridium_innocuum_I46	-1.0000000000000047	1.0000000000000047	-1.0	1.0000000000000022	-1.0000000000000022
72	PAN	L-Leucine-e0	Clostridium_innocuum_I46	-64.72644010499076	64.72644010499076	-1.0	8.045274395879282	-8.045274395879282
73	PAN	L-Histidine-e0	Clostridium_innocuum_I46	-11.393282031211287	11.393282031211287	-1.0	3.375393611300953	-3.375393611300953
