	0.0000-0.3468	0.3468-0.3503	0.3503-0.4023	0.4023-0.4040	0.4040-1.1930	Source	Target
bc1001##N-Acetyl-D-glucosamine##Microbe	-0.01567014577001474	-0.01567014577001474	-0.01567014577001474	-0.028559360732135518	-0.028559360732135518	bc1001	N-Acetyl-D-glucosamine
bc1001##L-Aspartate##Microbe	-0.030598856469821547	-0.030598856469821547	-0.030598856469821547	-0.05576743144181081	-0.05576743144181081	bc1001	L-Aspartate
bc1012##NADP##Microbe	-0.0010494563665986714	-0.004393958225563963	-0.0009755617731235941	-0.0009755617731235941	-0.0011863819653704965	bc1012	NADP
bc1001##CO2##Microbe	1.1044735886227475	1.1044735886227475	1.1044735886227475	2.0129397709210712	2.0129397709210712	bc1001	CO2
bc1001##Formate##Microbe	-0.00042755024823842896	-0.00042755024823842896	-0.00042755024823842896	-0.0007792245171018526	-0.0007792245171018526	bc1001	Formate
bc1012##H+##Microbe	1.2308617334925236	0.37314771955363657	1.6388006408220797	1.6388006408220797	1.5607449805445652	bc1012	H+
bc1001##D-Arabinose##Microbe	-0.011431946641344282	-0.011431946641344282	-0.011431946641344282	-0.020835102161297206	-0.020835102161297206	bc1001	D-Arabinose
bc1001##Pyridoxal##Microbe	-0.0004275502482370468	-0.0004275502482370468	-0.0004275502482370468	-0.0007792245170993398	-0.0007792245170993398	bc1001	Pyridoxal
bc1001##K+##Microbe	-0.00042755024823795467	-0.00042755024823795467	-0.00042755024823795467	-0.0007792245171003466	-0.0007792245171003466	bc1001	K+
bc1001##UMP##Microbe	-0.014266823533210427	-0.014266823533210427	-0.014266823533210427	-0.026001759381609944	-0.026001759381609944	bc1001	UMP
bc1012##BIOT##Microbe	-0.0005247281833031512	-0.00219697911278576	-0.0004877808865652057	-0.0004877808865652057	-0.0005931909826933696	bc1012	BIOT
bc1001##Heme##Microbe	-0.0004275502482361686	-0.0004275502482361686	-0.0004275502482361686	-0.0007792245170977323	-0.0007792245170977323	bc1001	Heme
bc1001##L-Histidine##Microbe	-0.012076710535761228	-0.012076710535761228	-0.012076710535761228	-0.02201020575752186	-0.02201020575752186	bc1001	L-Histidine
bc1012##Fumarate##Microbe	-0.9999999999999988	-0.9999999999999919	-1.7779765480128402	-1.7779765480128402	-0.0011863819653365776	bc1012	Fumarate
bc1012##CoA##Microbe	-0.001049456366596137	-0.004393958225560966	-0.0009755617731192323	-0.0009755617731192323	-0.0011863819653703156	bc1012	CoA
bc1012##L-Glutamine##Microbe	-0.039918187296889264	-0.1671330538405129	-0.03710745755484429	-0.03710745755484429	-0.045126428317402496	bc1012	L-Glutamine
bc1012##L-Serine##Microbe	-0.03990547605407588	-0.16707983326678355	-0.037095641339351115	-0.037095641339351115	-0.04511205860208647	bc1012	L-Serine
bc1012##5-Aminolevulinate##Microbe	-0.004197825466407644	-0.01757583290217337	-0.003902247092511464	-0.003902247092511464	-0.004745527861523469	bc1012	5-Aminolevulinate
bc1001##fe3##Microbe	-0.0012826507447264016	-0.0012826507447264016	-0.0012826507447264016	-0.0023376735513258268	-0.0023376735513258268	bc1001	fe3
bc1001##TTP##Microbe	-0.001364462721009687	-0.001364462721009687	-0.001364462721009687	-0.0024867785933065938	-0.0024867785933065938	bc1001	TTP
bc1012##L-Leucine##Microbe	-0.07019456017952429	-0.29389689262538665	-0.06525200262902994	-0.06525200262902994	-0.07935304688697789	bc1012	L-Leucine
bc1012##BET##Microbe	-0.0010494563665695942	-0.004393958225463219	-0.0009755617731048592	-0.0009755617731048592	-0.00118638196531184	bc1012	BET
bc1001##Cl-##Microbe	-0.00042755024823390913	-0.00042755024823390913	-0.00042755024823390913	-0.0007792245170936153	-0.0007792245170936153	bc1001	Cl-
bc1012##Co2+##Microbe	-0.0005247281833007318	-0.0021969791127745414	-0.0004877808865631425	-0.0004877808865631425	-0.0005931909826905235	bc1012	Co2+
bc1001##H2O##Microbe	2.0183187484056977	2.0183187484056977	2.0183187484056977	3.6784529036385756	3.6784529036385756	bc1001	H2O
bc1001##L-Lysine##Microbe	-0.04348972726642104	-0.04348972726642104	-0.04348972726642104	-0.07926147129534021	-0.07926147129534021	bc1001	L-Lysine
bc1012##L-Isoleucine##Microbe	-0.04521428965300338	-0.1893072511216941	-0.04203064938026506	-0.04203064938026506	-0.05111352842186151	bc1012	L-Isoleucine
bc1012##Succinate##Microbe	1.0000000000000036	1.0000000000000522	1.7779765480128842	1.7779765480128842	0.0011863819654122098	bc1012	Succinate
Fumarate##bc1012##Metabolite	0.03399847222152429	-0.7829132233182038	0.0	0.0	0.0	Fumarate	bc1012
bc1001##Niacin##Microbe	0.00042755024822987357	0.00042755024822987357	0.00042755024822987357	0.000779224517087074	0.000779224517087074	bc1001	Niacin
bc1012##Ala-Ala##Microbe	-0.004676771613351016	-0.019581127670971518	-0.004347469559310914	-0.004347469559310914	-0.005286963493535397	bc1012	Ala-Ala
bc1012##Zn2+##Microbe	-0.0005247281832998021	-0.0021969791127838673	-0.0004877808865617047	-0.0004877808865617047	-0.0005931909826886122	bc1012	Zn2+
bc1001##L-Valine##Microbe	-0.05366673052689175	-0.05366673052689175	-0.05366673052689175	-0.09780939749550033	-0.09780939749550033	bc1001	L-Valine
