	0.0000-0.0006	0.0006-0.0057	0.0057-0.0080	0.0080-0.0084	0.0096-0.0110	0.0110-0.0115	0.0115-0.0118	0.0118-0.0118	0.0118-0.0119	0.0119-0.0119	0.0119-0.0120	0.0120-0.0121	0.0121-0.0124	0.0125-0.0125	0.0125-0.0128	0.0128-0.0128	0.0128-0.0129	0.0129-0.0139	0.0139-0.0378	0.0378-0.0686	0.0686-0.0690	0.0690-0.0692	0.0692-0.0786	0.0786-0.0791	0.0791-0.0795	0.0795-0.2285	0.2285-0.3362	0.4374-0.4374	0.4374-0.5750	0.5750-5.2337	5.2337-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##CO2-e0##Microbe##PAN	1266.2205841942118	1362.2841097653027	1362.284109769169	618.1765800317452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-863.5509998609248	425.7526580925585	518.78582138562	-804.0810515214697	1642.0970715948347	8064.592808793502	1421.5388800434523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	CO2-e0
Limosilactobacillus_reuteri_I49##O2-e0##Microbe##O2-e0	-1.0000000000000016	-1.0000000000000002	-1.0000000000000018	-1.0000000000000002	-0.9999999999999978	-0.9999999999999983	-0.9999999999999986	-0.9999999999999993	-0.9999999999999994	-0.9999999999999989	-0.9999999999999996	-0.9999999999999988	-0.9999999999999973	-1.0000000000000007	-1.0000000000000009	-1.0000000000000118	-0.9999999999999998	-0.9999999999999998	-1.0	-1.0000000000000018	-1.0	-0.9999999999999993	-0.999999999999999	-1.0000000000000002	-0.9999999999999996	-1.0000000000000002	-0.9999999999999987	-1.0	-0.9999999999999984	0.0	0.0	Limosilactobacillus_reuteri_I49	O2-e0
Limosilactobacillus_reuteri_I49##Urea-e0##Microbe##Urea-e0	-1.0000000000000002	-0.9999999999999998	-1.0000000000000009	-1.0000000000000004	-0.9999999999999998	-0.9999999999999984	-0.9999999999999996	-0.9999999999999993	-1.0	-1.0000000000000016	-1.0000000000000002	-1.0000000000000004	-0.9999999999999996	-1.0000000000000013	-0.9999999999999997	-1.0000000000000016	-0.9999999999999998	-0.9999999999999988	-1.000000000000001	-1.000000000000001	-1.0000000000000002	-0.9999999999999982	-0.9999999999999986	-1.0000000000000009	-1.0	-1.0000000000000002	-0.9999999999999993	-1.0000000000000013	-0.9999999999999993	-1.0000000000000002	-1.0000000000000002	Limosilactobacillus_reuteri_I49	Urea-e0
Limosilactobacillus_reuteri_I49##Sucrose##Microbe##Sucrose	-1.0	-0.9999999999999997	-1.0000000000000007	-1.0	-1.0000000000000002	-0.9999999999999986	-0.9999999999999993	-0.9999999999999998	-0.9999999999999998	-0.9999999999999984	-0.9999999999999991	-1.0	-0.9999999999999998	-1.0000000000000002	-0.999999999999999	-1.0000000000000002	-1.0000000000000004	-1.0	-0.9999999999999993	-0.9999999999999989	-1.0000000000000002	-0.9999999999999996	-1.0	-0.9999999999999998	-0.9999999999999911	-0.9999999999999996	-0.9999999999999993	-0.9999999999999994	-1.0000000000000007	-1.0000000000000016	-1.0000000000000016	Limosilactobacillus_reuteri_I49	Sucrose
Limosilactobacillus_reuteri_I49##Thiamine##Microbe##Thiamine	-0.9999999999999982	-1.0000000000000009	-0.9999999999999997	-0.9999999999999996	-0.9999999999999426	-1.00000000000002	-0.999999999999937	-1.0000000000000484	-0.9999999999999993	-1.0000000000000164	-1.0000000000000477	-1.0000000000000053	-1.000000000000045	-0.9999999999999991	-1.0000000000000002	-0.9999999999999993	-1.0000000000000007	-1.0000000000000016	-1.000000000000013	-0.9999999999999981	-0.999999999999987	-1.0000000000000038	-0.9999999999999987	-0.999999999999996	-1.0000000000000067	-0.9999999999999999	-1.0000000000000009	-1.000000000000014	-0.9999999999999991	-1.0000000000000095	-1.0000000000000095	Limosilactobacillus_reuteri_I49	Thiamine
Limosilactobacillus_reuteri_I49##Riboflavin##Microbe##Riboflavin	-0.9999999999999993	-0.9999999999999999	-0.9999999999999996	-0.9999999999999992	-0.9999999999992565	-0.999999999999944	-0.9999999999995353	-0.9999999999996134	-0.9999999999995977	-0.9999999999995874	-0.999999999999884	-0.99999999999986	-1.0000000000001592	-1.0000000000000007	-0.9999999999999993	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000004	-1.0000000000000042	-1.0000000000000084	-0.9999999999999971	-0.9999999999999993	-0.9999999999999999	-1.0000000000000002	-1.0000000000000004	-0.9999999999999987	-1.0000000000000004	-0.9999999999999992	-1.0000000000000113	-1.0000000000000113	Limosilactobacillus_reuteri_I49	Riboflavin
Limosilactobacillus_reuteri_I49##Niacin##Microbe##PAN	-1.0000000000087368	-1.0000000000083893	-0.9999999999395652	-0.999999999912469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9999999999527076	-0.9999999999450855	-0.9999999999327526	-0.9999999999652398	-0.9999999998919605	-0.9999999998873582	-0.9999999999893978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Niacin
Limosilactobacillus_reuteri_I49##PAN##Microbe##PAN	-0.9999999999997561	-0.9999999999994339	-0.9999999999998386	-0.9999999999998932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9999999999998139	-1.0000000000000684	-0.999999999999968	-1.0000000000001013	-0.9999999999999555	-1.000000000000759	-0.9999999999997716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	PAN
Limosilactobacillus_reuteri_I49##Cl##Microbe##PAN	-0.7060625359749952	-0.7060625359746352	-0.7060625359802789	-0.7060625359763136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359715071	-0.706062535977776	-0.7060625359745205	-0.7060625359863278	-0.706062535986287	-0.706062536009084	-0.7060625359772474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Cl
Limosilactobacillus_reuteri_I49##Inosine##Microbe##Folate-e0	1.0000000000009897	1.0000000000010132	1.0000000000005183	0.9999999999996116	-14.761582111194702	-14.76158211169553	-14.761582111939239	-14.761582111730089	-14.761582111686362	-14.761582112104515	-14.761582112047087	-14.761582111845815	-14.761582112053773	0.7969009391647605	0.8322739310400963	0.9999999999996168	1.0000000000000564	0.9999999999994297	1.0000000000030933	1.0000000000009226	1.0000000000055698	1.000000000001959	0.8426563271161788	1.000000000000408	1.00000000000036	0.9999999999987609	0.9999999999995601	0.999999999999873	0.9999999999999204	0.9999999999995646	0.9999999999995646	Limosilactobacillus_reuteri_I49	Inosine
Limosilactobacillus_reuteri_I49##Inosine##Microbe##Thiamine	1.0000000000014144	1.00000000000132	1.0000000000007594	0.9999999999990757	-30.52316422240389	-30.523164223403757	-30.52316422388969	-30.523164223473096	-30.52316422338481	-30.523164224221777	-30.52316422410668	-30.52316422370521	-30.523164224117714	0.5261021913847101	0.9231255517261981	0.9999999999994037	0.9999999999996186	0.9999999999993207	1.000000000004234	1.0000000000011542	1.0000000000076257	1.0000000000024953	0.777666549185882	1.0000000000006581	1.0000000000005826	0.9999999999982748	0.9999999999994755	0.9999999999999256	0.9999999999999887	0.9999999999994376	0.9999999999994376	Limosilactobacillus_reuteri_I49	Inosine
Limosilactobacillus_reuteri_I49##Inosine##Microbe##Riboflavin	1.000000000000771	1.0000000000007798	1.0000000000003841	0.9999999999994751	-46.284746333605085	-46.28474633511429	-46.284746335848276	-46.28474633521906	-46.284746335085984	-46.28474633634685	-46.28474633617352	-46.284746335566645	-46.28474633619147	0.6276517218021211	1.0069885862060795	0.9999999999988168	0.9999999999988153	0.9999999999988338	1.0000000000018816	1.0000000000003706	1.0000000000039058	1.0000000000011502	0.8802819880231172	1.0000000000003018	1.000000000000267	0.9999999999990218	0.9999999999997344	0.9999999999999781	1.0000000000000073	0.999999999999626	0.999999999999626	Limosilactobacillus_reuteri_I49	Inosine
Limosilactobacillus_reuteri_I49##Inosine##Microbe##PAN	-22.508390007150766	-22.508390007135908	-22.508390007025426	-22.508390006828947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-22.5083900068981	-22.508390006956912	-22.508390006871537	-22.508390007345252	-22.50839000702981	-22.508390007680816	-22.50839000715708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Inosine
Limosilactobacillus_reuteri_I49##Cytosine##Microbe##PAN	-12.165428977257744	-12.165428977246346	-12.165428977302692	-12.165428977242914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.5803140844068135	-651.2321430622327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Cytosine
Riboflavin##Bifidobacterium_animalis_YL2##Metabolite##None	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724023	96.79614651724869	Riboflavin	Bifidobacterium_animalis_YL2
Bifidobacterium_animalis_YL2##H2O-e0##Microbe##Putrescine-e0	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666789095	Bifidobacterium_animalis_YL2	H2O-e0
Bifidobacterium_animalis_YL2##H2O-e0##Microbe##Spermidine-e0	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666667572	Bifidobacterium_animalis_YL2	H2O-e0
Bifidobacterium_animalis_YL2##H2O-e0##Microbe##Thiamin-e0	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	0.0	Bifidobacterium_animalis_YL2	H2O-e0
Bifidobacterium_animalis_YL2##H2O-e0##Microbe##Melitose-e0	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005044	Bifidobacterium_animalis_YL2	H2O-e0
Bifidobacterium_animalis_YL2##H2O-e0##Microbe##Sucrose-e0	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000036176	Bifidobacterium_animalis_YL2	H2O-e0
Bifidobacterium_animalis_YL2##H2O-e0##Microbe##Folate	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-11.999999999901437	Bifidobacterium_animalis_YL2	H2O-e0
Bifidobacterium_animalis_YL2##H2O-e0##Microbe##Riboflavin	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1132.4968330537902	Bifidobacterium_animalis_YL2	H2O-e0
Bifidobacterium_animalis_YL2##Phosphate-e0##Microbe##Riboflavin	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.8641856206961	Bifidobacterium_animalis_YL2	Phosphate-e0
Bifidobacterium_animalis_YL2##L-Glutamate-e0##Microbe##Putrescine-e0	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.0000000000062816	Bifidobacterium_animalis_YL2	L-Glutamate-e0
Bifidobacterium_animalis_YL2##L-Glutamate-e0##Microbe##Spermidine-e0	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	1.9999999999981475	Bifidobacterium_animalis_YL2	L-Glutamate-e0
Bifidobacterium_animalis_YL2##L-Glutamate-e0##Microbe##Thiamin-e0	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	4.000000000002782	0.0	Bifidobacterium_animalis_YL2	L-Glutamate-e0
Bifidobacterium_animalis_YL2##L-Glutamate-e0##Microbe##Folate	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	4.00000000000276	3.9999999999330864	Bifidobacterium_animalis_YL2	L-Glutamate-e0
Bifidobacterium_animalis_YL2##L-Glutamate-e0##Microbe##Riboflavin	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-142.09682062183333	-140.0968206275203	Bifidobacterium_animalis_YL2	L-Glutamate-e0
Bifidobacterium_animalis_YL2##D-Glucose-e0##Microbe##Putrescine-e0	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333333029193	-0.13333333332397704	Bifidobacterium_animalis_YL2	D-Glucose-e0
Bifidobacterium_animalis_YL2##D-Glucose-e0##Microbe##Spermidine-e0	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666675896	2.266666666674373	Bifidobacterium_animalis_YL2	D-Glucose-e0
Bifidobacterium_animalis_YL2##D-Glucose-e0##Microbe##Thiamin-e0	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	12.1333333333782	0.0	Bifidobacterium_animalis_YL2	D-Glucose-e0
Bifidobacterium_animalis_YL2##D-Glucose-e0##Microbe##Melitose-e0	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.5333333333439536	2.533333333344121	Bifidobacterium_animalis_YL2	D-Glucose-e0
Bifidobacterium_animalis_YL2##D-Glucose-e0##Microbe##Sucrose-e0	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000104342	2.4000000000094697	Bifidobacterium_animalis_YL2	D-Glucose-e0
Bifidobacterium_animalis_YL2##D-Glucose-e0##Microbe##Folate	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.800000000043873	9.799999999972886	Bifidobacterium_animalis_YL2	D-Glucose-e0
Bifidobacterium_animalis_YL2##D-Glucose-e0##Microbe##Riboflavin	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2223.0345089717066	-2216.9678423110695	Bifidobacterium_animalis_YL2	D-Glucose-e0
Bifidobacterium_animalis_YL2##Mn2+-e0##Microbe##Riboflavin	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773773	-0.7060625359773878	Bifidobacterium_animalis_YL2	Mn2+-e0
Bifidobacterium_animalis_YL2##Zn2+-e0##Microbe##Riboflavin	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359787005	-0.7060625359782198	Bifidobacterium_animalis_YL2	Zn2+-e0
Bifidobacterium_animalis_YL2##L-Lysine-e0##Microbe##Riboflavin	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193477925	-36.35966193552608	Bifidobacterium_animalis_YL2	L-Lysine-e0
Bifidobacterium_animalis_YL2##L-Aspartate-e0##Microbe##Thiamin-e0	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	2.0000000000009717	0.0	Bifidobacterium_animalis_YL2	L-Aspartate-e0
Bifidobacterium_animalis_YL2##L-Aspartate-e0##Microbe##Folate	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	1.000000000000948	0.9999999999806432	Bifidobacterium_animalis_YL2	L-Aspartate-e0
Bifidobacterium_animalis_YL2##L-Aspartate-e0##Microbe##Riboflavin	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-49.35650920376778	-48.35650920541624	Bifidobacterium_animalis_YL2	L-Aspartate-e0
