	0.0000-0.2268	0.2323-0.4202	0.4202-0.4202	0.4202-0.4203	0.4203-0.4217	0.4217-0.4217	0.4217-0.4218	0.4218-0.4222	0.4222-0.4229	0.4229-0.4234	0.4234-0.4235	0.4235-0.4236	0.4242-1.1763	1.1763-2.5000	Source	Target
O2##5-Aminolevulinate##bc1001	-0.0034204019858847788	-0.0034204019858847788	-0.0034204019858847788	-0.0034204019858847788	-0.0034204019858847788	-0.0034204019858847788	-0.0034204019858847788	0.035126546078064216	0.035126546078064216	0.035126546078064216	0.035126546078064216	0.035126546078064216	0.0	0.0	O2	5-Aminolevulinate
O2##AMP##bc1001	-0.01181653456362381	-0.01181653456362381	-0.01181653456362381	-0.01181653456362381	-0.01181653456362381	-0.01181653456362381	-0.01181653456362381	0.12135241633615981	0.12135241633615981	0.12135241633615981	0.12135241633615981	0.12135241633615981	0.0	0.0	O2	AMP
O2##Spermidine##bc1001	-0.0004275502482367293	-0.0004275502482367293	-0.0004275502482367293	-0.0004275502482367293	-0.0004275502482367293	-0.0004275502482367293	-0.0004275502482367293	0.0043908182598179695	0.0043908182598179695	0.0043908182598179695	0.0043908182598179695	0.0043908182598179695	0.0	0.0	O2	Spermidine
O2##TRHL##bc1001	-0.009024619997687102	-0.009024619997687102	-0.009024619997687102	-0.009024619997687102	-0.009024619997687102	-0.009024619997687102	-0.009024619997687102	0.09268025556493939	0.09268025556493939	0.09268025556493939	0.09268025556493939	0.09268025556493939	0.0	0.0	O2	TRHL
O2##L-Proline##bc1001	-0.02808852899888277	-0.02808852899888277	-0.02808852899888277	-0.02808852899888277	-0.02808852899888277	-0.02808852899888277	-0.02808852899888277	0.2884611259792441	0.2884611259792441	0.2884611259792441	0.2884611259792441	0.2884611259792441	0.0	0.0	O2	L-Proline
O2##ddca##bc1001	-0.011362362432960663	-0.011362362432960663	-0.011362362432960663	-0.011362362432960663	-0.011362362432960663	-0.011362362432960663	-0.011362362432960663	0.11668819899090464	0.11668819899090464	0.11668819899090464	0.11668819899090464	0.11668819899090464	0.0	0.0	O2	ddca
O2##CoA##bc1001	-0.0008551004964756129	-0.0008551004964756129	-0.0008551004964756129	-0.0008551004964756129	-0.0008551004964756129	-0.0008551004964756129	-0.0008551004964756129	0.008781636519549472	0.008781636519549472	0.008781636519549472	0.008781636519549472	0.008781636519549472	0.0	0.0	O2	CoA
O2##Heme##bc1001	-0.00042755024823612687	-0.00042755024823612687	-0.00042755024823612687	-0.00042755024823612687	-0.00042755024823612687	-0.00042755024823612687	-0.00042755024823612687	0.004390818259786959	0.004390818259786959	0.004390818259786959	0.004390818259786959	0.004390818259786959	0.0	0.0	O2	Heme
O2##CO2##bc1001	1.1044735886225885	1.1044735886225885	1.1044735886225885	1.1044735886225885	1.1044735886225885	1.1044735886225885	1.1044735886225885	-0.07291375103195692	-0.07291375103195692	-0.07291375103195692	-0.07291375103195692	-0.07291375103195692	0.0	0.0	O2	CO2
O2##L-Methionine##bc1001	-0.018616899075229714	-0.018616899075229714	-0.018616899075229714	-0.018616899075229714	-0.018616899075229714	-0.018616899075229714	-0.018616899075229714	0.1911902068525593	0.1911902068525593	0.1911902068525593	0.1911902068525593	0.1911902068525593	0.0	0.0	O2	L-Methionine
O2##L-Alanine##bc1001	-0.06901131643586753	-0.06901131643586753	-0.06901131643586753	-0.06901131643586753	-0.06901131643586753	-0.06901131643586753	-0.06901131643586753	0.7087264002035691	0.7087264002035691	0.7087264002035691	0.7087264002035691	0.7087264002035691	0.0	0.0	O2	L-Alanine
O2##Sulfate##bc1001	-0.0004275502482360494	-0.0004275502482360494	-0.0004275502482360494	-0.0004275502482360494	-0.0004275502482360494	-0.0004275502482360494	-0.0004275502482360494	0.004390818259776266	0.004390818259776266	0.004390818259776266	0.004390818259776266	0.004390818259776266	0.0	0.0	O2	Sulfate
O2##L-Phenylalanine##bc1001	-0.02354280087589305	-0.02354280087589305	-0.02354280087589305	-0.02354280087589305	-0.02354280087589305	-0.02354280087589305	-0.02354280087589305	0.24177780365898202	0.24177780365898202	0.24177780365898202	0.24177780365898202	0.24177780365898202	0.0	0.0	O2	L-Phenylalanine
O2##4-Hydroxybenzoate##bc1001	-0.00042755024823673283	-0.00042755024823673283	-0.00042755024823673283	-0.00042755024823673283	-0.00042755024823673283	-0.00042755024823673283	-0.00042755024823673283	0.004390818259820185	0.004390818259820185	0.004390818259820185	0.004390818259820185	0.004390818259820185	0.0	0.0	O2	4-Hydroxybenzoate
O2##NADP##bc1001	-0.0008551004964751808	-0.0008551004964751808	-0.0008551004964751808	-0.0008551004964751808	-0.0008551004964751808	-0.0008551004964751808	-0.0008551004964751808	0.008781636519599066	0.008781636519599066	0.008781636519599066	0.008781636519599066	0.008781636519599066	0.0	0.0	O2	NADP
O2##fe3##bc1001	-0.001282650744713362	-0.001282650744713362	-0.001282650744713362	-0.001282650744713362	-0.001282650744713362	-0.001282650744713362	-0.001282650744713362	0.01317245477940914	0.01317245477940914	0.01317245477940914	0.01317245477940914	0.01317245477940914	0.0	0.0	O2	fe3
O2##Myristic acid##bc1001	-0.011501530849730084	-0.011501530849730084	-0.011501530849730084	-0.011501530849730084	-0.011501530849730084	-0.011501530849730084	-0.011501530849730084	0.11811741866322015	0.11811741866322015	0.11811741866322015	0.11811741866322015	0.11811741866322015	0.0	0.0	O2	Myristic acid
O2##Deoxycytidine##bc1001	-0.0035162881768569356	-0.0035162881768569356	-0.0035162881768569356	-0.0035162881768569356	-0.0035162881768569356	-0.0035162881768569356	-0.0035162881768569356	0.036111269721626475	0.036111269721626475	0.036111269721626475	0.036111269721626475	0.036111269721626475	0.0	0.0	O2	Deoxycytidine
O2##Ca2+##bc1001	-0.000427550248235308	-0.000427550248235308	-0.000427550248235308	-0.000427550248235308	-0.000427550248235308	-0.000427550248235308	-0.000427550248235308	0.004390818259812504	0.004390818259812504	0.004390818259812504	0.004390818259812504	0.004390818259812504	0.0	0.0	O2	Ca2+
O2##D-Arabinose##bc1001	-0.01143194664134089	-0.01143194664134089	-0.01143194664134089	-0.01143194664134089	-0.01143194664134089	-0.01143194664134089	-0.01143194664134089	0.1174028088270098	0.1174028088270098	0.1174028088270098	0.1174028088270098	0.1174028088270098	0.0	0.0	O2	D-Arabinose
O2##Pyridoxal##bc1001	-0.0004275502482376361	-0.0004275502482376361	-0.0004275502482376361	-0.0004275502482376361	-0.0004275502482376361	-0.0004275502482376361	-0.0004275502482376361	0.004390818259786396	0.004390818259786396	0.004390818259786396	0.004390818259786396	0.004390818259786396	0.0	0.0	O2	Pyridoxal
O2##BET##bc1001	-0.0008551004964739506	-0.0008551004964739506	-0.0008551004964739506	-0.0008551004964739506	-0.0008551004964739506	-0.0008551004964739506	-0.0008551004964739506	0.008781636519582626	0.008781636519582626	0.008781636519582626	0.008781636519582626	0.008781636519582626	0.0	0.0	O2	BET
O2##Chorismate##bc1001	-0.0008551004964744343	-0.0008551004964744343	-0.0008551004964744343	-0.0008551004964744343	-0.0008551004964744343	-0.0008551004964744343	-0.0008551004964744343	0.008781636519516186	0.008781636519516186	0.008781636519516186	0.008781636519516186	0.008781636519516186	0.0	0.0	O2	Chorismate
O2##TTP##bc1001	-0.0013644627210078505	-0.0013644627210078505	-0.0013644627210078505	-0.0013644627210078505	-0.0013644627210078505	-0.0013644627210078505	-0.0013644627210078505	0.014012640280087986	0.014012640280087986	0.014012640280087986	0.014012640280087986	0.014012640280087986	0.0	0.0	O2	TTP
O2##L-Isoleucine##bc1001	-0.036840751802910604	-0.036840751802910604	-0.036840751802910604	-0.036840751802910604	-0.036840751802910604	-0.036840751802910604	-0.036840751802910604	0.37834394059600573	0.37834394059600573	0.37834394059600573	0.37834394059600573	0.37834394059600573	0.0	0.0	O2	L-Isoleucine
O2##H+##bc1001	0.783368441065683	0.783368441065683	0.783368441065683	0.783368441065683	0.783368441065683	0.783368441065683	0.783368441065683	3.2247438951067937	3.2247438951067937	3.2247438951067937	3.2247438951067937	3.2247438951067937	0.0	0.0	O2	H+
O2##Cl-##bc1001	-0.0004275502482370803	-0.0004275502482370803	-0.0004275502482370803	-0.0004275502482370803	-0.0004275502482370803	-0.0004275502482370803	-0.0004275502482370803	0.004390818259726262	0.004390818259726262	0.004390818259726262	0.004390818259726262	0.004390818259726262	0.0	0.0	O2	Cl-
O2##L-Tryptophan##bc1001	-0.007191748970733868	-0.007191748970733868	-0.007191748970733868	-0.007191748970733868	-0.007191748970733868	-0.007191748970733868	-0.007191748970733868	0.07385719650675512	0.07385719650675512	0.07385719650675512	0.07385719650675512	0.07385719650675512	0.0	0.0	O2	L-Tryptophan
O2##Cu2+##bc1001	-0.0004275502482369044	-0.0004275502482369044	-0.0004275502482369044	-0.0004275502482369044	-0.0004275502482369044	-0.0004275502482369044	-0.0004275502482369044	0.004390818259780202	0.004390818259780202	0.004390818259780202	0.004390818259780202	0.004390818259780202	0.0	0.0	O2	Cu2+
O2##K+##bc1001	-0.00042755024823525295	-0.00042755024823525295	-0.00042755024823525295	-0.00042755024823525295	-0.00042755024823525295	-0.00042755024823525295	-0.00042755024823525295	0.0043908182597855025	0.0043908182597855025	0.0043908182597855025	0.0043908182597855025	0.0043908182597855025	0.0	0.0	O2	K+
O2##dATP##bc1001	-0.0013644627210055867	-0.0013644627210055867	-0.0013644627210055867	-0.0013644627210055867	-0.0013644627210055867	-0.0013644627210055867	-0.0013644627210055867	0.014012640280085255	0.014012640280085255	0.014012640280085255	0.014012640280085255	0.014012640280085255	0.0	0.0	O2	dATP
O2##L-Glutamate##bc1001	-0.03890142056774367	-0.03890142056774367	-0.03890142056774367	-0.03890142056774367	-0.03890142056774367	-0.03890142056774367	-0.03890142056774367	0.39950641700037925	0.39950641700037925	0.39950641700037925	0.39950641700037925	0.39950641700037925	0.0	0.0	O2	L-Glutamate
O2##L-Cysteine##bc1001	-0.011601783716940182	-0.011601783716940182	-0.011601783716940182	-0.011601783716940182	-0.011601783716940182	-0.011601783716940182	-0.011601783716940182	0.11914698681751297	0.11914698681751297	0.11914698681751297	0.11914698681751297	0.11914698681751297	0.0	0.0	O2	L-Cysteine
O2##Formate##bc1001	-0.00042755024823759027	-0.00042755024823759027	-0.00042755024823759027	-0.00042755024823759027	-0.00042755024823759027	-0.00042755024823759027	-0.00042755024823759027	0.004390818259763162	0.004390818259763162	0.004390818259763162	0.004390818259763162	0.004390818259763162	0.0	0.0	O2	Formate
O2##Nitrite##bc1001	0.0021377512411384463	0.0021377512411384463	0.0021377512411384463	0.0021377512411384463	0.0021377512411384463	0.0021377512411384463	0.0021377512411384463	-0.021954091298711606	-0.021954091298711606	-0.021954091298711606	-0.021954091298711606	-0.021954091298711606	0.0	0.0	O2	Nitrite
O2##L-Leucine##bc1001	-0.05719475832385655	-0.05719475832385655	-0.05719475832385655	-0.05719475832385655	-0.05719475832385655	-0.05719475832385655	-0.05719475832385655	0.5873737420303381	0.5873737420303381	0.5873737420303381	0.5873737420303381	0.5873737420303381	0.0	0.0	O2	L-Leucine
O2##Folate##bc1001	-0.0012826507447097819	-0.0012826507447097819	-0.0012826507447097819	-0.0012826507447097819	-0.0012826507447097819	-0.0012826507447097819	-0.0012826507447097819	0.013172454779378208	0.013172454779378208	0.013172454779378208	0.013172454779378208	0.013172454779378208	0.0	0.0	O2	Folate
O2##L-Histidine##bc1001	-0.012076710535760643	-0.012076710535760643	-0.012076710535760643	-0.012076710535760643	-0.012076710535760643	-0.012076710535760643	-0.012076710535760643	0.12402434885100179	0.12402434885100179	0.12402434885100179	0.12402434885100179	0.12402434885100179	0.0	0.0	O2	L-Histidine
O2##S-Adenosyl-L-methionine##bc1001	-0.001282650744710141	-0.001282650744710141	-0.001282650744710141	-0.001282650744710141	-0.001282650744710141	-0.001282650744710141	-0.001282650744710141	0.01317245477931722	0.01317245477931722	0.01317245477931722	0.01317245477931722	0.01317245477931722	0.0	0.0	O2	S-Adenosyl-L-methionine
O2##L-Threonine##bc1001	-0.03215933030309388	-0.03215933030309388	-0.03215933030309388	-0.03215933030309388	-0.03215933030309388	-0.03215933030309388	-0.03215933030309388	0.3302670862661415	0.3302670862661415	0.3302670862661415	0.3302670862661415	0.3302670862661415	0.0	0.0	O2	L-Threonine
O2##L-Glutamine##bc1001	-0.03252547019787432	-0.03252547019787432	-0.03252547019787432	-0.03252547019787432	-0.03252547019787432	-0.03252547019787432	-0.03252547019787432	0.33402723783272414	0.33402723783272414	0.33402723783272414	0.33402723783272414	0.33402723783272414	0.0	0.0	O2	L-Glutamine
O2##Adenosine##bc1001	-0.004542441117219824	-0.004542441117219824	-0.004542441117219824	-0.004542441117219824	-0.004542441117219824	-0.004542441117219824	-0.004542441117219824	0.046649565716122394	0.046649565716122394	0.046649565716122394	0.046649565716122394	0.046649565716122394	0.0	0.0	O2	Adenosine
O2##Riboflavin##bc1001	-0.0012826507447071646	-0.0012826507447071646	-0.0012826507447071646	-0.0012826507447071646	-0.0012826507447071646	-0.0012826507447071646	-0.0012826507447071646	0.013172454779298418	0.013172454779298418	0.013172454779298418	0.013172454779298418	0.013172454779298418	0.0	0.0	O2	Riboflavin
O2##L-Aspartate##bc1001	-0.030598856469821915	-0.030598856469821915	-0.030598856469821915	-0.030598856469821915	-0.030598856469821915	-0.030598856469821915	-0.030598856469821915	0.31424146815618875	0.31424146815618875	0.31424146815618875	0.31424146815618875	0.31424146815618875	0.0	0.0	O2	L-Aspartate
O2##H2O##bc1001	2.0183187484054415	2.0183187484054415	2.0183187484054415	2.0183187484054415	2.0183187484054415	2.0183187484054415	2.0183187484054415	-9.457841091725546	-9.457841091725546	-9.457841091725546	-9.457841091725546	-9.457841091725546	0.0	0.0	O2	H2O
O2##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1001	-0.01898138944302511	-0.01898138944302511	-0.01898138944302511	-0.01898138944302511	-0.01898138944302511	-0.01898138944302511	-0.01898138944302511	0.19493341825067148	0.19493341825067148	0.19493341825067148	0.19493341825067148	0.19493341825067148	0.0	0.0	O2	1,2-Diacyl-sn-glycerol dioctadecanoyl
O2##Thiamin##bc1001	-0.00042755024823752365	-0.00042755024823752365	-0.00042755024823752365	-0.00042755024823752365	-0.00042755024823752365	-0.00042755024823752365	-0.00042755024823752365	0.00439081825976648	0.00439081825976648	0.00439081825976648	0.00439081825976648	0.00439081825976648	0.0	0.0	O2	Thiamin
O2##BIOT##bc1001	-0.00042755024823715746	-0.00042755024823715746	-0.00042755024823715746	-0.00042755024823715746	-0.00042755024823715746	-0.00042755024823715746	-0.00042755024823715746	0.004390818259858674	0.004390818259858674	0.004390818259858674	0.004390818259858674	0.004390818259858674	0.0	0.0	O2	BIOT
O2##L-Lysine##bc1001	-0.043489727266420655	-0.043489727266420655	-0.043489727266420655	-0.043489727266420655	-0.043489727266420655	-0.043489727266420655	-0.043489727266420655	0.44662700906420616	0.44662700906420616	0.44662700906420616	0.44662700906420616	0.44662700906420616	0.0	0.0	O2	L-Lysine
O2##Putrescine##bc1001	-0.00042755024823654087	-0.00042755024823654087	-0.00042755024823654087	-0.00042755024823654087	-0.00042755024823654087	-0.00042755024823654087	-0.00042755024823654087	0.004390818259842443	0.004390818259842443	0.004390818259842443	0.004390818259842443	0.004390818259842443	0.0	0.0	O2	Putrescine
O2##meso-2,6-Diaminopimelate##bc1001	-0.0038106488804409006	-0.0038106488804409006	-0.0038106488804409006	-0.0038106488804409006	-0.0038106488804409006	-0.0038106488804409006	-0.0038106488804409006	0.03913426960907916	0.03913426960907916	0.03913426960907916	0.03913426960907916	0.03913426960907916	0.0	0.0	O2	meso-2,6-Diaminopimelate
O2##dGTP##bc1001	-0.003088737928613954	-0.003088737928613954	-0.003088737928613954	-0.003088737928613954	-0.003088737928613954	-0.003088737928613954	-0.003088737928613954	0.03172045146182317	0.03172045146182317	0.03172045146182317	0.03172045146182317	0.03172045146182317	0.0	0.0	O2	dGTP
O2##Deoxyguanosine##bc1001	-0.0004275502482384158	-0.0004275502482384158	-0.0004275502482384158	-0.0004275502482384158	-0.0004275502482384158	-0.0004275502482384158	-0.0004275502482384158	0.004390818259836757	0.004390818259836757	0.004390818259836757	0.004390818259836757	0.004390818259836757	0.0	0.0	O2	Deoxyguanosine
O2##GTP##bc1001	-0.020630768508168137	-0.020630768508168137	-0.020630768508168137	-0.020630768508168137	-0.020630768508168137	-0.020630768508168137	-0.020630768508168137	0.21187206755881705	0.21187206755881705	0.21187206755881705	0.21187206755881705	0.21187206755881705	0.0	0.0	O2	GTP
O2##Oxidized glutathione##bc1001	-0.00021377512411847402	-0.00021377512411847402	-0.00021377512411847402	-0.00021377512411847402	-0.00021377512411847402	-0.00021377512411847402	-0.00021377512411847402	0.0021954091298966886	0.0021954091298966886	0.0021954091298966886	0.0021954091298966886	0.0021954091298966886	0.0	0.0	O2	Oxidized glutathione
O2##L-Valine##bc1001	-0.053666730526893046	-0.053666730526893046	-0.053666730526893046	-0.053666730526893046	-0.053666730526893046	-0.053666730526893046	-0.053666730526893046	0.5511419097816965	0.5511419097816965	0.5511419097816965	0.5511419097816965	0.5511419097816965	0.0	0.0	O2	L-Valine
O2##Mg##bc1001	-0.00042755024823705603	-0.00042755024823705603	-0.00042755024823705603	-0.00042755024823705603	-0.00042755024823705603	-0.00042755024823705603	-0.00042755024823705603	0.004390818259760543	0.004390818259760543	0.004390818259760543	0.004390818259760543	0.004390818259760543	0.0	0.0	O2	Mg
O2##Niacin##bc1001	0.00042755024823593014	0.00042755024823593014	0.00042755024823593014	0.00042755024823593014	0.00042755024823593014	0.00042755024823593014	0.00042755024823593014	-0.004390818259798517	-0.004390818259798517	-0.004390818259798517	-0.004390818259798517	-0.004390818259798517	0.0	0.0	O2	Niacin
O2##CMP##bc1001	-0.012814141930538103	-0.012814141930538103	-0.012814141930538103	-0.012814141930538103	-0.012814141930538103	-0.012814141930538103	-0.012814141930538103	0.13159755748996352	0.13159755748996352	0.13159755748996352	0.13159755748996352	0.13159755748996352	0.0	0.0	O2	CMP
O2##L-Serine##bc1001	-0.032515113035462055	-0.032515113035462055	-0.032515113035462055	-0.032515113035462055	-0.032515113035462055	-0.032515113035462055	-0.032515113035462055	0.33392087274910787	0.33392087274910787	0.33392087274910787	0.33392087274910787	0.33392087274910787	0.0	0.0	O2	L-Serine
O2##Nicotinamide ribonucleotide##bc1001	-0.0004275502482330433	-0.0004275502482330433	-0.0004275502482330433	-0.0004275502482330433	-0.0004275502482330433	-0.0004275502482330433	-0.0004275502482330433	0.004390818259747236	0.004390818259747236	0.004390818259747236	0.004390818259747236	0.004390818259747236	0.0	0.0	O2	Nicotinamide ribonucleotide
O2##O2##bc1001	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	O2	O2
