	0.7682	1.5341	Source	Target
bc1010##L-Methionine##Microbe	0.0026141810414688285	0.0	bc1010	L-Methionine
bc1010##L-Leucine##Microbe	0.008031275900305945	0.0	bc1010	L-Leucine
bc1010##BET##Microbe	0.00012007303135538991	0.0	bc1010	BET
bc1010##Co2+##Microbe	6.003651567684749e-05	0.0	bc1010	Co2+
bc1010##L-Isoleucine##Microbe	0.005173170597701407	0.0	bc1010	L-Isoleucine
bc1011##L-Phenylalanine##Microbe	0.0	0.0	bc1011	L-Phenylalanine
bc1010##Succinate##Microbe	-6.0036515742298714e-05	0.0	bc1010	Succinate
bc1011##Myristic acid##Microbe	0.0	0.0	bc1011	Myristic acid
bc1011##Cu2+##Microbe	0.0	0.0	bc1011	Cu2+
bc1010##Ala-Ala##Microbe	0.0005350905120537963	0.0	bc1010	Ala-Ala
bc1011##meso-2,6-Diaminopimelate##Microbe	0.0	0.0	bc1011	meso-2,6-Diaminopimelate
bc1011##L-Arginine##Microbe	0.0	0.0	bc1011	L-Arginine
bc1011##Sulfate##Microbe	0.0	0.0	bc1011	Sulfate
bc1011##L-Cysteine##Microbe	0.0	0.0	bc1011	L-Cysteine
bc1010##NH3##Microbe	-6.003651567672996e-05	0.0	bc1010	NH3
bc1010##Zn2+##Microbe	6.0036515677227935e-05	0.0	bc1010	Zn2+
bc1011##L-Tryptophan##Microbe	0.0	0.0	bc1011	L-Tryptophan
bc1011##Adenosine##Microbe	0.0	0.0	bc1011	Adenosine
bc1011##Nitrite##Microbe	0.0	0.0	bc1011	Nitrite
bc1011##L-Alanine##Microbe	0.0	0.0	bc1011	L-Alanine
bc1011##Acetate##Microbe	0.0	0.0	bc1011	Acetate
bc1010##Chorismate##Microbe	0.0001200730313548129	0.0	bc1010	Chorismate
bc1010##Folate##Microbe	0.0001801095470320385	0.0	bc1010	Folate
bc1010##2-Oxoglutarate##Microbe	0.00012007303135311536	0.0	bc1010	2-Oxoglutarate
bc1011##L-Aspartate##Microbe	0.0	0.0	bc1011	L-Aspartate
bc1011##CO2##Microbe	0.0	0.0	bc1011	CO2
bc1011##Deoxycytidine##Microbe	0.0	0.0	bc1011	Deoxycytidine
bc1010##NADP##Microbe	0.00012007303137029715	0.0	bc1010	NADP
bc1011##UMP##Microbe	0.0	0.0	bc1011	UMP
bc1011##Pyridoxal##Microbe	0.0	0.0	bc1011	Pyridoxal
bc1010##L-Glutamate##Microbe	0.0030219846444506336	0.0	bc1010	L-Glutamate
bc1010##dGTP##Microbe	0.00039255141134202564	0.0	bc1010	dGTP
bc1011##Heme##Microbe	0.0	0.0	bc1011	Heme
bc1010##Mg##Microbe	6.0036515682926285e-05	0.0	bc1010	Mg
bc1010##L-Tyrosine##Microbe	0.0025818217900199156	0.0	bc1010	L-Tyrosine
bc1010##H+##Microbe	0.9175078249762092	0.0	bc1010	H+
bc1011##L-Histidine##Microbe	0.0	0.0	bc1011	L-Histidine
bc1011##L-Proline##Microbe	0.0	0.0	bc1011	L-Proline
bc1010##Oxidized glutathione##Microbe	3.001825783704502e-05	0.0	bc1010	Oxidized glutathione
bc1011##L-Lysine##Microbe	0.0	0.0	bc1011	L-Lysine
bc1010##O2##Microbe	-0.8873021126347433	0.0	bc1010	O2
bc1011##Cl-##Microbe	0.0	0.0	bc1011	Cl-
bc1011##H2O##Microbe	0.0	0.0	bc1011	H2O
bc1011##Niacin##Microbe	0.0	0.0	bc1011	Niacin
bc1011##Spermidine##Microbe	0.0	0.0	bc1011	Spermidine
bc1011##L-Valine##Microbe	0.0	0.0	bc1011	L-Valine
bc1010##Cu2+##Microbe	6.003651567958239e-05	0.0	bc1010	Cu2+
bc1011##GTP##Microbe	0.0	0.0	bc1011	GTP
bc1010##meso-2,6-Diaminopimelate##Microbe	0.0005350905120516422	0.0	bc1010	meso-2,6-Diaminopimelate
bc1010##Sulfate##Microbe	6.003651567788729e-05	0.0	bc1010	Sulfate
bc1010##AMP##Microbe	0.0015355994458483464	0.0	bc1010	AMP
bc1010##L-Cysteine##Microbe	0.0016291200224842588	0.0	bc1010	L-Cysteine
bc1011##D-Glucose##Microbe	0.0	0.0	bc1011	D-Glucose
bc1011##4-Hydroxybenzoate##Microbe	0.0	0.0	bc1011	4-Hydroxybenzoate
bc1011##Mn2+##Microbe	0.0	0.0	bc1011	Mn2+
bc1010##L-Tryptophan##Microbe	0.0010098638735851406	0.0	bc1010	L-Tryptophan
bc1011##Deoxyguanosine##Microbe	0.0	0.0	bc1011	Deoxyguanosine
bc1010##Adenosine##Microbe	0.0007615244687956537	0.0	bc1010	Adenosine
bc1010##Nitrite##Microbe	-0.00024014606270677022	0.0	bc1010	Nitrite
bc1010##L-Alanine##Microbe	0.009690554498045706	0.0	bc1010	L-Alanine
bc1010##L-Threonine##Microbe	0.0045158063781092946	0.0	bc1010	L-Threonine
bc1011##dATP##Microbe	0.0	0.0	bc1011	dATP
bc1010##L-Asparagine##Microbe	0.0042966849715702395	0.0	bc1010	L-Asparagine
bc1010##ddca##Microbe	0.0017579818898687868	0.0	bc1010	ddca
bc1011##BIOT##Microbe	0.0	0.0	bc1011	BIOT
bc1010##Glycine##Microbe	0.010668289175546145	0.0	bc1010	Glycine
bc1011##CMP##Microbe	0.0	0.0	bc1011	CMP
bc1011##S-Adenosyl-L-methionine##Microbe	0.0	0.0	bc1011	S-Adenosyl-L-methionine
bc1010##CO2##Microbe	0.8723193807132534	0.0	bc1010	CO2
bc1010##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	0.0026653627020319544	0.0	bc1010	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1010##Deoxycytidine##Microbe	0.0004525879270178765	0.0	bc1010	Deoxycytidine
bc1011##Formate##Microbe	0.0	0.0	bc1011	Formate
bc1011##D-Arabinose##Microbe	0.0	0.0	bc1011	D-Arabinose
bc1011##L-Serine##Microbe	0.0	0.0	bc1011	L-Serine
bc1011##K+##Microbe	0.0	0.0	bc1011	K+
bc1011##L-Methionine##Microbe	0.0	0.0	bc1011	L-Methionine
bc1011##L-Leucine##Microbe	0.0	0.0	bc1011	L-Leucine
bc1010##UMP##Microbe	0.002003344351373044	0.0	bc1010	UMP
bc1011##Nicotinamide ribonucleotide##Microbe	0.0	0.0	bc1011	Nicotinamide ribonucleotide
bc1010##Pyridoxal##Microbe	6.003651567680862e-05	0.0	bc1010	Pyridoxal
bc1011##TRHL##Microbe	0.0	0.0	bc1011	TRHL
bc1010##Riboflavin##Microbe	0.00018010954703551706	0.0	bc1010	Riboflavin
bc1010##Heme##Microbe	6.0036515680221255e-05	0.0	bc1010	Heme
bc1010##L-Histidine##Microbe	0.0016958091462097296	0.0	bc1010	L-Histidine
bc1011##Thiamin##Microbe	0.0	0.0	bc1011	Thiamin
bc1010##L-Proline##Microbe	0.003944185317588982	0.0	bc1010	L-Proline
bc1011##TTP##Microbe	0.0	0.0	bc1011	TTP
bc1011##fe3##Microbe	0.0	0.0	bc1011	fe3
bc1011##Putrescine##Microbe	0.0	0.0	bc1011	Putrescine
bc1010##L-Phenylalanine##Microbe	0.0033058751333429302	0.0	bc1010	L-Phenylalanine
bc1011##Ca2+##Microbe	0.0	0.0	bc1011	Ca2+
O2##bc1010##Metabolite	-0.1525294697219451	0.0	O2	bc1010
bc1010##Niacin##Microbe	-6.0036515675171746e-05	0.0	bc1010	Niacin
bc1010##Myristic acid##Microbe	0.0014525611823948438	0.0	bc1010	Myristic acid
bc1010##Spermidine##Microbe	6.003651566880927e-05	0.0	bc1010	Spermidine
bc1011##Glycerol##Microbe	0.0	0.0	bc1011	Glycerol
D-Glucose##bc1011##Metabolite	0.0	0.0	D-Glucose	bc1011
D-Glucose##bc1010##Metabolite	0.1311349185707021	0.0	D-Glucose	bc1010
