	0.0000-0.0009	0.0009-0.0015	0.0015-0.0029	0.0029-0.0033	0.0033-0.0034	0.0034-0.0038	0.0038-0.0039	0.0039-0.0045	0.0045-0.0050	0.0050-0.0061	0.0061-1.3601	1.3601-2.8777	2.8777-2.9804	2.9804-3.0082	3.0087-3.0277	3.0510-3.1472	3.1478-3.1679	3.1679-3.1822	3.2315-3.2343	3.2343-3.3533	3.3533-3.3637	3.3948-3.3961	3.3961-3.3969	3.3969-3.3971	3.3971-3.3979	3.3979-3.4176	3.4591-6.9037	6.9037-6.9118	6.9118-9.0242	9.0242-9.0408	9.0408-9.0420	9.0420-9.5296	9.5296-20.0000	Source	Target
PAN##Phosphate-e0##Clostridium_innocuum_I46	-127.45775495875084	-127.4577549659857	847.43967200267	-545.6636742539634	4866.175625148728	-463.527274317012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Phosphate-e0
L-Aspartate-e0##D-Glucose-e0##Clostridium_innocuum_I46	0.05555555557293106	-0.49999999999679345	-0.4462365591360822	0.1250000000568089	-0.39130434782405676	0.12500000006411674	-0.5577313879312731	-0.5000000000007745	-0.5000000000006851	-0.4999999999986705	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.4999999999995068	-0.49999999999954775	L-Aspartate-e0	D-Glucose-e0
Spermidine-e0##D-Glucose-e0##Clostridium_innocuum_I46	0.47222222222900095	0.7500000000000939	0.8091397849440957	17.375000000781945	2.6086956520147235	17.375000000984173	-2.1511176948351585	-20.143052914136433	-17.72067890108434	5.5000000000292255	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000077647	-1.2500000000071734	Spermidine-e0	D-Glucose-e0
Thiamin-e0##D-Glucose-e0##Clostridium_innocuum_I46	4.972222222148702	-1.2499999999926013	-0.4327956989425603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	D-Glucose-e0
N-Acetyl-D-glucosamine-e0##D-Glucose-e0##Clostridium_innocuum_I46	1.4999999999842448	-0.49999999999668054	-0.3064516129045514	-8.875000000424464	-1.1304347825286385	-8.875000000529335	1.3659708189694095	7.0476843047146565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	D-Glucose-e0
D-Mannose-e0##D-Glucose-e0##Clostridium_innocuum_I46	1.0000000000045572	1.000000000000528	1.000000000001019	1.0000000000078562	1.0000000000019873	1.0000000000079123	1.0000000000000677	1.0000000000000302	0.9999999999999637	1.0000000000003164	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001168	1.0000000000001983	D-Mannose-e0	D-Glucose-e0
Folate-e0##D-Glucose-e0##Clostridium_innocuum_I46	6.583333333297707	-0.2499999999873821	0.28225806451912316	0.6250000000399055	0.10869565217145039	0.6250000000488913	-0.057731387931729904	16.369210761759643	14.350565750884689	-4.9999999999872	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	-1.249999999985916	1.4175820577278355	Folate-e0	D-Glucose-e0
N-Acetyl-D-chondrosamine-e0##D-Glucose-e0##Clostridium_innocuum_I46	1.055555555542199	1.49999999999742	1.45698924730896	0.999999999956024	1.4130434782600096	0.9999999999496137	1.5461851103449857	4.773842152354635	4.370113150179342	0.4999999999991728	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999973904	0.49999999999972944	N-Acetyl-D-chondrosamine-e0	D-Glucose-e0
Riboflavin##D-Glucose-e0##Clostridium_innocuum_I46	2.5277777776843453	-3.7499999999942957	-3.056451612919736	-22.25000000105579	-4.6956521737545405	-22.250000001294364	0.9628671896640373	21.916895066494778	19.090792051267414	-480.41629373158537	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-169.47497761273348	-173.4763506992592	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Clostridium_innocuum_I46	-2774.46007333272	-289.1821438782958	-532.906500613874	-4233.33726422879	-1020.0576799200513	-4184.568776803905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	D-Glucose-e0
