	Source	Target	SourceType	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
17	bc1016	D-Glucose	Microbe	-0.8997202551042041	0.009047611390438153	0.8997202551042041	-1.0	0.9485358480859878	-0.9485358480859878
32	O2	bc1003	Metabolite	0.06012342755298723	0.005220140898114406	0.06012342755298723	1.0	0.2452007902780642	0.2452007902780642
39	bc1003	D-Glucose	Microbe	-0.7225051067055801	0.050835451145659655	0.7225051067055801	-1.0	0.8500030039391508	-0.8500030039391508
58	bc1008	O2	Microbe	-0.020169063730534613	4.5466384438360906e-06	0.020169063730534613	-1.0	0.14201782891783205	-0.14201782891783205
75	O2	bc1015	Metabolite	0.06015950088955331	0.005346320072265257	0.06015950088955331	1.0	0.2452743380167467	0.2452743380167467
88	bc1003	O2	Microbe	-1.3158015486707093	0.1686031275516225	1.3158015486707093	-1.0	1.1470839327053226	-1.1470839327053226
119	D-Glucose	bc1016	Metabolite	0.05169188667103855	2.9865081912857993e-05	0.05169188667103855	1.0	0.2273584981280413	0.2273584981280413
123	D-Glucose	bc1008	Metabolite	0.05169188704250981	2.986508234209438e-05	0.05169188704250981	1.0	0.22735849894496973	0.22735849894496973
152	bc1016	O2	Microbe	-0.02016906358536646	4.5466383783866366e-06	0.02016906358536646	-1.0	0.14201782840674076	-0.14201782840674076
227	bc1008	D-Glucose	Microbe	-0.8997202551041967	0.009047611390437992	0.8997202551041967	-1.0	0.9485358480859839	-0.9485358480859839
252	bc1015	D-Glucose	Microbe	-0.7228078255643868	0.05069522749464978	0.7228078255643868	-1.0	0.8501810545786037	-0.8501810545786037
301	bc1015	O2	Microbe	-1.3239532151888393	0.17474908201466272	1.3239532151888393	-1.0	1.150631659215424	-1.150631659215424
314	D-Glucose	bc1015	Metabolite	0.12695610313552333	0.014407682552840842	0.12695610313552333	1.0	0.35630899951520073	0.35630899951520073
315	D-Glucose	bc1003	Metabolite	0.14116306498600178	0.01740207322719647	0.14116306498600178	1.0	0.37571673503585357	0.37571673503585357
