	0.173	0.34775	0.35024999999999995	0.3765	0.40335	0.797	1.5946500000000001	Source	Target
bc1015##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-1.81881353	-0.32809635	-0.28290907	-0.21338351	-0.14848163	-1.066e-05	0	bc1015	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1015##Metabolite	1.81881353	0.32809635	0.28290907	0.21338351	0.14848163	1.066e-05	0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1015
bc1015##4-Hydroxybenzoate##Microbe	-0.04096824	-0.00739027	-0.00637244	-0.0048064	-0.00334451	-2.4e-07	0	bc1015	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1015##Metabolite	0.04096824	0.00739027	0.00637244	0.0048064	0.00334451	2.4e-07	0	4-Hydroxybenzoate	bc1015
bc1015##5-Aminolevulinate##Microbe	-0.32774594	-0.0591222	-0.05097955	-0.03845121	-0.02675604	-1.92e-06	0	bc1015	5-Aminolevulinate
5-Aminolevulinate##bc1015##Metabolite	0.32774594	0.0591222	0.05097955	0.03845121	0.02675604	1.92e-06	0	5-Aminolevulinate	bc1015
bc1015##AMP##Microbe	-1.56753152	-0.28276751	-0.24382317	-0.18390306	-0.12796784	-9.18e-06	0	bc1015	AMP
AMP##bc1015##Metabolite	1.56753152	0.28276751	0.24382317	0.18390306	0.12796784	9.18e-06	0	AMP	bc1015
bc1015##Acetate##Microbe	84.92196391	15.31910011	13.209267	9.96305907	6.93273486	0.0004976	0	bc1015	Acetate
bc1015##Ala-Ala##Microbe	-0.36513975	-0.06586768	-0.05679601	-0.04283826	-0.02980874	-2.14e-06	0	bc1015	Ala-Ala
Ala-Ala##bc1015##Metabolite	0.36513975	0.06586768	0.05679601	0.04283826	0.02980874	2.14e-06	0	Ala-Ala	bc1015
bc1015##Arsenate##Microbe	0.02048412	0.00369514	0.00318622	0.0024032	0.00167225	1.2e-07	0	bc1015	Arsenate
bc1015##Arsenite##Microbe	-0.02048412	-0.00369514	-0.00318622	-0.0024032	-0.00167225	-1.2e-07	0	bc1015	Arsenite
Arsenite##bc1015##Metabolite	0.02048412	0.00369514	0.00318622	0.0024032	0.00167225	1.2e-07	0	Arsenite	bc1015
bc1015##BET##Microbe	-0.08193649	-0.01478055	-0.01274489	-0.0096128	-0.00668901	-4.8e-07	0	bc1015	BET
BET##bc1015##Metabolite	0.08193649	0.01478055	0.01274489	0.0096128	0.00668901	4.8e-07	0	BET	bc1015
bc1015##BIOT##Microbe	-0.04096824	-0.00739027	-0.00637244	-0.0048064	-0.00334451	-2.4e-07	0	bc1015	BIOT
BIOT##bc1015##Metabolite	0.04096824	0.00739027	0.00637244	0.0048064	0.00334451	2.4e-07	0	BIOT	bc1015
bc1015##CMP##Microbe	-1.22786241	-0.22149449	-0.19098902	-0.14405302	-0.10023843	-7.19e-06	0	bc1015	CMP
CMP##bc1015##Metabolite	1.22786241	0.22149449	0.19098902	0.14405302	0.10023843	7.19e-06	0	CMP	bc1015
bc1015##CO2##Microbe	105.43900705	19.02017606	16.40060983	12.37012202	8.60767516	0.00061781	0	bc1015	CO2
bc1015##Ca2+##Microbe	-0.04096824	-0.00739027	-0.00637244	-0.0048064	-0.00334451	-2.4e-07	0	bc1015	Ca2+
Ca2+##bc1015##Metabolite	0.04096824	0.00739027	0.00637244	0.0048064	0.00334451	2.4e-07	0	Ca2+	bc1015
bc1015##Chorismate##Microbe	-0.08193649	-0.01478055	-0.01274489	-0.0096128	-0.00668901	-4.8e-07	0	bc1015	Chorismate
Chorismate##bc1015##Metabolite	0.08193649	0.01478055	0.01274489	0.0096128	0.00668901	4.8e-07	0	Chorismate	bc1015
bc1015##Cl-##Microbe	-0.04096824	-0.00739027	-0.00637244	-0.0048064	-0.00334451	-2.4e-07	0	bc1015	Cl-
Cl-##bc1015##Metabolite	0.04096824	0.00739027	0.00637244	0.0048064	0.00334451	2.4e-07	0	Cl-	bc1015
bc1015##Co2+##Microbe	-0.04096824	-0.00739027	-0.00637244	-0.0048064	-0.00334451	-2.4e-07	0	bc1015	Co2+
Co2+##bc1015##Metabolite	0.04096824	0.00739027	0.00637244	0.0048064	0.00334451	2.4e-07	0	Co2+	bc1015
bc1015##CoA##Microbe	-0.08193649	-0.01478055	-0.01274489	-0.0096128	-0.00668901	-4.8e-07	0	bc1015	CoA
CoA##bc1015##Metabolite	0.08193649	0.01478055	0.01274489	0.0096128	0.00668901	4.8e-07	0	CoA	bc1015
bc1015##Cu2+##Microbe	-0.04096824	-0.00739027	-0.00637244	-0.0048064	-0.00334451	-2.4e-07	0	bc1015	Cu2+
