	0.0000-0.3351	0.3351-0.3392	0.3392-0.3945	0.3945-0.3988	0.3996-1.1946	1.1946-2.0000	Source	Target
bc1010##L-Arginine##Microbe	-0.037628535548724126	-0.037628535548724126	-0.037628535548724126	-0.0665353245145314	-0.0665353245145314	-0.0665353245145314	bc1010	L-Arginine
bc1010##GTP##Microbe	-0.02065353063493762	-0.02065353063493762	-0.02065353063493762	-0.036519873631197027	-0.036519873631197027	-0.036519873631197027	bc1010	GTP
bc1010##D-Glucose##Microbe	-0.5655422262276018	-0.5655422262276018	-0.5655422262276018	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	bc1010	D-Glucose
bc1012##NADP##Microbe	-0.0010494563665986714	-0.004393958225435184	-0.0009755617731329042	-0.0009755617731329042	-0.0010189761425913814	-0.0010189761425913814	bc1012	NADP
bc1010##4-Hydroxybenzoate##Microbe	-0.0004280219685686679	-0.0004280219685686679	-0.0004280219685686679	-0.0007568346777989839	-0.0007568346777989839	-0.0007568346777989839	bc1010	4-Hydroxybenzoate
bc1010##Deoxyguanosine##Microbe	-0.0004280219685678887	-0.0004280219685678887	-0.0004280219685678887	-0.0007568346777975913	-0.0007568346777975913	-0.0007568346777975913	bc1010	Deoxyguanosine
bc1010##Acetate##Microbe	0.8742067936044142	0.8742067936044142	0.8742067936044142	1.545785182895604	1.545785182895604	1.545785182895604	bc1010	Acetate
bc1010##dATP##Microbe	-0.0016597768706660288	-0.0016597768706660288	-0.0016597768706660288	-0.0029348416328475297	-0.0029348416328475297	-0.0029348416328475297	bc1010	dATP
bc1012##H+##Microbe	1.2308617334925236	0.37314771955308235	1.6388006408218638	1.6388006408218638	1.6227265767703407	1.6227265767703407	bc1012	H+
bc1010##L-Aspartate##Microbe	-0.030632616484611856	-0.030632616484611856	-0.030632616484611856	-0.054165038548835406	-0.054165038548835406	-0.054165038548835406	bc1010	L-Aspartate
bc1012##BIOT##Microbe	-0.0005247281833031512	-0.0021969791128011035	-0.0004877808865645479	-0.0004877808865645479	-0.000509488071294719	-0.000509488071294719	bc1012	BIOT
bc1012##Fumarate##Microbe	-0.9999999999999988	-0.9999999999999718	-1.777976548012687	-1.777976548012687	0.0	0.0	bc1012	Fumarate
bc1012##CoA##Microbe	-0.001049456366596137	-0.00439395822557025	-0.0009755617731193386	-0.0009755617731193386	-0.0010189761425819926	-0.0010189761425819926	bc1012	CoA
bc1010##CMP##Microbe	-0.012828279897476449	-0.012828279897476449	-0.012828279897476449	-0.02268315132372412	-0.02268315132372412	-0.02268315132372412	bc1010	CMP
bc1012##L-Glutamine##Microbe	-0.039918187296889264	-0.16713305384089816	-0.037107457554846277	-0.037107457554846277	-0.038758810566412345	-0.038758810566412345	bc1012	L-Glutamine
bc1010##S-Adenosyl-L-methionine##Microbe	-0.0012840659057019655	-0.0012840659057019655	-0.0012840659057019655	-0.0022705040333897207	-0.0022705040333897207	-0.0022705040333897207	bc1010	S-Adenosyl-L-methionine
bc1012##L-Serine##Microbe	-0.03990547605407588	-0.16707983326729603	-0.037095641339344454	-0.037095641339344454	-0.03874646850666641	-0.03874646850666641	bc1012	L-Serine
