	IntegralDiff	MaxDiff	MaxTime
1,2-Diacyl-sn-glycerol dioctadecanoyl_e0	1.616302908251187e-05	2.2999047777581483e-05	1.1335671263221576
2-Oxoglutarate_e0	3.370997213394377e-09	1.1264357494664969e-08	0.551643889981243
4-Hydroxybenzoate_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
5-Aminolevulinate_e0	2.8401660612596837e-06	4.040141506109755e-06	1.028607207218254
AMP_e0	1.38710670929576e-05	1.9736348268558722e-05	1.058632105289189
ARSENOBETAINE_e0	0.0	0.0	0.0
Acetate_e0	7.42352762281479e-05	0.0001865137121859483	0.2160265971374886
Adenine_e0	0.0	0.0	0.0
Adenosine_e0	0.0	0.0	0.0
Ala-Ala_e0	3.1793322454899613e-06	4.5194311364795474e-06	1.0331872764155152
Arsenate_e0	1.7340119607503828e-07	2.517184052074065e-07	0.9373874957061343
Arsenite_e0	1.734586238526157e-07	2.5180248111714335e-07	0.9373874957061343
BET_e0	7.072159480413073e-07	1.0059482725363133e-06	1.0032896024889488
BIOT_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
CMP_e0	1.0830396001486419e-05	1.5401454667183603e-05	1.0836952617297573
CO2_e0	2.6653457557678917e-05	0.00023946869643018027	0.2160265971374886
Ca2+_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Cbl_e0	0.0	0.0	0.0
Chitobiose_e0	2.877879861096849e-08	3.4068230045243575e-08	0.8868795103918923
Chorismate_e0	7.072159480413073e-07	1.0059482725363133e-06	1.0032896024889488
Citrate_e0	7.018519577841041e-08	8.240082903553978e-08	0.8412060425636482
Cl-_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Co2+_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
CoA_e0	7.072159480739046e-07	1.0059482725363133e-06	1.0032896024889488
Cu2+_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Cytidine_e0	3.385697623817007e-08	4.006778414096903e-08	0.9330618747976098
Cytosine_e0	0.0	0.0	0.0
D-Alanine_e0	2.8111148077042583e-08	3.306642364867834e-08	0.9180494257621424
D-Arabinose_e0	9.615569388936366e-06	1.3680116411831388e-05	1.0889114516488605
D-Galacturonate_e0	0.0	0.0	0.0
D-Glucose_e0	0.04054788315600271	3.029375193319524	1.2699514090850479
D-Serine_e0	0.0	0.0	0.0
Deoxyadenosine_e0	0.0	0.0	0.0
Deoxycytidine_e0	1.8655040660624137e-06	2.6318991922707674e-06	1.094000417423595
Deoxyguanosine_e0	3.5487417335409757e-07	5.046669104070214e-07	0.9980734125698457
Deoxyinosine_e0	0.0	0.0	0.0
Deoxyuridine_e0	0.0	0.0	0.0
Enterobactin_e0	0.0	0.0	0.0
Fe-enterochlin_e0	0.0	0.0	0.0
Folate_e0	1.061462451241806e-06	1.509974553143018e-06	0.9576161346607048
Formate_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Fumarate_e0	0.00014608600227960223	0.0001396220457007776	0.8838261309270514
GTP_e0	1.761386700520925e-05	2.506506473860418e-05	1.084967503173441
Galactose_e0	0.0	0.0	0.0
Glucose-1-phosphate_e0	3.6920020747581904e-08	4.363987098610023e-08	0.8763199064093177
Glucuronate_e0	0.0	0.0	0.0
Glycerol_e0	7.957799534644443e-06	1.1320940175254796e-05	0.9941294640944264
Glycine_e0	7.18177234343748e-05	0.00010234944330502891	1.27211421953931
H+_e0	0.00010969912112973083	0.00015836679201652382	0.2160265971374886
H2O_e0	0.0001762694569021239	0.0003102379086848089	0.21589937299312023
HYXN_e0	0.0	0.0	0.0
Heme_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Inosine_e0	0.0	0.0	0.0
K+_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
L-Alanine_e0	6.401376013723633e-05	9.120898905638422e-05	1.0560876224018214
L-Arabinose_e0	0.0	0.0	0.0
L-Arginine_e0	3.3012328276302736e-05	4.6997620659599315e-05	1.1597753000620412
L-Ascorbate_e0	0.0	0.0	0.0
L-Asparagine_e0	2.6561015302446697e-05	3.7806182196940644e-05	1.0403118285001438
L-Aspartate_e0	2.6561015302446697e-05	3.7806182196940644e-05	1.0403118285001438
L-Cysteine_e0	9.761066382150535e-06	1.3887370733914773e-05	1.2537939427502651
L-Glutamate_e0	3.4245882678092966e-05	4.875380924153634e-05	1.1937441466083956
L-Glutamine_e0	2.832257681114263e-05	4.031663818227228e-05	1.1345849194771045
L-Histidine_e0	1.016870081289842e-05	1.4466818441355895e-05	1.054560932669401
L-Inositol_e0	0.0	0.0	0.0
L-Isoleucine_e0	3.23160171327424e-05	4.600519261303827e-05	1.1051961421280114
L-Lactate_e0	8.531212108193121e-06	9.941880971812099e-06	1.057232639701137
L-Leucine_e0	5.195601960864064e-05	7.400520289279894e-05	1.174914973241877
L-Lysine_e0	3.858144664050052e-05	5.493472277470503e-05	1.164864265836776
L-Malate_e0	0.0	0.0	0.0
L-Methionine_e0	1.5840736436000456e-05	2.254135588435405e-05	1.1539229894210963
L-Phenylalanine_e0	2.0197926280538677e-05	2.874437759480563e-05	1.1446356268822055
L-Proline_e0	2.428018887425525e-05	3.455734797253888e-05	1.1536685411323597
L-Serine_e0	2.831504682452229e-05	4.0304874685627793e-05	1.153795765276728
L-Threonine_e0	2.7988439399943995e-05	3.983964071548063e-05	1.1336943504665258
L-Tryptophan_e0	6.007930673864454e-06	8.546738622424878e-06	1.0534159153700857
L-Tyrosine_e0	1.5641159160935443e-05	2.2256347329612234e-05	1.1194452462972686
L-Valine_e0	4.845215256635174e-05	6.900761038086935e-05	1.176568887118666
Methanol_e0	0.0	0.0	0.0
Mg_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Mn2+_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Myristic acid_e0	1.1041107457065066e-05	1.5565672077745867e-05	1.1237708672057931
N-Acetyl-D-glucosamine_e0	1.3251781618431246e-05	1.8896074206087072e-05	1.0750440199127083
NADP_e0	7.056704747141838e-07	1.0042306978562617e-06	0.9878954810203763
NH3_e0	1.7239004885795706e-06	2.50213947537907e-06	0.9727558078405406
Na+_e0	0.0	0.0	0.0
Niacin_e0	3.5273680864260846e-07	5.022113411282984e-07	0.9835698601118518
Nicotinamide ribonucleotide_e0	3.5487417335409757e-07	5.046669104070214e-07	0.9980734125698457
Nitrate_e0	0.0	0.0	0.0
Nitrite_e0	2.5494091626354435e-09	2.1413799941088446e-08	0.2164082695705937
O2_e0	0.0005365597561581573	0.0018289892449193169	0.6036785650279054
Oxidized glutathione_e0	1.7662425369230417e-07	2.516406499118099e-07	1.063848295208292
PAN_e0	0.0	0.0	0.0
PPi_e0	3.4457790089757318e-06	4.930099894643446e-06	1.1138473839450604
Pimelate_e0	4.000894708222254e-09	5.708394773354216e-09	0.5409570618543
Putrescine_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Pyridoxal_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Riboflavin_e0	1.061462451241806e-06	1.509974553143018e-06	0.9576161346607048
S-Adenosyl-L-methionine_e0	1.0645840670951454e-06	1.513674188194971e-06	0.9927299985063743
Spermidine_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Succinate_e0	0.00014604800969847628	0.00013958306795379177	0.8838261309270514
Sulfate_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
TRHL_e0	7.5613174698356265e-06	1.0756666049941339e-05	0.9946383606718998
TTP_e0	2.1819183567332518e-06	3.125815272873239e-06	1.0129586374609447
Thiamin_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
Thymidine_e0	0.0	0.0	0.0
UMP_e0	1.2097800199131493e-05	1.720106040327763e-05	1.1149924012443757
Uracil_e0	0.0	0.0	0.0
Uridine_e0	5.258618384238882e-08	6.159717465406843e-08	0.9401864268822384
Xylose_e0	0.0	0.0	0.0
Zn2+_e0	3.532159840458427e-07	5.029043287313417e-07	0.9835698601118518
chromate_e0	0.0	0.0	0.0
dATP_e0	2.1809807874706088e-06	3.124817177638795e-06	1.0020173610452652
dGTP_e0	1.5084901521954328e-06	2.1240355663665336e-06	1.0082513441193153
ddca_e0	8.210426431744656e-06	1.1822184933167434e-05	0.9797531357808008
fe3_e0	1.061462451241806e-06	1.509974553143018e-06	0.9576161346607048
hexadecenoate_e0	6.339063406384227e-08	7.441268212826955e-08	0.9018919594273597
meso-2,6-Diaminopimelate_e0	3.1661986752324316e-06	4.503806498082831e-06	1.0333145005598836
