	Avg_bc1008	Var_bc1008	Avg_bc1011	Var_bc1011	Avg_bc1015	Var_bc1015	Avg_bc1003	Var_bc1003	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
CMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chitobiose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992326762997289	5.883338718056777e-07	0.0	0.0	0.9992326762997289	5.883338718056777e-07	bc1008	1		1	bc1008	1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Citrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992326762997289	5.883338718056777e-07	0.0	0.0	0.9992326762997289	5.883338718056777e-07	bc1008	1		1	bc1008	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992326762997289	5.883338718056777e-07	0.0	0.0	0.9992326762997289	5.883338718056777e-07	bc1008	1		1	bc1008	1
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9984653525994578	2.353335487222711e-06	0.0	0.0	1.9984653525994578	2.353335487222711e-06	bc1008.bc1011	1		1	bc1008.bc1011	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
D-Galacturonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Glucose	0.05740920284882121	1.9420196964565905e-09	0.1504445290454762	0.017992616305419366	0.15521591432177317	0.019151994812994195	0.1551341833904347	0.019134565232203984	3.9969307051989156	9.413341948890843e-06	2.6698361003117554	2.2186850224023007	6.6667668055106715	2.2187070114339544	bc1003.bc1008.bc1011.bc1015	1	bc1008.bc1008.bc1011.bc1015.bc1003.bc1008.bc1011.bc1015	3	bc1008bc1003.bc1008.bc1011.bc1015.bc1008.bc1011.bc1015bc1003.bc1008.bc1011.bc1015.bc1003.bc1008.bc1011.bc1015bc1003.bc1008.bc1011.bc1015	3
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyadenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.997698028899187	5.295004846250589e-06	0.0	0.0	2.997698028899187	5.295004846250589e-06	bc1003.bc1011.bc1015	1		1	bc1003.bc1011.bc1015	1
Deoxyinosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyuridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glucose-1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992326762997289	5.883338718056777e-07	0.0	0.0	0.9992326762997289	5.883338718056777e-07	bc1008	1		1	bc1008	1
Glucuronate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
HYXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
K+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992326762997289	5.883338718056777e-07	0.0	0.0	0.9992326762997289	5.883338718056777e-07	bc1008	1		1	bc1008	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9984653525994578	2.353335487222711e-06	0.0	0.0	1.9984653525994578	2.353335487222711e-06	bc1003.bc1015	1		1	bc1003.bc1015	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9984653525994578	2.353335487222711e-06	0.0	0.0	1.9984653525994578	2.353335487222711e-06	bc1008.bc1015	1		1	bc1008.bc1015	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.997698028899187	5.295004846250589e-06	0.0	0.0	2.997698028899187	5.295004846250589e-06	bc1003.bc1011.bc1015	1		1	bc1003.bc1011.bc1015	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9984653525994578	2.353335487222711e-06	0.0	0.0	1.9984653525994578	2.353335487222711e-06	bc1003.bc1011	1		1	bc1003.bc1011	1
O2	0.0	0.0	0.0675851781490497	0.005754779331376386	0.06778996869565135	0.005789707401898869	0.06767494764578322	0.005769252351873295	3.9969307051989156	9.413341948890843e-06	1.32709460488716	2.2186818600545446	5.324025310086077	2.2186975243906875	bc1003.bc1008.bc1011.bc1015	1	bc1003.bc1011.bc1015.bc1003.	3	bc1003.bc1011.bc1015bc1003.bc1008.bc1011.bc1015.bc1003bc1003.bc1008.bc1011.bc1015.bc1003.bc1008.bc1011.bc1015	3
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9984653525994578	2.353335487222711e-06	0.0	0.0	1.9984653525994578	2.353335487222711e-06	bc1003.bc1015	1		1	bc1003.bc1015	1
Pimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992326762997289	5.883338718056777e-07	0.0	0.0	0.9992326762997289	5.883338718056777e-07	bc1008	1		1	bc1008	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
Thymidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.997698028899187	5.295004846250589e-06	0.0	0.0	2.997698028899187	5.295004846250589e-06	bc1003.bc1011.bc1015	1		1	bc1003.bc1011.bc1015	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Uridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992326762997289	5.883338718056777e-07	0.0	0.0	0.9992326762997289	5.883338718056777e-07	bc1008	1		1	bc1008	1
Xylose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
hexadecenoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9992326762997289	5.883338718056777e-07	0.0	0.0	0.9992326762997289	5.883338718056777e-07	bc1008	1		1	bc1008	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9969307051989156	9.413341948890843e-06	0.0	0.0	3.9969307051989156	9.413341948890843e-06	bc1003.bc1008.bc1011.bc1015	1		1	bc1003.bc1008.bc1011.bc1015	1
