	Avg_bc1010	Var_bc1010	Avg_bc1002	Var_bc1002	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
1,2-Diacyl-sn-glycerol dioctadecanoyl	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
2-Oxoglutarate	0.0	0.0	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	bc1010	1		1	bc1010	1
4-Hydroxybenzoate	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
5-Aminolevulinate	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
AMP	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
ARSENOBETAINE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Acetate	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Adenosine	0.0	0.0	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	bc1010	1		1	bc1010	1
Ala-Ala	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
BET	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
BIOT	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
CMP	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
CO2	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Ca2+	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Carnitine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chorismate	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Cl-	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Co2+	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
CoA	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Cu2+	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
D-Arabinose	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
D-Glucose	0.14640261050773795	0.018050844804797166	0.14703556660305014	0.018207264016699594	1.999913972691549	7.400379468282214e-09	1.085650640797657	0.9926132702330747	3.085564613489206	0.9926132856680265	bc1002.bc1010	1	.bc1002.bc1010	2	bc1002.bc1010.bc1002.bc1010bc1002.bc1010	2
Deoxycytidine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Deoxyguanosine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Fumarate	0.0	0.0	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	bc1010	1		1	bc1010	1
GTP	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Glycerol	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Glycine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
H+	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
H2O	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Heme	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
K+	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Alanine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Arginine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Asparagine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Aspartate	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Cysteine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Glutamate	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Glutamine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Histidine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Leucine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Lysine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Phenylalanine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Proline	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Serine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Threonine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Tryptophan	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Tyrosine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
L-Valine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Mn2+	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Myristic acid	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
NADP	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
NH3	0.0	0.0	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	bc1010	1		1	bc1010	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
O2	0.069726050599997	0.005773346271114973	0.06989566068199797	0.005801468004954087	1.999913972691549	7.400379468282214e-09	0.9142633318938918	0.9926132695988821	2.9141773045854404	0.992613283765448	bc1002.bc1010	1	bc1002.bc1010.	2	bc1002.bc1010bc1002.bc1010.bc1002.bc1010	2
Oxidized glutathione	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	bc1002	1		1	bc1002	1
Putrescine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Pyridoxal	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Riboflavin	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Spermidine	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Succinate	0.0	0.0	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	0.0	0.0	0.9999569863457745	1.8500948670705535e-09	bc1010	1		1	bc1010	1
Sulfate	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
TRHL	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
TTP	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Thiamin	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
UMP	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
Zn2+	0.0	0.0	0.0	0.0	1.999913972691549	7.400379468282214e-09	0.0	0.0	1.999913972691549	7.400379468282214e-09	bc1002.bc1010	1		1	bc1002.bc1010	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
