	Source	Target	Microbe	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	O2	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1011	-0.008894379079353087	9.01366085454177e-05	0.008894379079353087	-1.0	0.09431001579552983	-0.09431001579552983
1	O2	Folate	bc1011	-0.0006010298658108372	4.1158737920792035e-07	0.0006010298658108372	-1.0	0.024515910462612586	-0.024515910462612586
2	O2	L-Leucine	bc1011	-0.026800559748873416	0.0008183850220396829	0.026800559748873416	-1.0	0.16370876503374343	-0.16370876503374343
3	O2	L-Lysine	bc1011	-0.020378598812606282	0.00047317150413306297	0.020378598812606282	-1.0	0.14275362977033643	-0.14275362977033643
4	O2	L-Valine	bc1011	-0.025147381686071883	0.0007205356779152544	0.025147381686071883	-1.0	0.1585792599493133	-0.1585792599493133
5	O2	4-Hydroxybenzoate	bc1011	-0.0002003432886023221	4.573193102251318e-08	0.0002003432886023221	-1.0	0.014154267504972558	-0.014154267504972558
6	O2	5-Aminolevulinate	bc1011	-0.0016027463088266695	2.9268435854704003e-06	0.0016027463088266695	-1.0	0.04003431414207904	-0.04003431414207904
7	O2	L-Threonine	bc1011	-0.0150693538801491	0.0002587373980851009	0.0150693538801491	-1.0	0.12275729664728326	-0.12275729664728326
8	O2	L-Glutamine	bc1011	-0.022583703878375414	0.0005811125894837979	0.022583703878375414	-1.0	0.1502787539154335	-0.1502787539154335
9	O2	D-Arabinose	bc1011	-0.005356829506511988	3.269531992949335e-05	0.005356829506511988	-1.0	0.07319036484751247	-0.07319036484751247
10	O2	Co2+	bc1011	-0.00020034328860351407	4.573193102305736e-08	0.00020034328860351407	-1.0	0.014154267505014665	-0.014154267505014665
11	O2	Ca2+	bc1011	-0.0002003432886030694	4.573193102285435e-08	0.0002003432886030694	-1.0	0.014154267504998957	-0.014154267504998957
12	O2	Putrescine	bc1011	-0.00020034328860435625	4.573193102344185e-08	0.00020034328860435625	-1.0	0.014154267505044416	-0.014154267505044416
13	O2	Riboflavin	bc1011	-0.0006010298658131953	4.115873792111499e-07	0.0006010298658131953	-1.0	0.02451591046266068	-0.02451591046266068
14	O2	Mg	bc1011	-0.00020034328860395244	4.573193102325748e-08	0.00020034328860395244	-1.0	0.014154267505030151	-0.014154267505030151
15	O2	BET	bc1011	-0.000400686577207792	1.829277240929269e-07	0.000400686577207792	-1.0	0.02001715707106761	-0.02001715707106761
16	O2	L-Asparagine	bc1011	-0.01433814050621778	0.00023423705917813813	0.01433814050621778	-1.0	0.11974197470485352	-0.11974197470485352
17	O2	Sulfate	bc1011	-0.00020034328860462744	4.573193102356565e-08	0.00020034328860462744	-1.0	0.014154267505053995	-0.014154267505053995
18	O2	AMP	bc1011	-0.0054911109922716715	3.435503438023973e-05	0.0054911109922716715	-1.0	0.07410203095915571	-0.07410203095915571
19	O2	Myristic acid	bc1011	-0.004446544826837686	2.2527619019655402e-05	0.004446544826837686	-1.0	0.06668241767390926	-0.06668241767390926
20	O2	dATP	bc1011	-0.0006546705064931236	4.883323495266372e-07	0.0006546705064931236	-1.0	0.025586529786063673	-0.025586529786063673
