	IntegralDiff	MaxDiff	MaxTime
1,2-Diacyl-sn-glycerol dioctadecanoyl_e0	0.0014702964487477506	0.000886947892733553	0.5301890189018902
2-Oxoglutarate_e0	6.303654035915901e-08	3.9616669803255155e-08	0.6137773777377737
4-Hydroxybenzoate_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
5-Aminolevulinate_e0	0.0002586506344043035	0.0001560140462160309	0.5293929392939294
AMP_e0	0.001262000362986171	0.0007612823209457264	0.5299899989999
ARSENOBETAINE_e0	0.0	0.0	0.0
Acetate_e0	0.005604759561333729	0.003507682289138626	1.1638683868386839
Adenine_e0	0.0	0.0	0.0
Adenosine_e0	0.0	0.0	0.0
Ala-Ala_e0	0.0002885941796068036	0.0001740766310770563	0.5299899989999
Arsenate_e0	4.836629690681518e-07	3.0303118672877094e-07	0.8456355635563556
Arsenite_e0	4.837352386244893e-07	3.03076616359605e-07	0.8456355635563556
BET_e0	6.441041836211236e-05	3.885115304895421e-05	0.5293929392939294
BIOT_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
CMP_e0	0.0009836162073101327	0.0005933380867588605	0.5301890189018902
CO2_e0	0.0004436301614360015	0.001695219950347164	0.3638083808380838
Ca2+_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Cbl_e0	0.0	0.0	0.0
Chitobiose_e0	5.790376289560383e-07	3.6314772259429765e-07	0.7146804680468046
Chorismate_e0	6.441041836211236e-05	3.885115304895421e-05	0.5293929392939294
Citrate_e0	1.4087063254591288e-06	8.833765953631094e-07	0.8151855185518552
Cl-_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Co2+_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
CoA_e0	6.441041836211236e-05	3.885115304895421e-05	0.5293929392939294
Cu2+_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Cytidine_e0	6.794133379701988e-07	4.2612897933557457e-07	0.8151855185518552
Cytosine_e0	0.0	0.0	0.0
D-Alanine_e0	5.636624517583381e-07	3.536055729989171e-07	0.8557855785578558
D-Arabinose_e0	0.0008751856979724436	0.0005279262316535614	0.5297909790979097
D-Galacturonate_e0	0.0	0.0	0.0
D-Glucose_e0	0.058304466150590574	958.2244571167828	1.4492629262926293
D-Serine_e0	0.0	0.0	0.0
Deoxyadenosine_e0	0.0	0.0	0.0
Deoxycytidine_e0	0.00023322403409318168	0.0001406578822653252	0.534965496549655
Deoxyguanosine_e0	3.221584425083597e-05	1.9431690926447353e-05	0.5313831383138313
Deoxyinosine_e0	0.0	0.0	0.0
Deoxyuridine_e0	0.0	0.0	0.0
Enterobactin_e0	0.0	0.0	0.0
Fe-enterochlin_e0	0.0	0.0	0.0
Folate_e0	9.667802753040393e-05	5.831432127394777e-05	0.5289948994899489
Formate_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Fumarate_e0	0.025271693850449896	0.015330445750035806	0.8456355635563556
GTP_e0	0.0016021703771190875	0.0009665107358522915	0.5301890189018902
Galactose_e0	0.0	0.0	0.0
Glucose-1-phosphate_e0	7.410456348798586e-07	4.6506453485506313e-07	0.7803570357035703
Glucuronate_e0	0.0	0.0	0.0
Glycerol_e0	0.0007243978615809657	0.00043696357917762064	0.5297909790979097
Glycine_e0	0.0065019164263643205	0.003923792411358265	0.5327762776277628
H+_e0	0.009179795256147961	0.00566276260849053	1.1604850485048506
H2O_e0	0.021664444006636408	0.013545180092342589	0.4199319931993199
HYXN_e0	0.0	0.0	0.0
Heme_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Inosine_e0	0.0	0.0	0.0
K+_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
L-Alanine_e0	0.00579933118438265	0.00349960252350525	0.5323782378237824
L-Arabinose_e0	0.0	0.0	0.0
L-Arginine_e0	0.0029987362264896284	0.0018091881503720742	0.530985098509851
L-Ascorbate_e0	0.0	0.0	0.0
L-Asparagine_e0	0.002414038436960304	0.0014563637727863107	0.5305870587058705
L-Aspartate_e0	0.002414038436960304	0.0014563637727863107	0.5305870587058705
L-Cysteine_e0	0.0008884209323097574	0.0005359105389007914	0.5297909790979097
L-Glutamate_e0	0.0031102071832028026	0.0018764571557517262	0.530985098509851
L-Glutamine_e0	0.0025739115211753667	0.0015528325853881048	0.5305870587058705
L-Histidine_e0	0.0009254685008688901	0.0005582595194330698	0.5297909790979097
L-Inositol_e0	0.0	0.0	0.0
L-Isoleucine_e0	0.002935666039050021	0.001771128028312192	0.5307860786078608
L-Lactate_e0	0.00018638090527398564	0.00011685459932471916	1.028932893289329
L-Leucine_e0	0.004711868133834718	0.002843131723692802	0.5317811781178118
L-Lysine_e0	0.0035029603577370356	0.0021134788614356834	0.5311841184118412
L-Malate_e0	0.0	0.0	0.0
L-Methionine_e0	0.0014412007316884998	0.0008693944280536282	0.5299899989999
L-Phenylalanine_e0	0.0018367234490665556	0.001108025519592982	0.5301890189018902
L-Proline_e0	0.002207166558837728	0.0013315385348849026	0.5305870587058705
L-Serine_e0	0.002573071430118234	0.0015523257063217173	0.5307860786078608
L-Threonine_e0	0.002543470745489471	0.001534464303123691	0.5305870587058705
L-Tryptophan_e0	0.0005469881725343785	0.0003299439106750945	0.5295919591959196
L-Tyrosine_e0	0.0014228889841806007	0.0008583464348627091	0.5299899989999
L-Valine_e0	0.004395426780240915	0.0026521261835769317	0.5315821582158216
Methanol_e0	0.0	0.0	0.0
Mg_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Mn2+_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Myristic acid_e0	0.0014871718912869004	0.0008969871929177173	0.5383488348834884
N-Acetyl-D-glucosamine_e0	0.0010364747650585169	0.0006252877300975489	0.5278007800780078
NADP_e0	6.437960639487861e-05	3.883187168472561e-05	0.5303880388038804
NH3_e0	4.987208782975503e-06	3.123637157955295e-06	0.8661346134613461
Na+_e0	0.0	0.0	0.0
Niacin_e0	3.21420157000734e-05	1.938761725293384e-05	0.5297909790979097
Nicotinamide ribonucleotide_e0	3.221584425083597e-05	1.9431690926447353e-05	0.5313831383138313
Nitrate_e0	0.0	0.0	0.0
Nitrite_e0	5.422455473588516e-07	3.436218256159085e-07	0.7349804980498049
O2_e0	0.007996796479160158	0.030883827287236022	0.38908390839083906
Oxidized glutathione_e0	1.6087225728135843e-05	9.702885538832126e-06	0.533970397039704
PAN_e0	0.0	0.0	0.0
PPi_e0	0.00021869818581299715	0.00013194814700651778	0.524019401940194
Pimelate_e0	8.363593457250281e-08	5.2555036234191204e-08	0.7031373137313731
Putrescine_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Pyridoxal_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Riboflavin_e0	9.667802753040393e-05	5.831432127394777e-05	0.5289948994899489
S-Adenosyl-L-methionine_e0	9.674000205484548e-05	5.8351797824383684e-05	0.5293929392939294
Spermidine_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Succinate_e0	0.00405724680195056	0.0024456649002021704	0.8456355635563556
Sulfate_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
TRHL_e0	0.0006883293190226038	0.00041520536201263323	0.5295919591959196
TTP_e0	0.00013540517663104416	8.16997543248797e-05	0.523024302430243
Thiamin_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
Thymidine_e0	0.0	0.0	0.0
UMP_e0	0.001097788876276019	0.0006622153382012527	0.5303880388038804
Uracil_e0	0.0	0.0	0.0
Uridine_e0	1.0545177110840877e-06	6.612842231980387e-07	0.7550815081508151
Xylose_e0	0.0	0.0	0.0
Zn2+_e0	3.218378004157537e-05	1.9412907939772658e-05	0.5297909790979097
chromate_e0	0.0	0.0	0.0
dATP_e0	0.00013539025861988006	8.169072850773802e-05	0.5228252825282528
dGTP_e0	0.0002007583724655182	0.00012107512614277395	0.5357615761576158
ddca_e0	0.00027476035979860354	0.00016610757184733058	0.4864046404640464
fe3_e0	9.667802753040393e-05	5.831432127394777e-05	0.5289948994899489
hexadecenoate_e0	1.270015928320607e-06	7.967311526850877e-07	0.7905070507050705
meso-2,6-Diaminopimelate_e0	0.0002883326038242692	0.00017391882641324788	0.5293929392939294
