	0.0000-0.0000	0.0000-0.0006	0.0022-0.0057	0.0080-0.0084	0.0084-0.0085	0.0085-0.0106	0.0106-0.0111	0.0111-0.0114	0.0114-0.0135	0.0135-0.0136	0.0136-0.0249	0.0249-0.0250	0.0250-0.0250	0.0250-0.0251	0.0251-0.1171	0.1171-0.1181	0.1181-0.1425	0.1425-0.1585	0.1585-0.2326	0.2390-0.2400	0.2400-0.2483	0.2649-0.2723	0.2723-0.2773	0.2773-0.2773	0.2773-0.4333	0.4333-0.4334	0.4338-0.4363	0.4363-0.6850	0.6898-0.6900	0.6900-0.6927	0.6927-0.6930	0.6930-0.7258	0.7258-0.7378	0.7378-0.7378	0.7378-0.7394	0.7394-0.8024	0.8024-0.8767	0.8767-0.9098	0.9098-0.9102	0.9102-0.9112	0.9112-0.9112	0.9122-1.5684	1.5684-20.0000	Source	Target
Akkermansia_muciniphilaYL44##Limosilactobacillus_reuteri_I49##PAN	-96.79614651638161	-96.79614651657505	-96.79614651661994	-96.79614651640124	-96.7961465146817	-96.79614651436128	-96.79614651548067	-96.79614651516576	-96.79614651548636	-96.7961465158049	-96.79614651571656	-96.79614651581257	-96.79614651560176	-96.79614651548968	-96.7961465158361	-96.79614651623562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49
Limosilactobacillus_reuteri_I49##Akkermansia_muciniphilaYL44##Riboflavin	-126.68907411749765	-126.68907411748877	-126.68907411748874	-126.68907411748918	-126.68907411748881	-126.68907411746463	-126.68907411746459	-126.6890741174646	-126.68907411746439	-126.68907411746446	-126.68907411746453	-126.68907411746463	-126.68907411746466	-126.68907411746459	-126.68907411746466	-126.68907411746444	-126.68907411746477	-126.68907411746503	-126.68907411746461	-126.68907411746483	-126.68907411746447	-126.6890741174645	-126.68907411746449	-126.68907411746466	-126.68907411746463	-126.68907411746477	-126.68907411746724	-126.68907411745731	-126.68907411746466	-126.68907411746538	-126.68907411745917	-126.68907411744064	-126.68907411745359	-126.68907411746143	-126.68907411746267	-126.68907411745398	-126.68907411745938	-126.68907411746088	-126.68907411744777	-126.68907411744131	-126.68907411746348	-126.68907411742303	-126.68907411743595	Limosilactobacillus_reuteri_I49	Akkermansia_muciniphilaYL44
Akkermansia_muciniphilaYL44##Limosilactobacillus_reuteri_I49##D-Glucose-e0.O2-e0.Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-62.71138262109859	-62.72622237293798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49
Akkermansia_muciniphilaYL44##Limosilactobacillus_reuteri_I49##D-Glucose-e0.O2-e0.Riboflavin.L-Aspartate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	597.0492876143359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49
Akkermansia_muciniphilaYL44##Limosilactobacillus_reuteri_I49##Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-93.13225412764804	-93.13225412760667	0.0	-96.79614651665425	-96.79614651675982	-96.79614651669583	-96.7961465169255	-96.7961465168193	-96.7961465168474	-96.79614651688401	-96.79614651682598	-96.79614651682598	-96.79614651650203	-96.7961465167334	-96.79614651698303	-96.79614651677731	-96.79614651678244	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49
Akkermansia_muciniphilaYL44##Limosilactobacillus_reuteri_I49##L-Asparagine-e0.L-Threonine-e0.D-Glucose-e0.O2-e0.Riboflavin.L-Glutamate-e0.L-Aspartate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2132.5098670442126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49
