	0.0000-0.0000	0.0000-1.1815	1.1815-2.5273	2.5273-10.0199	10.0199-20.0000	Source	Target
Spermidine-e0##H2O-e0##Acutalibacter_muris_KB1	-2.5000000000033626	-2.5000000000033626	-2.5000000000033626	-2.5000000000033626	-6.500000000002067	Spermidine-e0	H2O-e0
L-Lactate-e0##H2O-e0##Acutalibacter_muris_KB1	-0.33333333333398546	-0.33333333333398546	-0.33333333333398546	-0.33333333333398546	-1.0000000000005405	L-Lactate-e0	H2O-e0
Thiamine##H2O-e0##Acutalibacter_muris_KB1	-1.9444444444433955	-1.9444444444433955	-1.9444444444433955	-1.9444444444433955	-10.16666666667098	Thiamine	H2O-e0
Pyridoxal##H2O-e0##Acutalibacter_muris_KB1	-4117.54425797911	-4117.54425797911	-4117.54425797911	-4117.54425797911	899.5855696349012	Pyridoxal	H2O-e0
Puryvate##H2O-e0##Acutalibacter_muris_KB1	-0.33333333333525267	-0.33333333333525267	-0.33333333333525267	-0.33333333333525267	-1.000000000000274	Puryvate	H2O-e0
Thiamine##Glycine-e0##Acutalibacter_muris_KB1	1.3333333333334403	1.3333333333334403	1.3333333333334403	1.3333333333334403	1.3333333333337412	Thiamine	Glycine-e0
Pyridoxal##Glycine-e0##Acutalibacter_muris_KB1	-109.20428193323825	-109.20428193323825	-109.20428193323825	-109.20428193323825	-109.20428193342056	Pyridoxal	Glycine-e0
Pyridoxal##Phosphate-e0##Acutalibacter_muris_KB1	-259.72837123895454	-259.72837123895454	-259.72837123895454	-259.72837123895454	-259.7283712395145	Pyridoxal	Phosphate-e0
Spermidine-e0##D-Glucose-e0##Acutalibacter_muris_KB1	0.4999999999971138	0.4999999999971138	0.4999999999971138	0.4999999999971138	-1.5000000000003173	Spermidine-e0	D-Glucose-e0
L-Lactate-e0##D-Glucose-e0##Acutalibacter_muris_KB1	0.33333333333273696	0.33333333333273696	0.33333333333273696	0.33333333333273696	0.0	L-Lactate-e0	D-Glucose-e0
Thiamine##D-Glucose-e0##Acutalibacter_muris_KB1	5.277777777778729	5.277777777778729	5.277777777778729	5.277777777778729	1.1666666666673653	Thiamine	D-Glucose-e0
Pyridoxal##D-Glucose-e0##Acutalibacter_muris_KB1	-3719.134548631273	-3719.134548631273	-3719.134548631273	-3719.134548631273	-1210.5696348257222	Pyridoxal	D-Glucose-e0
Puryvate##D-Glucose-e0##Acutalibacter_muris_KB1	0.3333333333316536	0.3333333333316536	0.3333333333316536	0.3333333333316536	0.0	Puryvate	D-Glucose-e0
Pyridoxal##Mn2+-e0##Acutalibacter_muris_KB1	-1.4121250719526799	-1.4121250719526799	-1.4121250719526799	-1.4121250719526799	-1.4121250719502525	Pyridoxal	Mn2+-e0
Pyridoxal##Zn2+-e0##Acutalibacter_muris_KB1	-1.4121250719213079	-1.4121250719213079	-1.4121250719213079	-1.4121250719213079	-1.412125071970085	Pyridoxal	Zn2+-e0
Pyridoxal##L-Lysine-e0##Acutalibacter_muris_KB1	-72.71932386926494	-72.71932386926494	-72.71932386926494	-72.71932386926494	-72.71932386918476	Pyridoxal	L-Lysine-e0
Pyridoxal##Sulfate-e0##Acutalibacter_muris_KB1	-1.4121250719544562	-1.4121250719544562	-1.4121250719544562	-1.4121250719544562	-1.4121250719465266	Pyridoxal	Sulfate-e0
Pyridoxal##L-Arginine-e0##Acutalibacter_muris_KB1	-43.44749476746627	-43.44749476746627	-43.44749476746627	-43.44749476746627	-43.44749476741374	Pyridoxal	L-Arginine-e0
Spermidine-e0##L-Glutamine-e0##Acutalibacter_muris_KB1	0.9999999999999352	0.9999999999999352	0.9999999999999352	0.9999999999999352	0.9999999999998869	Spermidine-e0	L-Glutamine-e0
Pyridoxal##L-Glutamine-e0##Acutalibacter_muris_KB1	-123.63775242579086	-123.63775242579086	-123.63775242579086	-123.63775242579086	-123.63775242570142	Pyridoxal	L-Glutamine-e0
Pyridoxal##L-Histidine-e0##Acutalibacter_muris_KB1	-18.409955409939055	-18.409955409939055	-18.409955409939055	-18.409955409939055	-18.409955409924823	Pyridoxal	L-Histidine-e0
Pyridoxal##L-Proline-e0##Acutalibacter_muris_KB1	-36.17556238053783	-36.17556238053783	-36.17556238053783	-36.17556238053783	-36.17556238049973	Pyridoxal	L-Proline-e0
Pyridoxal##Co2+-e0##Acutalibacter_muris_KB1	-1.412125071941274	-1.412125071941274	-1.412125071941274	-1.412125071941274	-1.4121250719484435	Pyridoxal	Co2+-e0
Pyridoxal##L-Valine-e0##Acutalibacter_muris_KB1	-69.12938256426892	-69.12938256426892	-69.12938256426892	-69.12938256426892	-69.12938256431057	Pyridoxal	L-Valine-e0
Pyridoxal##L-Threonine-e0##Acutalibacter_muris_KB1	-117.11591455974566	-117.11591455974566	-117.11591455974566	-117.11591455974566	-117.11591455966179	Pyridoxal	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Acutalibacter_muris_KB1	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-0.9999999999999984	Spermidine-e0	Spermidine-e0
Pyridoxal##fe3-e0##Acutalibacter_muris_KB1	-1.412125071948595	-1.412125071948595	-1.412125071948595	-1.412125071948595	-1.4121250719480885	Pyridoxal	fe3-e0
Spermidine-e0##H+-e0##Acutalibacter_muris_KB1	2.5000000000046647	2.5000000000046647	2.5000000000046647	2.5000000000046647	6.500000000000437	Spermidine-e0	H+-e0
L-Lactate-e0##H+-e0##Acutalibacter_muris_KB1	-0.6666666666657332	-0.6666666666657332	-0.6666666666657332	-0.6666666666657332	0.0	L-Lactate-e0	H+-e0
Thiamine##H+-e0##Acutalibacter_muris_KB1	-7.5555555555569995	-7.5555555555569995	-7.5555555555569995	-7.5555555555569995	0.6666666666663177	Thiamine	H+-e0
Pyridoxal##H+-e0##Acutalibacter_muris_KB1	6076.672241358827	6076.672241358827	6076.672241358827	6076.672241358827	1059.5424137473792	Pyridoxal	H+-e0
Puryvate##H+-e0##Acutalibacter_muris_KB1	-0.6666666666638866	-0.6666666666638866	-0.6666666666638866	-0.6666666666638866	0.0	Puryvate	H+-e0
Thiamine##Uracil-e0##Acutalibacter_muris_KB1	-0.8333333333333979	-0.8333333333333979	-0.8333333333333979	-0.8333333333333979	-0.8333333333341014	Thiamine	Uracil-e0
Pyridoxal##Uracil-e0##Acutalibacter_muris_KB1	-6.324289090511104	-6.324289090511104	-6.324289090511104	-6.324289090511104	-6.324289090081046	Pyridoxal	Uracil-e0
Pyridoxal##L-Methionine-e0##Acutalibacter_muris_KB1	-28.497788242769545	-28.497788242769545	-28.497788242769545	-28.497788242769545	-28.497788242741827	Pyridoxal	L-Methionine-e0
Thiamine##L-Cysteine-e0##Acutalibacter_muris_KB1	0.9999999999999877	0.9999999999999877	0.9999999999999877	0.9999999999999877	1.0000000000006888	Thiamine	L-Cysteine-e0
Pyridoxal##L-Cysteine-e0##Acutalibacter_muris_KB1	-16.79491900994525	-16.79491900994525	-16.79491900994525	-16.79491900994525	-16.794919010373413	Pyridoxal	L-Cysteine-e0
Thiamine##L-Tyrosine-e0##Acutalibacter_muris_KB1	0.9999999999999644	0.9999999999999644	0.9999999999999644	0.9999999999999644	1.0000000000006604	Thiamine	L-Tyrosine-e0
Pyridoxal##L-Tyrosine-e0##Acutalibacter_muris_KB1	-25.945489580479293	-25.945489580479293	-25.945489580479293	-25.945489580479293	-25.945489580904738	Pyridoxal	L-Tyrosine-e0
Thiamine##Inosine-e0##Acutalibacter_muris_KB1	0.3333333333333906	0.3333333333333906	0.3333333333333906	0.3333333333333906	0.33333333333361653	Thiamine	Inosine-e0
Pyridoxal##Inosine-e0##Acutalibacter_muris_KB1	-81.63804960794494	-81.63804960794494	-81.63804960794494	-81.63804960794494	-81.6380496080778	Pyridoxal	Inosine-e0
Pyridoxal##Ca2+-e0##Acutalibacter_muris_KB1	-1.4121250719524001	-1.4121250719524001	-1.4121250719524001	-1.4121250719524001	-1.4121250719509995	Pyridoxal	Ca2+-e0
Pyridoxal##Cu2+-e0##Acutalibacter_muris_KB1	-1.4121250719427705	-1.4121250719427705	-1.4121250719427705	-1.4121250719427705	-1.4121250719465657	Pyridoxal	Cu2+-e0
Thiamine##Fe2+-e0##Acutalibacter_muris_KB1	0.16666666666667151	0.16666666666667151	0.16666666666667151	0.16666666666667151	0.1666666666668	Thiamine	Fe2+-e0
Pyridoxal##Fe2+-e0##Acutalibacter_muris_KB1	-4.413438844737832	-4.413438844737832	-4.413438844737832	-4.413438844737832	-4.413438844816169	Pyridoxal	Fe2+-e0
Pyridoxal##K+-e0##Acutalibacter_muris_KB1	-1.412125071955039	-1.412125071955039	-1.412125071955039	-1.412125071955039	-1.4121250719536704	Pyridoxal	K+-e0
L-Lactate-e0##L-Lactate-e0##Acutalibacter_muris_KB1	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000009	L-Lactate-e0	L-Lactate-e0
Thiamine##L-Alanine-e0##Acutalibacter_muris_KB1	-0.9999999999998728	-0.9999999999998728	-0.9999999999998728	-0.9999999999998728	-1.000000000000288	Thiamine	L-Alanine-e0
Pyridoxal##L-Alanine-e0##Acutalibacter_muris_KB1	-106.06888014611181	-106.06888014611181	-106.06888014611181	-106.06888014611181	-106.06888014586083	Pyridoxal	L-Alanine-e0
Spermidine-e0##L-Asparagine-e0##Acutalibacter_muris_KB1	0.4999999999999826	0.4999999999999826	0.4999999999999826	0.4999999999999826	0.5000000000007709	Spermidine-e0	L-Asparagine-e0
Thiamine##L-Asparagine-e0##Acutalibacter_muris_KB1	2.1666666666666137	2.1666666666666137	2.1666666666666137	2.1666666666666137	2.1666666666680676	Thiamine	L-Asparagine-e0
Pyridoxal##L-Asparagine-e0##Acutalibacter_muris_KB1	-114.9257316897656	-114.9257316897656	-114.9257316897656	-114.9257316897656	-114.92573169065302	Pyridoxal	L-Asparagine-e0
