	0.1345	0.27244999999999997	0.33499999999999996	0.39175000000000004	0.78075	1.58375	Source	Target
bc1015##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-1.88286145	-0.73490452	-0.31563904	-0.14609473	-1.148e-05	0.0	bc1015	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1015##Metabolite	1.88286145	0.73490452	0.31563904	0.14609473	1.148e-05	0.0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1015
bc1015##4-Hydroxybenzoate##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	4-Hydroxybenzoate	bc1015
bc1015##5-Aminolevulinate##Microbe	-0.33928723	-0.13242808	-0.05687742	-0.02632593	-2.07e-06	0.0	bc1015	5-Aminolevulinate
5-Aminolevulinate##bc1015##Metabolite	0.33928723	0.13242808	0.05687742	0.02632593	2.07e-06	0.0	5-Aminolevulinate	bc1015
bc1015##AMP##Microbe	-1.62273077	-0.63337224	-0.27203127	-0.1259107	-9.9e-06	0.0	bc1015	AMP
AMP##bc1015##Metabolite	1.62273077	0.63337224	0.27203127	0.1259107	9.9e-06	0.0	AMP	bc1015
bc1015##Acetate##Microbe	87.91241626	34.3133227	14.73745769	6.82128806	0.00053614	0.0	bc1015	Acetate
bc1015##Ala-Ala##Microbe	-0.37799782	-0.14753731	-0.06336678	-0.02932955	-2.31e-06	0.0	bc1015	Ala-Ala
Ala-Ala##bc1015##Metabolite	0.37799782	0.14753731	0.06336678	0.02932955	2.31e-06	0.0	Ala-Ala	bc1015
bc1015##Arsenate##Microbe	0.02120545	0.00827675	0.00355484	0.00164537	1.3e-07	0.0	bc1015	Arsenate
bc1015##Arsenite##Microbe	-0.02120545	-0.00827675	-0.00355484	-0.00164537	-1.3e-07	0.0	bc1015	Arsenite
Arsenite##bc1015##Metabolite	0.02120545	0.00827675	0.00355484	0.00164537	1.3e-07	0.0	Arsenite	bc1015
bc1015##BET##Microbe	-0.08482181	-0.03310702	-0.01421935	-0.00658148	-5.2e-07	0.0	bc1015	BET
BET##bc1015##Metabolite	0.08482181	0.03310702	0.01421935	0.00658148	5.2e-07	0.0	BET	bc1015
bc1015##BIOT##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	BIOT
BIOT##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	BIOT	bc1015
bc1015##CMP##Microbe	-1.27110051	-0.49612653	-0.21308469	-0.09862706	-7.75e-06	0.0	bc1015	CMP
CMP##bc1015##Metabolite	1.27110051	0.49612653	0.21308469	0.09862706	7.75e-06	0.0	CMP	bc1015
bc1015##CO2##Microbe	109.15194905	42.6033797	18.29800954	8.46930295	0.00066567	0.0	bc1015	CO2
bc1015##Ca2+##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	Ca2+
Ca2+##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	Ca2+	bc1015
bc1015##Chorismate##Microbe	-0.08482181	-0.03310702	-0.01421935	-0.00658148	-5.2e-07	0.0	bc1015	Chorismate
Chorismate##bc1015##Metabolite	0.08482181	0.03310702	0.01421935	0.00658148	5.2e-07	0.0	Chorismate	bc1015
bc1015##Cl-##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	Cl-
Cl-##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	Cl-	bc1015
bc1015##Co2+##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	Co2+
Co2+##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	Co2+	bc1015
bc1015##CoA##Microbe	-0.08482181	-0.03310702	-0.01421935	-0.00658148	-5.2e-07	0.0	bc1015	CoA
CoA##bc1015##Metabolite	0.08482181	0.03310702	0.01421935	0.00658148	5.2e-07	0.0	CoA	bc1015
bc1015##Cu2+##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	Cu2+
Cu2+##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	Cu2+	bc1015
bc1015##D-Arabinose##Microbe	-1.13399347	-0.44261192	-0.19010035	-0.08798866	-6.92e-06	0.0	bc1015	D-Arabinose
D-Arabinose##bc1015##Metabolite	1.13399347	0.44261192	0.19010035	0.08798866	6.92e-06	0.0	D-Arabinose	bc1015
bc1015##D-Glucose##Microbe	-54.22383765	-21.1642464	-9.08997326	-4.20732852	-0.00033069	0.0	bc1015	D-Glucose
D-Glucose##bc1015##Metabolite	54.22383765	21.1642464	9.08997326	4.20732852	0.00033069	0.0	D-Glucose	bc1015
bc1015##Deoxycytidine##Microbe	-0.22095711	-0.08624234	-0.0370408	-0.01714447	-1.35e-06	0.0	bc1015	Deoxycytidine
Deoxycytidine##bc1015##Metabolite	0.22095711	0.08624234	0.0370408	0.01714447	1.35e-06	0.0	Deoxycytidine	bc1015
bc1015##Deoxyguanosine##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	Deoxyguanosine
Deoxyguanosine##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	Deoxyguanosine	bc1015
bc1015##Folate##Microbe	-0.12723271	-0.04966053	-0.02132903	-0.00987222	-7.8e-07	0.0	bc1015	Folate
Folate##bc1015##Metabolite	0.12723271	0.04966053	0.02132903	0.00987222	7.8e-07	0.0	Folate	bc1015
bc1015##Formate##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	Formate
Formate##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	Formate	bc1015
bc1015##GTP##Microbe	-2.04647182	-0.79876371	-0.34306635	-0.15878956	-1.248e-05	0.0	bc1015	GTP
GTP##bc1015##Metabolite	2.04647182	0.79876371	0.34306635	0.15878956	1.248e-05	0.0	GTP	bc1015
bc1015##Glycerol##Microbe	-0.94143072	-0.36745226	-0.15781952	-0.07304736	-5.74e-06	0.0	bc1015	Glycerol
Glycerol##bc1015##Metabolite	0.94143072	0.36745226	0.15781952	0.07304736	5.74e-06	0.0	Glycerol	bc1015
bc1015##Glycine##Microbe	-7.57868744	-2.95805711	-1.27047567	-0.58804447	-4.622e-05	0.0	bc1015	Glycine
Glycine##bc1015##Metabolite	7.57868744	2.95805711	1.27047567	0.58804447	4.622e-05	0.0	Glycine	bc1015
bc1015##H+##Microbe	77.00313161	30.05529157	12.90864752	5.97481635	0.00046961	0.0	bc1015	H+
bc1015##H2O##Microbe	199.17183019	77.73927247	33.38875833	15.45411314	0.00121467	1e-08	bc1015	H2O
bc1015##Heme##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	Heme
Heme##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	Heme	bc1015
bc1015##K+##Microbe	-0.0424109	-0.01655351	-0.00710968	-0.00329074	-2.6e-07	0.0	bc1015	K+
K+##bc1015##Metabolite	0.0424109	0.01655351	0.00710968	0.00329074	2.6e-07	0.0	K+	bc1015
bc1015##L-Alanine##Microbe	-6.8455867	-2.67191866	-1.14758016	-0.53116182	-4.175e-05	0.0	bc1015	L-Alanine
L-Alanine##bc1015##Metabolite	6.8455867	2.67191866	1.14758016	0.53116182	4.175e-05	0.0	L-Alanine	bc1015
bc1015##L-Arginine##Microbe	-3.72845394	-1.45526251	-0.62503039	-0.28929768	-2.274e-05	0.0	bc1015	L-Arginine
L-Arginine##bc1015##Metabolite	3.72845394	1.45526251	0.62503039	0.28929768	2.274e-05	0.0	L-Arginine	bc1015
bc1015##L-Asparagine##Microbe	-3.03525763	-1.18469926	-0.50882438	-0.23551129	-1.851e-05	0.0	bc1015	L-Asparagine
