	Avg_bc1015	Var_bc1015	Avg_bc1012	Var_bc1012	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
1,2-Diacyl-sn-glycerol dioctadecanoyl	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
4-Hydroxybenzoate	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
5-Aminolevulinate	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
AMP	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
Acetate	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
Adenine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Ala-Ala	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
Arsenate	0.0	0.0	0.0	0.0	0.9999851630978949	2.2013039797561345e-10	0.0	0.0	0.9999851630978949	2.2013039797561345e-10	bc1015	1		1	bc1015	1
Arsenite	0.0	0.0	0.0	0.0	0.9999851630978949	2.2013039797561345e-10	0.0	0.0	0.9999851630978949	2.2013039797561345e-10	bc1015	1		1	bc1015	1
BET	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
BIOT	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
CMP	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
CO2	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
Ca2+	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chorismate	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
Cl-	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
Co2+	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
CoA	0.0	0.0	0.0	0.0	1.9999703261957897	8.805215919024538e-10	0.0	0.0	1.9999703261957897	8.805215919024538e-10	bc1012.bc1015	1		1	bc1012.bc1015	1
