	0.0000-0.3460	0.3460-0.3495	0.3495-0.3510	0.3510-0.4020	0.4020-0.4047	0.4047-1.1893	1.1893-2.0000	Source	Target
O2##O2##bc1015	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	O2	O2
O2##Mg##bc1015	-0.0004300397838237578	-0.0004300397838237578	-0.0004300397838237578	-0.0004300397838237578	0.0	0.0	0.0	O2	Mg
O2##NH3##bc1015	0.0021501989191229083	0.0021501989191229083	0.0021501989191229083	0.0021501989191229083	0.0	0.0	0.0	O2	NH3
O2##AMP##bc1015	-0.016454230572098705	-0.016454230572098705	-0.016454230572098705	-0.016454230572098705	0.0	0.0	0.0	O2	AMP
O2##L-Asparagine##bc1015	-0.03077702720522029	-0.03077702720522029	-0.03077702720522029	-0.03077702720522029	0.0	0.0	0.0	O2	L-Asparagine
O2##4-Hydroxybenzoate##bc1015	-0.0004300397838117923	-0.0004300397838117923	-0.0004300397838117923	-0.0004300397838117923	0.0	0.0	0.0	O2	4-Hydroxybenzoate
O2##N-Acetyl-D-glucosamine##bc1015	-0.01576138974831096	-0.01576138974831096	-0.01576138974831096	-0.01576138974831096	0.0	0.0	0.0	O2	N-Acetyl-D-glucosamine
O2##ddca##bc1015	-0.010012133511630047	-0.010012133511630047	-0.010012133511630047	-0.010012133511630047	0.0	0.0	0.0	O2	ddca
O2##L-Isoleucine##bc1015	-0.03705526778810123	-0.03705526778810123	-0.03705526778810123	-0.03705526778810123	0.0	0.0	0.0	O2	L-Isoleucine
O2##CoA##bc1015	-0.0008600795676485535	-0.0008600795676485535	-0.0008600795676485535	-0.0008600795676485535	0.0	0.0	0.0	O2	CoA
O2##L-Glutamine##bc1015	-0.03271485920168494	-0.03271485920168494	-0.03271485920168494	-0.03271485920168494	0.0	0.0	0.0	O2	L-Glutamine
O2##BET##bc1015	-0.0008600795676383293	-0.0008600795676383293	-0.0008600795676383293	-0.0008600795676383293	0.0	0.0	0.0	O2	BET
O2##Glycine##bc1015	-0.07684667920723608	-0.07684667920723608	-0.07684667920723608	-0.07684667920723608	0.0	0.0	0.0	O2	Glycine
O2##dGTP##bc1015	-0.0018104299737457083	-0.0018104299737457083	-0.0018104299737457083	-0.0018104299737457083	0.0	0.0	0.0	O2	dGTP
O2##fe3##bc1015	-0.0012901193514718255	-0.0012901193514718255	-0.0012901193514718255	-0.0012901193514718255	0.0	0.0	0.0	O2	fe3
