	0.0000-0.0000	0.0000-0.0067	0.0067-0.0082	0.0082-0.0083	0.0091-0.0098	0.0098-0.0592	0.0592-0.0615	0.0615-0.1224	0.1224-0.1710	0.1710-0.1719	0.1719-0.1719	0.1719-0.1728	0.1728-0.1729	0.1729-0.1733	0.1733-0.1735	0.1735-0.1736	0.1736-0.1759	0.1759-0.1865	0.1865-0.2234	0.2235-0.2245	0.2245-0.2245	0.2245-0.2417	0.2418-0.2418	0.2418-0.2655	0.2655-0.2738	0.2738-0.4792	0.4792-20.0000	Source	Target
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	-668.6171616423354	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616418995	-674.6171616429692	-674.6171616429692	-674.6171616429692	-674.6171616429692	-674.6171616429692	-674.6171616429692	Turicimonas_muris_YL45	L-Aspartate-e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	-0.49999999999689765	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999965697	-0.4999999999972725	-0.4999999999972725	-0.4999999999972725	-0.4999999999972725	-0.4999999999972725	-0.4999999999972725	Turicimonas_muris_YL45	Pyridoxal
Turicimonas_muris_YL45##Phosphate-e0##Microbe	-127.45775495970794	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495977252	-127.45775495977252	-127.45775495977252	-127.45775495977252	-127.45775495977252	-127.45775495977252	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	-26.584324739480696	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739492537	-26.584324739492537	-26.584324739492537	-26.584324739492537	-26.584324739492537	-26.584324739492537	Turicimonas_muris_YL45	L-Proline-e0
Akkermansia_muciniphilaYL44##L-Asparagine-e0##Microbe	-28.989573168290903	-28.989573168273548	-28.98957316797824	-28.989573170051045	-28.989573168196745	-28.989573168315466	0.147071922435064	-19.326382111246456	-19.326382111299072	-19.326382111476747	-19.326382111404055	-19.326382111958715	-19.32638211228239	-19.326382112076466	-19.326382112281067	-19.32638211067505	-19.32638211120253	-19.326382111431833	-19.326382111538006	-19.326382111673766	-19.3263821119591	-19.326382111589748	-19.326382112107694	-19.326382111955787	-19.326382112173377	-19.326382112131494	-19.326382112602182	Akkermansia_muciniphilaYL44	L-Asparagine-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	126.68907411748705	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411739079	126.68907411755728	126.68907411755728	126.68907411755728	126.68907411755728	126.68907411755728	126.68907411755728	Riboflavin	Turicimonas_muris_YL45
Akkermansia_muciniphilaYL44##fe3-e0##Microbe	3.0758887397169885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##Mn2+-e0##Microbe	-0.9241112603184295	-0.9241112603179015	-0.9241112603118058	-0.9241112603449669	-0.9241112603157368	-0.9241112603195492	0.004688265632959558	-0.6160741735162769	-0.616074173517641	-0.6160741735226074	-0.6160741735212348	-0.6160741735377104	-0.6160741735476056	-0.6160741735425174	-0.6160741735481641	-0.6160741734968979	-0.6160741735124173	-0.6160741735195611	-0.6160741735235837	-0.616074173527938	-0.6160741735386825	-0.6160741735266031	-0.6160741735438494	-0.6160741735386753	-0.6160741735458899	-0.6160741735437503	-0.6160741735587977	Akkermansia_muciniphilaYL44	Mn2+-e0
Akkermansia_muciniphilaYL44##L-Methionine-e0##Microbe	-19.98243529507667	-19.98243529507062	-19.982435294872182	-19.982435296234037	-19.982435295014	-19.982435295088976	0.10137628300765686	-13.321623529400945	-13.321623529442817	-13.32162352957548	-13.321623529505318	-13.321623529870003	-13.321623530083773	-13.321623529932337	-13.321623530091355	-13.321623529037808	-13.321623529363324	-13.321623529518876	-13.32162352960803	-13.321623529695083	-13.321623529867379	-13.321623529624091	-13.321623529947674	-13.321623529869019	-13.321623530023222	-13.321623530005324	-13.321623530330049	Akkermansia_muciniphilaYL44	L-Methionine-e0
Akkermansia_muciniphilaYL44##K+-e0##Microbe	-0.9241112603178396	-0.9241112603174798	-0.9241112603088149	-0.9241112603639905	-0.9241112603151965	-0.924111260319296	0.0046882656329557786	-0.6160741735154498	-0.6160741735169387	-0.6160741735245049	-0.616074173519452	-0.6160741735385669	-0.6160741735493537	-0.6160741735438572	-0.6160741735493527	-0.6160741734977745	-0.616074173513769	-0.6160741735222249	-0.6160741735245018	-0.6160741735288487	-0.6160741735382125	-0.6160741735272248	-0.6160741735441824	-0.6160741735388208	-0.616074173546015	-0.6160741735440245	-0.6160741735592209	Akkermansia_muciniphilaYL44	K+-e0
Turicimonas_muris_YL45##carbonate##Microbe	-272.08718788733535	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.08718788745335	-272.08718788745335	-272.08718788745335	-272.08718788745335	-272.08718788745335	-272.08718788745335	Turicimonas_muris_YL45	carbonate
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	-28.98957316828693	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.989573168293816	-28.989573168293816	-28.989573168293816	-28.989573168293816	-28.989573168293816	-28.989573168293816	Turicimonas_muris_YL45	L-Asparagine-e0
Akkermansia_muciniphilaYL44##L-Alanine-e0##Microbe	164.6969236487934	164.6969236486832	164.69692364691664	14692.09812030316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2542.497464607296	-2542.497464638875	-2542.497464652606	-2542.4974646703618	668.8582566308985	668.8582566182387	2301.2036044236393	688.5856495407061	899.2537756068793	-1.0000000000000009	-1.0000000000000002	Akkermansia_muciniphilaYL44	L-Alanine-e0
Turicimonas_muris_YL45##fe3-e0##Microbe	-0.9241112603308173	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.92411126032103	-0.92411126032103	-0.92411126032103	-0.92411126032103	-0.92411126032103	-0.92411126032103	Turicimonas_muris_YL45	fe3-e0
Akkermansia_muciniphilaYL44##L-Threonine-e0##Microbe	-74.9931301135713	-74.99313011352243	-74.99313011272903	-74.9931301182978	-74.99313011334736	-74.99313011362655	0.38046037281046574	-49.995420073256966	-49.9954200733783	-49.99542007383261	-49.995420073650834	-49.99542007512775	-49.99542007593416	-49.995420075380125	-49.99542007593897	-49.99542007178324	-49.995420073156346	-49.99542007374321	-49.99542007399568	-49.99542007435753	-49.99542007512913	-49.99542007415168	-49.995420075521764	-49.995420075094444	-49.99542007566365	-49.995420075550705	-49.99542007676773	Akkermansia_muciniphilaYL44	L-Threonine-e0
