	0.0000-0.8216	0.8216-0.8216	0.8216-0.8220	0.8220-1.5431	1.5431-2.0000	Source	Target
bc1009##CO2##Microbe	1.1048301105780152	1.1048301105780152	2.073074178748573	2.0116781685769234	2.0116781685769234	bc1009	CO2
bc1003##Oxidized glutathione##Microbe	-0.00021463796547111584	-0.0003908913096243489	-0.0003908913096243489	-0.0003908913096243489	-0.0003908913096243489	bc1003	Oxidized glutathione
bc1003##CoA##Microbe	-0.0008585518618831928	-0.0015635652384950694	-0.0015635652384950694	-0.0015635652384950694	-0.0015635652384950694	bc1003	CoA
bc1009##Deoxycytidine##Microbe	-0.002239683828977428	-0.002239683828977428	-0.02292611228007457	-0.003663879753492842	-0.003663879753492842	bc1009	Deoxycytidine
bc1003##L-Glutamine##Microbe	-0.03265674983488622	-0.059473354040673304	-0.059473354040673304	-0.059473354040673304	-0.059473354040673304	bc1003	L-Glutamine
bc1009##Pyridoxal##Microbe	-0.00042988893127938647	-0.00042988893127938647	-0.004400479111796403	-0.000703251651499841	-0.000703251651499841	bc1009	Pyridoxal
bc1009##UMP##Microbe	-0.014344862496895651	-0.014344862496895651	-0.14683855104464325	-0.02346663872330184	-0.02346663872330184	bc1009	UMP
bc1003##5-Aminolevulinate##Microbe	-0.0034342074475198743	-0.006254260953957191	-0.006254260953957191	-0.006254260953957191	-0.006254260953957191	bc1003	5-Aminolevulinate
bc1009##Riboflavin##Microbe	-0.0012896667941149226	-0.0012896667941149226	-0.013201437337475011	-0.0021097549549688017	-0.0021097549549688017	bc1009	Riboflavin
bc1009##Heme##Microbe	-0.00042988893128129705	-0.00042988893128129705	-0.004400479111778438	-0.0007032516515037929	-0.0007032516515037929	bc1009	Heme
bc1009##L-Histidine##Microbe	-0.012142769667466288	-0.012142769667466288	-0.12429723212932312	-0.019864253766695924	-0.019864253766695924	bc1009	L-Histidine
bc1003##L-Isoleucine##Microbe	-0.036989448823877384	-0.06736391700933247	-0.06736391700933247	-0.06736391700933247	-0.06736391700933247	bc1003	L-Isoleucine
bc1009##L-Proline##Microbe	-0.028242172147927704	-0.028242172147927704	-0.289095809558943	-0.046201129547265705	-0.046201129547265705	bc1009	L-Proline
bc1009##H2O##Microbe	2.01665228788928	2.01665228788928	11.40677447428275	3.5033203240517694	3.5033203240517694	bc1009	H2O
bc1003##meso-2,6-Diaminopimelate##Microbe	-0.0038260294606118623	-0.006967833781117183	-0.006967833781117183	-0.006967833781117183	-0.006967833781117183	bc1003	meso-2,6-Diaminopimelate
bc1003##Sulfate##Microbe	-0.00042927593094232145	-0.0007817826192488572	-0.0007817826192488572	-0.0007817826192488572	-0.0007817826192488572	bc1003	Sulfate
bc1003##AMP##Microbe	-0.0164250039465099	-0.029912654497744662	-0.029912654497744662	-0.029912654497744662	-0.029912654497744662	bc1003	AMP
bc1003##L-Cysteine##Microbe	-0.011648610955585732	-0.021214051212883816	-0.021214051212883816	-0.021214051212883816	-0.021214051212883816	bc1003	L-Cysteine
bc1009##L-Phenylalanine##Microbe	-0.02367157907084641	-0.02367157907084641	-0.2423097727462941	-0.038724135151932404	-0.038724135151932404	bc1009	L-Phenylalanine
bc1009##Niacin##Microbe	0.0004298889312797389	0.0004298889312797389	0.0044004791118666805	0.0007032516514995552	0.0007032516514995552	bc1009	Niacin
bc1003##L-Threonine##Microbe	-0.032289132122502215	-0.05880386125676814	-0.05880386125676814	-0.05880386125676814	-0.05880386125676814	bc1003	L-Threonine
bc1003##L-Asparagine##Microbe	-0.03072235988870932	-0.0559505093392446	-0.0559505093392446	-0.0559505093392446	-0.0559505093392446	bc1003	L-Asparagine
bc1009##PPi##Microbe	0.004445026090813448	0.004445026090813448	0.045500693414096065	0.007271580428962966	0.007271580428962966	bc1009	PPi
bc1003##Chorismate##Microbe	-0.0008585518618862887	-0.0015635652385007145	-0.0015635652385007145	-0.0015635652385007145	-0.0015635652385007145	bc1003	Chorismate
bc1009##Spermidine##Microbe	-0.00042988893128152245	-0.00042988893128152245	-0.004400479111811917	-0.0007032516515031941	-0.0007032516515031941	bc1009	Spermidine
bc1003##ddca##Microbe	-0.0038260294606114326	-0.006967833781116614	-0.006967833781116614	-0.006967833781116614	-0.006967833781116614	bc1003	ddca
bc1009##L-Valine##Microbe	-0.05396028543239083	-0.05396028543239083	-0.5523545540126057	-0.08827317263739877	-0.08827317263739877	bc1009	L-Valine
bc1003##Folate##Microbe	-0.0012878277928207147	-0.002345347857735193	-0.002345347857735193	-0.002345347857735193	-0.002345347857735193	bc1003	Folate
bc1009##L-Arginine##Microbe	-0.03779266514480668	-0.03779266514480668	-0.38685767752587785	-0.06182469992555588	-0.06182469992555588	bc1009	L-Arginine
bc1009##GTP##Microbe	-0.020743618000587386	-0.020743618000587386	-0.21233823686256836	-0.033934308505179145	-0.033934308505179145	bc1009	GTP
bc1009##D-Glucose##Microbe	-0.5488456961569521	-0.5488456961569521	-1.0000000000002518	-1.0000000000000002	-1.0000000000000002	bc1009	D-Glucose
bc1009##4-Hydroxybenzoate##Microbe	-0.00042988893126367437	-0.00042988893126367437	-0.004400479111593626	-0.0007032516514750769	-0.0007032516514750769	bc1009	4-Hydroxybenzoate
bc1003##Glycine##Microbe	-0.0767101812372719	-0.13970195412327344	-0.13970195412327344	-0.13970195412327344	-0.13970195412327344	bc1003	Glycine
bc1009##Mn2+##Microbe	-0.00042988893128239936	-0.00042988893128239936	-0.0044004791118209974	-0.0007032516515049143	-0.0007032516515049143	bc1009	Mn2+
bc1009##Deoxyguanosine##Microbe	-0.0004298889312808356	-0.0004298889312808356	-0.004400479111944057	-0.0007032516514992767	-0.0007032516514992767	bc1009	Deoxyguanosine
bc1009##Acetate##Microbe	0.8915634094583766	0.8915634094583766	-0.1099912486993504	1.6627969835555647	1.6627969835555647	bc1009	Acetate
bc1003##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.019058002322127163	-0.03470778093786329	-0.03470778093786329	-0.03470778093786329	-0.03470778093786329	bc1003	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1009##dATP##Microbe	-0.00266910464465084	-0.00266910464465084	-0.027321799612441373	-0.004366365618648314	-0.004366365618648314	bc1009	dATP
bc1003##Deoxycytidine##Microbe	-0.0031688731750682303	-0.005771043266819352	-0.005771043266819352	-0.005771043266819352	-0.005771043266819352	bc1003	Deoxycytidine
bc1003##L-Glutamate##Microbe	-0.03905843488115722	-0.07113188353729306	-0.07113188353729306	-0.07113188353729306	-0.07113188353729306	bc1003	L-Glutamate
bc1009##N-Acetyl-D-glucosamine##Microbe	-0.01575586085113773	-0.01575586085113773	-0.16128197661971977	-0.0257748789469666	-0.0257748789469666	bc1009	N-Acetyl-D-glucosamine
bc1009##L-Aspartate##Microbe	-0.030766231011385543	-0.030766231011385543	-0.31493287466446357	-0.050330216004380306	-0.050330216004380306	bc1009	L-Aspartate
bc1003##Mg##Microbe	-0.0004292759309417511	-0.000781782619247819	-0.000781782619247819	-0.000781782619247819	-0.000781782619247819	bc1003	Mg
bc1003##Riboflavin##Microbe	-0.0012878277928317255	-0.002345347857755239	-0.002345347857755239	-0.002345347857755239	-0.002345347857755239	bc1003	Riboflavin
bc1009##CMP##Microbe	-0.012884234782972315	-0.012884234782972315	-0.13188710364131287	-0.021077210251662534	-0.021077210251662534	bc1009	CMP
bc1009##S-Adenosyl-L-methionine##Microbe	-0.0012896667938185515	-0.0012896667938185515	-0.013201437335185107	-0.002109754954467509	-0.002109754954467509	bc1009	S-Adenosyl-L-methionine
bc1003##L-Proline##Microbe	-0.028201900208262395	-0.05136033451540682	-0.05136033451540682	-0.05136033451540682	-0.05136033451540682	bc1003	L-Proline
bc1003##O2##Microbe	-1.000000000000005	-1.8211657418871308	-1.8211657418871308	-1.8211657418871308	-1.8211657418871308	bc1003	O2
bc1009##Formate##Microbe	-0.0004298889312795675	-0.0004298889312795675	-0.00440047911185693	-0.0007032516514987021	-0.0007032516514987021	bc1009	Formate
bc1009##D-Arabinose##Microbe	-0.011494478939895856	-0.011494478939895856	-0.11766112313068075	-0.018803720471609803	-0.018803720471609803	bc1009	D-Arabinose
bc1009##K+##Microbe	-0.0004298889312803072	-0.0004298889312803072	-0.0044004791117962915	-0.0007032516515016675	-0.0007032516515016675	bc1009	K+
bc1009##TRHL##Microbe	-0.009073984314173474	-0.009073984314173474	-0.0928841743291472	-0.014844053871399946	-0.014844053871399946	bc1009	TRHL
bc1009##Thiamin##Microbe	-0.00042988893128192925	-0.00042988893128192925	-0.004400479111865528	-0.0007032516515030477	-0.0007032516515030477	bc1009	Thiamin
bc1009##L-Lysine##Microbe	-0.043727614364299526	-0.043727614364299526	-0.44760969547677487	-0.07153363294635735	-0.07153363294635735	bc1009	L-Lysine
bc1009##TTP##Microbe	-0.0026691046446532815	-0.0026691046446532815	-0.02732179961233817	-0.004366365618654862	-0.004366365618654862	bc1009	TTP
bc1003##L-Phenylalanine##Microbe	-0.02363782457069111	-0.043048396320880374	-0.043048396320880374	-0.043048396320880374	-0.043048396320880374	bc1003	L-Phenylalanine
bc1009##fe3##Microbe	-0.0012896667938460304	-0.0012896667938460304	-0.01320143733547485	-0.002109754954512281	-0.002109754954512281	bc1009	fe3
bc1009##Cl-##Microbe	-0.0004298889312803348	-0.0004298889312803348	-0.004400479111862005	-0.0007032516515001459	-0.0007032516515001459	bc1009	Cl-
bc1003##Myristic acid##Microbe	-0.019130147303045443	-0.03483916890556085	-0.03483916890556085	-0.03483916890556085	-0.03483916890556085	bc1003	Myristic acid
bc1003##Cu2+##Microbe	-0.0004292759309409354	-0.0007817826192463346	-0.0007817826192463346	-0.0007817826192463346	-0.0007817826192463346	bc1003	Cu2+
bc1003##Spermidine##Microbe	-0.0004292759309391207	-0.0007817826192439945	-0.0007817826192439945	-0.0007817826192439945	-0.0007817826192439945	bc1003	Spermidine
bc1003##L-Arginine##Microbe	-0.03773877467482258	-0.06872856357858441	-0.06872856357858441	-0.06872856357858441	-0.06872856357858441	bc1003	L-Arginine
bc1009##Putrescine##Microbe	-0.0004298889312822137	-0.0004298889312822137	-0.004400479111784013	-0.0007032516515053869	-0.0007032516515053869	bc1009	Putrescine
bc1003##L-Tryptophan##Microbe	-0.007220776381825903	-0.013150230576409051	-0.013150230576409051	-0.013150230576409051	-0.013150230576409051	bc1003	L-Tryptophan
bc1009##Ca2+##Microbe	-0.0004298889312813257	-0.0004298889312813257	-0.004400479111746134	-0.0007032516515048223	-0.0007032516515048223	bc1009	Ca2+
bc1003##4-Hydroxybenzoate##Microbe	-0.0004292759309373705	-0.000781782619239842	-0.000781782619239842	-0.000781782619239842	-0.000781782619239842	bc1003	4-Hydroxybenzoate
bc1003##Nitrite##Microbe	-0.00014309197696115588	-0.0002605942063771126	-0.0002605942063771126	-0.0002605942063771126	-0.0002605942063771126	bc1003	Nitrite
bc1003##L-Alanine##Microbe	-0.06928986062036441	-0.12618832042194186	-0.12618832042194186	-0.12618832042194186	-0.12618832042194186	bc1003	L-Alanine
bc1003##Acetate##Microbe	0.8896432010027602	1.6201877201690305	1.6201877201690305	1.6201877201690305	1.6201877201690305	bc1003	Acetate
bc1009##Glycerol##Microbe	-0.00954260844840983	-0.00954260844840983	-0.09768115923408217	-0.01561067211241907	-0.01561067211241907	bc1009	Glycerol
bc1003##L-Aspartate##Microbe	-0.030722359888708143	-0.05595050933924264	-0.05595050933924264	-0.05595050933924264	-0.05595050933924264	bc1003	L-Aspartate
bc1009##NADP##Microbe	-0.0012896667938445713	-0.0012896667938445713	-0.01320143733530093	-0.00210975495451299	-0.00210975495451299	bc1009	NADP
bc1003##CO2##Microbe	1.1007472795857265	2.0046432360569577	2.0046432360569577	2.0046432360569577	2.0046432360569577	bc1003	CO2
bc1003##Formate##Microbe	-0.00042927593094046817	-0.0007817826192454812	-0.0007817826192454812	-0.0007817826192454812	-0.0007817826192454812	bc1003	Formate
O2##bc1003##Metabolite	0.15297633046741732	0.0	0.0	0.0	0.0	O2	bc1003
bc1003##UMP##Microbe	-0.01432440743295375	-0.026087120089728685	-0.026087120089728685	-0.026087120089728685	-0.026087120089728685	bc1003	UMP
bc1003##K+##Microbe	-0.00042927593094156457	-0.0007817826192481054	-0.0007817826192481054	-0.0007817826192481054	-0.0007817826192481054	bc1003	K+
bc1003##Pyridoxal##Microbe	-0.0004292759309415841	-0.0007817826192475122	-0.0007817826192475122	-0.0007817826192475122	-0.0007817826192475122	bc1003	Pyridoxal
bc1009##H+##Microbe	0.7814136994392626	0.7814136994392626	-1.2375185303751963	1.4826040084709058	1.4826040084709058	bc1009	H+
bc1003##Heme##Microbe	-0.00042927593094293587	-0.0007817826192499748	-0.0007817826192499748	-0.0007817826192499748	-0.0007817826192499748	bc1003	Heme
bc1009##BIOT##Microbe	-0.00042988893128079555	-0.00042988893128079555	-0.004400479111792682	-0.0007032516515025431	-0.0007032516515025431	bc1009	BIOT
bc1003##L-Histidine##Microbe	-0.012125454678913603	-0.02208246266604244	-0.02208246266604244	-0.02208246266604244	-0.02208246266604244	bc1003	L-Histidine
bc1009##CoA##Microbe	-0.0008597778625580844	-0.0008597778625580844	-0.008800958223702951	-0.0014065033029959616	-0.0014065033029959616	bc1009	CoA
bc1009##L-Glutamine##Microbe	-0.032703383240771766	-0.032703383240771766	-0.33476217777400874	-0.05349918688359784	-0.05349918688359784	bc1009	L-Glutamine
bc1003##L-Lysine##Microbe	-0.04366526095047156	-0.07952167735356067	-0.07952167735356067	-0.07952167735356067	-0.07952167735356067	bc1003	L-Lysine
bc1003##TTP##Microbe	-0.0017319514074675673	-0.003154170569893114	-0.003154170569893114	-0.003154170569893114	-0.003154170569893114	bc1003	TTP
bc1003##fe3##Microbe	-0.0012878277928243533	-0.0023453478577418084	-0.0023453478577418084	-0.0023453478577418084	-0.0023453478577418084	bc1003	fe3
bc1009##5-Aminolevulinate##Microbe	-0.0034391114502602834	-0.0034391114502602834	-0.03520383289515357	-0.005626013212028347	-0.005626013212028347	bc1009	5-Aminolevulinate
bc1003##Cl-##Microbe	-0.00042927593093949326	-0.0007817826192437118	-0.0007817826192437118	-0.0007817826192437118	-0.0007817826192437118	bc1003	Cl-
bc1009##L-Methionine##Microbe	-0.018718732781068323	-0.018718732781068323	-0.19161087110861091	-0.030621815972542814	-0.030621815972542814	bc1009	L-Methionine
bc1009##L-Leucine##Microbe	-0.057507611402659496	-0.057507611402659496	-0.5886661049716571	-0.09407621306362202	-0.09407621306362202	bc1009	L-Leucine
bc1009##L-Serine##Microbe	-0.0326929694250857	-0.0326929694250857	-0.3346555786619721	-0.053482151010962625	-0.053482151010962625	bc1009	L-Serine
bc1003##H2O##Microbe	2.017747583321164	3.6746527745200437	3.6746527745200437	3.6746527745200437	3.6746527745200437	bc1003	H2O
bc1009##Co2+##Microbe	-0.00042988893128061953	-0.00042988893128061953	-0.0044004791117648835	-0.0007032516515033241	-0.0007032516515033241	bc1009	Co2+
bc1009##BET##Microbe	-0.0008597778625387808	-0.0008597778625387808	-0.008800958223201788	-0.0014065033029711056	-0.0014065033029711056	bc1009	BET
bc1009##L-Isoleucine##Microbe	-0.037042269266481964	-0.037042269266481964	-0.3791763878999562	-0.060597133681549196	-0.060597133681549196	bc1009	L-Isoleucine
