	MetConSIN	DirectDFBA	Difference	ABS_Difference	SameSign
bc1012##GTP	-0.02458455000290534	-1.158e-05	-0.02457297000290534	0.02457297000290534	1.0
bc1015##L-Arginine	-0.06876042171066778	-2.11e-05	-0.06873932171066778	0.06873932171066778	1.0
bc1015##TTP	-0.004856200541890726	-1.49e-06	-0.004854710541890726	0.004854710541890726	1.0
bc1015##L-Leucine	-0.10463002798212578	-3.211e-05	-0.10459791798212578	0.10459791798212578	1.0
bc1012##UMP	-0.017000987452130346	-8.01e-06	-0.016992977452130346	0.016992977452130346	1.0
bc1012##L-Glutamine	-0.03875881056640966	-1.826e-05	-0.03874055056640966	0.03874055056640966	1.0
bc1012##ddca	-0.004540940290601304	-2.14e-06	-0.004538800290601303	0.004538800290601303	1.0
bc1012##Ala-Ala	-0.0045409402906048495	-2.14e-06	-0.004538800290604849	0.004538800290604849	1.0
bc1015##Formate	-0.0007821450032792995	-2.4e-07	-0.0007819050032792995	0.0007819050032792995	1.0
bc1015##dGTP	-0.0032927622304077956	-1.01e-06	-0.0032917522304077955	0.0032917522304077955	1.0
bc1012##L-Arginine	-0.04479043462761984	-2.11e-05	-0.04476933462761984	0.04476933462761984	1.0
bc1015##BIOT	-0.0007821450032786864	-2.4e-07	-0.0007819050032786864	0.0007819050032786864	1.0
bc1015##Ca2+	-0.0007821450032781363	-2.4e-07	-0.0007819050032781363	0.0007819050032781363	1.0
bc1015##Mg	-0.0007821450032767151	-2.4e-07	-0.0007819050032767151	0.0007819050032767151	1.0
bc1015##Cl-	-0.0007821450032787043	-2.4e-07	-0.0007819050032787043	0.0007819050032787043	1.0
bc1012##L-Leucine	-0.06815584186116397	-3.211e-05	-0.06812373186116397	0.06812373186116397	1.0
bc1015##L-Tryptophan	-0.013156326175692443	-4.04e-06	-0.013152286175692442	0.013152286175692442	1.0
bc1015##Ala-Ala	-0.006971063619736555	-2.14e-06	-0.006968923619736555	0.006968923619736555	1.0
bc1012##Oxidized glutathione	-0.0002547440356464355	-1.2e-07	-0.0002546240356464355	0.0002546240356464355	1.0
bc1012##L-Proline	-0.033471552230752113	-1.577e-05	-0.033455782230752115	0.033455782230752115	1.0
bc1015##L-Valine	-0.09817598117895593	-3.013e-05	-0.09814585117895593	0.09814585117895593	1.0
bc1012##Sulfate	-0.0005094880712931423	-2.4e-07	-0.0005092480712931423	0.0005092480712931423	1.0
bc1015##L-Lysine	-0.07955853847750927	-2.442e-05	-0.07953411847750927	0.07953411847750927	1.0
bc1012##Ca2+	-0.0005094880712953296	-2.4e-07	-0.0005092480712953296	0.0005092480712953296	1.0
bc1015##5-Aminolevulinate	-0.006257160026226905	-1.92e-06	-0.006255240026226905	0.006255240026226905	1.0
bc1012##L-Tyrosine	-0.02191012235394101	-1.032e-05	-0.021899802353941008	0.021899802353941008	1.0
bc1012##L-Valine	-0.06395168554232389	-3.013e-05	-0.06392155554232389	0.06392155554232389	1.0
bc1012##Pyridoxal	-0.0005094880712926263	-2.4e-07	-0.0005092480712926263	0.0005092480712926263	1.0
bc1012##L-Serine	-0.03874646850667956	-1.826e-05	-0.03872820850667956	0.03872820850667956	1.0
bc1015##N-Acetyl-D-glucosamine	-0.028666399482217393	-8.8e-06	-0.028657599482217393	0.028657599482217393	1.0
bc1012##H+	1.622726576770855	0.00043607	1.622290506770855	1.622290506770855	1.0
bc1015##Sulfate	-0.000782145003281956	-2.4e-07	-0.000781905003281956	0.000781905003281956	1.0
bc1015##Niacin	0.0007821450032785863	2.4e-07	0.0007819050032785863	0.0007819050032785863	1.0
bc1012##Acetate	1.7529856609367194	0.00049745	1.7524882109367195	1.7524882109367195	1.0
bc1012##Formate	-0.0005094880712908683	-2.4e-07	-0.0005092480712908683	0.0005092480712908683	1.0
bc1012##Glycerol	-0.011309537928804006	-5.33e-06	-0.011304207928804006	0.011304207928804006	1.0
bc1015##Nicotinamide ribonucleotide	-0.0007821450032775948	-2.4e-07	-0.0007819050032775948	0.0007819050032775948	1.0
bc1015##H+	1.4200974138064404	0.00043585	1.4196615638064405	1.4196615638064405	1.0
bc1012##fe3	-0.0015284642138804838	-7.2e-07	-0.0015277442138804838	0.0015277442138804838	1.0
bc1012##Deoxycytidine	-0.0036524084550266164	-1.72e-06	-0.0036506884550266162	0.0036506884550266162	1.0
bc1015##Glycerol	-0.01736193461398633	-5.33e-06	-0.017356604613986328	0.017356604613986328	1.0
bc1015##TRHL	-0.016509314324558457	-5.07e-06	-0.016504244324558458	0.016504244324558458	1.0
bc1015##ddca	-0.018209804052617885	-5.59e-06	-0.018204214052617886	0.018204214052617886	1.0
bc1012##L-Glutamate	-0.04635667928481296	-2.184e-05	-0.04633483928481296	0.04633483928481296	1.0
bc1012##Mn2+	-0.0005094880712954058	-2.4e-07	-0.0005092480712954058	0.0005092480712954058	1.0
bc1012##TTP	-0.002164269553363664	-1.02e-06	-0.002163249553363664	0.002163249553363664	1.0
bc1012##L-Methionine	-0.022184732771068746	-1.045e-05	-0.022174282771068747	0.022174282771068747	1.0
bc1015##1,2-Diacyl-sn-glycerol dioctadecanoyl	-0.034723869227975074	-1.066e-05	-0.03471320922797507	0.03471320922797507	1.0
bc1015##L-Aspartate	-0.05597644438900996	-1.718e-05	-0.055959264389009965	0.055959264389009965	1.0
bc1015##Myristic acid	-0.023616577665775622	-7.25e-06	-0.02360932766577562	0.02360932766577562	1.0
bc1012##Cl-	-0.0005094880712924001	-2.4e-07	-0.0005092480712924002	0.0005092480712924002	1.0
bc1012##N-Acetyl-D-glucosamine	-0.016125808877226838	-7.6e-06	-0.016118208877226838	0.016118208877226838	1.0
bc1015##Mn2+	-0.000782145003280154	-2.4e-07	-0.000781905003280154	0.000781905003280154	1.0
D-Glucose##bc1012	0.1815606465343274	0.00030691	0.18125373653432741	0.18125373653432741	1.0
bc1015##Pyridoxal	-0.000782145003278791	-2.4e-07	-0.000781905003278791	0.000781905003278791	1.0
bc1015##L-Serine	-0.05948197503482879	-1.826e-05	-0.05946371503482879	0.05946371503482879	1.0
bc1012##Myristic acid	-0.0227047014529991	-1.07e-05	-0.022694001452999102	0.022694001452999102	1.0
bc1012##L-Asparagine	-0.03646297114992345	-1.718e-05	-0.036445791149923454	0.036445791149923454	1.0
bc1012##Deoxyguanosine	-0.0005094880712966085	-2.4e-07	-0.0005092480712966085	0.0005092480712966085	1.0
bc1015##meso-2,6-Diaminopimelate	-0.006971063619736488	-2.14e-06	-0.006968923619736488	0.006968923619736488	1.0
bc1015##4-Hydroxybenzoate	-0.0007821450032549549	-2.4e-07	-0.000781905003254955	0.000781905003254955	1.0
bc1012##Mg	-0.0005094880712953078	-2.4e-07	-0.0005092480712953078	0.0005092480712953078	1.0
bc1015##L-Proline	-0.05138414185598723	-1.577e-05	-0.05136837185598723	0.05136837185598723	1.0
bc1012##L-Aspartate	-0.0364629711499221	-1.718e-05	-0.0364457911499221	0.0364457911499221	1.0
bc1015##Heme	-0.0007821450032773961	-2.4e-07	-0.0007819050032773961	0.0007819050032773961	1.0
bc1012##dGTP	-0.0031429203837328033	-1.48e-06	-0.0031414403837328035	0.0031414403837328035	1.0
bc1015##GTP	-0.03774118380009238	-1.158e-05	-0.03772960380009238	0.03772960380009238	1.0
bc1015##AMP	-0.029926520077510663	-9.18e-06	-0.02991734007751066	0.02991734007751066	1.0
bc1015##Putrescine	-0.000782145003280146	-2.4e-07	-0.0007819050032801461	0.0007819050032801461	1.0
bc1012##L-Phenylalanine	-0.02805465851224599	-1.322e-05	-0.028041438512245987	0.028041438512245987	1.0
bc1015##L-Glutamine	-0.059500922054192815	-1.826e-05	-0.059482662054192816	0.059482662054192816	1.0
bc1015##CoA	-0.001564290006555416	-4.8e-07	-0.001563810006555416	0.001563810006555416	1.0
bc1015##BET	-0.0015642900065367259	-4.8e-07	-0.001563810006536726	0.001563810006536726	1.0
bc1012##D-Glucose	-0.9999999999999978	-0.00030691	-0.9996930899999977	0.9996930899999977	1.0
bc1015##Oxidized glutathione	-0.00039107250163849736	-1.2e-07	-0.00039095250163849736	0.00039095250163849736	1.0
bc1012##L-Cysteine	-0.013825206356183504	-6.51e-06	-0.013818696356183505	0.013818696356183505	1.0
bc1012##Folate	-0.0015284642138690056	-7.2e-07	-0.0015277442138690056	0.0015277442138690056	1.0
bc1012##PPi	0.0035142382158072356	1.66e-06	0.0035125782158072355	0.0035125782158072355	1.0
bc1012##BET	-0.0010189761425193073	-4.8e-07	-0.0010184961425193074	0.0010184961425193074	1.0
bc1015##L-Methionine	-0.03405708369556328	-1.045e-05	-0.03404663369556328	0.03404663369556328	1.0
bc1012##L-Lysine	-0.051824311545676585	-2.442e-05	-0.05179989154567659	0.05179989154567659	1.0
bc1012##Niacin	0.0005094880712940643	2.4e-07	0.0005092480712940643	0.0005092480712940643	1.0
bc1012##AMP	-0.019494089881413417	-9.18e-06	-0.019484909881413416	0.019484909881413416	1.0
