	0.0000-0.0000	0.0000-0.0067	0.0067-0.0082	0.0082-0.0083	0.0091-0.0098	0.0098-0.0592	0.0592-0.0615	0.0615-0.1224	0.1224-0.1710	0.1710-0.1719	0.1719-0.1719	0.1719-0.1728	0.1728-0.1729	0.1729-0.1733	0.1733-0.1735	0.1735-0.1736	0.1736-0.1759	0.1759-0.1865	0.1865-0.2234	0.2235-0.2245	0.2245-0.2245	0.2245-0.2417	0.2418-0.2418	0.2418-0.2655	0.2655-0.2738	0.2738-0.4792	0.4792-20.0000	Source	Target
Riboflavin##L-Aspartate-e0##Akkermansia_muciniphilaYL44	-333.91602467723874	-333.9160246770668	-333.91602467359286	-333.91602469802945	-333.916024676444	-333.916024677709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
Riboflavin##L-Arginine-e0##Akkermansia_muciniphilaYL44	-35.5723583418762	-35.57235834185532	-35.57235834149661	-35.572358344006005	-35.57235834175837	-35.57235834190856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Arginine-e0
Riboflavin##L-Histidine-e0##Akkermansia_muciniphilaYL44	-11.393282031208072	-11.393282031201197	-11.393282031083354	-11.39328203196738	-11.393282031169058	-11.393282031212626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Akkermansia_muciniphilaYL44	-26.584324739477978	-26.584324739458246	-26.584324739166323	-26.5843247413229	-26.584324739392667	-26.584324739484924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Akkermansia_muciniphilaYL44	-0.9241112603179403	-0.9241112603173953	-0.9241112603084203	-0.9241112603671858	-0.924111260313296	-0.9241112603181022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Co2+-e0
Riboflavin##L-Threonine-e0##Akkermansia_muciniphilaYL44	-74.9931301135713	-74.99313011352243	-74.99313011272903	-74.9931301182978	-74.99313011334736	-74.99313011362655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Threonine-e0
O2-e0##fe3-e0##Akkermansia_muciniphilaYL44	4.000000000000008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	fe3-e0
Riboflavin##fe3-e0##Akkermansia_muciniphilaYL44	-0.9241112602830196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	fe3-e0
O2-e0##H+-e0##Akkermansia_muciniphilaYL44	-4.2962962962972	0.0	-2.8571428571118216	20.000000001265704	0.0	0.0	-0.3516440828990426	1.9999999999769749	0.5000000000095071	-3.9999999999291305	7.999999999918742	4.000000000039279	4.0000000000751434	8.000000000152376	4.000000000084294	-3.99999999973614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	H+-e0
Folate##H+-e0##Akkermansia_muciniphilaYL44	-5.666666666667585	-5.6666666666671714	-11.857142857073303	27.000000002033804	-4.999999999998279	-4.999999999999403	-5.615377145073012	925.5723748611417	-406.61694154362704	-4406.260682491637	4404.79784515308	1470.1092349934988	1470.1092350161125	4404.797845300709	1456.12384096397	-3978.7584347703105	-1431.260970270232	-1431.2609702831032	-1431.2609702911213	-1431.2609703009875	-1431.2609703209528	-1431.2609702945483	-1431.260970332376	-1431.2609703208436	-1431.26097033728	-1431.2609703339149	-1431.2609703686321	Folate	H+-e0
Riboflavin##H+-e0##Akkermansia_muciniphilaYL44	673.4002370010122	672.4076730542666	4039.1743861907953	-29229.856920135157	207.9393204676877	207.93932046869304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	H+-e0
Folate##L-Alanine-e0##Akkermansia_muciniphilaYL44	0.9999999999996013	0.9999999999997052	1.0000000000029359	-16.000000001020247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2547.4974646069945	-2547.4974646389282	-2547.4974646526844	-2547.4974646704895	679.8582566309798	679.8582566182495	2321.2036044240654	698.5856495408008	910.2537756069506	0.0	0.0	Folate	L-Alanine-e0
Riboflavin##L-Alanine-e0##Akkermansia_muciniphilaYL44	163.69692364879378	163.69692364868348	163.69692364691372	14718.89812030483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Alanine-e0
Riboflavin##L-Cysteine-e0##Akkermansia_muciniphilaYL44	-13.01350596348749	-13.013505963468925	-13.01350596333919	-13.013505964143256	-13.01350596351524	-13.013505963465214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Cysteine-e0
Folate##Inosine-e0##Akkermansia_muciniphilaYL44	1.000000000000147	1.0000000000001168	0.9999999999991129	1.000000000003272	0.9999999999995013	0.9999999999997924	1.1778153537779668	-39.056523740767574	-39.05652374084924	-39.05652374112649	-39.05652374113718	-39.05652374224202	-39.05652374284338	-39.05652374243638	-39.056523742855205	-39.05652373958229	-39.05652374066137	-39.056523741109	-39.05652374133798	-39.056523741611954	-39.056523742184446	-1641.345347743107	0.0	0.0	0.0	0.0	0.0	Folate	Inosine-e0
Riboflavin##Inosine-e0##Akkermansia_muciniphilaYL44	-60.08478561400532	-60.084785613982014	-60.084785613432715	-60.08478561700145	-60.08478561383352	-60.084785614103396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Inosine-e0
Riboflavin##Neu5Ac-e0##Akkermansia_muciniphilaYL44	-6.992697026115231	-6.992697026110926	-6.992697026021593	-6.9926970267714506	-6.992697026175729	-6.9926970261039845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Neu5Ac-e0
Riboflavin##L-Asparagine-e0##Akkermansia_muciniphilaYL44	-28.989573168290903	-28.989573168273548	-28.98957316797824	-28.989573170051045	-28.989573168196745	-28.989573168315466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Asparagine-e0
Riboflavin##Ca2+-e0##Akkermansia_muciniphilaYL44	-0.924111260318052	-0.9241112603175943	-0.9241112603070114	-0.9241112603969467	-0.9241112603152901	-0.9241112603182645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Ca2+-e0
Riboflavin##Cu2+-e0##Akkermansia_muciniphilaYL44	-0.9241112603195881	-0.9241112603191478	-0.9241112603073064	-0.9241112604075278	-0.92411126031617	-0.9241112603177459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Cu2+-e0
O2-e0##Fe2+-e0##Akkermansia_muciniphilaYL44	-4.000000000000015	0.0	0.0	0.0	0.0	0.0	0.004816600313521692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	Fe2+-e0
Riboflavin##Fe2+-e0##Akkermansia_muciniphilaYL44	-1.9241112603482684	-2.8482225206295744	-2.8482225205864067	-2.8482225210431373	-2.848222520630429	-2.8482225206437133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Fe2+-e0
Folate##Glycine-e0##Akkermansia_muciniphilaYL44	-0.9999999999998495	-0.9999999999998874	-1.0000000000011369	-0.9999999999957401	-1.0000000000005054	-1.0000000000002864	-0.794174843501581	-47.366301292618594	-47.366301292723676	-47.36630129311024	-47.36630129297436	-47.36630129433963	-47.36630129500802	-47.36630129441414	-47.36630129505447	-47.36630129134264	-47.366301292559385	-47.36630129305101	-47.36630129327833	-47.366301293606604	-47.366301294318724	-47.36630129343101	-47.36630129470539	-47.366301294296306	-47.366301294841236	-47.36630129474219	-47.36630129589194	Folate	Glycine-e0
Riboflavin##Glycine-e0##Akkermansia_muciniphilaYL44	-69.54945194232495	-69.54945194228738	-69.54945194160352	-69.5494519462309	-69.54945194218983	-69.54945194237713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Glycine-e0
Riboflavin##L-Methionine-e0##Akkermansia_muciniphilaYL44	-19.98243529507667	-19.98243529507062	-19.982435294872182	-19.982435296234037	-19.982435295014	-19.982435295088976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Methionine-e0
Riboflavin##Sulfate-e0##Akkermansia_muciniphilaYL44	-0.9241112603195364	-0.9241112603190602	-0.9241112603099418	-0.9241112604021596	-0.9241112603133473	-0.924111260318877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Sulfate-e0
Riboflavin##Cl--e0##Akkermansia_muciniphilaYL44	-0.9241112603189167	-0.9241112603183909	-0.9241112603093814	-0.9241112603702012	-0.9241112603155859	-0.9241112603193306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Cl--e0
Riboflavin##K+-e0##Akkermansia_muciniphilaYL44	-0.9241112603178396	-0.9241112603174798	-0.9241112603088149	-0.9241112603639905	-0.9241112603151965	-0.924111260319296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	K+-e0
Riboflavin##Mg-e0##Akkermansia_muciniphilaYL44	-0.9241112603185616	-0.9241112603180374	-0.9241112603120583	-0.9241112603450887	-0.9241112603168578	-0.9241112603200133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Mg-e0
O2-e0##D-Glucose-e0##Akkermansia_muciniphilaYL44	0.14814814814864583	0.0	1.4285714285510465	-10.000000000606635	0.0	0.0	1.2497131357947866	-0.9999999999782856	-0.7499999999833493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	D-Glucose-e0
Folate##D-Glucose-e0##Akkermansia_muciniphilaYL44	0.3333333333354185	0.333333333334927	3.4285714285261806	-16.00000000097445	0.0	0.0	2.1869979876406154	-888.6388428842714	-666.6072901518644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	D-Glucose-e0
Riboflavin##D-Glucose-e0##Akkermansia_muciniphilaYL44	-971.2670460816057	-971.2328197380696	-2654.6161762998754	13979.899476817629	-738.9986434440787	-738.9986434463578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Glucose-e0
O2-e0##NH3-e0##Akkermansia_muciniphilaYL44	-0.14814814814867713	0.0	-1.4285714285467073	20.00000000121064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.000000000002578	0.0	0.0	O2-e0	NH3-e0
Folate##NH3-e0##Akkermansia_muciniphilaYL44	0.6666666666632293	0.6666666666639105	-2.428571428516885	34.000000001944215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-211.66812605813922	698.5856495470658	698.5856495640124	Folate	NH3-e0
Riboflavin##NH3-e0##Akkermansia_muciniphilaYL44	1498.0771655411784	1498.042939197394	3181.4262957535066	-28008.290553968178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	NH3-e0
O2-e0##O2-e0##Akkermansia_muciniphilaYL44	-0.9999999999999996	-0.9999999999999996	-1.0000000000000004	-1.0000000000000029	-0.9999999999999987	-1.0000000000000002	-0.9999999999999999	-1.0000000000000002	-0.9999999999999988	-0.9999999999999984	-0.9999999999999998	-0.9999999999999996	-0.9999999999999997	-1.0000000000000009	-1.0000000000000004	-0.9999999999999962	-1.000000000000001	-1.0000000000000007	-0.9999999999999996	-0.9999999999999996	-1.0000000000000004	-1.000000000000001	-0.9999999999999992	-0.9999999999999991	-1.0000000000000002	-1.0000000000000004	0.0	O2-e0	O2-e0
Folate##L-Phenylalanine##Akkermansia_muciniphilaYL44	0.999999999999878	0.9999999999998895	1.0000000000004483	0.9999999999983754	1.0000000000002516	1.000000000000118	0.8887501032537607	26.061301150283178	26.06130115033196	26.06130115050193	26.061301150530447	26.061301151217073	26.061301151621738	26.061301151386683	26.061301151595206	26.06130114949364	26.061301150186566	26.061301150474552	26.061301150650326	26.061301150820185	-1587.6165595181862	14.672264513343679	14.672264513794717	14.672264513624347	14.672264513772102	14.67226451372286	14.67226451405154	Folate	L-Phenylalanine
Riboflavin##L-Phenylalanine##Akkermansia_muciniphilaYL44	37.591951727231326	37.591951727215424	37.59195172691188	37.59195172869609	37.591951727151276	37.59195172726774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Phenylalanine
Riboflavin##L-Tyrosine##Akkermansia_muciniphilaYL44	-17.083554956563823	-17.083554956564367	-17.083554956554813	-17.08355495593771	-17.083554956556206	-17.08355495655886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Tyrosine
Folate##Folate##Akkermansia_muciniphilaYL44	-0.9999999999999989	-1.000000000000001	-1.0000000000000016	-0.9999999999999968	-1.0000000000000007	-0.9999999999999998	-1.000000000000001	-0.9999999999998361	-1.000000000000243	-0.9999999999996855	-1.0000000000002847	-0.9999999999999305	-1.0000000000006914	-1.0000000000012046	-0.9999999999999659	-0.9999999999992666	-0.9999999999993179	-1.0000000000000064	-0.9999999999997452	-0.9999999999996678	-1.0000000000000917	-1.0000000000001508	-1.0000000000004434	-1.000000000000136	-1.0000000000003197	-1.0000000000000622	-1.0000000000003135	Folate	Folate
Riboflavin##Riboflavin##Akkermansia_muciniphilaYL44	-1.0000000000001932	-0.9999999999997177	-0.9999999999999114	-0.9999999999932996	-0.999999999999997	-1.000000000000166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Riboflavin
Riboflavin##PAN##Akkermansia_muciniphilaYL44	-0.9999999999913189	-0.9999999999866743	-0.99999999995072	-1.0000000004328125	-1.000000000001669	-0.9999999999961341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	PAN
Riboflavin##Uracil##Akkermansia_muciniphilaYL44	-39.642230877545764	-39.642230877521015	-39.64223087709859	-39.64223088002632	-39.64223087741754	-39.64223087757778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Uracil
Riboflavin##galactose##Akkermansia_muciniphilaYL44	-6.992697026121221	-6.992697026123102	-6.992697026045934	-6.992697026592338	-6.992697026066533	-6.992697026125529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	galactose
Spermidine-e0##H2O-e0##Turicimonas_muris_YL45	-0.9999999999836297	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.999999999983026	-0.9999999999843333	-0.9999999999843333	-0.9999999999843333	-0.9999999999843333	-0.9999999999843333	-0.9999999999843333	Spermidine-e0	H2O-e0
O2-e0##H2O-e0##Turicimonas_muris_YL45	14.000000000019831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	H2O-e0
Folate##H2O-e0##Turicimonas_muris_YL45	10.499999999980227	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999961402	10.499999999988168	10.499999999988168	10.499999999988168	10.499999999988168	10.499999999988168	10.499999999988168	Folate	H2O-e0
Riboflavin##H2O-e0##Turicimonas_muris_YL45	-5254.119353031597	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.119353027718	-5247.1193530346945	-5247.1193530346945	-5247.1193530346945	-5247.1193530346945	-5247.1193530346945	-5247.1193530346945	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Turicimonas_muris_YL45	-127.45775495970794	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495960842	-127.45775495977252	-127.45775495977252	-127.45775495977252	-127.45775495977252	-127.45775495977252	-127.45775495977252	Riboflavin	Phosphate-e0
Spermidine-e0##L-Glutamate-e0##Turicimonas_muris_YL45	3.0000000000011817	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000012768	3.0000000000011915	3.0000000000011915	3.0000000000011915	3.0000000000011915	3.0000000000011915	3.0000000000011915	Spermidine-e0	L-Glutamate-e0
O2-e0##L-Glutamate-e0##Turicimonas_muris_YL45	-1.9999999999966673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Turicimonas_muris_YL45	-1.500000000000839	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000027378	-1.5000000000006242	-1.5000000000006242	-1.5000000000006242	-1.5000000000006242	-1.5000000000006242	-1.5000000000006242	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Turicimonas_muris_YL45	-466.21326904911086	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.2132690487409	-467.21326904928833	-467.21326904928833	-467.21326904928833	-467.21326904928833	-467.21326904928833	-467.21326904928833	Riboflavin	L-Glutamate-e0
Riboflavin##Zn2+-e0##Turicimonas_muris_YL45	-0.9241112603174525	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603179752	-0.9241112603184872	-0.9241112603184872	-0.9241112603184872	-0.9241112603184872	-0.9241112603184872	-0.9241112603184872	Riboflavin	Zn2+-e0
