	0.0000-0.0000	0.0000-0.0007	0.0007-0.0009	0.0009-0.0009	0.0009-0.0010	0.0010-0.0012	0.0018-0.0031	0.0031-0.0043	0.0043-0.0069	0.0069-0.0070	0.0070-0.0110	0.0110-0.0111	0.0111-0.0111	0.0111-0.0415	0.0415-0.0417	0.0417-0.0417	0.0417-0.0779	0.0933-0.1544	0.1544-0.1550	0.1550-0.1612	0.1612-0.1630	0.1984-0.1984	0.1984-0.1996	0.1996-0.1997	0.1997-0.2010	0.2010-0.2018	0.2018-0.2035	0.2039-0.2039	0.2039-0.2058	0.2068-0.2069	0.2069-0.2229	0.2229-0.2446	0.2446-0.2459	0.2460-0.2461	0.2461-0.2541	0.2541-0.2548	0.2548-0.2550	0.2550-0.2625	0.2625-7.9004	7.9004-20.0000	Source	Target
Putrescine-e0##L-Arginine-e0##Enterococcus_faecalis_KB1	1.0000000000088474	1.0000000000086364	0.9999999999841092	1.000000000009655	1.000000000009655	1.000000000009655	1.000000000009655	1.000000000009655	1.000000000009655	0.9999999999202801	0.9999999999202801	0.9999999999202801	0.9999999999321346	0.99999999992452	0.999999999930169	1.0000000000013507	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000012692	1.0000000000013778	1.0000000000013778	1.0000000000013778	1.0000000000013778	1.0000000000013778	1.0000000000013778	1.0000000000013778	1.0000000000013778	1.0000000000013778	1.0000000000013778	Putrescine-e0	L-Arginine-e0
Spermidine-e0##L-Arginine-e0##Enterococcus_faecalis_KB1	1.000000000013411	1.0000000000141993	1.000000000020132	0.9999999999779964	0.9999999999779964	0.9999999999779964	0.9999999999779964	0.9999999999779964	0.9999999999779964	0.9999999997600337	0.9999999997600337	0.9999999997600337	0.9999999997724277	0.9999999997700808	0.9999999997661103	1.0000000000065374	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.0000000000048137	1.000000000005052	1.000000000005052	1.000000000005052	1.000000000005052	1.000000000005052	1.000000000005052	1.000000000005052	1.000000000005052	1.000000000005052	1.000000000005052	Spermidine-e0	L-Arginine-e0
Riboflavin-e0##L-Arginine-e0##Enterococcus_faecalis_KB1	-22.723747384837512	-22.723747384498555	-22.723747389766388	-22.723747379661518	-22.723747379661518	-22.723747379661518	-22.723747379661518	-22.723747379661518	-22.723747379661518	-22.723747339471814	-22.723747339471814	-22.723747339471814	-22.723747345100833	-22.723747334757114	-22.72374735712044	-22.723747385253713	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387522238	-22.723747387405787	-22.723747387405787	-22.723747387405787	-22.723747387405787	-22.723747387405787	-22.723747387405787	-22.723747387405787	-22.723747387405787	-22.723747387405787	-22.723747387405787	Riboflavin-e0	L-Arginine-e0
Thiamin-e0##L-Glutamine-e0##Enterococcus_faecalis_KB1	2.000000000055006	2.000000000049796	1.999999999822942	2.0000000000276237	2.0000000000276237	2.0000000000276237	2.0000000000276237	2.0000000000276237	2.0000000000276237	1.9999999992705226	1.9999999992705226	1.9999999992705226	1.9999999992829085	1.99999999936513	1.999999999572508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	L-Glutamine-e0
Riboflavin-e0##L-Glutamine-e0##Enterococcus_faecalis_KB1	-51.96635953694073	-51.966359536155224	-51.96635954834553	-51.96635952495248	-51.96635952495248	-51.96635952495248	-51.96635952495248	-51.96635952495248	-51.96635952495248	-51.96635943173139	-51.96635943173139	-51.96635943173139	-51.96635944481463	-51.96635942077151	-51.966359472745246	-68.81887621748334	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622435389	-68.81887622400087	-68.81887622400087	-68.81887622400087	-68.81887622400087	-68.81887622400087	-68.81887622400087	-68.81887622400087	-68.81887622400087	-68.81887622400087	-68.81887622400087	Riboflavin-e0	L-Glutamine-e0
N-Acetyl-D-glucosamine-e0##L-Glutamine-e0##Enterococcus_faecalis_KB1	1.0000000000076095	1.0000000000074998	0.9999999999598699	1.0000000000291298	1.0000000000291298	1.0000000000291298	1.0000000000291298	1.0000000000291298	1.0000000000291298	1.000000000008151	1.000000000008151	1.000000000008151	1.0000000000334366	0.9999999999700391	1.0000000000777287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	L-Glutamine-e0
Folate-e0##L-Glutamine-e0##Enterococcus_faecalis_KB1	0.9999999999936791	0.999999999992214	0.999999999669428	1.0000000000861513	1.0000000000861513	1.0000000000861513	1.0000000000861513	1.0000000000861513	1.0000000000861513	1.0000000003777014	1.0000000003777014	1.0000000003777014	1.000000000393803	1.0000000003802012	1.0000000007514915	0.9999999999933236	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.0000000000536282	1.000000000050968	1.000000000050968	1.000000000050968	1.000000000050968	1.000000000050968	1.000000000050968	1.000000000050968	1.000000000050968	1.000000000050968	1.000000000050968	Folate-e0	L-Glutamine-e0
Putrescine-e0##Putrescine-e0##Enterococcus_faecalis_KB1	-0.9999999999999994	-1.0000000000000002	-1.0	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999994	-1.0000000000000002	-1.0	-1.000000000000002	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	Putrescine-e0	Putrescine-e0
Riboflavin-e0##L-Histidine-e0##Enterococcus_faecalis_KB1	-9.20497770541462	-9.204977705277187	-9.204977707411953	-9.204977703318097	-9.204977703318097	-9.204977703318097	-9.204977703318097	-9.204977703318097	-9.204977703318097	-9.204977687042806	-9.204977687042806	-9.204977687042806	-9.204977689323364	-9.204977685132748	-9.204977694191916	-9.204977705586506	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.204977706507453	-9.20497770646019	-9.20497770646019	-9.20497770646019	-9.20497770646019	-9.20497770646019	-9.20497770646019	-9.20497770646019	-9.20497770646019	-9.20497770646019	-9.20497770646019	Riboflavin-e0	L-Histidine-e0
Riboflavin-e0##L-Proline-e0##Enterococcus_faecalis_KB1	-18.08778119113819	-18.08778119086805	-18.08778119506304	-18.08778118701854	-18.08778118701854	-18.08778118701854	-18.08778118701854	-18.08778118701854	-18.08778118701854	-18.087781155037515	-18.087781155037515	-18.087781155037515	-18.087781159518702	-18.087781151284407	-18.087781169084675	-18.08778119147866	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193284005	-18.087781193191393	-18.087781193191393	-18.087781193191393	-18.087781193191393	-18.087781193191393	-18.087781193191393	-18.087781193191393	-18.087781193191393	-18.087781193191393	-18.087781193191393	Riboflavin-e0	L-Proline-e0
Riboflavin-e0##Co2+-e0##Enterococcus_faecalis_KB1	-0.7060625360090188	-0.7060625359985746	-0.7060625361624048	-0.7060625358480989	-0.7060625358480989	-0.7060625358480989	-0.7060625358480989	-0.7060625358480989	-0.7060625358480989	-0.7060625345994085	-0.7060625345994085	-0.7060625345994085	-0.7060625347742616	-0.7060625344527788	-0.7060625351481673	-0.7060625360215784	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360924581	-0.7060625360887275	-0.7060625360887275	-0.7060625360887275	-0.7060625360887275	-0.7060625360887275	-0.7060625360887275	-0.7060625360887275	-0.7060625360887275	-0.7060625360887275	-0.7060625360887275	Riboflavin-e0	Co2+-e0
Riboflavin-e0##L-Valine-e0##Enterococcus_faecalis_KB1	-34.56469128381043	-34.56469128329878	-34.56469129125742	-34.56469127599576	-34.56469127599576	-34.56469127599576	-34.56469127599576	-34.56469127599576	-34.56469127599576	-34.56469121524805	-34.56469121524805	-34.56469121524805	-34.56469122376514	-34.56469120811259	-34.564691241955344	-34.56469128450094	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.56469128798856	-34.564691287811875	-34.564691287811875	-34.564691287811875	-34.564691287811875	-34.564691287811875	-34.564691287811875	-34.564691287811875	-34.564691287811875	-34.564691287811875	-34.564691287811875	Riboflavin-e0	L-Valine-e0
Riboflavin-e0##L-Threonine-e0##Enterococcus_faecalis_KB1	-71.58423504626188	-71.58423504518383	-71.58423506192484	-71.58423502981799	-71.58423502981799	-71.58423502981799	-71.58423502981799	-71.58423502981799	-71.58423502981799	-71.58423490197936	-71.58423490197936	-71.58423490197936	-71.58423491990014	-71.58423488696889	-71.58423495816463	-1434.3743072572595	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505507753	-72.58423505470465	-72.58423505470465	-72.58423505470465	-72.58423505470465	-72.58423505470465	-72.58423505470465	-72.58423505470465	-72.58423505470465	-72.58423505470465	-72.58423505470465	Riboflavin-e0	L-Threonine-e0
Folate-e0##L-Threonine-e0##Enterococcus_faecalis_KB1	-1.0000000000088063	-1.0000000000108151	-1.0000000004541432	-0.9999999998821644	-0.9999999998821644	-0.9999999998821644	-0.9999999998821644	-0.9999999998821644	-0.9999999998821644	-0.9999999994829455	-0.9999999994829455	-0.9999999994829455	-0.9999999994608919	-0.9999999994795116	-0.999999998970912	10.999999999862785	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999423314	-0.9999999999451269	-0.9999999999451269	-0.9999999999451269	-0.9999999999451269	-0.9999999999451269	-0.9999999999451269	-0.9999999999451269	-0.9999999999451269	-0.9999999999451269	-0.9999999999451269	Folate-e0	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Enterococcus_faecalis_KB1	-0.9999999999999993	-0.9999999999999988	-1.0000000000000018	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000004	-1.0000000000000007	-1.000000000000001	-0.9999999999999999	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	-0.9999999999999986	Spermidine-e0	Spermidine-e0
Thiamin-e0##Thiamin-e0##Enterococcus_faecalis_KB1	-1.0000000000000002	-0.9999999999999997	-0.9999999999999997	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-0.9999999999999996	-1.000000000000001	-1.0000000000000004	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	Thiamin-e0	Thiamin-e0
Riboflavin-e0##fe3-e0##Enterococcus_faecalis_KB1	-0.7060625360039461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	fe3-e0
Putrescine-e0##H+-e0##Enterococcus_faecalis_KB1	2.8124999995849054	2.812499999595036	2.0000000006178675	1.999999999627566	1.999999999627566	1.999999999627566	1.999999999627566	1.999999999627566	1.999999999627566	2.999999999354083	2.999999999354083	2.999999999354083	2.9999999967250184	2.99999999836819	3.0000000028916958	2.9999999999467373	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000243774	3.0000000000265077	3.0000000000265077	3.0000000000265077	3.0000000000265077	3.0000000000265077	3.0000000000265077	3.0000000000265077	3.0000000000265077	3.0000000000265077	3.0000000000265077	Putrescine-e0	H+-e0
Spermidine-e0##H+-e0##Enterococcus_faecalis_KB1	3.7499999993704973	3.749999999333884	3.9999999992206807	4.000000000854518	4.000000000854518	4.000000000854518	4.000000000854518	4.000000000854518	4.000000000854518	4.499999998056354	4.499999998056354	4.499999998056354	2.9999999890205955	3.999999995030411	5.000000009683891	4.999999999738069	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000093465	4.000000000098119	4.000000000098119	4.000000000098119	4.000000000098119	4.000000000098119	4.000000000098119	4.000000000098119	4.000000000098119	4.000000000098119	4.000000000098119	Spermidine-e0	H+-e0
Thiamin-e0##H+-e0##Enterococcus_faecalis_KB1	-4.812500001123288	-4.812500001017115	-7.999999997035823	-8.000000000463338	-8.000000000463338	-8.000000000463338	-8.000000000463338	-8.000000000463338	-8.000000000463338	-1.0000000025433948	-1.0000000025433948	-1.0000000025433948	-4.000000014901611	0.0	-5.999999992368469	-8.000000000241046	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999654412	-0.999999999666001	-0.999999999666001	-0.999999999666001	-0.999999999666001	-0.999999999666001	-0.999999999666001	-0.999999999666001	-0.999999999666001	-0.999999999666001	-0.999999999666001	Thiamin-e0	H+-e0
Riboflavin-e0##H+-e0##Enterococcus_faecalis_KB1	1068.8798152174945	1067.9531081230978	879.2914246315092	879.2914242397161	879.2914242397161	879.2914242397161	879.2914242397161	879.2914242397161	879.2914242397161	-181.70173111427238	-181.70173111427238	-181.70173111427238	-1094.182233470684	-489.3618983680358	940.8775741440343	924.0250586288137	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.7650136244394	-437.76501362220614	-437.76501362220614	-437.76501362220614	-437.76501362220614	-437.76501362220614	-437.76501362220614	-437.76501362220614	-437.76501362220614	-437.76501362220614	-437.76501362220614	Riboflavin-e0	H+-e0
N-Acetyl-D-glucosamine-e0##H+-e0##Enterococcus_faecalis_KB1	-0.31250000015512897	-0.31250000015271767	-0.9999999993277192	-1.0000000004875662	-1.0000000004875662	-1.0000000004875662	-1.0000000004875662	-1.0000000004875662	-1.0000000004875662	1.0000000000285343	1.0000000000285343	1.0000000000285343	4.000000000692907	1.999999999721063	-1.0000000013838541	-1.999999999975123	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000114901	2.000000000112341	2.000000000112341	2.000000000112341	2.000000000112341	2.000000000112341	2.000000000112341	2.000000000112341	2.000000000112341	2.000000000112341	2.000000000112341	N-Acetyl-D-glucosamine-e0	H+-e0
Folate-e0##H+-e0##Enterococcus_faecalis_KB1	-5.437499999868039	-5.437499999838445	-9.999999994454505	-10.000000001433873	-10.000000001433873	-10.000000001433873	-10.000000001433873	-10.000000001433873	-10.000000001433873	-1.4999999986813277	-1.4999999986813277	-1.4999999986813277	0.0	0.0	-11.00000001337419	-10.999999999910514	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.000000000342904	1.0000000003261036	1.0000000003261036	1.0000000003261036	1.0000000003261036	1.0000000003261036	1.0000000003261036	1.0000000003261036	1.0000000003261036	1.0000000003261036	1.0000000003261036	Folate-e0	H+-e0
Putrescine-e0##Uracil-e0##Enterococcus_faecalis_KB1	-0.9999999999983388	-0.999999999998381	-1.000000000002879	-0.9999999999981636	-0.9999999999981636	-0.9999999999981636	-0.9999999999981636	-0.9999999999981636	-0.9999999999981636	-1.0000000000150213	-1.0000000000150213	-1.0000000000150213	-1.0000000000127869	-1.0000000000142233	-1.0000000000131533	-0.9999999999997455	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997661	-0.9999999999997483	-0.9999999999997483	-0.9999999999997483	-0.9999999999997483	-0.9999999999997483	-0.9999999999997483	-0.9999999999997483	-0.9999999999997483	-0.9999999999997483	-0.9999999999997483	Putrescine-e0	Uracil-e0
Spermidine-e0##Uracil-e0##Enterococcus_faecalis_KB1	-0.9999999999974531	-0.9999999999973069	-0.9999999999962272	-1.000000000003997	-1.000000000003997	-1.000000000003997	-1.000000000003997	-1.000000000003997	-1.000000000003997	-1.0000000000451417	-1.0000000000451417	-1.0000000000451417	-1.0000000000428002	-1.0000000000432416	-1.000000000044002	-0.999999999998699	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999990302	-0.9999999999989835	-0.9999999999989835	-0.9999999999989835	-0.9999999999989835	-0.9999999999989835	-0.9999999999989835	-0.9999999999989835	-0.9999999999989835	-0.9999999999989835	-0.9999999999989835	Spermidine-e0	Uracil-e0
Riboflavin-e0##Uracil-e0##Enterococcus_faecalis_KB1	-4.585114892955678	-4.5851148928916645	-4.585114893855253	-4.585114891992878	-4.585114891992878	-4.585114891992878	-4.585114891992878	-4.585114891992878	-4.585114891992878	-4.585114884420929	-4.585114884420929	-4.585114884420929	-4.585114885481705	-4.585114883526787	-4.58511488776151	-4.58511489304315	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893470634	-4.585114893448893	-4.585114893448893	-4.585114893448893	-4.585114893448893	-4.585114893448893	-4.585114893448893	-4.585114893448893	-4.585114893448893	-4.585114893448893	-4.585114893448893	Riboflavin-e0	Uracil-e0
Spermidine-e0##L-Methionine-e0##Enterococcus_faecalis_KB1	1.0000000000086842	1.000000000009195	1.00000000001305	0.9999999999856967	0.9999999999856967	0.9999999999856967	0.9999999999856967	0.9999999999856967	0.9999999999856967	0.9999999998442369	0.9999999998442369	0.9999999998442369	0.9999999998522777	0.9999999998507557	0.9999999998481826	1.0000000000042304	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000031093	1.0000000000032665	1.0000000000032665	1.0000000000032665	1.0000000000032665	1.0000000000032665	1.0000000000032665	1.0000000000032665	1.0000000000032665	1.0000000000032665	1.0000000000032665	Spermidine-e0	L-Methionine-e0
Riboflavin-e0##L-Methionine-e0##Enterococcus_faecalis_KB1	-14.74889412208799	-14.74889412186792	-14.748894125288574	-14.748894118729988	-14.748894118729988	-14.748894118729988	-14.748894118729988	-14.748894118729988	-14.748894118729988	-14.748894092657396	-14.748894092657396	-14.748894092657396	-14.748894096311597	-14.748894089597863	-14.748894104109898	-14.748894122371945	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123844243	-14.748894123768505	-14.748894123768505	-14.748894123768505	-14.748894123768505	-14.748894123768505	-14.748894123768505	-14.748894123768505	-14.748894123768505	-14.748894123768505	-14.748894123768505	Riboflavin-e0	L-Methionine-e0
Riboflavin-e0##Riboflavin-e0##Enterococcus_faecalis_KB1	-0.9999999999997686	-0.999999999999812	-0.9999999999997807	-1.000000000000079	-1.000000000000079	-1.000000000000079	-1.000000000000079	-1.000000000000079	-1.000000000000079	-1.0000000000000826	-1.0000000000000826	-1.0000000000000826	-1.000000000000087	-0.9999999999999792	-1.0000000000000666	-1.0000000000000167	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-0.9999999999999919	-1.0000000000000415	-1.0000000000000415	-1.0000000000000415	-1.0000000000000415	-1.0000000000000415	-1.0000000000000415	-1.0000000000000415	-1.0000000000000415	-1.0000000000000415	-1.0000000000000415	Riboflavin-e0	Riboflavin-e0
Thiamin-e0##L-Cysteine-e0##Enterococcus_faecalis_KB1	1.000000000007827	1.000000000007097	0.999999999975548	1.0000000000041986	1.0000000000041986	1.0000000000041986	1.0000000000041986	1.0000000000041986	1.0000000000041986	0.9999999998977548	0.9999999998977548	0.9999999998977548	0.9999999998994844	0.9999999999110354	0.9999999999401639	1.0000000000020577	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.000000000005762	1.0000000000055662	1.0000000000055662	1.0000000000055662	1.0000000000055662	1.0000000000055662	1.0000000000055662	1.0000000000055662	1.0000000000055662	1.0000000000055662	1.0000000000055662	Thiamin-e0	L-Cysteine-e0
Riboflavin-e0##L-Cysteine-e0##Enterococcus_faecalis_KB1	-7.397459505330798	-7.397459505220643	-7.397459506914116	-7.397459503642411	-7.397459503642411	-7.397459503642411	-7.397459503642411	-7.397459503642411	-7.397459503642411	-7.397459490527317	-7.397459490527317	-7.397459490527317	-7.397459492361193	-7.39745948898827	-7.397459496287569	-7.397459505428434	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506141242	-7.397459506103316	-7.397459506103316	-7.397459506103316	-7.397459506103316	-7.397459506103316	-7.397459506103316	-7.397459506103316	-7.397459506103316	-7.397459506103316	-7.397459506103316	Riboflavin-e0	L-Cysteine-e0
Riboflavin-e0##L-Leucine-e0##Enterococcus_faecalis_KB1	-47.22328715750937	-47.22328715679829	-47.2232871678644	-47.223287146635045	-47.223287146635045	-47.223287146635045	-47.223287146635045	-47.223287146635045	-47.223287146635045	-47.22328706231846	-47.22328706231846	-47.22328706231846	-47.22328707413123	-47.223287052424716	-47.22328709934978	-47.22328715835887	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287163042095	-47.223287162800666	-47.223287162800666	-47.223287162800666	-47.223287162800666	-47.223287162800666	-47.223287162800666	-47.223287162800666	-47.223287162800666	-47.223287162800666	-47.223287162800666	Riboflavin-e0	L-Leucine-e0
Riboflavin-e0##L-Isoleucine-e0##Enterococcus_faecalis_KB1	-38.57060811440014	-38.570608113824754	-38.57060812276925	-38.570608105617275	-38.570608105617275	-38.570608105617275	-38.570608105617275	-38.570608105617275	-38.570608105617275	-38.57060803742324	-38.57060803742324	-38.57060803742324	-38.570608046977355	-38.57060802941983	-38.57060806737945	-38.57060811513047	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.570608118980545	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	-38.57060811878272	Riboflavin-e0	L-Isoleucine-e0
