	MetConSIN	DirectDFBA	Difference	ABS_Difference	SameSign
bc1001##L-Lysine	-0.06359223293393854	-0.4378033701875	0.3742111372535615	0.3742111372535615	1.0
bc1002##dATP	-0.0021032617178407755	-0.014769871360999998	0.012666609643159223	0.012666609643159223	1.0
bc1002##4-Hydroxybenzoate	-0.0006150777897141232	-0.0043192995995	0.003704221809785877	0.003704221809785877	1.0
bc1010##L-Tryptophan	-0.01030778332771387	-0.0724778968815	0.06217011355378613	0.06217011355378613	1.0
bc1002##Oxidized glutathione	-0.0003075388948544927	-0.0021596481830000003	0.0018521092881455077	0.0018521092881455077	1.0
bc1002##Acetate	1.2509236962273738	8.784441802772498	-7.533518106545125	7.533518106545125	1.0
bc1008##Acetate	1.495321935876115	18.587099394722998	-17.091777458846884	17.091777458846884	1.0
bc1002##Deoxyguanosine	-0.0006150777897118646	-0.0043192995995	0.0037042218097881356	0.0037042218097881356	1.0
bc1001##H2O	2.951257780884195	20.318056960707498	-17.366799179823303	17.366799179823303	1.0
bc1001##fe3	-0.0018755377432434258	-0.0129122159105	0.011036678167256574	0.011036678167256574	1.0
bc1001##dATP	-0.0019951661377931493	-0.013735804527999999	0.011740638390206849	0.011740638390206849	1.0
bc1002##Spermidine	-0.0006150777897137264	-0.0043192995995	0.0037042218097862742	0.0037042218097862742	1.0
bc1002##meso-2,6-Diaminopimelate	-0.005482035153584326	-0.038496848138	0.03301481298441567	0.03301481298441567	1.0
bc1010##L-Threonine	-0.04609329525787612	-0.324099279554	0.27800598429612383	0.27800598429612383	1.0
bc1002##UMP	-0.020524385896700307	-0.1441297153505	0.1236053294537997	0.1236053294537997	1.0
bc1001##L-Tryptophan	-0.01051603227924981	-0.07239806176649999	0.061882029487250176	0.061882029487250176	1.0
bc1001##Acetate	1.2998496229753755	8.9488688022875	-7.649019179312124	7.649019179312124	1.0
bc1008##L-Lactate	0.998639312835684	12.4132521036085	-11.414612790772816	11.414612790772816	1.0
bc1008##Uridine	-0.0053756409110302565	-0.0668201061245	0.06144446521346974	0.06144446521346974	1.0
bc1010##L-Proline	-0.04025870092143319	-0.28307405429399995	0.24281535337256677	0.24281535337256677	1.0
bc1008##Cytidine	-0.0034614051824493623	-0.0430258402125	0.03956443503005064	0.03956443503005064	1.0
bc1008##ddca	-0.0027105545493406645	-0.033692643178	0.030982088628659334	0.030982088628659334	1.0
O2##bc1002	0.06671277052250169	10.066817323562999	-10.000104553040497	10.000104553040497	1.0
bc1002##Cl-	-0.0006150777897144361	-0.0043192995995	0.0037042218097855643	0.0037042218097855643	1.0
bc1002##1,2-Diacyl-sn-glycerol dioctadecanoyl	-0.027306804550939697	-0.191758326407	0.1644515218560603	0.1644515218560603	1.0
bc1002##Mg	-0.0006150777897150022	-0.0043192995995	0.0037042218097849983	0.0037042218097849983	1.0
bc1010##BIOT	-0.0006127988252190915	-0.0043088230595	0.003696024234280909	0.003696024234280909	1.0
bc1008##L-Aspartate	-0.011529438510746004	-0.14331282977849996	0.13178339126775396	0.13178339126775396	1.0
bc1008##Riboflavin	-0.00048329397233742144	-0.006007422645	0.005524128672662578	0.005524128672662578	1.0
bc1001##L-Methionine	-0.027222294939835207	-0.18741301976699998	0.16019072482716476	0.16019072482716476	1.0
bc1010##meso-2,6-Diaminopimelate	-0.005461723310622276	-0.0384034290895	0.03294170577887773	0.03294170577887773	1.0
bc1002##L-Glutamine	-0.0693346643246128	-0.4868932645639999	0.41755860023938707	0.41755860023938707	1.0
bc1001##CoA	-0.001250358495484387	-0.008608146095999998	0.007357787600515611	0.007357787600515611	1.0
bc1010##L-Alanine	-0.09891247593259567	-0.695490785926	0.5965783099934043	0.5965783099934043	1.0
bc1001##Thiamin	-0.0006251792477425884	-0.004304073047999999	0.0036788938002574106	0.0036788938002574106	1.0
bc1008##Formate	-0.0001610979907745971	-0.0020024709814999994	0.0018413729907254023	0.0018413729907254023	1.0
bc1008##Heme	-0.0001610979907736508	-0.0020024709814999994	0.0018413729907263486	0.0018413729907263486	1.0
bc1010##Cl-	-0.0006127988252190347	-0.0043088230595	0.0036960242342809653	0.0036960242342809653	1.0
bc1001##L-Serine	-0.04754475992359845	-0.3273238777284999	0.27977911780490144	0.27977911780490144	1.0
bc1001##L-Isoleucine	-0.05386986346821805	-0.37086931552299995	0.3169994520547819	0.3169994520547819	1.0
bc1010##L-Leucine	-0.08197605042697946	-0.576404414903	0.4944283644760205	0.4944283644760205	1.0
bc1008##meso-2,6-Diaminopimelate	-0.0014358262700588948	-0.01784756193	0.016411735659941105	0.016411735659941105	1.0
bc1010##Myristic acid	-0.014826439810646037	-0.10425026788149998	0.08942382807085394	0.08942382807085394	1.0
bc1001##Deoxyguanosine	-0.0006251792477396931	-0.004304073047999999	0.003678893800260306	0.003678893800260306	1.0
bc1002##BIOT	-0.0006150777897140925	-0.0043192995995	0.0037042218097859078	0.0037042218097859078	1.0
bc1010##1,2-Diacyl-sn-glycerol dioctadecanoyl	-0.02720562834350783	-0.19129299988899998	0.16408737154549213	0.16408737154549213	1.0
bc1002##Mn2+	-0.0006150777897126082	-0.0043192995995	0.0037042218097873923	0.0037042218097873923	1.0
bc1002##Thiamin	-0.0006150777897135483	-0.0043192995995	0.003704221809786452	0.003704221809786452	1.0
bc1001##Oxidized glutathione	-0.0003125896238581844	-0.002152036524	0.0018394469001418157	0.0018394469001418157	1.0
bc1010##TTP	-0.00237630166477827	-0.016708668260499996	0.014332366595721726	0.014332366595721726	1.0
