	Avg_bc1008	Var_bc1008	Avg_bc1012	Var_bc1012	Avg_bc1010	Var_bc1010	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
CMP	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Carnitine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chitobiose	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1008	1		1	bc1008	1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Citrate	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1008	1		1	bc1008	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1008	1		1	bc1008	1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1008	1		1	bc1008	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
D-Galacturonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Glucose	0.05712456154206641	1.0744287581163904e-07	0.1632938165339117	0.09183327029120919	0.09427543392813845	0.0034240908587827705	2.9828351037607015	0.0002929478774884228	2.5131018942298713	0.6367705657906136	5.495936997990573	0.6375571432790039	bc1008.bc1010.bc1012	1	bc1008.bc1008.bc1012.bc1008.bc1010.bc1012	3	bc1008bc1008.bc1010.bc1012.bc1008.bc1012bc1008.bc1010.bc1012.bc1008.bc1010.bc1012bc1008.bc1010.bc1012	3
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyadenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	1.9885567358404679	0.00013019905666151622	0.0	0.0	1.9885567358404679	0.00013019905666151622	bc1010.bc1012	1		1	bc1010.bc1012	1
Deoxyinosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyuridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	1.9885567358404679	0.00013019905666151622	0.0	0.0	1.9885567358404679	0.00013019905666151622	bc1008.bc1012	1		1	bc1008.bc1012	1
Fumarate	0.0	0.0	-0.001079747871117103	0.006242677227066056	0.0	0.0	1.9885567358404679	0.00013019905666151622	0.2041941755412919	0.1622603492715327	2.1927509113817596	0.16241728720725365	bc1010.bc1012	1	bc1012.	2	bc1012bc1010.bc1012.bc1010.bc1012	2
GTP	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glucose-1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1008	1		1	bc1008	1
Glucuronate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
HYXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
K+	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1008	1		1	bc1008	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1012	1		1	bc1012	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	1.9885567358404679	0.00013019905666151622	0.0	0.0	1.9885567358404679	0.00013019905666151622	bc1008.bc1010	1		1	bc1008.bc1010	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	1.9885567358404679	0.00013019905666151622	0.0	0.0	1.9885567358404679	0.00013019905666151622	bc1010.bc1012	1		1	bc1010.bc1012	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1010	1		1	bc1010	1
O2	0.0	0.0	0.01591071044058465	0.02840545648648639	0.04200036090738063	0.004632169328535143	2.9828351037607015	0.0002929478774884228	0.5508387943268014	0.796397322415662	3.533673898087503	0.7967984673942456	bc1008.bc1010.bc1012	1	bc1010.bc1012.bc1012.	3	bc1010.bc1012bc1008.bc1010.bc1012.bc1012bc1008.bc1010.bc1012.bc1008.bc1010.bc1012	3
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1012	1		1	bc1012	1
Pimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1008	1		1	bc1008	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	1.9885567358404679	0.00013019905666151622	0.0	0.0	1.9885567358404679	0.00013019905666151622	bc1010.bc1012	1		1	bc1010.bc1012	1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
Thymidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	1.9885567358404679	0.00013019905666151622	0.0	0.0	1.9885567358404679	0.00013019905666151622	bc1010.bc1012	1		1	bc1010.bc1012	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Uridine	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1008	1		1	bc1008	1
Xylose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
gamma-butyrobetaine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
hexadecenoate	0.0	0.0	0.0	0.0	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	0.0	0.0	0.9942783679202339	3.2549764165379056e-05	bc1008	1		1	bc1008	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	2.9828351037607015	0.0002929478774884228	0.0	0.0	2.9828351037607015	0.0002929478774884228	bc1008.bc1010.bc1012	1		1	bc1008.bc1010.bc1012	1
