	0.0000-0.2601	0.2601-0.2687	0.2687-0.2722	0.2722-0.2733	0.2733-0.3685	0.3762-0.3763	0.3763-1.2045	1.2045-2.0000	Source	Target
O2##Nicotinamide ribonucleotide##bc1012	-0.0004293230590646161	0.004393958225563415	0.0043939582256399	0.004393958225608217	-6.098190638550744e-05	-6.098190638550744e-05	0.0	0.0	O2	Nicotinamide ribonucleotide
Fumarate##L-Cysteine##bc1012	-0.0025888644000209653	0.059616095657090536	0.05961609565710994	0.05961609565782207	0.0	0.0	0.0	0.0	Fumarate	L-Cysteine
O2##L-Cysteine##bc1012	-0.011649889800098767	0.11923219131414443	0.11923219131418333	0.11923219131563231	-0.0016547736586551883	-0.0016547736586551883	0.0	0.0	O2	L-Cysteine
Fumarate##Mn2+##bc1012	-9.540512423670496e-05	0.0021969791127650655	0.0021969791127672516	0.002196979112903041	0.0	0.0	0.0	0.0	Fumarate	Mn2+
O2##Mn2+##bc1012	-0.0004293230590646521	0.004393958225527664	0.004393958225532119	0.004393958225808408	-6.098190638564425e-05	-6.098190638564425e-05	0.0	0.0	O2	Mn2+
Fumarate##Cl-##bc1012	-9.540512423607753e-05	0.002196979112784327	0.0021969791127828026	0.00219697911276682	0.0	0.0	0.0	0.0	Fumarate	Cl-
O2##Cl-##bc1012	-0.00042932305906424623	0.004393958225567274	0.004393958225564101	0.004393958225531581	-6.098190638624596e-05	-6.098190638624596e-05	0.0	0.0	O2	Cl-
Fumarate##Chorismate##bc1012	-0.00019081024847599458	0.00439395822555367	0.004393958225584396	0.004393958225746659	0.0	0.0	0.0	0.0	Fumarate	Chorismate
O2##Chorismate##bc1012	-0.0008586461181368854	0.008787916451102428	0.00878791645116606	0.008787916451496267	-0.0001219638127714155	-0.0001219638127714155	0.0	0.0	O2	Chorismate
Fumarate##L-Histidine##bc1012	-0.002694841305284794	0.06205652062552953	0.06205652062559306	0.06205652062617438	0.0	0.0	0.0	0.0	Fumarate	L-Histidine
O2##L-Histidine##bc1012	-0.012126785873787868	0.12411304125102174	0.12411304125115132	0.12411304125233406	-0.0017225129312313874	-0.0017225129312313874	0.0	0.0	O2	L-Histidine
Fumarate##L-Aspartate##bc1012	-0.006827940610579545	0.15723309439385544	0.15723309439393768	0.15723309439582678	0.0	0.0	0.0	0.0	Fumarate	L-Aspartate
O2##L-Aspartate##bc1012	-0.030725732747623507	0.31446618878761623	0.31446618878778276	0.31446618879162663	-0.004364344561713705	-0.004364344561713705	0.0	0.0	O2	L-Aspartate
Fumarate##GTP##bc1012	-0.004603625049298991	0.10601179084787143	0.10601179084791032	0.10601179084914222	0.0	0.0	0.0	0.0	Fumarate	GTP
O2##GTP##bc1012	-0.020716312721857727	0.21202358169567892	0.21202358169575689	0.21202358169826352	-0.0029425865123892956	-0.0029425865123892956	0.0	0.0	O2	GTP
Fumarate##H+##bc1012	0.451065769725694	1.6268522804465853	1.6268522804448176	1.626852280449983	0.0	0.0	0.0	0.0	Fumarate	H+
O2##H+##bc1012	0.7797959637668296	3.2537045608935937	3.253704560889867	3.2537045609005935	-0.045156803216744805	-0.045156803216744805	0.0	0.0	O2	H+
Fumarate##Niacin##bc1012	9.54051242363369e-05	-0.002196979112781868	-0.002196979112792614	-0.002196979112899754	0.0	0.0	0.0	0.0	Fumarate	Niacin
O2##Niacin##bc1012	0.00042932305906523237	-0.00439395822556166	-0.004393958225583708	-0.004393958225801709	6.09819063856782e-05	6.09819063856782e-05	0.0	0.0	O2	Niacin
Fumarate##Oxidized glutathione##bc1012	-4.770256211823556e-05	0.0010984895563798988	0.0010984895563799122	0.0010984895564175308	0.0	0.0	0.0	0.0	Fumarate	Oxidized glutathione
O2##Oxidized glutathione##bc1012	-0.00021466152953142866	0.002196979112758955	0.0021969791127589506	0.00219697911283548	-3.0490953192591895e-05	-3.0490953192591895e-05	0.0	0.0	O2	Oxidized glutathione
Fumarate##4-Hydroxybenzoate##bc1012	-9.540512424549498e-05	0.002196979112704657	0.0021969791127422005	0.002196979112517548	0.0	0.0	0.0	0.0	Fumarate	4-Hydroxybenzoate
O2##4-Hydroxybenzoate##bc1012	-0.0004293230590254508	0.004393958225458258	0.0043939582255353915	0.004393958225078298	-6.098190633407508e-05	-6.098190633407508e-05	0.0	0.0	O2	4-Hydroxybenzoate
Fumarate##L-Phenylalanine##bc1012	-0.005253426589514783	0.12097535200593938	0.1209753520060071	0.12097535200742787	0.0	0.0	0.0	0.0	Fumarate	L-Phenylalanine
O2##L-Phenylalanine##bc1012	-0.023640419652829602	0.241950704011807	0.24195070401194396	0.24195070401483515	-0.0033579325120056303	-0.0033579325120056303	0.0	0.0	O2	L-Phenylalanine
Fumarate##Acetate##bc1012	0.4754576736935566	1.065158095074031	1.0651580950735873	1.0651580950721768	0.0	0.0	0.0	0.0	Fumarate	Acetate
O2##Acetate##bc1012	0.8895595316224044	2.1303161901486973	2.1303161901477736	2.130316190144903	-0.029565766401416543	-0.029565766401416543	0.0	0.0	O2	Acetate
Fumarate##TTP##bc1012	-0.0004052742689252955	0.00933261301112314	0.009332613011023503	0.0093326130113992	0.0	0.0	0.0	0.0	Fumarate	TTP
O2##TTP##bc1012	-0.0018237342101657004	0.01866522602224184	0.018665226022036893	0.018665226022801292	-0.00025904685650743315	-0.00025904685650743315	0.0	0.0	O2	TTP
Fumarate##UMP##bc1012	-0.0031835511200413815	0.0733104785635784	0.07331047856347209	0.07331047856435999	0.0	0.0	0.0	0.0	Fumarate	UMP
O2##UMP##bc1012	-0.014325980040190645	0.14662095712711773	0.1466209571268979	0.14662095712870452	-0.0020348908712180033	-0.0020348908712180033	0.0	0.0	O2	UMP
Fumarate##BET##bc1012	-0.0001908102484816185	0.004393958225462921	0.0043939582255042575	0.004393958225392994	0.0	0.0	0.0	0.0	Fumarate	BET
O2##BET##bc1012	-0.0008586461180879757	0.008787916450972509	0.008787916451057398	0.008787916450831016	-0.00012196381271944988	-0.00012196381271944988	0.0	0.0	O2	BET
Fumarate##meso-2,6-Diaminopimelate##bc1012	-0.0008503221115175012	0.01958112767098095	0.019581127670916843	0.01958112767135498	0.0	0.0	0.0	0.0	Fumarate	meso-2,6-Diaminopimelate
O2##meso-2,6-Diaminopimelate##bc1012	-0.003826449501832645	0.039162255341951405	0.039162255341819344	0.03916225534271095	-0.0005435165439718946	-0.0005435165439718946	0.0	0.0	O2	meso-2,6-Diaminopimelate
Fumarate##Thiamin##bc1012	-9.54051242367488e-05	0.0021969791127935583	0.0021969791128344574	0.0021969791126940853	0.0	0.0	0.0	0.0	Fumarate	Thiamin
O2##Thiamin##bc1012	-0.00042932305906634584	0.004393958225586022	0.004393958225670048	0.004393958225384421	-6.09819063859034e-05	-6.09819063859034e-05	0.0	0.0	O2	Thiamin
Fumarate##D-Arabinose##bc1012	-0.0025509663345529812	0.05874338301289996	0.058743383012971384	0.058743383012931194	0.0	0.0	0.0	0.0	Fumarate	D-Arabinose
O2##D-Arabinose##bc1012	-0.01147934850549278	0.11748676602577046	0.11748676602591623	0.11748676602583458	-0.0016305496319147992	-0.0016305496319147992	0.0	0.0	O2	D-Arabinose
Fumarate##Zn2+##bc1012	-9.540512423618488e-05	0.0021969791127854103	0.0021969791127656882	0.002196979112856673	0.0	0.0	0.0	0.0	Fumarate	Zn2+
O2##Zn2+##bc1012	-0.00042932305906361723	0.004393958225570398	0.004393958225529917	0.004393958225714886	-6.098190638510927e-05	-6.098190638510927e-05	0.0	0.0	O2	Zn2+
Fumarate##L-Alanine##bc1012	-0.01539943724847342	0.35461661262112043	0.3546166126211165	0.35461661262559	0.0	0.0	0.0	0.0	Fumarate	L-Alanine
O2##L-Alanine##bc1012	-0.06929746761816774	0.7092332252420316	0.7092332252420175	0.7092332252511206	-0.009843150964830865	-0.009843150964830865	0.0	0.0	O2	L-Alanine
Fumarate##Myristic acid##bc1012	-0.004251610557590821	0.09790563835482383	0.09790563835492587	0.09790563835486214	0.0	0.0	0.0	0.0	Fumarate	Myristic acid
O2##Myristic acid##bc1012	-0.01913224750916036	0.19581127670959714	0.19581127670980514	0.19581127670967546	-0.0027175827198595705	-0.0027175827198595705	0.0	0.0	O2	Myristic acid
Fumarate##L-Glutamine##bc1012	-0.007257852235796082	0.1671330538404855	0.1671330538405749	0.1671330538419828	0.0	0.0	0.0	0.0	Fumarate	L-Glutamine
O2##L-Glutamine##bc1012	-0.032660335061093185	0.33426610768087706	0.3342661076810577	0.3342661076839225	-0.0046391393454598365	-0.0046391393454598365	0.0	0.0	O2	L-Glutamine
Fumarate##Glycine##bc1012	-0.017048578416892772	0.39259286106747887	0.39259286106767965	0.3925928610721839	0.0	0.0	0.0	0.0	Fumarate	Glycine
O2##Glycine##bc1012	-0.07671860287613368	0.7851857221346735	0.7851857221350802	0.785185722144245	-0.010897263866621657	-0.010897263866621657	0.0	0.0	O2	Glycine
Fumarate##Putrescine##bc1012	-9.54051242370459e-05	0.0021969791127782385	0.002196979112773781	0.0021969791128218447	0.0	0.0	0.0	0.0	Fumarate	Putrescine
O2##Putrescine##bc1012	-0.00042932305906586457	0.004393958225554879	0.004393958225545678	0.004393958225643477	-6.098190638592781e-05	-6.098190638592781e-05	0.0	0.0	O2	Putrescine
Fumarate##Succinate##bc1012	1.0000000000000036	1.0000000000000522	1.0000000000000544	0.9999999999995036	0.0	0.0	0.0	0.0	Fumarate	Succinate
Fumarate##D-Glucose##bc1012	-0.26085639864323534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fumarate	D-Glucose
O2##D-Glucose##bc1012	-0.5488537938943642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2	D-Glucose
Fumarate##N-Acetyl-D-glucosamine##bc1012	-0.0030196679491242503	0.06953659423283923	0.06953659423261163	0.06953659423318262	0.0	0.0	0.0	0.0	Fumarate	N-Acetyl-D-glucosamine
O2##N-Acetyl-D-glucosamine##bc1012	-0.013588505771071058	0.1390731884656474	0.13907318846517835	0.13907318846634018	-0.0019301385503469823	-0.0019301385503469823	0.0	0.0	O2	N-Acetyl-D-glucosamine
Fumarate##S-Adenosyl-L-methionine##bc1012	-0.00028621537271807915	0.006590937338247596	0.006590937338328192	0.0065909373382532005	0.0	0.0	0.0	0.0	Fumarate	S-Adenosyl-L-methionine
O2##S-Adenosyl-L-methionine##bc1012	-0.0012879691771548348	0.013181874676538708	0.013181874676704262	0.013181874676551674	-0.00018294571910598247	-0.00018294571910598247	0.0	0.0	O2	S-Adenosyl-L-methionine
Fumarate##fe3##bc1012	-0.00028621537270965235	0.0065909373383208235	0.006590937338430048	0.006590937338146258	0.0	0.0	0.0	0.0	Fumarate	fe3
O2##fe3##bc1012	-0.0012879691771948212	0.013181874676635029	0.013181874676859886	0.013181874676282415	-0.00018294571915869682	-0.00018294571915869682	0.0	0.0	O2	fe3
Fumarate##Sulfate##bc1012	-9.540512423646818e-05	0.002196979112774777	0.0021969791127528187	0.002196979112782901	0.0	0.0	0.0	0.0	Fumarate	Sulfate
O2##Sulfate##bc1012	-0.0004293230590636683	0.004393958225548498	0.004393958225503254	0.0043939582255646415	-6.098190638606311e-05	-6.098190638606311e-05	0.0	0.0	O2	Sulfate
Fumarate##K+##bc1012	-9.540512423692623e-05	0.0021969791128022293	0.0021969791127737608	0.002196979112806081	0.0	0.0	0.0	0.0	Fumarate	K+
O2##K+##bc1012	-0.0004293230590667147	0.00439395822560435	0.004393958225545923	0.0043939582256117635	-6.0981906385888014e-05	-6.0981906385888014e-05	0.0	0.0	O2	K+
Fumarate##Deoxyguanosine##bc1012	-9.540512423686041e-05	0.002196979112786083	0.0021969791127625857	0.0021969791129017773	0.0	0.0	0.0	0.0	Fumarate	Deoxyguanosine
O2##Deoxyguanosine##bc1012	-0.00042932305906619547	0.004393958225570666	0.00439395822552233	0.004393958225805535	-6.0981906385945666e-05	-6.0981906385945666e-05	0.0	0.0	O2	Deoxyguanosine
Fumarate##L-Tyrosine##bc1012	-0.004102820189504718	0.0944793094916601	0.09447930949166707	0.09447930949290607	0.0	0.0	0.0	0.0	Fumarate	L-Tyrosine
O2##L-Tyrosine##bc1012	-0.018462690852782862	0.18895861898326438	0.18895861898327712	0.18895861898579813	-0.002622477552603761	-0.002622477552603761	0.0	0.0	O2	L-Tyrosine
Fumarate##Deoxycytidine##bc1012	-0.0006839384512559957	0.015749662335886625	0.01574966233584031	0.01574966233626047	0.0	0.0	0.0	0.0	Fumarate	Deoxycytidine
O2##Deoxycytidine##bc1012	-0.003077723030656754	0.031499324671763494	0.03149932467166807	0.031499324672522935	-0.0004371659378037834	-0.0004371659378037834	0.0	0.0	O2	Deoxycytidine
Fumarate##L-Asparagine##bc1012	-0.0068279406105797354	0.15723309439384553	0.15723309439390135	0.15723309439592326	0.0	0.0	0.0	0.0	Fumarate	L-Asparagine
O2##L-Asparagine##bc1012	-0.03072573274762315	0.314466188787596	0.3144661887877082	0.31446618879182253	-0.004364344561713585	-0.004364344561713585	0.0	0.0	O2	L-Asparagine
Fumarate##CO2##bc1012	0.5223430396915605	-0.014513155460099096	-0.014513155459755987	-0.014513155459483394	0.0	0.0	0.0	0.0	Fumarate	CO2
O2##CO2##bc1012	1.1005436786109335	-0.02902631092063345	-0.02902631091991847	-0.029026310919368893	0.00040284401500899504	0.00040284401500899504	0.0	0.0	O2	CO2
Fumarate##L-Tryptophan##bc1012	-0.001604793136854602	0.03695500666463681	0.03695500666460781	0.0369550066652329	0.0	0.0	0.0	0.0	Fumarate	L-Tryptophan
O2##L-Tryptophan##bc1012	-0.007221569115849543	0.07391001332925183	0.07391001332919156	0.07391001333046332	-0.0010257661275866197	-0.0010257661275866197	0.0	0.0	O2	L-Tryptophan
Fumarate##L-Serine##bc1012	-0.007255541100736816	0.16707983326675252	0.1670798332668114	0.16707983326906212	0.0	0.0	0.0	0.0	Fumarate	L-Serine
O2##L-Serine##bc1012	-0.03264993495333906	0.3341596665334018	0.3341596665335197	0.33415966653809925	-0.00463766209334735	-0.00463766209334735	0.0	0.0	O2	L-Serine
Fumarate##Heme##bc1012	-9.540512423622957e-05	0.0021969791127783704	0.0021969791127869646	0.0021969791128047694	0.0	0.0	0.0	0.0	Fumarate	Heme
O2##Heme##bc1012	-0.0004293230590639854	0.0043939582255553165	0.004393958225572946	0.004393958225609187	-6.09819063856061e-05	-6.09819063856061e-05	0.0	0.0	O2	Heme
Fumarate##L-Methionine##bc1012	-0.0041542428673416905	0.09566346547970397	0.09566346547970972	0.09566346548109449	0.0	0.0	0.0	0.0	Fumarate	L-Methionine
O2##L-Methionine##bc1012	-0.018694092903126475	0.19132693095930003	0.1913269309593098	0.1913269309621277	-0.002655346362916917	-0.002655346362916917	0.0	0.0	O2	L-Methionine
Fumarate##dGTP##bc1012	-0.0005885333270203573	0.013552683223084465	0.013552683223152066	0.013552683223306407	0.0	0.0	0.0	0.0	Fumarate	dGTP
O2##dGTP##bc1012	-0.002648399971592889	0.02710536644615926	0.027105366446297966	0.027105366446612038	-0.0003761840314171893	-0.0003761840314171893	0.0	0.0	O2	dGTP
Fumarate##CMP##bc1012	-0.002859394440558415	0.06584583282478759	0.06584583282485804	0.06584583282555484	0.0	0.0	0.0	0.0	Fumarate	CMP
O2##CMP##bc1012	-0.01286727498252301	0.13169166564953522	0.13169166564967885	0.13169166565109663	-0.0018276934859561735	-0.0018276934859561735	0.0	0.0	O2	CMP
Fumarate##Pyridoxal##bc1012	-9.540512423629848e-05	0.002196979112777998	0.0021969791127514947	0.0021969791127674763	0.0	0.0	0.0	0.0	Fumarate	Pyridoxal
O2##Pyridoxal##bc1012	-0.0004293230590634215	0.004393958225555248	0.00439395822550073	0.00439395822553325	-6.098190638591e-05	-6.098190638591e-05	0.0	0.0	O2	Pyridoxal
Fumarate##Glycerol##bc1012	-0.002117788289754347	0.04876820480148166	0.04876820480145788	0.04876820480216205	0.0	0.0	0.0	0.0	Fumarate	Glycerol
O2##Glycerol##bc1012	-0.009530047303898982	0.09753640960293351	0.09753640960288373	0.09753640960431567	-0.0013536669886868291	-0.0013536669886868291	0.0	0.0	O2	Glycerol
Fumarate##Ca2+##bc1012	-9.540512423645202e-05	0.0021969791127572935	0.0021969791127297795	0.0021969791130261778	0.0	0.0	0.0	0.0	Fumarate	Ca2+
O2##Ca2+##bc1012	-0.0004293230590627484	0.004393958225512711	0.004393958225456044	0.004393958226059203	-6.098190638455376e-05	-6.098190638455376e-05	0.0	0.0	O2	Ca2+
Fumarate##L-Arginine##bc1012	-0.008387315073749669	0.19314220464346998	0.19314220464349155	0.19314220464587026	0.0	0.0	0.0	0.0	Fumarate	L-Arginine
O2##L-Arginine##bc1012	-0.037742917831891674	0.3862844092868262	0.3862844092868671	0.3862844092917076	-0.005361079572481811	-0.005361079572481811	0.0	0.0	O2	L-Arginine
Fumarate##PPi##bc1012	0.0006580651294158512	-0.015153854215764326	-0.015153854216295256	-0.015153854216844972	0.0	0.0	0.0	0.0	Fumarate	PPi
O2##PPi##bc1012	0.002961293082365247	-0.03030770843146411	-0.030307708432555185	-0.030307708433673634	0.0004206279949940105	0.0004206279949940105	0.0	0.0	O2	PPi
O2##L-Lysine##bc1010	-0.04353770990384878	-0.04353770990384878	-0.04353770990384878	-0.04353770990384878	-0.04353770990384878	0.0	0.0	0.0	O2	L-Lysine
O2##UMP##bc1010	-0.014282564257839837	-0.014282564257839837	-0.014282564257839837	-0.014282564257839837	-0.014282564257839837	0.0	0.0	0.0	O2	UMP
O2##K+##bc1010	-0.00042802196856684386	-0.00042802196856684386	-0.00042802196856684386	-0.00042802196856684386	-0.00042802196856684386	0.0	0.0	0.0	O2	K+
O2##Cl-##bc1010	-0.00042802196856808945	-0.00042802196856808945	-0.00042802196856808945	-0.00042802196856808945	-0.00042802196856808945	0.0	0.0	0.0	O2	Cl-
O2##TRHL##bc1010	-0.009034576948351122	-0.009034576948351122	-0.009034576948351122	-0.009034576948351122	-0.009034576948351122	0.0	0.0	0.0	O2	TRHL
O2##Nicotinamide ribonucleotide##bc1010	-0.0004280219685683248	-0.0004280219685683248	-0.0004280219685683248	-0.0004280219685683248	-0.0004280219685683248	0.0	0.0	0.0	O2	Nicotinamide ribonucleotide
O2##L-Arginine##bc1010	-0.037628535548724126	-0.037628535548724126	-0.037628535548724126	-0.037628535548724126	-0.037628535548724126	0.0	0.0	0.0	O2	L-Arginine
O2##Mg##bc1010	-0.00042802196856743605	-0.00042802196856743605	-0.00042802196856743605	-0.00042802196856743605	-0.00042802196856743605	0.0	0.0	0.0	O2	Mg
O2##CO2##bc1010	1.1068172984247227	1.1068172984247227	1.1068172984247227	1.1068172984247227	1.1068172984247227	0.0	0.0	0.0	O2	CO2
O2##Niacin##bc1010	0.00042802196856877613	0.00042802196856877613	0.00042802196856877613	0.00042802196856877613	0.00042802196856877613	0.0	0.0	0.0	O2	Niacin
O2##Myristic acid##bc1010	-0.010355832441977467	-0.010355832441977467	-0.010355832441977467	-0.010355832441977467	-0.010355832441977467	0.0	0.0	0.0	O2	Myristic acid
O2##Glycine##bc1010	-0.07605808036271322	-0.07605808036271322	-0.07605808036271322	-0.07605808036271322	-0.07605808036271322	0.0	0.0	0.0	O2	Glycine
O2##H2O##bc1010	2.035646666388101	2.035646666388101	2.035646666388101	2.035646666388101	2.035646666388101	0.0	0.0	0.0	O2	H2O
O2##NADP##bc1010	-0.0008560439371292261	-0.0008560439371292261	-0.0008560439371292261	-0.0008560439371292261	-0.0008560439371292261	0.0	0.0	0.0	O2	NADP
O2##ddca##bc1010	-0.012533286795649867	-0.012533286795649867	-0.012533286795649867	-0.012533286795649867	-0.012533286795649867	0.0	0.0	0.0	O2	ddca
O2##Sulfate##bc1010	-0.00042802196856825387	-0.00042802196856825387	-0.00042802196856825387	-0.00042802196856825387	-0.00042802196856825387	0.0	0.0	0.0	O2	Sulfate
O2##Deoxyguanosine##bc1010	-0.0004280219685678887	-0.0004280219685678887	-0.0004280219685678887	-0.0004280219685678887	-0.0004280219685678887	0.0	0.0	0.0	O2	Deoxyguanosine
O2##NH3##bc1010	0.00042802196856684386	0.00042802196856684386	0.00042802196856684386	0.00042802196856684386	0.00042802196856684386	0.0	0.0	0.0	O2	NH3
O2##2-Oxoglutarate##bc1010	-0.0008560439371343456	-0.0008560439371343456	-0.0008560439371343456	-0.0008560439371343456	-0.0008560439371343456	0.0	0.0	0.0	O2	2-Oxoglutarate
O2##Adenosine##bc1010	-0.005429182532255864	-0.005429182532255864	-0.005429182532255864	-0.005429182532255864	-0.005429182532255864	0.0	0.0	0.0	O2	Adenosine
O2##L-Asparagine##bc1010	-0.030632616484611484	-0.030632616484611484	-0.030632616484611484	-0.030632616484611484	-0.030632616484611484	0.0	0.0	0.0	O2	L-Asparagine
O2##Ca2+##bc1010	-0.00042802196856864185	-0.00042802196856864185	-0.00042802196856864185	-0.00042802196856864185	-0.00042802196856864185	0.0	0.0	0.0	O2	Ca2+
O2##Chorismate##bc1010	-0.0008560439371334816	-0.0008560439371334816	-0.0008560439371334816	-0.0008560439371334816	-0.0008560439371334816	0.0	0.0	0.0	O2	Chorismate
O2##Folate##bc1010	-0.001284065905705528	-0.001284065905705528	-0.001284065905705528	-0.001284065905705528	-0.001284065905705528	0.0	0.0	0.0	O2	Folate
O2##L-Leucine##bc1010	-0.057257861854828306	-0.057257861854828306	-0.057257861854828306	-0.057257861854828306	-0.057257861854828306	0.0	0.0	0.0	O2	L-Leucine
O2##Succinate##bc1010	0.0004280219685770172	0.0004280219685770172	0.0004280219685770172	0.0004280219685770172	0.0004280219685770172	0.0	0.0	0.0	O2	Succinate
O2##AMP##bc1010	-0.010947842164899267	-0.010947842164899267	-0.010947842164899267	-0.010947842164899267	-0.010947842164899267	0.0	0.0	0.0	O2	AMP
O2##L-Cysteine##bc1010	-0.011614584077313878	-0.011614584077313878	-0.011614584077313878	-0.011614584077313878	-0.011614584077313878	0.0	0.0	0.0	O2	L-Cysteine
O2##L-Threonine##bc1010	-0.03219481200378336	-0.03219481200378336	-0.03219481200378336	-0.03219481200378336	-0.03219481200378336	0.0	0.0	0.0	O2	L-Threonine
O2##CMP##bc1010	-0.012828279897476449	-0.012828279897476449	-0.012828279897476449	-0.012828279897476449	-0.012828279897476449	0.0	0.0	0.0	O2	CMP
O2##L-Aspartate##bc1010	-0.030632616484611856	-0.030632616484611856	-0.030632616484611856	-0.030632616484611856	-0.030632616484611856	0.0	0.0	0.0	O2	L-Aspartate
O2##L-Glutamate##bc1010	-0.021544818214012197	-0.021544818214012197	-0.021544818214012197	-0.021544818214012197	-0.021544818214012197	0.0	0.0	0.0	O2	L-Glutamate
O2##fe3##bc1010	-0.001284065905708344	-0.001284065905708344	-0.001284065905708344	-0.001284065905708344	-0.001284065905708344	0.0	0.0	0.0	O2	fe3
O2##L-Serine##bc1010	-0.03297900924325392	-0.03297900924325392	-0.03297900924325392	-0.03297900924325392	-0.03297900924325392	0.0	0.0	0.0	O2	L-Serine
O2##BET##bc1010	-0.0008560439371353559	-0.0008560439371353559	-0.0008560439371353559	-0.0008560439371353559	-0.0008560439371353559	0.0	0.0	0.0	O2	BET
O2##Deoxycytidine##bc1010	-0.003226662528354575	-0.003226662528354575	-0.003226662528354575	-0.003226662528354575	-0.003226662528354575	0.0	0.0	0.0	O2	Deoxycytidine
O2##BIOT##bc1010	-0.00042802196856812425	-0.00042802196856812425	-0.00042802196856812425	-0.00042802196856812425	-0.00042802196856812425	0.0	0.0	0.0	O2	BIOT
O2##Glycerol##bc1010	-0.009501165896947241	-0.009501165896947241	-0.009501165896947241	-0.009501165896947241	-0.009501165896947241	0.0	0.0	0.0	O2	Glycerol
O2##TTP##bc1010	-0.0016597768706663203	-0.0016597768706663203	-0.0016597768706663203	-0.0016597768706663203	-0.0016597768706663203	0.0	0.0	0.0	O2	TTP
O2##4-Hydroxybenzoate##bc1010	-0.0004280219685686679	-0.0004280219685686679	-0.0004280219685686679	-0.0004280219685686679	-0.0004280219685686679	0.0	0.0	0.0	O2	4-Hydroxybenzoate
O2##5-Aminolevulinate##bc1010	-0.0034241757485407908	-0.0034241757485407908	-0.0034241757485407908	-0.0034241757485407908	-0.0034241757485407908	0.0	0.0	0.0	O2	5-Aminolevulinate
O2##Spermidine##bc1010	-0.00042802196856754637	-0.00042802196856754637	-0.00042802196856754637	-0.00042802196856754637	-0.00042802196856754637	0.0	0.0	0.0	O2	Spermidine
O2##L-Phenylalanine##bc1010	-0.023568775876184788	-0.023568775876184788	-0.023568775876184788	-0.023568775876184788	-0.023568775876184788	0.0	0.0	0.0	O2	L-Phenylalanine
O2##L-Isoleucine##bc1010	-0.036881398561293674	-0.036881398561293674	-0.036881398561293674	-0.036881398561293674	-0.036881398561293674	0.0	0.0	0.0	O2	L-Isoleucine
O2##CoA##bc1010	-0.0008560439371320325	-0.0008560439371320325	-0.0008560439371320325	-0.0008560439371320325	-0.0008560439371320325	0.0	0.0	0.0	O2	CoA
O2##O2##bc1010	-1.0000000000000022	-1.0000000000000022	-1.0000000000000022	-1.0000000000000022	-1.0000000000000022	0.0	0.0	0.0	O2	O2
O2##S-Adenosyl-L-methionine##bc1010	-0.0012840659057019655	-0.0012840659057019655	-0.0012840659057019655	-0.0012840659057019655	-0.0012840659057019655	0.0	0.0	0.0	O2	S-Adenosyl-L-methionine
O2##D-Glucose##bc1010	-0.5655422262276018	-0.5655422262276018	-0.5655422262276018	-0.5655422262276018	-0.5655422262276018	0.0	0.0	0.0	O2	D-Glucose
O2##Fumarate##bc1010	-0.00042802196857152615	-0.00042802196857152615	-0.00042802196857152615	-0.00042802196857152615	-0.00042802196857152615	0.0	0.0	0.0	O2	Fumarate
O2##Acetate##bc1010	0.8742067936044142	0.8742067936044142	0.8742067936044142	0.8742067936044142	0.8742067936044142	0.0	0.0	0.0	O2	Acetate
O2##Zn2+##bc1010	-0.0004280219685693922	-0.0004280219685693922	-0.0004280219685693922	-0.0004280219685693922	-0.0004280219685693922	0.0	0.0	0.0	O2	Zn2+
O2##Oxidized glutathione##bc1010	-0.0002140109842830976	-0.0002140109842830976	-0.0002140109842830976	-0.0002140109842830976	-0.0002140109842830976	0.0	0.0	0.0	O2	Oxidized glutathione
O2##dATP##bc1010	-0.0016597768706660288	-0.0016597768706660288	-0.0016597768706660288	-0.0016597768706660288	-0.0016597768706660288	0.0	0.0	0.0	O2	dATP
O2##L-Histidine##bc1010	-0.012090034887496852	-0.012090034887496852	-0.012090034887496852	-0.012090034887496852	-0.012090034887496852	0.0	0.0	0.0	O2	L-Histidine
O2##Ala-Ala##bc1010	-0.0038148532062737073	-0.0038148532062737073	-0.0038148532062737073	-0.0038148532062737073	-0.0038148532062737073	0.0	0.0	0.0	O2	Ala-Ala
O2##L-Valine##bc1010	-0.05372594155061478	-0.05372594155061478	-0.05372594155061478	-0.05372594155061478	-0.05372594155061478	0.0	0.0	0.0	O2	L-Valine
O2##Heme##bc1010	-0.0004280219685660604	-0.0004280219685660604	-0.0004280219685660604	-0.0004280219685660604	-0.0004280219685660604	0.0	0.0	0.0	O2	Heme
O2##L-Tyrosine##bc1010	-0.018406738508493184	-0.018406738508493184	-0.018406738508493184	-0.018406738508493184	-0.018406738508493184	0.0	0.0	0.0	O2	L-Tyrosine
O2##Riboflavin##bc1010	-0.001284065905704562	-0.001284065905704562	-0.001284065905704562	-0.001284065905704562	-0.001284065905704562	0.0	0.0	0.0	O2	Riboflavin
O2##H+##bc1010	0.7846525849736092	0.7846525849736092	0.7846525849736092	0.7846525849736092	0.7846525849736092	0.0	0.0	0.0	O2	H+
O2##GTP##bc1010	-0.02065353063493762	-0.02065353063493762	-0.02065353063493762	-0.02065353063493762	-0.02065353063493762	0.0	0.0	0.0	O2	GTP
