	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.4108	1.0	0.5298245614035088	0.0	1.1490762483811645
0.8216	1.0	0.5298245614035088	0.0	0.2562644584310043
0.8218	1.0	0.5333333333333333	3.0	0.295563557441677
1.18255	1.0	0.5298245614035088	0.0	0.17639986746135505
Average	1.0	0.5368421052631579	0.0	0.752822938929043
