	Avg_bc1010	Var_bc1010	Avg_bc1001	Var_bc1001	Avg_bc1009	Var_bc1009	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
CMP	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Carnitine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
D-Glucose	0.14549579302725127	0.018067565672458166	0.14961854367189376	0.01915633939472511	0.1350503367613722	0.015658366628210622	2.999386850007472	3.7587607482860283e-07	1.6170878952676864	2.2344485223977357	4.616474745275158	2.2344493035730806	bc1001.bc1009.bc1010	1	.bc1010.bc1009.bc1010.bc1001.bc1009.bc1010	4	bc1001.bc1009.bc1010.bc1010bc1001.bc1009.bc1010.bc1009.bc1010bc1001.bc1009.bc1010.bc1001.bc1009.bc1010bc1001.bc1009.bc1010	4
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	bc1001.bc1009	1		1	bc1001.bc1009	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.9997956166691573	4.1764008314289205e-08	0.0	0.0	0.9997956166691573	4.1764008314289205e-08	bc1010	1		1	bc1010	1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
K+	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	bc1001.bc1009	1		1	bc1001.bc1009	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	bc1009.bc1010	1		1	bc1009.bc1010	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	bc1001.bc1010	1		1	bc1001.bc1010	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	0.0	0.0	1.9995912333383146	1.6705603325715682e-07	bc1001.bc1010	1		1	bc1001.bc1010	1
O2	0.07021428054548992	0.0057786941669330455	0.07023649991441112	0.005767155029770475	0.07061009351995155	0.005846911466001049	2.999386850007472	3.7587607482860283e-07	1.3823051111389266	2.2344499386872614	4.381691961146398	2.2344506610177586	bc1001.bc1009.bc1010	1	bc1001.bc1009.bc1010.bc1001.bc1009.	3	bc1001.bc1009.bc1010bc1001.bc1009.bc1010.bc1001.bc1009bc1001.bc1009.bc1010.bc1001.bc1009.bc1010	3
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.9997956166691573	4.1764008314289205e-08	0.0	0.0	0.9997956166691573	4.1764008314289205e-08	bc1009	1		1	bc1009	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.9997956166691573	4.1764008314289205e-08	0.0	0.0	0.9997956166691573	4.1764008314289205e-08	bc1010	1		1	bc1010	1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
gamma-butyrobetaine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	2.999386850007472	3.7587607482860283e-07	0.0	0.0	2.999386850007472	3.7587607482860283e-07	bc1001.bc1009.bc1010	1		1	bc1001.bc1009.bc1010	1
