	Source	Target	Weight	Metabolites	ABSWeight	SignWeight	ABSRootWeight	SignedRootWeight
Muribaculum_intestinale_YL27->Enterocloster_clostridioformis_YL32	Muribaculum_intestinale_YL27	Enterocloster_clostridioformis_YL32	-126.68907412055945	PAN	126.68907412055945	-1.0	11.255624110663941	-11.255624110663941
