	In	InAmount	Out	OutAmount	All	AllAmount	Type
1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
2-Oxoglutarate	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
4-Hydroxybenzoate	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
5-Aminolevulinate	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
AMP	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Acetate	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Adenosine	bc1001	1	bc1001	1	bc1001bc1001	2	Metabolite
Ala-Ala	bc1009.bc1001.bc1002	3	bc1009.bc1001.bc1002	3	bc1009.bc1001.bc1002bc1009.bc1001.bc1002	6	Metabolite
BET	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
BIOT	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
CMP	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
CO2	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1002	3	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1002	7	Metabolite
Ca2+	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Chitobiose	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
Chorismate	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Citrate	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
Cl-	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Co2+	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
CoA	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Cu2+	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Cytidine	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
D-Alanine	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
D-Arabinose	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
D-Glucose	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Deoxycytidine	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Deoxyguanosine	bc1009.bc1001.bc1002	3	bc1009.bc1001.bc1002	3	bc1009.bc1001.bc1002bc1009.bc1001.bc1002	6	Metabolite
Folate	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Formate	bc1009.bc1001.bc1008	3	bc1009.bc1001.bc1008	3	bc1009.bc1001.bc1008bc1009.bc1001.bc1008	6	Metabolite
Fumarate	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
GTP	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Glucose-1-phosphate	bc1008	1	bc1008	1	bc1008bc1008	2	Metabolite
Glycerol	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
Glycine	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
H+	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
H2O	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002	4	bc1009.bc1001.bc1008.bc1002bc1009.bc1001.bc1008.bc1002	8	Metabolite
