	0.0000-0.0000	0.0000-0.0806	0.0806-0.0872	0.0992-0.1103	0.3358-0.3465	0.3465-0.3466	0.4479-0.4804	0.4804-0.4829	0.4829-0.4891	0.4892-0.4938	0.4938-0.4939	0.4939-0.4980	0.7431-0.7435	0.7435-0.9633	0.9633-0.9658	0.9814-1.0067	1.0067-1.0834	1.0834-1.1441	1.1441-1.1441	1.1938-1.4440	1.4440-1.4442	1.7046-1.7046	1.7048-1.7048	1.7048-1.7773	1.7773-1.7778	1.7778-1.8141	1.8141-20.0000	Source	Target
PAN##Phosphate-e0##Muribaculum_intestinale_YL27	-127.45775496007167	-127.45775496012988	-127.45775495904064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Phosphate-e0
PAN##Mn2+-e0##Muribaculum_intestinale_YL27	-0.9241112603261753	-0.9241112603265976	-0.9241112603177947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Mn2+-e0
PAN##Zn2+-e0##Muribaculum_intestinale_YL27	-0.9241112603243139	-0.924111260325524	-0.924111260316593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Zn2+-e0
PAN##Co2+-e0##Muribaculum_intestinale_YL27	-0.9241112603249343	-0.9241112603260567	-0.9241112603154562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Co2+-e0
PAN##fe3-e0##Muribaculum_intestinale_YL27	-0.9241112603197785	-0.9241112603186917	-0.9241112602992005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	fe3-e0
Neu5Ac-e0##H+-e0##Muribaculum_intestinale_YL27	0.2886597938069723	-3.0000000000293627	-1.5000000000010207	-1.4999999999990732	1.9999999999974525	3.666666666665225	2.0000000000015516	12.00000000000659	0.3333333333351594	-1.3333333333332722	4.4999999999993925	2.0000000000073257	2.0000000000016813	2.000000000001785	11.99999999996128	1.9999999999995	6.999999999978772	-0.5000000000035802	6.99999999999642	4.499999999985372	1.9999999999979223	-0.4999999999847855	-0.4999999999843232	1.9999999999997546	4.499999999988744	1.9999999999947262	1.9999999999984317	Neu5Ac-e0	H+-e0
Sucrose##H+-e0##Muribaculum_intestinale_YL27	0.26804123711252814	-1.0000000000079574	1.5000000000180802	-0.4999999999985282	6.999999999995808	10.666666666664346	7.0000000000035785	29.000000000015444	3.3333333333372557	-0.33333333333397286	12.499999999998973	7.000000000015964	7.000000000003444	7.0000000000037375	28.99999999991738	4.000000000000192	11.99999999996896	0.0	11.999999999997195	7.999999999978694	3.9999999999975038	4.500000000010788	4.500000000011032	3.999999999997425	6.499999999979679	3.999999999992564	3.9999999999981672	Sucrose	H+-e0
Folate##H+-e0##Muribaculum_intestinale_YL27	-4.883161512032535	-6.000000000014866	-6.500000000011184	-4.000000000023082	-4.33333333332212	-5.999999999995225	-6.333333333338831	-10.333333333316993	-5.666666666677325	-5.000000000012862	-7.33333333333149	-6.333333333341231	-6.333333333333066	-6.333333333333423	-10.33333333332011	-2.666666666663729	1.999999999991135	-5.000000000004797	2.0000000000086438	-0.3333333333381976	-2.6666666666653103	-13.49999999997365	-13.499999999969468	-2.6666666666577523	3.5000000000080065	-2.6666666666703085	-2.6666666666646464	Folate	H+-e0
Riboflavin##H+-e0##Muribaculum_intestinale_YL27	-5.326460481100444	-3.999999999993197	-6.0000000000145555	1507.9095828616244	-744.9091653278624	-261.46101462341574	351.59517786536185	-1152.1229600574675	678.0153514432509	884.5541100170086	-67.67820711893444	335.7942521740792	335.79425217274184	335.79425217278344	-1627.3102342980872	-738.7093182272756	-3070.8908185952396	537.0985069889198	-3181.1160063903408	-2098.0533336825865	-790.0112706457892	2459.703494225119	2459.703494224656	-739.1709131100508	-2740.8903062718487	-739.1709131060055	-739.1709131079826	Riboflavin	H+-e0
PAN##H+-e0##Muribaculum_intestinale_YL27	1684.0479022822315	1859.712946507188	875.2282720685614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H+-e0
