	0.2694	0.2764	0.3908	0.3926	0.3936	0.3946	1.2358	Source	Target
bc1001##N-Acetyl-D-glucosamine##Microbe	0.0	0.0	-0.1452577509257634	0.0	0.0	0.14725271945309953	0.0	bc1001	N-Acetyl-D-glucosamine
bc1009##Riboflavin##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	Riboflavin
bc1001##Formate##Microbe	0.0	0.0	-0.003963268011562728	0.0	0.0	0.004017699495583629	0.0	bc1001	Formate
bc1009##L-Histidine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	L-Histidine
bc1012##Fumarate##Microbe	2.6978419498391304e-14	-0.7779765480127152	0.0	1.777976548012687	0.0	0.0	0.0	bc1012	Fumarate
bc1001##H2O##Microbe	0.0	0.0	9.439522343305379	0.0	0.0	-8.654141696404626	0.0	bc1001	H2O
bc1008##TRHL##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	TRHL
bc1009##PPi##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	PPi
bc1008##Cl-##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	Cl-
bc1001##Niacin##Microbe	0.0	0.0	0.003963268011519542	0.0	0.0	-0.004017699495542216	0.0	bc1001	Niacin
bc1009##L-Arginine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	L-Arginine
bc1009##4-Hydroxybenzoate##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	4-Hydroxybenzoate
bc1009##dATP##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	dATP
bc1012##L-Asparagine##Microbe	-0.11967942103612852	0.12232366001035858	0.0	-0.27955675439986216	0.28002936652700483	0.0	0.0	bc1012	L-Asparagine
bc1001##Deoxyguanosine##Microbe	0.0	0.0	-0.003963268011582238	0.0	0.0	0.004017699495606841	0.0	bc1001	Deoxyguanosine
bc1009##N-Acetyl-D-glucosamine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	N-Acetyl-D-glucosamine
bc1012##ddca##Microbe	-0.014904356057659177	0.015233658111697718	0.0	-0.03481478578197893	0.03487364284662044	0.0	0.0	bc1012	ddca
bc1008##L-Valine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	L-Valine
bc1001##BIOT##Microbe	0.0	0.0	-0.003963268011580147	0.0	0.0	0.004017699495603885	0.0	bc1001	BIOT
bc1009##Formate##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	Formate
bc1012##L-Glutamate##Microbe	-0.15215272817877026	0.15551444375528964	0.0	-0.35541049993802526	0.3560113486377591	0.0	0.0	bc1012	L-Glutamate
bc1001##L-Serine##Microbe	0.0	0.0	-0.3014057597130947	0.0	0.0	0.30554526346247174	0.0	bc1001	L-Serine
bc1001##L-Leucine##Microbe	0.0	0.0	-0.5301789837053772	0.0	0.0	0.53746045667052	0.0	bc1001	L-Leucine
bc1001##Co2+##Microbe	0.0	0.0	-0.003963268011528686	0.0	0.0	0.004017699495548041	0.0	bc1001	Co2+
bc1001##Thiamin##Microbe	0.0	0.0	-0.003963268011572599	0.0	0.0	0.004017699495594482	0.0	bc1001	Thiamin
bc1008##S-Adenosyl-L-methionine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	S-Adenosyl-L-methionine
bc1008##L-Methionine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	L-Methionine
bc1009##Putrescine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	Putrescine
bc1001##Zn2+##Microbe	0.0	0.0	-0.003963268011557053	0.0	0.0	0.004017699495580907	0.0	bc1001	Zn2+
bc1001##Ca2+##Microbe	0.0	0.0	-0.003963268011564138	0.0	0.0	0.004017699495588178	0.0	bc1001	Ca2+
bc1012##Myristic acid##Microbe	-0.07452178028834701	0.07616829055854565	0.0	-0.17407392890872303	0.1743682142319224	0.0	0.0	bc1012	Myristic acid
bc1012##Cu2+##Microbe	-0.0016722509294700766	0.0017091982262068845	0.0	-0.003906177338881438	0.003912781031163014	0.0	0.0	bc1012	Cu2+
bc1012##L-Arginine##Microbe	-0.14701197173840108	0.15026010564466233	0.0	-0.34340231028279844	0.3439828582172482	0.0	0.0	bc1012	L-Arginine
bc1012##Sulfate##Microbe	-0.0016722509294875116	0.001709198226225376	0.0	-0.003906177338784372	0.003912781031063929	0.0	0.0	bc1012	Sulfate
bc1012##L-Alanine##Microbe	-0.2699197077555505	0.27588340815601364	0.0	-0.6305000207670157	0.6315659293930371	0.0	0.0	bc1012	L-Alanine
bc1009##BIOT##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	BIOT
bc1001##H+##Microbe	0.0	0.0	-2.0081123361713864	0.0	0.0	2.950714685545314	0.0	bc1001	H+
bc1009##CoA##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	CoA
bc1009##L-Glutamine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	L-Glutamine
bc1009##L-Serine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	L-Serine
bc1008##NADP##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	NADP
bc1009##L-Leucine##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	L-Leucine
bc1009##Co2+##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1009	Co2+
bc1008##L-Glutamate##Microbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	bc1008	L-Glutamate
