	0.0000	2.2106	9.7133	12.8797	15.5592	Source	Target
Spermidine-e0##H2O-e0##Turicimonas_muris_YL45	6.036282584886976e-13	3.831945871723974e-11	0.0	0.9999999999447066	0.0	Spermidine-e0	H2O-e0
Folate##H2O-e0##Turicimonas_muris_YL45	-1.8825829783963854e-11	9.544010026729666e-11	0.0	-10.500000000056842	0.0	Folate	H2O-e0
Riboflavin##H2O-e0##Turicimonas_muris_YL45	7.000000003878995	5247.119353027718	0.0	0.0	0.0	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Turicimonas_muris_YL45	9.951861557055963e-11	127.45775495960842	0.0	0.0	0.0	Riboflavin	Phosphate-e0
Spermidine-e0##L-Glutamate-e0##Turicimonas_muris_YL45	9.50350909079134e-14	3.40305561508103e-12	0.0	-3.00000000000468	0.0	Spermidine-e0	L-Glutamate-e0
Folate##L-Glutamate-e0##Turicimonas_muris_YL45	-1.8987034167139427e-12	8.642198068287144e-12	0.0	1.4999999999940956	0.0	Folate	L-Glutamate-e0
Riboflavin##L-Glutamate-e0##Turicimonas_muris_YL45	-0.999999999630063	467.2132690487409	0.0	0.0	0.0	Riboflavin	L-Glutamate-e0
Riboflavin##Zn2+-e0##Turicimonas_muris_YL45	-5.226929999935237e-13	0.9241112603179752	0.0	0.0	0.0	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Turicimonas_muris_YL45	3.446842811172246e-11	41.26899935742889	0.0	0.0	0.0	Riboflavin	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Turicimonas_muris_YL45	-2.930988785010413e-14	4.993783164763954e-12	0.0	2.999999999992629	0.0	Spermidine-e0	L-Aspartate-e0
Folate##L-Aspartate-e0##Turicimonas_muris_YL45	-1.8314239014216582e-12	1.2473577726268559e-11	0.0	-10.500000000010019	0.0	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Turicimonas_muris_YL45	6.000000000443606	682.1171616418994	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
Riboflavin##Sulfate-e0##Turicimonas_muris_YL45	5.570210959149335e-12	0.9241112602976418	0.0	0.0	0.0	Riboflavin	Sulfate-e0
Riboflavin##L-Arginine-e0##Turicimonas_muris_YL45	2.539479737606598e-11	35.572358341825215	0.0	0.0	0.0	Riboflavin	L-Arginine-e0
Riboflavin##L-Histidine-e0##Turicimonas_muris_YL45	8.244072091656562e-12	11.393282031188376	0.0	0.0	0.0	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Turicimonas_muris_YL45	2.162181544917985e-11	26.584324739459074	0.0	0.0	0.0	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Turicimonas_muris_YL45	9.029443859276398e-13	0.9241112603165876	0.0	0.0	0.0	Riboflavin	Co2+-e0
Riboflavin##L-Threonine-e0##Turicimonas_muris_YL45	3.0951241569709964e-11	75.99313011324399	0.0	0.0	0.0	Riboflavin	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Turicimonas_muris_YL45	-5.551115123125783e-16	-3.3306690738754696e-16	0.0	1.0	0.0	Spermidine-e0	Spermidine-e0
Riboflavin##fe3-e0##Turicimonas_muris_YL45	7.528866419193037e-12	0.9241112603232884	0.0	0.0	0.0	Riboflavin	fe3-e0
Spermidine-e0##H+-e0##Turicimonas_muris_YL45	-5.542233338928781e-13	-4.058620106661692e-11	0.0	-4.999999999941037	0.0	Spermidine-e0	H+-e0
Folate##H+-e0##Turicimonas_muris_YL45	1.8900436771218665e-11	-1.0137313211089349e-10	0.0	20.50000000005845	0.0	Folate	H+-e0
Riboflavin##H+-e0##Turicimonas_muris_YL45	-15.000000003909008	-5559.150782363717	0.0	0.0	0.0	Riboflavin	H+-e0
Riboflavin##Uracil-e0##Turicimonas_muris_YL45	2.9814373192493804e-11	39.6422308775792	0.0	0.0	0.0	Riboflavin	Uracil-e0
Riboflavin##L-Methionine-e0##Turicimonas_muris_YL45	1.688604811533878e-11	18.982435295089385	0.0	0.0	0.0	Riboflavin	L-Methionine-e0
Riboflavin##L-Cysteine-e0##Turicimonas_muris_YL45	1.0901501923399337e-11	13.013505963498087	0.0	0.0	0.0	Riboflavin	L-Cysteine-e0
Spermidine-e0##L-Serine-e0##Turicimonas_muris_YL45	7.558398351648066e-13	5.422917670472316e-11	0.0	0.9999999999219155	0.0	Spermidine-e0	L-Serine-e0
Pyruvate-e0##L-Serine-e0##Turicimonas_muris_YL45	-2.4436008771999695e-13	7.661205003728355e-12	0.0	1.4592771435673058e-12	0.0	Pyruvate-e0	L-Serine-e0
Folate##L-Serine-e0##Turicimonas_muris_YL45	-2.574296331658843e-11	1.355466849872755e-10	0.0	-23.500000000083446	0.0	Folate	L-Serine-e0
Riboflavin##L-Serine-e0##Turicimonas_muris_YL45	16.333333338669945	7428.615143728969	0.0	0.0	0.0	Riboflavin	L-Serine-e0
Spermidine-e0##NH3-e0##Turicimonas_muris_YL45	-8.375522497772181e-13	-5.742828435018055e-11	0.0	-3.999999999917351	0.0	Spermidine-e0	NH3-e0
Pyruvate-e0##NH3-e0##Turicimonas_muris_YL45	2.6123547769429933e-13	-8.122835737367495e-12	0.0	-1.63069557856943e-12	0.0	Pyruvate-e0	NH3-e0
Folate##NH3-e0##Turicimonas_muris_YL45	2.7547741865419084e-11	-1.4355094890561304e-10	0.0	24.500000000091106	0.0	Folate	NH3-e0
Riboflavin##NH3-e0##Turicimonas_muris_YL45	-15.333333339050114	-7865.453590515264	0.0	0.0	0.0	Riboflavin	NH3-e0
Pyruvate-e0##Pyruvate-e0##Turicimonas_muris_YL45	1.1102230246251565e-15	0.0	0.0	-2.4424906541753444e-15	0.0	Pyruvate-e0	Pyruvate-e0
Riboflavin##L-Asparagine-e0##Turicimonas_muris_YL45	2.347988470319251e-11	28.98957316826345	0.0	0.0	0.0	Riboflavin	L-Asparagine-e0
Riboflavin##Ca2+-e0##Turicimonas_muris_YL45	7.277511926417901e-13	0.9241112603167059	0.0	0.0	0.0	Riboflavin	Ca2+-e0
Riboflavin##Cu2+-e0##Turicimonas_muris_YL45	2.26929586233382e-13	0.9241112603206404	0.0	0.0	0.0	Riboflavin	Cu2+-e0
Riboflavin##Fe2+-e0##Turicimonas_muris_YL45	-5.07172082109264e-12	1.924111260298342	0.0	0.0	0.0	Riboflavin	Fe2+-e0
Folate##Glycine-e0##Turicimonas_muris_YL45	-2.348121697082206e-13	1.580957587066223e-13	0.0	0.9999999999993244	0.0	Folate	Glycine-e0
Riboflavin##Glycine-e0##Turicimonas_muris_YL45	-0.9999999999427409	10.964666328502028	0.0	0.0	0.0	Riboflavin	Glycine-e0
Riboflavin##K+-e0##Turicimonas_muris_YL45	5.632161403923419e-13	0.9241112603184826	0.0	0.0	0.0	Riboflavin	K+-e0
