	1.1428	1.75785	Source	Target
bc1010##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	0.31557553	3.14e-06	bc1010	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1010##Metabolite	-0.31557553	-3.14e-06	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1010
bc1010##2-Oxoglutarate##Microbe	0.01421649	1.4e-07	bc1010	2-Oxoglutarate
2-Oxoglutarate##bc1010##Metabolite	-0.01421649	-1.4e-07	2-Oxoglutarate	bc1010
bc1010##4-Hydroxybenzoate##Microbe	0.00710825	7e-08	bc1010	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1010##Metabolite	-0.00710825	-7e-08	4-Hydroxybenzoate	bc1010
bc1010##5-Aminolevulinate##Microbe	0.05686598	5.6e-07	bc1010	5-Aminolevulinate
5-Aminolevulinate##bc1010##Metabolite	-0.05686598	-5.6e-07	5-Aminolevulinate	bc1010
bc1010##AMP##Microbe	0.181813	1.81e-06	bc1010	AMP
AMP##bc1010##Metabolite	-0.181813	-1.81e-06	AMP	bc1010
bc1010##Acetate##Microbe	-14.518127300000002	-0.00014424	bc1010	Acetate
bc1010##Adenosine##Microbe	0.09016352	9e-07	bc1010	Adenosine
Adenosine##bc1010##Metabolite	-0.09016352	-9e-07	Adenosine	bc1010
bc1010##Ala-Ala##Microbe	0.06335402999999999	6.3e-07	bc1010	Ala-Ala
Ala-Ala##bc1010##Metabolite	-0.06335402999999999	-6.3e-07	Ala-Ala	bc1010
bc1010##BET##Microbe	0.01421649	1.4e-07	bc1010	BET
BET##bc1010##Metabolite	-0.01421649	-1.4e-07	BET	bc1010
bc1010##BIOT##Microbe	0.00710825	7e-08	bc1010	BIOT
BIOT##bc1010##Metabolite	-0.00710825	-7e-08	BIOT	bc1010
bc1010##CMP##Microbe	0.21304181	2.12e-06	bc1010	CMP
CMP##bc1010##Metabolite	-0.21304181	-2.12e-06	CMP	bc1010
bc1010##CO2##Microbe	-18.38113653	-0.00018263	bc1010	CO2
bc1010##Ca2+##Microbe	0.00710825	7e-08	bc1010	Ca2+
Ca2+##bc1010##Metabolite	-0.00710825	-7e-08	Ca2+	bc1010
bc1010##Chorismate##Microbe	0.01421649	1.4e-07	bc1010	Chorismate
Chorismate##bc1010##Metabolite	-0.01421649	-1.4e-07	Chorismate	bc1010
bc1010##Cl-##Microbe	0.00710825	7e-08	bc1010	Cl-
Cl-##bc1010##Metabolite	-0.00710825	-7e-08	Cl-	bc1010
bc1010##Co2+##Microbe	0.00710825	7e-08	bc1010	Co2+
Co2+##bc1010##Metabolite	-0.00710825	-7e-08	Co2+	bc1010
bc1010##CoA##Microbe	0.01421649	1.4e-07	bc1010	CoA
CoA##bc1010##Metabolite	-0.01421649	-1.4e-07	CoA	bc1010
bc1010##Cu2+##Microbe	0.00710825	7e-08	bc1010	Cu2+
Cu2+##bc1010##Metabolite	-0.00710825	-7e-08	Cu2+	bc1010
bc1010##D-Arabinose##Microbe	0.19006209	1.89e-06	bc1010	D-Arabinose
D-Arabinose##bc1010##Metabolite	-0.19006209	-1.89e-06	D-Arabinose	bc1010
bc1010##D-Glucose##Microbe	9.39207302	9.331e-05	bc1010	D-Glucose
D-Glucose##bc1010##Metabolite	-9.39207302	-9.331e-05	D-Glucose	bc1010
bc1010##Deoxycytidine##Microbe	0.05358583	5.3e-07	bc1010	Deoxycytidine
