	0.13195	0.27249999999999996	0.33009999999999995	0.38749999999999996	0.39005	0.7811	1.5854	Source	Target
bc1003##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-1.87977394	-0.73497017	-0.31612458	-0.16568885	-0.14145193	-1.16e-05	0.0	bc1003	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1003##Metabolite	1.87977394	0.73497017	0.31612458	0.16568885	0.14145193	1.16e-05	0.0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1003
bc1003##4-Hydroxybenzoate##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	4-Hydroxybenzoate	bc1003
bc1003##5-Aminolevulinate##Microbe	-0.33873087	-0.13243991	-0.05696491	-0.02985674	-0.02548931	-2.09e-06	0.0	bc1003	5-Aminolevulinate
5-Aminolevulinate##bc1003##Metabolite	0.33873087	0.13243991	0.05696491	0.02985674	0.02548931	2.09e-06	0.0	5-Aminolevulinate	bc1003
bc1003##AMP##Microbe	-1.62006982	-0.63342882	-0.27244973	-0.14279775	-0.12190934	-1e-05	0.0	bc1003	AMP
AMP##bc1003##Metabolite	1.62006982	0.63342882	0.27244973	0.14279775	0.12190934	1e-05	0.0	AMP	bc1003
bc1003##Acetate##Microbe	87.74939143	34.30901118	14.7569551	7.73449137	6.60309218	0.00054147	0.0	bc1003	Acetate
bc1003##Ala-Ala##Microbe	-0.37737798	-0.14755049	-0.06346426	-0.03326321	-0.02839748	-2.33e-06	0.0	bc1003	Ala-Ala
Ala-Ala##bc1003##Metabolite	0.37737798	0.14755049	0.06346426	0.03326321	0.02839748	2.33e-06	0.0	Ala-Ala	bc1003
bc1003##BET##Microbe	-0.08468272	-0.03310998	-0.01424123	-0.00746419	-0.00637233	-5.2e-07	0.0	bc1003	BET
BET##bc1003##Metabolite	0.08468272	0.03310998	0.01424123	0.00746419	0.00637233	5.2e-07	0.0	BET	bc1003
bc1003##BIOT##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	BIOT
BIOT##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	BIOT	bc1003
bc1003##CMP##Microbe	-1.26901617	-0.49617085	-0.21341247	-0.11185485	-0.09549275	-7.83e-06	0.0	bc1003	CMP
CMP##bc1003##Metabolite	1.26901617	0.49617085	0.21341247	0.11185485	0.09549275	7.83e-06	0.0	CMP	bc1003
bc1003##CO2##Microbe	108.57150799	42.45022126	18.25864365	9.56981443	8.1699447	0.00066995	0.0	bc1003	CO2
bc1003##Ca2+##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	Ca2+
Ca2+##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	Ca2+	bc1003
bc1003##Chorismate##Microbe	-0.08468272	-0.03310998	-0.01424123	-0.00746419	-0.00637233	-5.2e-07	0.0	bc1003	Chorismate
Chorismate##bc1003##Metabolite	0.08468272	0.03310998	0.01424123	0.00746419	0.00637233	5.2e-07	0.0	Chorismate	bc1003
bc1003##Cl-##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	Cl-
Cl-##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	Cl-	bc1003
bc1003##Co2+##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	Co2+
Co2+##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	Co2+	bc1003
bc1003##CoA##Microbe	-0.08468272	-0.03310998	-0.01424123	-0.00746419	-0.00637233	-5.2e-07	0.0	bc1003	CoA
CoA##bc1003##Metabolite	0.08468272	0.03310998	0.01424123	0.00746419	0.00637233	5.2e-07	0.0	CoA	bc1003
bc1003##Cu2+##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	Cu2+
Cu2+##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	Cu2+	bc1003
bc1003##D-Arabinose##Microbe	-1.13213395	-0.44265146	-0.19039277	-0.09978964	-0.08519244	-6.99e-06	0.0	bc1003	D-Arabinose
D-Arabinose##bc1003##Metabolite	1.13213395	0.44265146	0.19039277	0.09978964	0.08519244	6.99e-06	0.0	D-Arabinose	bc1003
bc1003##D-Glucose##Microbe	-54.16001513	-21.17594817	-9.10817612	-4.77382422	-4.07551057	-0.0003342	0.0	bc1003	D-Glucose
D-Glucose##bc1003##Metabolite	54.16001513	21.17594817	9.10817612	4.77382422	4.07551057	0.0003342	0.0	D-Glucose	bc1003
bc1003##Deoxycytidine##Microbe	-0.31255979	-0.12220731	-0.05256368	-0.02754995	-0.02351995	-1.93e-06	0.0	bc1003	Deoxycytidine
Deoxycytidine##bc1003##Metabolite	0.31255979	0.12220731	0.05256368	0.02754995	0.02351995	1.93e-06	0.0	Deoxycytidine	bc1003
bc1003##Deoxyguanosine##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	Deoxyguanosine
Deoxyguanosine##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	Deoxyguanosine	bc1003
bc1003##Folate##Microbe	-0.12702408	-0.04966496	-0.02136184	-0.01119628	-0.00955849	-7.8e-07	0.0	bc1003	Folate
Folate##bc1003##Metabolite	0.12702408	0.04966496	0.02136184	0.01119628	0.00955849	7.8e-07	0.0	Folate	bc1003
bc1003##Formate##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	Formate
Formate##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	Formate	bc1003
bc1003##GTP##Microbe	-2.04311603	-0.79883506	-0.34359408	-0.1800863	-0.15374333	-1.261e-05	0.0	bc1003	GTP
GTP##bc1003##Metabolite	2.04311603	0.79883506	0.34359408	0.1800863	0.15374333	1.261e-05	0.0	GTP	bc1003
bc1003##Glycerol##Microbe	-0.93988697	-0.36748509	-0.15806229	-0.08284442	-0.07072596	-5.8e-06	0.0	bc1003	Glycerol
Glycerol##bc1003##Metabolite	0.93988697	0.36748509	0.15806229	0.08284442	0.07072596	5.8e-06	0.0	Glycerol	bc1003
bc1003##Glycine##Microbe	-7.56625995	-2.95832134	-1.27243	-0.66691257	-0.56935679	-4.669e-05	0.0	bc1003	Glycine
Glycine##bc1003##Metabolite	7.56625995	2.95832134	1.27243	0.66691257	0.56935679	4.669e-05	0.0	Glycine	bc1003
bc1003##H+##Microbe	76.89647059	30.06564292	12.93180209	6.77788277	5.78641602	0.0004745	0.0	bc1003	H+
bc1003##H2O##Microbe	199.01924986	77.81425668	33.46938464	17.5421464	14.97608624	0.00122807	-1e-08	bc1003	H2O
bc1003##Heme##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	Heme
Heme##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	Heme	bc1003
bc1003##K+##Microbe	-0.04234136	-0.01655499	-0.00712061	-0.00373209	-0.00318616	-2.6e-07	0.0	bc1003	K+
K+##bc1003##Metabolite	0.04234136	0.01655499	0.00712061	0.00373209	0.00318616	2.6e-07	0.0	K+	bc1003
bc1003##L-Alanine##Microbe	-6.83436134	-2.67215733	-1.14934545	-0.60240086	-0.51428183	-4.217e-05	0.0	bc1003	L-Alanine
L-Alanine##bc1003##Metabolite	6.83436134	2.67215733	1.14934545	0.60240086	0.51428183	4.217e-05	0.0	L-Alanine	bc1003
bc1003##L-Arginine##Microbe	-3.72234004	-1.4553925	-0.62599186	-0.32809808	-0.28010399	-2.297e-05	0.0	bc1003	L-Arginine
L-Arginine##bc1003##Metabolite	3.72234004	1.4553925	0.62599186	0.32809808	0.28010399	2.297e-05	0.0	L-Arginine	bc1003
bc1003##L-Asparagine##Microbe	-3.03028043	-1.18480509	-0.50960709	-0.2670979	-0.22802689	-1.87e-05	0.0	bc1003	L-Asparagine
