	0.0000-0.7945	0.7955-1.5328	1.5328-2.0000	Source	Target
bc1002##L-Proline##Microbe	-0.028187920666259875	-0.0499363085241974	-0.0499363085241974	bc1002	L-Proline
bc1002##O2##Microbe	-1.0000000000000024	-1.771549917265432	-1.771549917265432	bc1002	O2
bc1015##L-Aspartate##Microbe	-0.030777027205217453	-0.05597644438900996	-0.05597644438900996	bc1015	L-Aspartate
bc1015##CO2##Microbe	1.1067833153116753	2.0129882683966716	2.0129882683966716	bc1015	CO2
bc1015##Deoxycytidine##Microbe	-0.0022404697575750814	-0.004074907233694529	-0.004074907233694529	bc1015	Deoxycytidine
bc1015##Pyridoxal##Microbe	-0.00043003978382489866	-0.000782145003278791	-0.000782145003278791	bc1015	Pyridoxal
bc1015##UMP##Microbe	-0.01434989625991365	-0.02609921239712669	-0.02609921239712669	bc1015	UMP
bc1002##L-Phenylalanine##Microbe	-0.02362610741833851	-0.041854828642261754	-0.041854828642261754	bc1002	L-Phenylalanine
bc1015##Heme##Microbe	-0.00043003978382413283	-0.0007821450032773961	-0.0007821450032773961	bc1015	Heme
bc1015##L-Histidine##Microbe	-0.012147030692968859	-0.022092698672381745	-0.022092698672381745	bc1015	L-Histidine
bc1015##L-Proline##Microbe	-0.028252082622971516	-0.05138414185598723	-0.05138414185598723	bc1015	L-Proline
bc1002##Myristic acid##Microbe	-0.011542229183469291	-0.02044763515503363	-0.02044763515503363	bc1002	Myristic acid
bc1002##Cu2+##Microbe	-0.0004290631409941369	-0.0007601067719287894	-0.0007601067719287894	bc1002	Cu2+
bc1002##Spermidine##Microbe	-0.0004290631409926403	-0.0007601067719280087	-0.0007601067719280087	bc1002	Spermidine
bc1015##L-Lysine##Microbe	-0.04374295884378097	-0.07955853847750927	-0.07955853847750927	bc1015	L-Lysine
bc1002##L-Arginine##Microbe	-0.037720067751468196	-0.06682298290436019	-0.06682298290436019	bc1002	L-Arginine
O2##bc1015##Metabolite	0.15324853629752633	0.0	0.0	O2	bc1015
bc1002##GTP##Microbe	-0.020703770781834212	-0.03667776341564067	-0.03667776341564067	bc1002	GTP
bc1015##Cl-##Microbe	-0.0004300397838256223	-0.0007821450032787043	-0.0007821450032787043	bc1015	Cl-
bc1015##H2O##Microbe	2.0195705202845673	3.673141533930486	3.673141533930486	bc1015	H2O
bc1002##D-Glucose##Microbe	-0.5644774613766486	-1.0000000000000038	-1.0000000000000038	bc1002	D-Glucose
