	0.0000-0.0000	0.0000-0.0806	0.0873-0.0993	0.0993-0.1103	0.1103-0.2238	0.2238-0.2317	0.2317-0.2319	0.2319-0.3330	0.3655-0.3656	0.3705-0.3747	0.4872-0.4873	0.4873-0.4920	0.4920-0.7412	0.7412-0.7416	0.7416-0.9613	0.9613-0.9613	0.9613-0.9867	0.9867-0.9892	0.9892-0.9892	0.9892-1.0076	1.0844-1.3346	1.3346-1.3930	1.3935-1.6640	1.6640-1.6640	1.7342-1.7342	1.7342-1.7345	1.7345-1.7345	1.7432-1.7436	1.7436-1.7436	1.7436-1.7527	1.7527-1.7528	1.7760-1.8084	1.8084-1.8084	1.8084-15.4168	15.4168-20.0000	Source	Target
Muribaculum_intestinale_YL27##H+-e0##Microbe##Riboflavin	-5.32646048110033	-3.9999999999948064	-7.570655407108817	1160.1062192117506	-882.4970500334265	-1749.3710873113487	-1526.4298222469336	-1711.8243767580284	167.4568292544453	-750.0400606778327	-1152.1229600557915	884.5541100090959	335.7942521721043	335.7942521732055	335.79425217322756	335.79425217161656	335.79425217161753	-1777.2964945355754	469.8826232541585	1568.0485626911043	-1874.58361494425	518.0307923965499	-715.018140529436	-715.0181405328033	2573.69318938656	-711.8910353271306	2505.466510373016	-5910.2560359648205	9694.525365413892	-706.7381244185499	-706.7381244280227	-781.7312545167366	-3545.4546852521394	-790.0112706427924	-0.6666666666578922	Muribaculum_intestinale_YL27	H+-e0
Muribaculum_intestinale_YL27##H+-e0##Microbe##PAN	1684.0479022821887	1859.712946506858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	H+-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##Neu5Ac-e0	0.8075601374644092	3.000000000026862	0.0	0.0	0.0	0.0	4.99999999999643	2.5000000000138107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##O2-e0	2.1305841924459057	0.0	1.6949817908900913	0.0	0.0	0.0	-1.9999999999998	-1.0000000000071163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##Sucrose	0.15463917525834556	1.0000000000068023	-3.3899635817812133	0.0	0.0	0.0	7.999999999995258	4.00000000002324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##Folate	4.2554410080233644	5.000000000012778	5.237454477226169	1.0000000000138969	1.0000000000132332	1.000000000013222	-0.33333333332479326	1.3333333333321469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##Riboflavin	1.884306987400451	0.9999999999955179	4.237454477226176	-1078.3157374810364	-1078.3157374761943	-1078.3157374773746	-743.9038398805033	-929.2983943928504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Aspartate-e0##Microbe##PAN	-1657.8124352925981	-1774.922464775863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Aspartate-e0
Muribaculum_intestinale_YL27##L-Cysteine-e0##Microbe##PAN	-13.013505963574536	-13.013505963578602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Cysteine-e0
Muribaculum_intestinale_YL27##L-Histidine-e0##Microbe##PAN	-11.39328203128832	-11.393282031291937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Histidine-e0
Muribaculum_intestinale_YL27##L-Arginine-e0##Microbe##PAN	-36.57235834212435	-36.57235834213402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Arginine-e0
Muribaculum_intestinale_YL27##L-Lysine-e0##Microbe##PAN	-41.26899935777022	-41.26899935778351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	L-Lysine-e0
Muribaculum_intestinale_YL27##Inosine-e0##Microbe##Folate	1.0000000000001685	1.0000000000003992	1.236115021756574	1.0000000000008396	1.0000000000008047	1.0000000000007925	1.0000000000008626	1.0000000000000062	0.9999999999995239	0.9999999999993822	0.9999999999978857	1.0000000000000224	1.0000000000000657	0.9999999999996846	0.9999999999996783	1.000000000000266	1.000000000000301	0.9999999999995186	0.9999999999997736	0.9999999999997649	1.0000000000006437	1.000000000000246	0.9999999999996609	1.0000000000005007	0.9999999999990443	0.9999999999969063	0.9999999999989151	0.9999999999936301	1.0000000000020401	1.0000000000031695	1.0000000000058977	0.9999999999992284	1.0000000000001414	0.9999999999997206	1.0000000000009037	Muribaculum_intestinale_YL27	Inosine-e0
Muribaculum_intestinale_YL27##Inosine-e0##Microbe##Riboflavin	1.000000000000003	0.9999999999998787	1.2361150217565233	-59.084785614589094	-59.084785614367355	-59.084785614418585	-59.08478561442789	-59.08478561433252	-59.08478561400605	-59.084785613883476	-59.08478561459694	-59.08478561397967	-59.08478561397001	-59.084785614154676	-59.08478561415375	-59.08478561386304	-59.084785613864476	-59.08478561426703	-59.08478561397991	-59.08478561397316	-59.084785614393155	-59.08478561420007	-59.08478561388554	-59.08478561413187	-59.08478561369387	-59.084785613048204	-59.08478561364203	-59.084785612054304	-59.084785614629894	-59.08478561498067	-59.08478561584778	-59.08478561371374	-59.08478561405136	-59.0847856138971	1.0000000000007194	Muribaculum_intestinale_YL27	Inosine-e0
Muribaculum_intestinale_YL27##Inosine-e0##Microbe##PAN	-60.084785614392786	-60.08478561440785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Inosine-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##Neu5Ac-e0	-2.000000000006359	-2.000000000021663	0.9999999999998428	1.0000000000018152	1.0000000000051354	1.0000000000035376	1.0000000000038716	-1.5000000000081903	1.0000000000004867	0.9999999999981347	-4.000000000095416	-0.6666666666663102	-1.4999999999980904	-1.5000000000165221	-1.5000000000159732	-3.999999999980969	-3.9999999999806373	-4.000000000034812	-1.4999999999997184	-3.9999999999999982	-1.5000000000048397	1.0000000000060187	0.9999999999971263	0.9999999999999832	0.9999999999953707	0.9999999999877108	0.9999999999948476	0.9999999999759035	1.0000000000107103	1.000000000016727	1.0000000000329161	0.9999999999933361	1.0000000000015918	0.9999999999969545	1.0000000000059919	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##Sucrose	-1.000000000000456	-1.0000000000054166	2.348209565507074	0.0	0.0	0.0	0.0	-4.000000000013846	0.0	0.0	-8.000000000211122	-0.666666666667351	-2.499999999997242	-2.5000000000378124	-2.5000000000366467	-7.99999999996064	-7.999999999959357	-8.000000000078366	-2.500000000000515	-8.000000000001693	-4.000000000008124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##Folate	-6.000000000004139	-6.000000000010196	-4.935261956883973	-2.000000000009837	-2.000000000009395	-2.000000000009345	-2.0000000000101417	-0.333333333332603	0.9999999999961856	0.9999999999944705	-1.6666666666150765	-2.999999999998984	-2.6666666666664627	-2.6666666666591907	-2.6666666666592262	-1.6666666666723442	-1.666666666673237	-1.6666666666514953	-2.166666666661287	-1.6666666666581147	0.6666666666638956	3.0000000000015747	2.9999999999934577	3.0000000000045177	2.9999999999853157	2.999999999951863	2.9999999999831974	2.999999999905823	3.0000000000236793	3.00000000004419	3.0000000000851763	2.999999999987369	2.9999999999998415	2.9999999999926317	3.0000000000092455	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##Riboflavin	-3.0000000000004095	-2.999999999996425	-4.935261956883806	744.943519688035	744.9435196848775	744.9435196856671	744.9435196857668	559.5489651711277	-411.1182636747367	-469.09741001031176	1481.8546625437098	972.685395015575	1113.3456883689837	1113.3456883724575	1113.3456883724534	1604.1218099838975	1604.121809983937	1604.1218099950972	1042.3270305419355	1591.4100002605035	358.5304382576225	-837.7767654107217	-837.7767654063503	-837.7767654096219	-837.7767654038562	-837.7767653937452	-837.7767654030135	-837.7767653797864	-837.7767654158849	-837.7767654222249	-837.7767654352882	-837.776765403992	-837.7767654086022	-837.7767654059389	0.0	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##NH3-e0##Microbe##PAN	1443.5502469830633	1443.5502469834944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	NH3-e0
Muribaculum_intestinale_YL27##Neu5Ac-e0##Microbe##Neu5Ac-e0	-1.0000000000000004	-0.9999999999999992	-0.9999999999999997	-1.0	-0.999999999999998	-1.0000000000000004	-0.9999999999999996	-1.0000000000000013	-1.0000000000000002	-1.0000000000000009	-1.0000000000000002	-0.9999999999999994	-0.9999999999999996	-1.000000000000002	-0.9999999999999996	-0.9999999999999983	-0.9999999999999983	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-0.9999999999999996	-0.9999999999999999	-1.0000000000000002	-0.9999999999999996	-1.0000000000000009	-0.9999999999999997	-1.0000000000000016	-1.0000000000000009	-1.0000000000000009	-1.0000000000000007	-1.0	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	Muribaculum_intestinale_YL27	Neu5Ac-e0
Muribaculum_intestinale_YL27##Acetate-e0##Microbe##Neu5Ac-e0	2.288659793807132	-1.0000000000274363	2.000000000000077	2.000000000003052	3.9999999999928724	2.333333333333001	-1.00000000000153	1.5000000000012186	1.5000000000000773	1.4999999999995206	9.000000000039936	0.6666666666668145	3.999999999999747	1.499999999992027	1.499999999992278	3.999999999999597	3.999999999999624	9.000000000020117	1.4999999999998843	-1.0000000000000808	4.000000000016045	6.500000000016361	2.3333333333326394	2.3333333333337065	1.5000000000048899	2.333333333330294	1.500000000005219	1.5000000000243587	1.499999999989242	1.4999999999833074	-1.0000000001099292	3.9999999999906146	4.000000000001993	3.9999999999962004	4.000000000009017	Muribaculum_intestinale_YL27	Acetate-e0
Muribaculum_intestinale_YL27##Acetate-e0##Microbe##O2-e0	-1.195876288665866	2.0000000000126827	0.23062574342206307	2.0000000000030016	0.0	0.6666666666666777	2.0000000000007065	0.9999999999994453	0.9999999999997703	1.0000000000000056	-2.000000000017644	1.333333333334197	0.0	1.0000000000039964	1.000000000003906	0.0	0.0	-2.000000000009218	1.0000000000011644	2.0000000000020184	0.0	-1.0000000000102238	0.6666666666667264	0.6666666666663607	0.9999999999995723	0.6666666666677113	0.9999999999994473	0.9999999999917183	1.0000000000058222	1.000000000008063	2.0000000000483307	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Acetate-e0
Muribaculum_intestinale_YL27##Acetate-e0##Microbe##Sucrose	0.2680412371127709	-1.0000000000069422	3.538748513156736	0.0	3.9999999999896163	1.3333333333328667	-4.000000000002234	0.0	0.0	0.0	18.00000000008815	-0.3333333333337798	6.999999999999417	1.4999999999818476	1.4999999999823748	6.999999999999114	6.999999999999193	18.000000000045436	1.4999999999991003	-4.000000000001385	4.000000000026885	8.000000000028551	1.3333333333325403	1.3333333333324893	1.5000000000036102	1.3333333333331217	1.500000000003397	1.500000000002622	1.49999999998836	1.4999999999860718	-1.000000000099467	3.999999999986215	4.00000000000456	3.9999999999951092	4.0000000000149	Muribaculum_intestinale_YL27	Acetate-e0
Muribaculum_intestinale_YL27##Acetate-e0##Microbe##Folate	-0.8831615120325504	-2.0000000000130935	-2.423435641445594	1.999999999985257	2.3333333333438477	1.7777777777780894	2.6666666666708023	0.9999999999997915	0.9999999999989052	0.9999999999986008	-4.333333333355403	-0.9999999999994125	-2.3333333333330963	-1.333333333329612	-1.3333333333296886	-2.3333333333330657	-2.333333333333092	-4.333333333342139	-2.8333333333297626	-2.3333333333267685	2.333333333343331	4.666666666670827	0.7777777777761609	0.7777777777803417	-2.8333333333177704	0.7777777777657854	-2.83333333331634	-2.8333333332382318	-2.8333333333570554	-2.83333333337739	-9.000000000284484	3.3333333333156006	3.333333333332767	3.3333333333236803	3.333333333347301	Muribaculum_intestinale_YL27	Acetate-e0
Muribaculum_intestinale_YL27##Acetate-e0##Microbe##Riboflavin	-1.326460481100286	0.0	-3.4234356414454763	1126.642833814584	-915.9604354300062	-49.08639815414847	-272.02766321880375	-86.63310870489174	-107.31752593193423	-107.31752593168287	-700.5314709388855	572.3916978512781	32.886050399673096	523.6621720194105	523.6621720194158	32.88605039971076	32.88605039971283	-1023.6593229547816	661.7250153860841	1210.8079851045902	-1108.661705545945	-2304.968909209283	-249.88735432529674	-249.887354326527	846.3497556467455	-248.84498592452414	823.6075293089045	823.6075292854578	823.6075293218523	823.6075293281306	2810.07258384552	-1193.366202559884	-1193.3662025662456	-1193.366202562897	3.3333333333450486	Muribaculum_intestinale_YL27	Acetate-e0
Muribaculum_intestinale_YL27##Acetate-e0##Microbe##PAN	1646.5845168846874	1822.2495611093268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Acetate-e0
Muribaculum_intestinale_YL27##Ca2+-e0##Microbe##PAN	-0.9241112603258167	-0.9241112603263102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Ca2+-e0
Muribaculum_intestinale_YL27##Cu2+-e0##Microbe##PAN	-0.9241112603267028	-0.9241112603268286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Cu2+-e0
Muribaculum_intestinale_YL27##Fe2+-e0##Microbe##PAN	-1.9241112603317796	-1.9241112603320458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Fe2+-e0
Muribaculum_intestinale_YL27##Galactose-e0##Microbe##PAN	-6.992697026145624	-6.992697026147846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Galactose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##Neu5Ac-e0	0.9518900343684192	1.500000000014468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##O2-e0	-0.46735395188658246	-1.0000000000065583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##Sucrose	2.288659793814799	2.5000000000036526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##Folate	-0.6861397479928337	-0.49999999999323297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##Riboflavin	-1.7789232531498458	-2.0000000000023754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##D-Glucose-e0##Microbe##PAN	-955.2071670585023	-984.4846744294779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Glucose-e0
Muribaculum_intestinale_YL27##Glycine-e0##Microbe##PAN	-78.04945194283984	-78.04945194285698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Glycine-e0
Muribaculum_intestinale_YL27##K+-e0##Microbe##PAN	-0.9241112603227825	-0.9241112603226898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	K+-e0
Muribaculum_intestinale_YL27##D-Mannose-e0##Microbe##Neu5Ac-e0	-0.09621993126997845	1.000000000006086	0.9999999999999333	0.9999999999972483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	D-Mannose-e0
