	0.0000	0.0020	0.0084	0.0086	0.0088	0.0254	0.0257	0.0261	0.0268	0.0419	0.0420	0.0484	0.0489	0.0559	0.0753	0.0892	0.0899	0.1056	0.1453	0.1454	0.1460	10.0400	10.0401	Source	Target
Riboflavin##Phosphate-e0##Flavonifractor_plautii_YL31	0.0	-6.138520802778658e-10	-5.751132903242251e-11	8.569145393266808e-12	1.8545165403338615e-11	-6.538414254464442e-11	-1.4921397450962104e-11	-2.3874235921539366e-11	9.379164112033322e-11	1.191295950775384e-10	0.0	6.021991794114001e-10	-4.3802117488667136e-10	1.4220944422049797e-09	3.987565833085682e-11	-1.025981077873439e-09	-7.73070496506989e-12	-8.877520940586692e-11	-2.2960193746257573e-09	4.009265808235796e-09	6.090374427003553e-09	-8.956803299042804e-09	1.0133476280316245e-09	Riboflavin	Phosphate-e0
Riboflavin##L-Glutamate-e0##Flavonifractor_plautii_YL31	0.0	-7.398455181828467e-10	-58.85877528756393	-1.0299384973972536	-127.55388979364733	-1.270166194444755e-10	-21.06823018775637	-24.009750134602825	-114.67100575338117	3.4305003282497637e-10	0.0	1.930743565026205e-09	-1.3608314475277439e-09	-1353.831030923708	5.632045940728858e-10	1207.5359955598497	-3.353761712787673e-11	-156.58575430163125	1559.967613515526	-3548.3807708053055	-14471.41478631549	20426.935648454557	-1411.9845011716302	Riboflavin	L-Glutamate-e0
Riboflavin##D-Glucose-e0##Flavonifractor_plautii_YL31	0.0	-1.8745893726190843e-11	-1.6040502259784262e-12	1.4406253967536031e-12	1.3020695632803836e-12	-3.552713678800501e-12	-4.298783551348606e-13	-2.6414426201881724e-12	6.0680349633912556e-12	5.227818178354937e-12	0.0	3.6559200111696555e-11	-2.0866863792434742e-11	1.028173102213259e-10	1.815436689867056e-12	-7.841549631848466e-11	-2.7178259642823832e-12	-1.9397816686250735e-12	-1.290398898845524e-10	2.1819523965405097e-10	5.479741105318681e-10	-210.06782879220165	210.06782879149006	Riboflavin	D-Glucose-e0
Riboflavin##Mn2+-e0##Flavonifractor_plautii_YL31	0.0	-3.72613051524695e-12	-3.077538224260934e-13	6.539213615042172e-14	1.6442402994698568e-13	-5.031530747601209e-13	-1.0036416142611415e-13	-2.1094237467877974e-13	7.37410132956029e-13	3.844702334276917e-13	0.0	4.722888746755416e-12	-3.503641821112069e-12	1.1607936833968324e-11	2.6401103525586223e-13	-8.210210289405495e-12	4.601874437071274e-13	-7.567280135845067e-13	-1.6496137789090426e-11	2.9836466630683844e-11	6.071088076708975e-11	-8.760314695877014e-11	8.05511213286536e-12	Riboflavin	Mn2+-e0
Riboflavin##Zn2+-e0##Flavonifractor_plautii_YL31	0.0	-2.7599034169156766e-12	-2.0883295093199195e-13	1.2823075934420558e-13	9.35918009759007e-14	-5.129230373768223e-13	-6.938893903907228e-14	-1.986188991054405e-13	6.055156376305604e-13	1.2889689315898067e-13	0.0	4.3823833451028804e-12	-3.718914065586887e-12	1.0424661134322832e-11	2.5912605394751154e-13	-6.920797268605838e-12	8.030243137113757e-13	-1.0124123761556802e-12	-1.6189494189688958e-11	2.8174129695912598e-11	4.1709413700630193e-11	-6.251699158354995e-11	7.761791209759394e-12	Riboflavin	Zn2+-e0
Riboflavin##L-Lysine-e0##Flavonifractor_plautii_YL31	0.0	-2.3290169792744564e-10	-2.2893686946190428e-11	2.3590018827235326e-12	7.183587058534613e-12	-1.9490187241899548e-11	10.53411509385862	30.734884263820607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Lysine-e0
Riboflavin##L-Aspartate-e0##Flavonifractor_plautii_YL31	0.0	-1.234568003383174e-10	58.85877528747433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-528.6039407970289	-2599.9460225562043	7178.296071573299	2411.9024642053846	-3256.05744054705	86.89891623544372	Riboflavin	L-Aspartate-e0
Riboflavin##Sulfate-e0##Flavonifractor_plautii_YL31	0.0	-1.3011813848606835e-12	3.774758283725532e-15	5.10702591327572e-14	1.638689184346731e-13	-4.947153797729698e-13	-1.0103029524088925e-13	-2.560174294785611e-13	8.573142196155459e-13	2.3669954885008337e-13	0.0	3.9475089863572066e-12	-2.0028423364237824e-12	1.1285306023012254e-11	2.6900703886667543e-13	-9.05908681403389e-12	-1.2867484855405564e-13	6.350475700855895e-14	-1.7424950371491832e-11	3.343603172112353e-11	6.24318374775612e-11	-9.337453032998155e-11	1.175559649624347e-11	Riboflavin	Sulfate-e0
Putrescine-e0##L-Arginine-e0##Flavonifractor_plautii_YL31	0.0	-9.43689570931383e-15	2.4424906541753444e-15	-2.3314683517128287e-15	5.551115123125783e-16	6.17284001691587e-14	-8.137934770502397e-14	5.828670879282072e-14	-6.294964549624638e-14	-0.9999999999999479	0.0	0.0	0.4999999999978987	-0.16666666666035834	1.1507461650239748e-13	-0.16666666666890323	-5.5094817597023393e-14	-0.1666666666686971	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	L-Arginine-e0
