	0.5555	Source	Target
bc1015##ddca##Microbe##D-Glucose_e0	0.1846090168298499	bc1015	ddca
bc1015##L-Isoleucine##Microbe##D-Glucose_e0	0.6832446397879897	bc1015	L-Isoleucine
bc1015##CoA##Microbe##D-Glucose_e0	0.015858602283661354	bc1015	CoA
bc1015##L-Glutamine##Microbe##D-Glucose_e0	0.6032138890153468	bc1015	L-Glutamine
bc1015##BET##Microbe##D-Glucose_e0	0.0158586022827692	bc1015	BET
bc1015##Glycine##Microbe##D-Glucose_e0	1.4169397440098075	bc1015	Glycine
bc1015##dGTP##Microbe##D-Glucose_e0	0.03338166606561997	bc1015	dGTP
bc1015##fe3##Microbe##D-Glucose_e0	0.023787903425943526	bc1015	fe3
bc1015##Arsenate##Microbe##D-Glucose_e0	-0.003964650571168046	bc1015	Arsenate
bc1015##meso-2,6-Diaminopimelate##Microbe##D-Glucose_e0	0.0706718862743788	bc1015	meso-2,6-Diaminopimelate
bc1015##Deoxycytidine##Microbe##D-Glucose_e0	0.04131096720787851	bc1015	Deoxycytidine
bc1015##D-Glucose##Microbe##D-Glucose_e0	-1.4366285938649526e-13	bc1015	D-Glucose
bc1015##Heme##Microbe##D-Glucose_e0	0.007929301142242134	bc1015	Heme
bc1015##Nicotinamide ribonucleotide##Microbe##D-Glucose_e0	0.007929301142092794	bc1015	Nicotinamide ribonucleotide
bc1015##Mn2+##Microbe##D-Glucose_e0	0.007929301142089548	bc1015	Mn2+
bc1015##Co2+##Microbe##D-Glucose_e0	0.007929301142244447	bc1015	Co2+
bc1015##L-Glutamate##Microbe##D-Glucose_e0	0.7214615821421102	bc1015	L-Glutamate
bc1015##L-Serine##Microbe##D-Glucose_e0	0.6030218061898621	bc1015	L-Serine
bc1015##Ala-Ala##Microbe##D-Glucose_e0	0.07067188627436416	bc1015	Ala-Ala
bc1015##Thiamin##Microbe##D-Glucose_e0	0.007929301141954143	bc1015	Thiamin
bc1015##Spermidine##Microbe##D-Glucose_e0	0.00792930114217196	bc1015	Spermidine
bc1015##L-Proline##Microbe##D-Glucose_e0	0.520926852435042	bc1015	L-Proline
bc1015##PPi##Microbe##D-Glucose_e0	-0.0780238536533952	bc1015	PPi
bc1015##Zn2+##Microbe##D-Glucose_e0	0.00792930114228313	bc1015	Zn2+
bc1015##dATP##Microbe##D-Glucose_e0	0.049231633957674936	bc1015	dATP
bc1015##K+##Microbe##D-Glucose_e0	0.00792930114216429	bc1015	K+
bc1015##Chorismate##Microbe##D-Glucose_e0	0.01585860228417542	bc1015	Chorismate
bc1015##L-Cysteine##Microbe##D-Glucose_e0	0.21516543904917446	bc1015	L-Cysteine
bc1015##L-Leucine##Microbe##D-Glucose_e0	1.060727866190111	bc1015	L-Leucine
bc1015##CMP##Microbe##D-Glucose_e0	0.2376497047169595	bc1015	CMP
bc1015##Putrescine##Microbe##D-Glucose_e0	0.007929301142267009	bc1015	Putrescine
bc1015##L-Valine##Microbe##D-Glucose_e0	0.9952974402801783	bc1015	L-Valine
bc1015##Cu2+##Microbe##D-Glucose_e0	0.007929301142106342	bc1015	Cu2+
bc1015##L-Methionine##Microbe##D-Glucose_e0	0.3452670176419228	bc1015	L-Methionine
bc1015##Niacin##Microbe##D-Glucose_e0	-0.007929301142234287	bc1015	Niacin
bc1015##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe##D-Glucose_e0	0.35202681698922395	bc1015	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1015##5-Aminolevulinate##Microbe##D-Glucose_e0	0.06343440913727287	bc1015	5-Aminolevulinate
bc1015##Glycerol##Microbe##D-Glucose_e0	0.17601340849452335	bc1015	Glycerol
bc1015##L-Aspartate##Microbe##D-Glucose_e0	0.5674831170246737	bc1015	L-Aspartate
bc1015##H+##Microbe##D-Glucose_e0	5.878989470896546	bc1015	H+
bc1015##Ca2+##Microbe##D-Glucose_e0	0.007929301142259412	bc1015	Ca2+
bc1015##BIOT##Microbe##D-Glucose_e0	0.007929301142177884	bc1015	BIOT
bc1015##Formate##Microbe##D-Glucose_e0	0.00792930114214597	bc1015	Formate
bc1015##CO2##Microbe##D-Glucose_e0	-0.1316736551266775	bc1015	CO2
bc1015##L-Tryptophan##Microbe##D-Glucose_e0	0.13337740666211484	bc1015	L-Tryptophan
bc1015##TTP##Microbe##D-Glucose_e0	0.04923163395760087	bc1015	TTP
bc1015##Arsenite##Microbe##D-Glucose_e0	0.00396465057103539	bc1015	Arsenite
bc1015##Sulfate##Microbe##D-Glucose_e0	0.007929301142000434	bc1015	Sulfate
bc1015##Oxidized glutathione##Microbe##D-Glucose_e0	0.003964650571025758	bc1015	Oxidized glutathione
bc1015##L-Threonine##Microbe##D-Glucose_e0	0.5964234977153167	bc1015	L-Threonine
bc1015##L-Histidine##Microbe##D-Glucose_e0	0.2239733809987062	bc1015	L-Histidine
bc1015##Cl-##Microbe##D-Glucose_e0	0.007929301142182219	bc1015	Cl-
bc1015##Pyridoxal##Microbe##D-Glucose_e0	0.00792930114223005	bc1015	Pyridoxal
bc1015##S-Adenosyl-L-methionine##Microbe##D-Glucose_e0	0.023787903425150435	bc1015	S-Adenosyl-L-methionine
bc1015##Folate##Microbe##D-Glucose_e0	0.023787903426327528	bc1015	Folate
bc1015##L-Phenylalanine##Microbe##D-Glucose_e0	0.43662226520513214	bc1015	L-Phenylalanine
bc1015##Deoxyguanosine##Microbe##D-Glucose_e0	0.007929301142106153	bc1015	Deoxyguanosine
bc1015##Myristic acid##Microbe##D-Glucose_e0	0.2394223008188898	bc1015	Myristic acid
bc1015##TRHL##Microbe##D-Glucose_e0	0.1673696365520765	bc1015	TRHL
bc1015##D-Arabinose##Microbe##D-Glucose_e0	0.21201565882390422	bc1015	D-Arabinose
bc1015##UMP##Microbe##D-Glucose_e0	0.2645909822366048	bc1015	UMP
bc1015##NADP##Microbe##D-Glucose_e0	0.01585860228425027	bc1015	NADP
bc1015##L-Alanine##Microbe##D-Glucose_e0	1.279876488182535	bc1015	L-Alanine
bc1015##Acetate##Microbe##D-Glucose_e0	3.8393488184988986	bc1015	Acetate
bc1015##Riboflavin##Microbe##D-Glucose_e0	0.023787903433198344	bc1015	Riboflavin
bc1015##GTP##Microbe##D-Glucose_e0	0.38261602459479677	bc1015	GTP
bc1015##L-Tyrosine##Microbe##D-Glucose_e0	0.34099318118312605	bc1015	L-Tyrosine
bc1015##L-Lysine##Microbe##D-Glucose_e0	0.8065558270793609	bc1015	L-Lysine
bc1015##L-Arginine##Microbe##D-Glucose_e0	0.6970856914225326	bc1015	L-Arginine
bc1015##H2O##Microbe##D-Glucose_e0	-16.962127253001775	bc1015	H2O
bc1015##O2##Microbe##D-Glucose_e0	-1.837253629969291	bc1015	O2
D-Glucose##bc1003##Metabolite##None	0.2785952523668638	D-Glucose	bc1003
bc1003##dATP##Microbe##D-Glucose_e0	-0.003154170569894995	bc1003	dATP
bc1003##Co2+##Microbe##D-Glucose_e0	-0.000781782619248986	bc1003	Co2+
bc1003##Deoxycytidine##Microbe##D-Glucose_e0	-0.005771043266819352	bc1003	Deoxycytidine
bc1003##Mg##Microbe##D-Glucose_e0	-0.000781782619247819	bc1003	Mg
bc1003##L-Aspartate##Microbe##D-Glucose_e0	-0.05595050933924264	bc1003	L-Aspartate
bc1003##5-Aminolevulinate##Microbe##D-Glucose_e0	-0.006254260953957191	bc1003	5-Aminolevulinate
bc1003##Glycine##Microbe##D-Glucose_e0	-0.13970195412327344	bc1003	Glycine
bc1003##Chorismate##Microbe##D-Glucose_e0	-0.0015635652385007145	bc1003	Chorismate
bc1003##Folate##Microbe##D-Glucose_e0	-0.002345347857735193	bc1003	Folate
bc1003##L-Histidine##Microbe##D-Glucose_e0	-0.02208246266604244	bc1003	L-Histidine
bc1003##Myristic acid##Microbe##D-Glucose_e0	-0.03483916890556085	bc1003	Myristic acid
bc1003##Heme##Microbe##D-Glucose_e0	-0.0007817826192499748	bc1003	Heme
bc1003##L-Proline##Microbe##D-Glucose_e0	-0.05136033451540682	bc1003	L-Proline
bc1003##Oxidized glutathione##Microbe##D-Glucose_e0	-0.0003908913096243489	bc1003	Oxidized glutathione
bc1003##L-Arginine##Microbe##D-Glucose_e0	-0.06872856357858441	bc1003	L-Arginine
bc1003##CMP##Microbe##D-Glucose_e0	-0.023430868028231955	bc1003	CMP
bc1003##Thiamin##Microbe##D-Glucose_e0	-0.0007817826192512815	bc1003	Thiamin
bc1003##Mn2+##Microbe##D-Glucose_e0	-0.0007817826192486523	bc1003	Mn2+
bc1003##GTP##Microbe##D-Glucose_e0	-0.03772369752545079	bc1003	GTP
bc1003##L-Alanine##Microbe##D-Glucose_e0	-0.12618832042194186	bc1003	L-Alanine
bc1003##H+##Microbe##D-Glucose_e0	1.4198014976560032	bc1003	H+
bc1003##Sulfate##Microbe##D-Glucose_e0	-0.0007817826192488572	bc1003	Sulfate
bc1003##L-Tyrosine##Microbe##D-Glucose_e0	-0.03361992911515596	bc1003	L-Tyrosine
bc1003##L-Lysine##Microbe##D-Glucose_e0	-0.07952167735356067	bc1003	L-Lysine
bc1003##AMP##Microbe##D-Glucose_e0	-0.029912654497744662	bc1003	AMP
bc1003##L-Glutamate##Microbe##D-Glucose_e0	-0.07113188353729306	bc1003	L-Glutamate
bc1003##Riboflavin##Microbe##D-Glucose_e0	-0.002345347857755239	bc1003	Riboflavin
bc1003##UMP##Microbe##D-Glucose_e0	-0.026087120089728685	bc1003	UMP
bc1003##BIOT##Microbe##D-Glucose_e0	-0.0007817826192482792	bc1003	BIOT
bc1003##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe##D-Glucose_e0	-0.03470778093786329	bc1003	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1003##CO2##Microbe##D-Glucose_e0	2.0046432360569577	bc1003	CO2
bc1003##dGTP##Microbe##D-Glucose_e0	-0.004989260647572504	bc1003	dGTP
bc1003##Putrescine##Microbe##D-Glucose_e0	-0.000781782619226384	bc1003	Putrescine
bc1003##L-Glutamine##Microbe##D-Glucose_e0	-0.059473354040673304	bc1003	L-Glutamine
bc1003##Ala-Ala##Microbe##D-Glucose_e0	-0.006967833781114463	bc1003	Ala-Ala
bc1003##fe3##Microbe##D-Glucose_e0	-0.0023453478577418084	bc1003	fe3
bc1003##CoA##Microbe##D-Glucose_e0	-0.0015635652384950694	bc1003	CoA
bc1003##Zn2+##Microbe##D-Glucose_e0	-0.0007817826192481664	bc1003	Zn2+
bc1003##4-Hydroxybenzoate##Microbe##D-Glucose_e0	-0.000781782619239842	bc1003	4-Hydroxybenzoate
bc1003##NADP##Microbe##D-Glucose_e0	-0.0015635652384917405	bc1003	NADP
bc1003##Nicotinamide ribonucleotide##Microbe##D-Glucose_e0	-0.0007817826192490895	bc1003	Nicotinamide ribonucleotide
bc1003##Spermidine##Microbe##D-Glucose_e0	-0.0007817826192439945	bc1003	Spermidine
bc1003##L-Threonine##Microbe##D-Glucose_e0	-0.05880386125676814	bc1003	L-Threonine
bc1003##ddca##Microbe##D-Glucose_e0	-0.006967833781116614	bc1003	ddca
bc1003##N-Acetyl-D-glucosamine##Microbe##D-Glucose_e0	-0.02448361044105817	bc1003	N-Acetyl-D-glucosamine
bc1003##BET##Microbe##D-Glucose_e0	-0.001563565238492708	bc1003	BET
bc1003##L-Isoleucine##Microbe##D-Glucose_e0	-0.06736391700933247	bc1003	L-Isoleucine
bc1003##L-Tryptophan##Microbe##D-Glucose_e0	-0.013150230576409051	bc1003	L-Tryptophan
bc1003##Acetate##Microbe##D-Glucose_e0	1.6201877201690305	bc1003	Acetate
bc1003##Niacin##Microbe##D-Glucose_e0	0.0007817826192465329	bc1003	Niacin
bc1003##Ca2+##Microbe##D-Glucose_e0	-0.0007817826192451088	bc1003	Ca2+
bc1003##PPi##Microbe##D-Glucose_e0	0.005142146699790279	bc1003	PPi
bc1003##L-Phenylalanine##Microbe##D-Glucose_e0	-0.043048396320880374	bc1003	L-Phenylalanine
bc1003##K+##Microbe##D-Glucose_e0	-0.0007817826192481054	bc1003	K+
bc1003##Formate##Microbe##D-Glucose_e0	-0.0007817826192454812	bc1003	Formate
bc1003##Glycerol##Microbe##D-Glucose_e0	-0.017353890468933056	bc1003	Glycerol
bc1003##L-Asparagine##Microbe##D-Glucose_e0	-0.0559505093392446	bc1003	L-Asparagine
bc1003##O2##Microbe##D-Glucose_e0	-1.8211657418871308	bc1003	O2
bc1003##D-Arabinose##Microbe##D-Glucose_e0	-0.020903501343333117	bc1003	D-Arabinose
bc1003##TTP##Microbe##D-Glucose_e0	-0.003154170569893114	bc1003	TTP
bc1003##S-Adenosyl-L-methionine##Microbe##D-Glucose_e0	-0.0023453478577414874	bc1003	S-Adenosyl-L-methionine
bc1003##TRHL##Microbe##D-Glucose_e0	-0.0165016652162002	bc1003	TRHL
bc1003##D-Glucose##Microbe##D-Glucose_e0	-1.000000000000002	bc1003	D-Glucose
bc1003##Cu2+##Microbe##D-Glucose_e0	-0.0007817826192463346	bc1003	Cu2+
bc1003##L-Cysteine##Microbe##D-Glucose_e0	-0.021214051212883816	bc1003	L-Cysteine
bc1003##Pyridoxal##Microbe##D-Glucose_e0	-0.0007817826192475122	bc1003	Pyridoxal
bc1003##Deoxyguanosine##Microbe##D-Glucose_e0	-0.0007817826192533977	bc1003	Deoxyguanosine
bc1003##Cl-##Microbe##D-Glucose_e0	-0.0007817826192437118	bc1003	Cl-
bc1003##Nitrite##Microbe##D-Glucose_e0	-0.0002605942063771126	bc1003	Nitrite
bc1003##L-Leucine##Microbe##D-Glucose_e0	-0.10458155071614746	bc1003	L-Leucine
bc1003##L-Valine##Microbe##D-Glucose_e0	-0.09813049420696615	bc1003	L-Valine
bc1003##L-Serine##Microbe##D-Glucose_e0	-0.059454415799863804	bc1003	L-Serine
bc1003##meso-2,6-Diaminopimelate##Microbe##D-Glucose_e0	-0.006967833781117183	bc1003	meso-2,6-Diaminopimelate
bc1003##H2O##Microbe##D-Glucose_e0	3.6746527745200437	bc1003	H2O
bc1003##L-Methionine##Microbe##D-Glucose_e0	-0.03404130434102615	bc1003	L-Methionine
