	0.0000-0.0000	0.0000-0.0012	0.0012-0.0728	0.0728-0.0822	0.0822-0.0987	0.0987-0.0988	0.0988-0.1046	0.1046-0.2040	0.2040-0.2041	0.2041-0.2042	0.2042-0.2043	0.2043-0.2109	0.2118-0.2367	0.2367-0.2420	0.2420-0.2420	0.2420-0.2421	0.2421-6.4287	6.4287-20.0000	Source	Target
Riboflavin##H+-e0##Bacteroides_caecimuris_I48	-4.999999999997711	-4.999999999997711	-4.999999999996094	-0.6666666666839349	-0.6666666666850576	-7.0000000000513625	2.4999999999743228	2.499999999988745	-4.88888888888296	-7.000000000023963	-7.000000000015948	1.4444444444448483	-2.2028340593853533	1529.1014089093496	-702.4572497052588	-5.532668884449741	-698.8301445196449	-697.3586388246089	Riboflavin	H+-e0
PAN##H+-e0##Bacteroides_caecimuris_I48	1241.4349110991093	1241.4349110991093	1241.4349110993528	-859.1274462822214	-859.1274462815638	1790.303573510139	-2177.9113630408797	-2177.9113630461907	1049.2453178747487	1969.5419096118185	1969.5419096076785	-1688.335467207379	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H+-e0
PAN##Uracil-e0##Bacteroides_caecimuris_I48	-39.64223087747924	-39.64223087747924	-39.64223087747698	-39.64223087669607	-39.64223087684159	-39.64223087800007	-39.64223087697352	-39.64223087709735	-39.64223087723091	-39.64223087767795	-39.64223087754235	-39.64223087693399	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Uracil-e0
Folate##L-Aspartate-e0##Bacteroides_caecimuris_I48	1.999999999990071	1.999999999990071	1.9999999999858824	-0.33333333330726517	0.9999999999915209	1.0000000000160785	0.9999999999956788	4.166666666663639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Bacteroides_caecimuris_I48	0.9999999999978576	0.9999999999978576	0.9999999999961677	-3.3333333333072526	0.0	0.0	0.0	3.166666666656031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Bacteroides_caecimuris_I48	-1074.151328039443	-1074.151328039443	-1074.151328039768	1026.411029337558	-301.50904917198244	-301.5090491797957	-301.5090491732945	-1383.0671489648646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Aspartate-e0
Spermidine-e0##D-Glucose-e0##Bacteroides_caecimuris_I48	0.8333333333272207	0.8333333333272207	0.8333333333325006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	D-Glucose-e0
O2-e0##D-Glucose-e0##Bacteroides_caecimuris_I48	-1.000000000019118	-1.000000000019118	-1.000000000008154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	D-Glucose-e0
Folate##D-Glucose-e0##Bacteroides_caecimuris_I48	1.1666666666571794	1.1666666666571794	1.1666666666523462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	D-Glucose-e0
Riboflavin##D-Glucose-e0##Bacteroides_caecimuris_I48	2.1666666666647134	2.1666666666647134	2.1666666666628065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Bacteroides_caecimuris_I48	-1050.2811786936154	-1050.2811786936154	-1050.2811786940447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	D-Glucose-e0
PAN##L-Cysteine-e0##Bacteroides_caecimuris_I48	-13.01350596349274	-13.01350596349274	-13.013505963517346	-13.01350596370213	-13.013505963599892	-13.013505963452713	-13.013505963759364	-13.013505963761459	-13.013505963741009	-13.01350596350529	-13.013505963573666	-13.013505963765104	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Cysteine-e0
Folate##L-Glutamate-e0##Bacteroides_caecimuris_I48	0.9999999999993892	0.9999999999993892	0.9999999999996257	0.9999999999972707	0.9999999999978023	1.0000000000068643	0.9999999999975876	0.9999999999984176	0.9999999999994985	1.0000000000038034	1.0000000000030764	0.9999999999978234	0.7970813182536426	0.9999999999997904	0.9999999999990902	0.9999999999997349	0.9999999999958373	1.08980439910303	Folate	L-Glutamate-e0
PAN##L-Glutamate-e0##Bacteroides_caecimuris_I48	-67.04418554084123	-67.04418554084123	-67.04418554078799	-67.0441855386654	-67.0441855392148	-67.04418554209106	-67.04418553914056	-67.0441855394296	-67.04418553978876	-67.04418554122847	-67.04418554078143	-67.0441855390675	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Glutamate-e0
PAN##L-Histidine-e0##Bacteroides_caecimuris_I48	-11.393282031193825	-11.393282031193825	-11.393282031204084	-11.39328203114536	-11.393282031125922	-11.39328203126818	-11.393282031227727	-11.393282031249125	-11.393282031253635	-11.393282031233717	-11.393282031249823	-11.393282031220595	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Histidine-e0
Spermidine-e0##L-Arginine-e0##Bacteroides_caecimuris_I48	0.999999999999788	0.999999999999788	1.000000000000017	0.9999999999997117	0.999999999999727	0.9999999999998743	0.9999999999997793	0.9999999999998134	0.9999999999998364	0.9999999999998419	0.9999999999998689	0.9999999999998234	0.9911446880194231	1.000000000000224	1.0000000000002738	1.0000000000002627	1.0000000000002904	1.0000000000001663	Spermidine-e0	L-Arginine-e0
PAN##L-Arginine-e0##Bacteroides_caecimuris_I48	-36.57235834181526	-36.57235834181526	-36.572358341838594	-36.572358341455505	-36.572358341460976	-36.57235834215645	-36.572358341724055	-36.57235834180998	-36.572358341856216	-36.57235834196734	-36.572358341956125	-36.57235834169629	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
PAN##L-Lysine-e0##Bacteroides_caecimuris_I48	-41.268999357415524	-41.268999357415524	-41.26899935743923	-41.26899935698096	-41.26899935699904	-41.26899935781104	-41.26899935727972	-41.268999357378384	-41.268999357441956	-41.26899935758625	-41.26899935756545	-41.26899935724905	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Lysine-e0
Folate##Inosine-e0##Bacteroides_caecimuris_I48	0.9999999999994147	0.9999999999994147	0.9999999999991381	0.9999999999982457	0.9999999999983354	1.0000000000023226	0.9999999999993966	0.9999999999998922	1.0000000000002651	1.000000000001108	1.0000000000009033	0.9999999999992931	0.818144923506982	0.9999999999996269	1.0000000000006122	1.00000000000012	1.0000000000002087	1.0117018609149828	Folate	Inosine-e0
Riboflavin##Inosine-e0##Bacteroides_caecimuris_I48	0.9999999999998789	0.9999999999998789	0.9999999999997702	0.9999999999980743	0.9999999999983454	1.0000000000013984	0.9999999999991533	0.9999999999996176	0.9999999999999617	1.0000000000005487	1.0000000000003884	0.999999999999211	0.8617901418653249	-59.08478561412762	-59.08478561445353	-59.0847856142937	-59.08478561431892	-59.102338405676996	Riboflavin	Inosine-e0
PAN##Inosine-e0##Bacteroides_caecimuris_I48	-60.084785613895605	-60.084785613895605	-60.084785613919074	-60.08478561309887	-60.084785613191904	-60.084785614460884	-60.08478561352746	-60.08478561369649	-60.08478561382284	-60.084785614111794	-60.08478561402511	-60.084785613503534	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Inosine-e0
Spermidine-e0##NH3-e0##Bacteroides_caecimuris_I48	-2.833333333324589	-2.833333333324589	-0.999999999999274	-0.999999999986448	-2.6666666666433447	-2.0000000000007008	-2.000000000001272	-2.33333333332635	-2.0000000000039284	-2.0000000000031752	-2.0000000000040337	-2.444444444438862	-2.0958864860451687	-2.0000000000029265	-2.6666666666793004	-2.333333333340575	-1.9999999999995732	-1.9999999999987028	Spermidine-e0	NH3-e0
O2-e0##NH3-e0##Bacteroides_caecimuris_I48	-5.333333333303276	-5.333333333303276	0.0	0.0	1.9999999999935967	0.0	0.0	1.0000000000042415	0.0	0.0	0.0	1.3333333333334543	0.28765945811894655	0.0	2.0000000000021294	0.9999999999971741	0.0	0.0	O2-e0	NH3-e0
Folate##NH3-e0##Bacteroides_caecimuris_I48	-4.233333333317444	-4.233333333317444	-5.999999999981821	-5.999999999964232	-7.333333333264627	1.000000000005206	0.9999999999980244	-2.166666666666783	2.000000000000338	2.000000000011428	2.000000000009261	-3.5555555555444225	0.8014189244888985	1.9999999999986227	-6.333333333362787	-2.166666666671344	1.9999999999986062	1.3302889221951504	Folate	NH3-e0
Riboflavin##NH3-e0##Bacteroides_caecimuris_I48	-2.366666666662956	-2.366666666662956	-2.99999999999505	-2.999999999961496	-6.333333333265068	0.0	0.0	-3.166666666661775	0.0	0.0	0.0	-4.222222222213483	-0.9109216173929948	-396.01031960230284	2392.6880036701486	998.8388420303132	-387.7561092191497	-386.75154260382504	Riboflavin	NH3-e0
PAN##NH3-e0##Bacteroides_caecimuris_I48	1546.705440336528	1546.705440336528	1284.988817164076	1284.988817147838	2612.9088956590685	-36.52212409174648	-36.52212408946265	1045.035975701017	-338.03117326500853	-338.03117326874565	-338.0311732675842	1490.907515133767	0.0	0.0	0.0	0.0	0.0	0.0	PAN	NH3-e0
PAN##Neu5Ac-e0##Bacteroides_caecimuris_I48	-6.9926970260889805	-6.9926970260889805	-6.99269702608463	-6.992697025837082	-6.992697025902933	-6.992697026222486	-6.992697025905439	-6.992697025943672	-6.992697025968743	-6.992697026126844	-6.992697026088844	-6.992697025899947	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Neu5Ac-e0
Spermidine-e0##Acetate-e0##Bacteroides_caecimuris_I48	-0.8333333333220454	-0.8333333333220454	1.0000000000015108	1.0000000000193947	1.0000000000164395	1.0000000000081848	1.3333333333361639	1.3333333333357755	1.2222222222277472	1.0000000000105331	1.0000000000111986	1.4444444444482214	1.4493202327454486	1.1333333333311137	0.333333333318676	1.1666666666645065	1.6666666666778236	1.6666666666785133	Spermidine-e0	Acetate-e0
O2-e0##Acetate-e0##Bacteroides_caecimuris_I48	-3.3333333332955273	-3.3333333332955273	2.0000000000148592	1.9999999999932785	1.999999999996982	2.000000000024938	1.0000000000004938	1.0000000000014486	1.3333333333383577	2.000000000018515	2.0000000000168683	0.6666666666688119	0.6520393017714231	1.5999999999984567	4.0000000000092095	1.5000000000014726	0.0	0.0	O2-e0	Acetate-e0
Folate##Acetate-e0##Bacteroides_caecimuris_I48	-4.233333333313852	-4.233333333313852	-5.999999999976652	-5.999999999952056	-5.999999999954181	-6.0000000000716875	-1.8333333333308044	-1.8333333333337425	-3.2222222222266454	-6.000000000036926	-6.000000000030882	-0.44444444444076997	-0.3834970907069826	-4.333333333326867	-14.333333333379148	-3.9166666666696988	2.3333333333589437	1.829534380494395	Folate	Acetate-e0
Riboflavin##Acetate-e0##Bacteroides_caecimuris_I48	-2.3666666666623066	-2.3666666666623066	-2.9999999999937326	-2.999999999946953	-2.9999999999534626	-3.000000000043573	0.16666666667077276	0.16666666666805027	-0.8888888888885963	-3.0000000000183524	-3.0000000000141434	1.2222222222289056	1.2685422110648847	1303.2897016344366	4649.12768956723	1164.5047854739792	-915.3876414080731	-914.6319429799004	Riboflavin	Acetate-e0
PAN##Acetate-e0##Bacteroides_caecimuris_I48	2000.8453093008236	2000.8453093008236	1739.1286861284764	1739.1286861058118	1739.1286861080025	1739.1286861454323	416.39037394551184	416.39037394651376	877.4127569365033	1797.7093486685574	1797.7093486661192	-31.229339747038356	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Acetate-e0
PAN##L-Asparagine-e0##Bacteroides_caecimuris_I48	-28.989573168201265	-28.989573168201265	-28.989573168143785	-28.989573166713615	-28.98957316713173	-28.98957316897796	-28.989573166918934	-28.989573167088352	-28.98957316734032	-28.989573168427942	-28.98957316807418	-943.4589173649942	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Asparagine-e0
PAN##Ca2+-e0##Bacteroides_caecimuris_I48	-0.9241112603168803	-0.9241112603168803	-0.9241112603170416	-0.9241112603022387	-0.9241112603039056	-0.9241112603283319	-0.924111260309408	-0.9241112603117779	-0.9241112603136645	-0.9241112603213454	-0.9241112603199175	-0.9241112603080427	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Ca2+-e0
PAN##Cu2+-e0##Bacteroides_caecimuris_I48	-0.9241112603175047	-0.9241112603175047	-0.924111260317586	-0.9241112603028889	-0.9241112603050038	-0.9241112603277012	-0.9241112603092059	-0.9241112603123389	-0.9241112603136182	-0.9241112603209125	-0.9241112603191058	-0.9241112603082251	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Cu2+-e0
PAN##Fe2+-e0##Bacteroides_caecimuris_I48	-1.9241112603159987	-1.9241112603159987	-1.924111260334689	-1.9241112605867847	-1.924111260494194	-1.9241112602042707	-1.9241112606156971	-1.9241112605988349	-1.9241112605249502	-1.924111260285976	-1.924111260379491	-1.9241112606232897	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Fe2+-e0
PAN##K+-e0##Bacteroides_caecimuris_I48	-0.924111260319323	-0.924111260319323	-0.9241112603191208	-0.9241112603028991	-0.9241112603053329	-0.9241112603320945	-0.9241112603100857	-0.9241112603129287	-0.9241112603141683	-0.9241112603237638	-0.9241112603227294	-0.9241112603088779	0.0	0.0	0.0	0.0	0.0	0.0	PAN	K+-e0
Spermidine-e0##L-Methionine-e0##Bacteroides_caecimuris_I48	0.9999999999998924	0.9999999999998924	0.9999999999998488	0.9999999999994099	0.9999999999995798	0.999999999999756	0.9999999999995763	0.9999999999996024	0.9999999999996299	0.9999999999997107	0.9999999999996159	0.9999999999995193	0.995282692981486	0.9999999999997691	1.0000000000004	1.0000000000003746	1.0000000000004472	1.0000000000004143	Spermidine-e0	L-Methionine-e0
PAN##L-Methionine-e0##Bacteroides_caecimuris_I48	-19.482435295022448	-19.482435295022448	-19.482435295010987	-19.482435294453975	-19.482435294585553	-19.482435295348854	-19.48243529459642	-19.48243529467929	-19.48243529476782	-19.482435295125693	-19.48243529501756	-19.482435294576852	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Methionine-e0
Folate##Succinate-e0##Bacteroides_caecimuris_I48	-1.9999999999905336	-1.9999999999905336	-1.9999999999863538	0.333333333305626	-0.9999999999929441	-1.0000000000128095	3.166666666657643	0.0	0.0	0.0	0.0	0.0	0.062321835607800434	0.0	0.0	0.0	0.0	-0.06026576203376586	Folate	Succinate-e0
Riboflavin##Succinate-e0##Bacteroides_caecimuris_I48	-0.9999999999979765	-0.9999999999979765	-0.999999999996297	3.333333333304957	0.0	0.0	3.1666666666526178	0.0	0.0	0.0	0.0	0.0	0.047364595061951974	20.591089365102068	20.591089365241977	20.5910893651982	20.5910893651212	20.681488008057023	Riboflavin	Succinate-e0
PAN##Succinate-e0##Bacteroides_caecimuris_I48	1034.4135806147356	1034.4135806147356	1034.413580615066	-1066.1487767612089	261.77130174811026	261.77130175443364	-1060.9670104230074	20.59108936499489	20.59108936502706	20.59108936513289	20.591089365064768	20.591089364929672	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Succinate-e0
PAN##Cl--e0##Bacteroides_caecimuris_I48	-0.9241112603180367	-0.9241112603180367	-0.9241112603182587	-0.9241112603018979	-0.924111260304307	-0.924111260328808	-0.9241112603090049	-0.9241112603119538	-0.9241112603147619	-0.9241112603224365	-0.9241112603205788	-0.9241112603083174	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Cl--e0
Spermidine-e0##H2-e0##Bacteroides_caecimuris_I48	-0.8333333333198889	-0.8333333333198889	1.0000000000009737	1.0000000000207105	2.666666666673223	1.3333333333613366	2.333333333347887	2.666666666671098	2.666666666670482	1.6666666666958325	1.6666666666970085	2.888888888898799	2.9255924585652675	2.2666666666650555	2.666666666669479	2.666666666669214	2.6666666666707854	2.666666666671152	Spermidine-e0	H2-e0
O2-e0##H2-e0##Bacteroides_caecimuris_I48	-3.333333333289098	-3.333333333289098	2.000000000014958	1.999999999991172	0.0	4.000000000084726	1.0000000000026052	0.0	0.0	3.000000000050203	3.000000000045993	-0.6666666666614657	-0.7767773756676366	1.1999999999996604	0.0	0.0	0.0	0.0	O2-e0	H2-e0
Folate##H2-e0##Bacteroides_caecimuris_I48	-4.233333333310552	-4.233333333310552	-5.999999999970878	-5.999999999943852	-4.666666666646474	-21.33333333357932	-8.833333333320546	-5.666666666669818	-5.666666666673674	-18.166666666768577	-18.166666666752334	-2.888888888878309	-2.4300942680250897	-10.66666666665392	-5.6666666666689265	-5.666666666667319	-5.666666666648018	-5.860476932628078	Folate	H2-e0
Riboflavin##H2-e0##Bacteroides_caecimuris_I48	-2.3666666666616365	-2.3666666666616365	-2.9999999999921307	-2.9999999999405387	0.3333333333531271	-12.333333333483306	-2.8333333333125488	0.3333333333336064	0.33333333332974263	-9.166666666717775	-9.166666666707357	2.4444444444618156	2.793128356308719	2717.890890744551	1043.4718967910796	1043.4718967906472	1043.4718967841125	1043.762612182875	Riboflavin	H2-e0
PAN##H2-e0##Bacteroides_caecimuris_I48	2354.6966887642075	2354.6966887642075	2092.9800655921326	2092.9800655671397	765.0599870590547	6063.9220266852	2095.707090073901	1014.1489902882173	1014.1489902895402	5155.483653066287	5155.4836530600005	125.90225992343069	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H2-e0
PAN##Mg-e0##Bacteroides_caecimuris_I48	-0.92411126031729	-0.92411126031729	-0.9241112603174659	-0.9241112603040492	-0.9241112603057186	-0.9241112603281256	-0.9241112603101816	-0.9241112603125968	-0.9241112603146481	-0.9241112603216435	-0.9241112603197498	-0.9241112603091972	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Mg-e0
PAN##Sucrose-e0##Bacteroides_caecimuris_I48	-6.992697026108399	-6.992697026108399	-6.992697026121049	-6.992697026149745	-6.992697026110456	-6.992697026121637	-6.992697026209775	-6.992697026217261	-929.0374630048093	-8.740871282682482	-8.740871282605156	-8.74087128231273	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sucrose-e0
Spermidine-e0##H2O-e0##Bacteroides_caecimuris_I48	1.8333333333318804	1.8333333333318804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	H2O-e0
O2-e0##H2O-e0##Bacteroides_caecimuris_I48	5.333333333327419	5.333333333327419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	H2O-e0
Folate##H2O-e0##Bacteroides_caecimuris_I48	-1.7666666666704032	-1.7666666666704032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	H2O-e0
Riboflavin##H2O-e0##Bacteroides_caecimuris_I48	-0.6333333333344389	-0.6333333333344389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	H2O-e0
PAN##H2O-e0##Bacteroides_caecimuris_I48	-261.7166231729966	-261.7166231729966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H2O-e0
Spermidine-e0##CO2-e0##Bacteroides_caecimuris_I48	-3.833333333318293	-3.833333333318293	-1.9999999999976255	-1.9999999999725535	-1.9999999999768627	-1.9999999999884306	-1.9999999999793605	-1.9999999999816573	-1.7777777777681334	-1.9999999999858762	-1.999999999985091	-1.7777777777637853	-1.4355256978187214	-1.8666666666688678	-2.000000000004666	-1.6666666666664491	-1.3333333333237096	-1.3333333333227906	Spermidine-e0	CO2-e0
O2-e0##CO2-e0##Bacteroides_caecimuris_I48	-3.3333333332834423	-3.3333333332834423	2.0000000000211418	1.9999999999908882	1.9999999999962605	2.0000000000354166	2.000000000005808	2.000000000011609	1.3333333333418778	2.0000000000246647	2.000000000022542	1.3333333333380295	0.3065770934699952	1.5999999999986023	2.0000000000058202	1.0000000000025582	0.0	0.0	O2-e0	CO2-e0
Folate##CO2-e0##Bacteroides_caecimuris_I48	-4.233333333307582	-4.233333333307582	-5.999999999967746	-5.999999999933246	-5.999999999936331	-6.000000000100892	-5.999999999978764	-5.999999999996633	-3.2222222222292323	-6.0000000000494484	-6.000000000041592	-3.2222222222025922	1.0559287772209427	-4.3333333333248	-6.000000000019605	-1.8333333333350221	2.333333333357338	1.677483532927382	Folate	CO2-e0
Riboflavin##CO2-e0##Bacteroides_caecimuris_I48	-2.366666666660891	-2.366666666660891	-2.9999999999912688	-2.9999999999256843	-2.9999999999351026	-3.0000000000612315	-2.9999999999675393	-2.999999999984148	-0.8888888888878502	-3.0000000000246305	-3.0000000000192646	-0.8888888888654074	2.3625058706916997	1778.8749662847342	2335.0146309459483	941.1654693084232	-445.4294819484903	-444.4457072491946	Riboflavin	CO2-e0
PAN##CO2-e0##Bacteroides_caecimuris_I48	2642.7984358503527	2642.7984358503527	2381.081812678225	2381.081812646448	2381.081812649646	2381.0818127020552	2381.081812663093	2381.0818126691956	1459.0370466954494	2379.333638430898	2379.3336384277595	1464.864294206907	0.0	0.0	0.0	0.0	0.0	0.0	PAN	CO2-e0
O2-e0##O2-e0##Bacteroides_caecimuris_I48	-0.9999999999999988	-0.9999999999999988	-1.0000000000000009	-0.999999999999999	-0.9999999999999996	-1.0000000000000002	-1.0000000000000004	-1.0000000000000029	-1.0000000000000013	-1.0	-1.000000000000001	-1.0000000000000022	-1.0	-1.0	-1.0000000000000018	-0.9999999999999993	0.0	0.0	O2-e0	O2-e0
PAN##L-Glycine##Bacteroides_caecimuris_I48	-77.0494519422868	-77.0494519422868	-77.04945194247763	-77.04945194401397	-77.04945194317699	-77.04945194194353	-77.04945194454136	-77.04945194450012	-77.04945194418971	-77.04945194238458	-77.04945194307005	-77.0494519445266	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Glycine
PAN##L-Phenylalanine##Bacteroides_caecimuris_I48	-22.28019597210415	-22.28019597210415	-22.280195972109816	-22.28019597177568	-22.28019597181871	-22.280195972356285	-22.28019597193213	-22.280195971993344	-22.280195972043643	-22.280195972204154	-22.280195972163575	-22.28019597191214	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Phenylalanine
PAN##L-Proline##Bacteroides_caecimuris_I48	-26.58432473944087	-26.58432473944087	-26.584324739448007	-26.584324739048302	-26.584324739099916	-26.58432473974031	-26.58432473923831	-26.584324739311345	-26.58432473937072	-26.584324739560127	-26.584324739513516	-26.58432473921503	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Proline
Spermidine-e0##L-Serine##Bacteroides_caecimuris_I48	0.8333333333290496	0.8333333333290496	-1.000000000000281	0.6666666666381009	0.6666666666421591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Serine
O2-e0##L-Serine##Bacteroides_caecimuris_I48	5.333333333316923	5.333333333316923	0.0	-1.9999999999894618	-1.999999999994557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Serine
Folate##L-Serine##Bacteroides_caecimuris_I48	4.233333333324398	4.233333333324398	5.999999999992483	8.33333333326062	8.333333333263507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Serine
