	IntegralDiff	MaxDiff	MaxTime
1,2-Diacyl-sn-glycerol dioctadecanoyl_e0	2.904850100634657e-05	4.175690724678415e-05	1.0970254805467936
2-Oxoglutarate_e0	1.209447183029775e-09	5.421169652043572e-09	0.640237506187468
4-Hydroxybenzoate_e0	6.3702472447418e-07	9.117078671128606e-07	1.0739073038153004
5-Aminolevulinate_e0	5.12161761487442e-06	7.327164404077921e-06	1.0822026495836599
AMP_e0	2.4919336443616696e-05	3.58247452933334e-05	1.208536685957525
ARSENOBETAINE_e0	0.0	0.0	0.0
Acetate_e0	0.0001272737042017507	0.000169464656246064	1.304681103305558
Adenine_e0	0.0	0.0	0.0
Adenosine_e0	0.0	0.0	0.0
Ala-Ala_e0	5.705871309120321e-06	8.163110755504314e-06	1.0922658559256038
Arsenate_e0	3.1801541920435834e-07	4.5501446431609834e-07	0.9965294064022442
Arsenite_e0	3.1823660449434255e-07	4.553335863792563e-07	0.9965294064022442
BET_e0	1.2749666609531537e-06	1.824202977798039e-06	1.0520130305578277
BIOT_e0	6.3702472447418e-07	9.117078671128606e-07	1.0739073038153004
CMP_e0	1.9479702597799413e-05	2.78715811058273e-05	1.2938019613142673
CO2_e0	1.7285118397947914e-05	0.00011215089281711523	0.36268339613465955
Ca2+_e0	6.3702472447418e-07	9.117078671128606e-07	1.0739073038153004
Cbl_e0	0.0	0.0	0.0
Chitobiose_e0	1.0523153450008743e-08	5.1441224323696105e-08	0.640237506187468
Chorismate_e0	1.2749666609531537e-06	1.824202977798039e-06	1.0520130305578277
Citrate_e0	2.5499025516960636e-08	1.2482573749560362e-07	0.640237506187468
Cl-_e0	6.3702472447418e-07	9.117078671128606e-07	1.0739073038153004
Co2+_e0	6.3702472447418e-07	9.117078671128606e-07	1.0739073038153004
CoA_e0	1.2749666609531537e-06	1.824202977798039e-06	1.0520130305578277
Cu2+_e0	6.3702472447418e-07	9.117078671128606e-07	1.0739073038153004
Cytidine_e0	1.2331038538389527e-08	6.045079272967046e-08	0.640237506187468
Cytosine_e0	0.0	0.0	0.0
D-Alanine_e0	1.0145452744154163e-08	4.979112931671132e-08	0.640237506187468
D-Arabinose_e0	1.7302371358503662e-05	2.4824380437104333e-05	1.1738594208602855
D-Galacturonate_e0	0.0	0.0	0.0
D-Glucose_e0	0.060012243930839954	1.2560248480632767	1.3025052749073
D-Serine_e0	0.0	0.0	0.0
Deoxyadenosine_e0	0.0	0.0	0.0
Deoxycytidine_e0	3.328418213711008e-06	4.7618287063362226e-06	1.0721394432417157
Deoxyguanosine_e0	6.367520608810716e-07	9.112224990447867e-07	1.0114882266402692
Deoxyinosine_e0	0.0	0.0	0.0
Deoxyuridine_e0	0.0	0.0	0.0
Enterobactin_e0	0.0	0.0	0.0
Fe-enterochlin_e0	0.0	0.0	0.0
Folate_e0	1.913692040687656e-06	2.737973245370067e-06	1.0429017491401216
Formate_e0	6.3702472447418e-07	9.117078671128606e-07	1.0739073038153004
Fumarate_e0	1.8077179038656066e-05	1.651832704028152e-05	0.8738670804504396
GTP_e0	3.1668517099942735e-05	4.551694472409149e-05	1.2131603213038238
Galactose_e0	0.0	0.0	0.0
Glucose-1-phosphate_e0	1.3497361515403059e-08	6.571089647058265e-08	0.640237506187468
Glucuronate_e0	0.0	0.0	0.0
Glycerol_e0	1.434474870026825e-05	2.0540749434591757e-05	1.1610764290205187
Glycine_e0	0.0001298576413658981	0.00018665671029419756	1.2236314954704413
H+_e0	0.00019255621630080583	0.00026685593946431985	1.3143363418228289
H2O_e0	0.0003261138625325251	0.0004446544712051136	1.2260793024184815
HYXN_e0	0.0	0.0	0.0
Heme_e0	6.3702472447418e-07	9.117078671128606e-07	1.0739073038153004
Inosine_e0	0.0	0.0	0.0
K+_e0	6.3702472447418e-07	9.117078671128606e-07	1.0739073038153004
L-Alanine_e0	0.00011554978940530697	0.0001662353523977894	1.2735395593554881
L-Arabinose_e0	0.0	0.0	0.0
L-Arginine_e0	5.9423020609108824e-05	8.544348795119495e-05	1.2237674847453324
L-Ascorbate_e0	0.0	0.0	0.0
L-Asparagine_e0	4.778163832902554e-05	6.869782323911029e-05	1.1729074959360475
L-Aspartate_e0	4.778163832902554e-05	6.869782323911029e-05	1.1729074959360475
L-Cysteine_e0	1.756220945914164e-05	2.5200289116797854e-05	1.1281670244968638
L-Glutamate_e0	6.177139644310799e-05	8.86318019939362e-05	1.2437579081543293
L-Glutamine_e0	5.105003646795533e-05	7.327628874685838e-05	1.1779390991070195
L-Histidine_e0	1.834941422232175e-05	2.6253216617879898e-05	1.183378670102665
L-Inositol_e0	0.0	0.0	0.0
L-Isoleucine_e0	5.8164982967347445e-05	8.363519047526389e-05	1.193441876444609
L-Lactate_e0	3.126020743408186e-06	4.321969719527171e-06	0.5106397272162154
L-Leucine_e0	9.368827733325998e-05	0.00013474921877091282	1.3038651676562114
L-Lysine_e0	6.95097041144584e-05	9.991812407634427e-05	1.203505082786553
L-Malate_e0	0.0	0.0	0.0
L-Methionine_e0	2.847401634020325e-05	4.093192141796804e-05	1.2437579081543293
L-Phenylalanine_e0	3.633741305947039e-05	5.220442501119381e-05	1.1700517211633337
L-Proline_e0	4.372261229150891e-05	6.278295666393581e-05	1.1639322037932325
L-Serine_e0	5.093963024372568e-05	7.324805328733113e-05	1.1779390991070195
L-Threonine_e0	5.043874052212395e-05	7.240115381234883e-05	1.1730434852109386
L-Tryptophan_e0	1.0837220208967204e-05	1.5504221208857543e-05	1.1079046225380844
