	0.0000-0.0000	0.0000-0.0067	0.0067-0.0082	0.0082-0.0083	0.0091-0.0098	0.0098-0.0592	0.0592-0.0615	0.0615-0.1224	0.1224-0.1710	0.1710-0.1719	0.1719-0.1719	0.1719-0.1728	0.1728-0.1729	0.1729-0.1733	0.1733-0.1735	0.1735-0.1736	0.1736-0.1759	0.1759-0.1865	0.1865-0.2234	0.2235-0.2245	0.2245-0.2245	0.2245-0.2417	0.2418-0.2418	0.2418-0.2655	0.2655-0.2738	0.2738-0.4792	0.4792-20.0000	Source	Target
Turicimonas_muris_YL45##Akkermansia_muciniphilaYL44##Riboflavin	-126.68907411754127	-126.68907411739019	-126.68907411608961	-126.68907412536215	-126.68907411704795	-126.68907411756318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Akkermansia_muciniphilaYL44
Akkermansia_muciniphilaYL44##Turicimonas_muris_YL45##Riboflavin	-126.68907411751152	-126.68907411735502	-126.68907411737956	-126.68907411654192	-126.6890741173904	-126.68907411741183	0.6427278378266408	-84.45938274089002	-84.45938274085631	-84.4593827408559	-84.45938274264354	-84.45938274393056	-84.45938274618753	-84.4593827470689	-84.45938274545757	-84.45938273618258	-84.45938273897849	-84.45938274047535	-84.45938274121467	-84.45938274181323	-84.45938274360802	-84.45938274249106	-84.45938274487492	-84.45938274393457	-84.45938274495381	-84.45938274468729	-84.45938274669163	Akkermansia_muciniphilaYL44	Turicimonas_muris_YL45
Turicimonas_muris_YL45##Akkermansia_muciniphilaYL44##O2-e0.D-Glyceraldehyde-e0.L-Glutamate-e0.Folate	0.0	0.0	0.0	0.0	0.0	0.0	-24.885460996262637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Akkermansia_muciniphilaYL44
Turicimonas_muris_YL45##Akkermansia_muciniphilaYL44##Folate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-84.45938274085918	-84.45938274108069	-84.45938274186545	-84.45938274152161	-84.45938274397203	-84.4593827453956	-84.4593827445139	-84.45938274537572	-84.45938273834669	-84.45938274065206	-84.45938274166942	-84.45938274212584	-84.45938274272238	-84.459382743978	-84.45938274236192	-84.45938274461162	-84.45938274393983	-84.45938274490308	-84.45938274472171	-84.45938274678177	Turicimonas_muris_YL45	Akkermansia_muciniphilaYL44
