	0.0000-0.0012	0.0727-0.0821	0.0821-0.0985	0.0985-0.1232	0.1246-0.2301	0.2301-0.2302	0.2302-0.2302	0.2302-0.2376	0.2378-0.2431	0.2431-0.2431	0.2431-0.2432	0.2471-19.3033	19.3711-19.3729	19.3729-19.5635	19.5635-19.5759	19.5759-19.5763	19.5909-19.5944	19.6012-19.6200	19.6200-19.8922	19.8922-20.0000	Source	Target
Acutalibacter_muris_KB1##Bacteroides_caecimuris_I48##PAN	-253.37814823554123	-253.37814823187833	-253.3781482323357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Bacteroides_caecimuris_I48
Acutalibacter_muris_KB1##Bacteroides_caecimuris_I48##Riboflavin.Spermidine-e0.D-Glucose-e0.XAN-e0-e0	0.0	0.0	0.0	-360.17816427928307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Bacteroides_caecimuris_I48
Acutalibacter_muris_KB1##Bacteroides_caecimuris_I48##Riboflavin	0.0	0.0	0.0	0.0	307.7608730636185	307.76087306368504	307.7608730636664	307.76087306362075	307.7608730640219	307.7608730653474	307.7608730647967	307.7608730645496	307.76087306939814	307.760873073853	307.76087307245143	307.7608731099304	307.76087315328493	307.7608730674917	307.7608730770989	307.7608730674542	Acutalibacter_muris_KB1	Bacteroides_caecimuris_I48
