	0.0000-0.3371	0.3403-0.4122	0.4122-0.4140	0.4140-0.4146	0.4146-0.4155	0.4155-1.2079	1.2079-2.0000	Source	Target
O2##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1011	-0.019034238258016065	-0.019034238258016065	0.0	0.0	0.0	0.0	0.0	O2	1,2-Diacyl-sn-glycerol dioctadecanoyl
O2##Folate##bc1011	-0.0012862219570316507	-0.0012862219570316507	0.0	0.0	0.0	0.0	0.0	O2	Folate
O2##L-Leucine##bc1011	-0.057354002472464305	-0.057354002472464305	0.0	0.0	0.0	0.0	0.0	O2	L-Leucine
O2##L-Lysine##bc1011	-0.04361081326790983	-0.04361081326790983	0.0	0.0	0.0	0.0	0.0	O2	L-Lysine
O2##L-Valine##bc1011	-0.05381615178614316	-0.05381615178614316	0.0	0.0	0.0	0.0	0.0	O2	L-Valine
O2##4-Hydroxybenzoate##bc1011	-0.00042874065234112225	-0.00042874065234112225	0.0	0.0	0.0	0.0	0.0	O2	4-Hydroxybenzoate
O2##5-Aminolevulinate##bc1011	-0.0034299252187462966	-0.0034299252187462966	0.0	0.0	0.0	0.0	0.0	O2	5-Aminolevulinate
O2##L-Threonine##bc1011	-0.0322488697176126	-0.0322488697176126	0.0	0.0	0.0	0.0	0.0	O2	L-Threonine
O2##L-Glutamine##bc1011	-0.048329804310605594	-0.048329804310605594	0.0	0.0	0.0	0.0	0.0	O2	L-Glutamine
O2##D-Arabinose##bc1011	-0.011463775967364757	-0.011463775967364757	0.0	0.0	0.0	0.0	0.0	O2	D-Arabinose
O2##Co2+##bc1011	-0.0004287406523436731	-0.0004287406523436731	0.0	0.0	0.0	0.0	0.0	O2	Co2+
O2##Ca2+##bc1011	-0.0004287406523427215	-0.0004287406523427215	0.0	0.0	0.0	0.0	0.0	O2	Ca2+
O2##Putrescine##bc1011	-0.0004287406523454754	-0.0004287406523454754	0.0	0.0	0.0	0.0	0.0	O2	Putrescine
O2##Riboflavin##bc1011	-0.001286221957036697	-0.001286221957036697	0.0	0.0	0.0	0.0	0.0	O2	Riboflavin
O2##Mg##bc1011	-0.0004287406523446112	-0.0004287406523446112	0.0	0.0	0.0	0.0	0.0	O2	Mg
O2##BET##bc1011	-0.000857481304688981	-0.000857481304688981	0.0	0.0	0.0	0.0	0.0	O2	BET
O2##L-Asparagine##bc1011	-0.03068405114481698	-0.03068405114481698	0.0	0.0	0.0	0.0	0.0	O2	L-Asparagine
O2##Sulfate##bc1011	-0.00042874065234605575	-0.00042874065234605575	0.0	0.0	0.0	0.0	0.0	O2	Sulfate
O2##AMP##bc1011	-0.011751142378306633	-0.011751142378306633	0.0	0.0	0.0	0.0	0.0	O2	AMP
O2##Myristic acid##bc1011	-0.009515739424177225	-0.009515739424177225	0.0	0.0	0.0	0.0	0.0	O2	Myristic acid
