	Source	Target	Weight	Metabolites	ABSWeight	SignWeight	ABSRootWeight	SignedRootWeight
bc1003->bc1002	bc1003	bc1002	-0.1529005008594402	O2	0.1529005008594402	-1.0	0.39102493636524027	-0.39102493636524027
bc1008->bc1002	bc1008	bc1002	-0.003427576436975438	O2	0.003427576436975438	-1.0	0.05854550740215203	-0.05854550740215203
bc1016->bc1002	bc1016	bc1002	-0.003427576412305233	O2	0.003427576412305233	-1.0	0.05854550719145947	-0.05854550719145947
bc1002->bc1016	bc1002	bc1016	-0.032431085991787345	D-Glucose	0.032431085991787345	-1.0	0.1800863292751211	-0.1800863292751211
bc1003->bc1016	bc1003	bc1016	-0.031547533749478725	D-Glucose	0.031547533749478725	-1.0	0.1776162541815324	-0.1776162541815324
bc1008->bc1016	bc1008	bc1016	-0.057453287705578414	D-Glucose	0.057453287705578414	-1.0	0.2396941545085704	-0.2396941545085704
bc1002->bc1008	bc1002	bc1008	-0.032431086224845515	D-Glucose	0.032431086224845515	-1.0	0.1800863299221946	-0.1800863299221946
bc1003->bc1008	bc1003	bc1008	-0.03154753397618745	D-Glucose	0.03154753397618745	-1.0	0.17761625481973053	-0.17761625481973053
bc1016->bc1008	bc1016	bc1008	-0.05745328811845306	D-Glucose	0.05745328811845306	-1.0	0.23969415536982344	-0.23969415536982344
bc1002->bc1003	bc1002	bc1003	-0.15297633046741768	O2	0.15297633046741768	-1.0	0.3911218869705679	-0.3911218869705679
bc1008->bc1003	bc1008	bc1003	-0.003429276312228097	O2	0.003429276312228097	-1.0	0.05856002315768068	-0.05856002315768068
bc1016->bc1003	bc1016	bc1003	-0.0034292762875456568	O2	0.0034292762875456568	-1.0	0.05856002294693588	-0.05856002294693588
