	0.0000	8.2907	8.7065	9.6651	Source	Target
Enterococcus_faecalis_KB1##N-Acetyl-D-glucosamine-e0##Microbe	8.881784197001252e-16	-4.440892098500626e-16	0.0	1.4432899320127035e-15	Enterococcus_faecalis_KB1	N-Acetyl-D-glucosamine-e0
Turicimonas_muris_YL45##L-Aspartate-e0##Microbe	0.0	0.0	-688.1171616551914	0.0	Turicimonas_muris_YL45	L-Aspartate-e0
Enterococcus_faecalis_KB1##Cl--e0##Microbe	-3.846634122339765e-11	-0.7060625359297505	0.0	-2.9043434324194095e-13	Enterococcus_faecalis_KB1	Cl--e0
Turicimonas_muris_YL45##Pyridoxal##Microbe	0.0	0.0	-0.500000000005628	0.0	Turicimonas_muris_YL45	Pyridoxal
Turicimonas_muris_YL45##Phosphate-e0##Microbe	0.0	0.0	-127.45775496209488	0.0	Turicimonas_muris_YL45	Phosphate-e0
Turicimonas_muris_YL45##L-Proline-e0##Microbe	0.0	0.0	-26.58432473997681	0.0	Turicimonas_muris_YL45	L-Proline-e0
Riboflavin##Turicimonas_muris_YL45##Metabolite	0.0	0.0	-126.68907411759491	0.0	Riboflavin	Turicimonas_muris_YL45
Turicimonas_muris_YL45##carbonate##Microbe	0.0	0.0	-272.08718789239316	0.0	Turicimonas_muris_YL45	carbonate
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	0.0	0.0	-28.989573168826052	0.0	Turicimonas_muris_YL45	L-Asparagine-e0
Enterococcus_faecalis_KB1##D-Glucose-e0##Microbe	-1.895664070161729e-09	-31.3217677224237	0.0	653.5395955466521	Enterococcus_faecalis_KB1	D-Glucose-e0
Enterococcus_faecalis_KB1##L-Isoleucine-e0##Microbe	-2.1012880324633443e-09	-38.57060811011349	0.0	-1.0274447959091049e-11	Enterococcus_faecalis_KB1	L-Isoleucine-e0
Turicimonas_muris_YL45##fe3-e0##Microbe	0.0	0.0	-0.9241112603354309	0.0	Turicimonas_muris_YL45	fe3-e0
Enterococcus_faecalis_KB1##Mg-e0##Microbe	-3.843059204200472e-11	-0.7060625359300292	0.0	-6.084022174945858e-14	Enterococcus_faecalis_KB1	Mg-e0
Enterococcus_faecalis_KB1##Ca2+-e0##Microbe	-3.815203708512627e-11	-0.7060625359296185	0.0	1.1546319456101628e-14	Enterococcus_faecalis_KB1	Ca2+-e0
Enterococcus_faecalis_KB1##PAN##Microbe	-5.42539346781723e-11	-0.9999999999414586	0.0	7.815970093361102e-14	Enterococcus_faecalis_KB1	PAN
Enterococcus_faecalis_KB1##Fe2+-e0##Microbe	-0.706062536103778	-2.4121250717983376	0.0	-6.741274205523951e-13	Enterococcus_faecalis_KB1	Fe2+-e0
Enterococcus_faecalis_KB1##L-Methionine-e0##Microbe	-8.033058662704207e-10	-14.748894120457257	0.0	-4.1744385725905886e-12	Enterococcus_faecalis_KB1	L-Methionine-e0
Enterococcus_faecalis_KB1##K+-e0##Microbe	-5.014422210791736e-11	-0.7060625370477592	0.0	49.52306568239034	Enterococcus_faecalis_KB1	K+-e0
Turicimonas_muris_YL45##L-Threonine-e0##Microbe	0.0	0.0	-75.993130114695	0.0	Turicimonas_muris_YL45	L-Threonine-e0
Turicimonas_muris_YL45##Sulfate-e0##Microbe	0.0	0.0	-0.9241112603187452	0.0	Turicimonas_muris_YL45	Sulfate-e0
Turicimonas_muris_YL45##Cl--e0##Microbe	0.0	0.0	-0.924111260337713	0.0	Turicimonas_muris_YL45	Cl--e0
Enterococcus_faecalis_KB1##L-Arginine-e0##Microbe	-1.2369696378300432e-09	-22.72374738233511	0.0	-4.447997525858227e-12	Enterococcus_faecalis_KB1	L-Arginine-e0
Enterococcus_faecalis_KB1##L-Histidine-e0##Microbe	-5.016627113718641e-10	-9.204977704391199	0.0	-2.248867758680717e-12	Enterococcus_faecalis_KB1	L-Histidine-e0
Enterococcus_faecalis_KB1##L-Cysteine-e0##Microbe	-4.015863197537328e-10	-7.39745950451759	0.0	-1.5187850976872141e-12	Enterococcus_faecalis_KB1	L-Cysteine-e0
Enterococcus_faecalis_KB1##Spermidine-e0##Microbe	2.220446049250313e-16	9.992007221626409e-16	0.0	-1.4432899320127035e-15	Enterococcus_faecalis_KB1	Spermidine-e0
Enterococcus_faecalis_KB1##H+-e0##Microbe	-0.8825781122513945	1067.9972369252635	0.0	242.90089665993855	Enterococcus_faecalis_KB1	H+-e0
Turicimonas_muris_YL45##Ca2+-e0##Microbe	0.0	0.0	-0.9241112603348933	0.0	Turicimonas_muris_YL45	Ca2+-e0
Enterococcus_faecalis_KB1##L-Leucine-e0##Microbe	-2.5918112100953294e-09	-47.22328715372207	0.0	64.32164555383925	Enterococcus_faecalis_KB1	L-Leucine-e0
Turicimonas_muris_YL45##Mg##Microbe	0.0	0.0	-0.9241112603365856	0.0	Turicimonas_muris_YL45	Mg
Turicimonas_muris_YL45##PAN##Microbe	0.0	0.0	-1.0000000000683296	0.0	Turicimonas_muris_YL45	PAN
Turicimonas_muris_YL45##Fe2+-e0##Microbe	0.0	0.0	-1.9241112603412376	0.0	Turicimonas_muris_YL45	Fe2+-e0
Turicimonas_muris_YL45##L-Methionine-e0##Microbe	0.0	0.0	-18.98243529545223	0.0	Turicimonas_muris_YL45	L-Methionine-e0
Turicimonas_muris_YL45##K+-e0##Microbe	0.0	0.0	-0.9241112603361168	0.0	Turicimonas_muris_YL45	K+-e0
Enterococcus_faecalis_KB1##H2O-e0##Microbe	0.5295468919544248	-188.3527813071669	0.0	-514.3163128394305	Enterococcus_faecalis_KB1	H2O-e0
Enterococcus_faecalis_KB1##L-Lysine-e0##Microbe	-1.9814692109321186e-09	-36.35966193240165	0.0	2.6487767010421948	Enterococcus_faecalis_KB1	L-Lysine-e0
Enterococcus_faecalis_KB1##Niacin##Microbe	-6.119904583101743e-11	-1.0000000005101657	0.0	25.2337775988484	Enterococcus_faecalis_KB1	Niacin
Turicimonas_muris_YL45##Riboflavin##Microbe	0.0	0.0	-1.0000000000192313	0.0	Turicimonas_muris_YL45	Riboflavin
Turicimonas_muris_YL45##L-Arginine-e0##Microbe	0.0	0.0	-35.57235834251637	0.0	Turicimonas_muris_YL45	L-Arginine-e0
Enterococcus_faecalis_KB1##Zn2+-e0##Microbe	-3.8522296463838757e-11	-0.7060625359281191	0.0	1.5787371410169726e-13	Enterococcus_faecalis_KB1	Zn2+-e0
Enterococcus_faecalis_KB1##Putrescine-e0##Microbe	-2.220446049250313e-16	7.771561172376096e-16	0.0	2.220446049250313e-16	Enterococcus_faecalis_KB1	Putrescine-e0
Turicimonas_muris_YL45##L-Histidine-e0##Microbe	0.0	0.0	-11.39328203141106	0.0	Turicimonas_muris_YL45	L-Histidine-e0
Turicimonas_muris_YL45##L-Cysteine-e0##Microbe	0.0	0.0	-13.013505963756785	0.0	Turicimonas_muris_YL45	L-Cysteine-e0
Turicimonas_muris_YL45##Spermidine-e0##Microbe	0.0	0.0	2.220446049250313e-16	0.0	Turicimonas_muris_YL45	Spermidine-e0
Turicimonas_muris_YL45##H+-e0##Microbe	0.0	0.0	5574.1507824716455	0.0	Turicimonas_muris_YL45	H+-e0
Enterococcus_faecalis_KB1##L-Valine-e0##Microbe	-1.8734667150965834e-09	-34.56469127892299	0.0	-47.04978864467783	Enterococcus_faecalis_KB1	L-Valine-e0
Turicimonas_muris_YL45##H2O-e0##Microbe	0.0	0.0	-5254.119353129877	0.0	Turicimonas_muris_YL45	H2O-e0
Enterococcus_faecalis_KB1##L-Glutamate-e0##Microbe	-8.803056061879033e-10	-16.852516674681027	0.0	-118.67329256600831	Enterococcus_faecalis_KB1	L-Glutamate-e0
Turicimonas_muris_YL45##Pyruvate-e0##Microbe	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	Pyruvate-e0
Enterococcus_faecalis_KB1##Thiamin-e0##Microbe	5.551115123125783e-16	-1.5543122344752192e-15	0.0	2.220446049250313e-16	Enterococcus_faecalis_KB1	Thiamin-e0
Turicimonas_muris_YL45##L-Tyrosine##Microbe	0.0	0.0	-17.08355495683712	0.0	Turicimonas_muris_YL45	L-Tyrosine
