	IntegralDiff	MaxDiff	MaxTime
1,2-Diacyl-sn-glycerol dioctadecanoyl_e0	0.0009462191962544582	0.000590723224221132	0.77995899589959
4-Hydroxybenzoate_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
5-Aminolevulinate_e0	0.00016635129467523627	0.00010384011018775753	0.7505040504050405
AMP_e0	0.0008120544469341381	0.0005069657187026882	0.7646344634463447
ARSENOBETAINE_e0	0.0	0.0	0.0
Acetate_e0	0.0037202640134902905	0.002345718004947129	1.1726252625262525
Ala-Ala_e0	0.00018544419064492118	0.00011575863038252167	0.7696099609960996
BET_e0	4.1421084552816526e-05	2.58557860808491e-05	0.7403540354035404
BIOT_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
CMP_e0	0.0006324811072120622	0.00039486251860157667	0.768017801780178
CO2_e0	0.00010770668570015467	0.00034493841013535	0.41873787378737876
Ca2+_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
Cbl_e0	0.0	0.0	0.0
Chorismate_e0	4.1421084552816526e-05	2.58557860808491e-05	0.7403540354035404
Cl-_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
Co2+_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
CoA_e0	4.1421084552816526e-05	2.58557860808491e-05	0.7403540354035404
Cu2+_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
D-Arabinose_e0	0.0005630105104437683	0.0003514944099625581	0.76005700570057
D-Glucose_e0	-0.7222996126630103	2004.8153032591747	1.8266046604660466
Deoxycytidine_e0	0.00014854514035674764	9.2754558184751e-05	0.7588628862886289
Deoxyguanosine_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
Enterobactin_e0	0.0	0.0	0.0
Fe-enterochlin_e0	0.0	0.0	0.0
Folate_e0	6.217264414849367e-05	3.880953255488578e-05	0.8653385338533853
Formate_e0	2.1170008567590473e-05	1.3229313595466206e-05	0.8838473847384738
Fumarate_e0	0.0436775779563333	0.026946126166869474	0.41376237623762374
GTP_e0	0.0010311844876932572	0.0006437669906495276	0.7793619361936194
Glycerol_e0	0.0004659559349846057	0.00029090725243990586	0.7895119511951195
Glycine_e0	0.004195966679073771	0.002620249148368594	0.7773717371737173
H+_e0	0.006095757121945137	0.0038298276011894234	1.1493399339933994
H2O_e0	0.014111703855364179	0.008771984600191332	0.5606390639063906
Heme_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
K+_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
L-Alanine_e0	0.0037414800119081374	0.002336292716891227	0.7733913391339133
L-Arginine_e0	0.0019314982157329881	0.001205953980060629	0.77995899589959
L-Asparagine_e0	0.0015543261474057798	0.0009704621284850243	0.7735903590359036
L-Aspartate_e0	0.0015543261474057798	0.0009704621284850243	0.7735903590359036
L-Cysteine_e0	0.0005715303031614544	0.0003568132463922643	0.775978597859786
L-Glutamate_e0	0.002006708426643261	0.0012534520614903466	0.8502130213021302
L-Glutamine_e0	0.0016515089360277365	0.0010306035485928534	0.7204520452045204
L-Histidine_e0	0.0005953789594477651	0.00037170084948626294	0.77000800080008
L-Isoleucine_e0	0.0018908008207595985	0.0011805439506736904	0.7712021202120212
L-Leucine_e0	0.0030379178107413024	0.0018969185202543392	0.7710031003100309
L-Lysine_e0	0.0022568928464213323	0.0014091716781087754	0.7837403740374037
L-Malate_e0	0.0	0.0	0.0
L-Methionine_e0	0.0009274361323159445	0.0005790393291508547	0.7658285828582858
L-Phenylalanine_e0	0.0011822352383652648	0.0007381115794051395	0.7771727172717272
L-Proline_e0	0.0014210088844837188	0.0008871838089137545	0.771998199819982
L-Serine_e0	0.0016567961551135775	0.0010343819264516099	0.7698089808980898
L-Threonine_e0	0.0016377970371956024	0.0010225773542285183	0.7638383838383839
L-Tryptophan_e0	0.0003518547917142513	0.0002196383363230147	0.7819491949194919
L-Tyrosine_e0	0.0009156823339415995	0.0005716595689409803	0.7712021202120212
L-Valine_e0	0.0028333540324988944	0.0017691761232661825	0.7753815381538154
Methanol_e0	0.0	0.0	0.0
Mg_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
Mn2+_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
Myristic acid_e0	0.0009551922311246777	0.0005965834024530016	0.8261316131613161
N-Acetyl-D-glucosamine_e0	0.0006798249165362426	0.00042487953661875363	0.894992499249925
NADP_e0	4.1421084552816526e-05	2.58557860808491e-05	0.7403540354035404
Na+_e0	0.0	0.0	0.0
Niacin_e0	2.0669018246960225e-05	1.2902172746006614e-05	0.7248304830483048
Nicotinamide ribonucleotide_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
Nitrate_e0	0.0	0.0	0.0
Nitrite_e0	2.4024144706737718e-06	1.5608117751755476e-06	0.9718141814181418
O2_e0	0.003739425149400676	0.008169001805101217	0.3984378437843784
Oxidized glutathione_e0	1.0345145148775333e-05	6.457725352780579e-06	0.7761776177617762
PAN_e0	0.0	0.0	0.0
PPi_e0	0.00014256595700666046	8.905025814712189e-05	0.845038503850385
Putrescine_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
Pyridoxal_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
Riboflavin_e0	6.217264414849367e-05	3.880953255488578e-05	0.8653385338533853
S-Adenosyl-L-methionine_e0	6.217264414849367e-05	3.880953255488578e-05	0.8653385338533853
Spermidine_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
Succinate_e0	0.003010005949860753	0.001850859907005255	0.41376237623762374
Sulfate_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
TRHL_e0	0.0004427431487945476	0.0002764166528573012	0.7725952595259525
TTP_e0	8.849046384524093e-05	5.5249807055123955e-05	0.7598579857985799
Thiamin_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
UMP_e0	0.000705824766561347	0.00044064887181903203	0.7684158415841584
Zn2+_e0	2.0696647410739215e-05	1.2919455079245383e-05	0.7248304830483048
chromate_e0	0.0	0.0	0.0
dATP_e0	8.849046384524093e-05	5.5249807055123955e-05	0.7598579857985799
dGTP_e0	0.00012773998455762898	7.972612065296196e-05	0.7586638663866386
ddca_e0	0.00017752493364890087	0.00011063761310466414	0.6187528752875288
fe3_e0	6.217264414849367e-05	3.880953255488578e-05	0.8653385338533853
meso-2,6-Diaminopimelate_e0	0.00018544419064492118	0.00011575863038252167	0.7696099609960996
