	0.0000-0.0000	0.0000-0.0806	0.0810-0.0879	0.0879-0.0992	0.0992-0.1033	0.1033-0.1049	0.1049-0.1158	0.1158-0.2162	0.2162-0.2486	0.2486-0.2507	0.4804-0.4804	0.4804-0.4850	0.4850-0.4851	0.4851-0.7279	0.7283-0.9451	0.9451-0.9451	0.9451-0.9700	0.9700-0.9725	0.9725-0.9725	0.9725-0.9726	0.9726-0.9889	1.0646-1.3118	1.3118-1.3119	1.3119-1.3168	1.3168-1.3738	1.3738-1.3740	1.3740-1.6465	1.6465-1.7161	1.7161-1.7164	1.7164-1.7165	1.7231-1.7234	1.7234-1.7303	1.7303-1.7304	1.7304-1.7533	1.7831-1.7831	1.7831-8.6111	8.6111-9.3883	9.3883-11.9368	11.9368-19.8745	19.8745-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##Muribaculum_intestinale_YL27##PAN	-126.68907411840179	-126.68907411846243	-126.68907411730908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.68907411691501	-126.6890741169137	-126.68907411691423	0	Enterocloster_clostridioformis_YL32	Muribaculum_intestinale_YL27
Muribaculum_intestinale_YL27##Enterocloster_clostridioformis_YL32##PAN	-126.68907411981682	-126.68907411982235	-126.68907411979673	0.6259426781019475	-126.68907412034238	-126.68907412016571	-126.68907412109904	-126.68907412090016	-126.68907412066577	-126.68907411921009	-126.68907412138351	-126.68907412000935	-126.68907411992342	-126.68907412007273	-126.6890741203799	-126.68907411987655	-126.68907411987841	-126.68907412055945	-126.68907412022315	-126.68907411982902	-126.68907411995518	-126.68907412092129	-126.68907412116272	-126.68907412144796	-126.68907412056637	-126.68907411988049	-126.6890741197929	-126.68907412031778	-126.68907411838981	-126.68907411887761	-126.68907411640247	-126.68907412155542	-126.6890741223112	-126.68907411990713	-126.68907412151108	-126.68907411995315	-126.68907411979794	-126.68907411979092	-126.68907411978822	0	Muribaculum_intestinale_YL27	Enterocloster_clostridioformis_YL32
Enterocloster_clostridioformis_YL32##Muribaculum_intestinale_YL27##D-Glucose-e0.O2-e0	0.0	0.0	0.0	-153.86101601249337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Enterocloster_clostridioformis_YL32	Muribaculum_intestinale_YL27
