	0.0000-0.0000	0.0000-0.0006	0.0022-0.0057	0.0080-0.0094	0.0185-0.0194	0.0194-0.0194	0.0194-0.0300	0.0300-0.0306	0.0306-0.0309	0.0309-0.0309	0.0310-0.0310	0.0310-0.0312	0.0312-0.0313	0.0362-0.1214	0.1214-0.1310	0.1310-0.3800	0.3800-0.4529	0.5327-3.5225	3.5225-4.8847	4.8848-7.3736	7.3736-7.5955	7.5955-7.5955	7.5971-7.5972	7.5972-7.6043	7.6043-7.6043	7.6043-7.6127	7.6127-7.6127	7.6127-8.9887	8.9895-10.5630	10.5630-10.5631	10.5631-10.5682	10.5682-10.5682	10.5683-14.1577	14.1577-14.1585	14.1585-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##Sucrose	4.0000000000269385	4.0000000000269385	4.000000000028615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##Thiamine	21.500000000226393	21.500000000226393	22.500000000210626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##Riboflavin	14.500000000109724	14.500000000109724	14.500000000115593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##PAN	-3840.517356490863	-3840.517356490863	-3936.5808820610496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##Mn2+-e0##Microbe##PAN	-0.7060625359773164	-0.7060625359773164	-0.7060625359769215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359746902	-0.7060625359746213	Limosilactobacillus_reuteri_I49	Mn2+-e0
Limosilactobacillus_reuteri_I49##Zn2+-e0##Microbe##PAN	-0.7060625359635766	-0.7060625359635766	-0.7060625359659278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359603565	-0.7060625359604862	Limosilactobacillus_reuteri_I49	Zn2+-e0
Limosilactobacillus_reuteri_I49##L-Lysine-e0##Microbe##PAN	-36.35966193476919	-36.35966193476919	-36.35966193475015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-36.35966193458213	-36.35966193457851	Limosilactobacillus_reuteri_I49	L-Lysine-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Spermidine-e0	0.9999999999472146	0.9999999999472146	0.9999999999482201	-0.12883336430481376	0.0	1.2499999997957285	1.2499999997957285	-18.99999999371246	-1.0000000002250464	-7.74999999872959	-1.000000000233239	-1.000000000210829	-9.999999997521254	-1.0000000000707239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Melitose-e0	2.5000000000404645	2.5000000000404645	2.5000000000407363	-0.5153334572201825	0.0	4.250000000467206	4.250000000467206	-15.999999996627782	2.000000000080706	-5.499999999521742	2.000000000054015	2.0000000000765126	-7.999999998553988	2.0000000000294285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Folate-e0	8.500000000119325	8.500000000119325	8.500000000119549	-0.9018335501351007	-134.26085853631932	-1643.4724249231606	-1643.4724249231606	6624.355184088525	-748.1587779255706	2016.5339581949986	-716.907378058835	-716.9073780699196	2926.197801423622	-337.3982331397442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##O2-e0	9.000000000019847	9.000000000019847	8.999999999956916	1.288333643049985	0.0	-3.0000000003065392	-3.0000000003065392	14.99999999630373	-1.0000000000354836	4.999999999592049	-1.0000000000338851	-1.0000000000497422	6.999999998807354	-1.0000000000198583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Urea-e0	1.5000000000233447	1.5000000000233447	1.5000000000232228	0.0	0.0	0.7500000000663921	0.7500000000663921	2.999999999077884	1.0000000000488656	1.7499999998014646	1.0000000000460316	1.000000000041857	1.9999999996494797	1.0000000000221583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Sucrose	2.0000000000186824	2.0000000000186824	2.000000000019275	-0.2576667286101054	0.0	2.500000000261224	2.500000000261224	-10.999999997527715	1.0000000000275686	-4.249999999584982	1.0000000000110187	1.0000000000282587	-5.999999998888461	1.000000000011319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Thiamine	10.500000000158481	10.500000000158481	10.500000000143908	-0.6748337359650852	-267.52171707268894	-3290.444849847069	-3290.444849847069	13254.210368177823	-1498.8175558514015	4033.5679163903246	-1437.8147561179585	-1437.8147561401317	5854.395602847396	-676.7964662795666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Riboflavin	7.5000000000772	7.5000000000772	7.50000000007922	-0.9018335501350574	-402.7825756090866	-4953.667274771538	-4953.667274771538	19910.565552257758	-2260.9763337772215	6053.351874584298	-2167.222134176941	-2167.2221342102616	8789.09340426819	-1025.6946994194586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##PAN	-2640.097575520422	-2640.097575520422	-2640.0975755190534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##Sulfate-e0##Microbe##PAN	-0.70606253597932	-0.70606253597932	-0.7060625359790415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359728576	-0.706062535972669	Limosilactobacillus_reuteri_I49	Sulfate-e0
Limosilactobacillus_reuteri_I49##L-Arginine-e0##Microbe##Spermidine-e0	0.9999999999995554	0.9999999999995554	0.9999999999995653	0.98473087122771	0.9999999999978044	0.999999999998065	0.999999999998065	0.9999999999849076	0.9999999999952078	0.9999999999900181	0.9999999999947591	0.9999999999953021	0.9999999999865411	0.999999999998268	0.9999999999986117	0.9999999999984532	0.49999999997296407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Arginine-e0
Limosilactobacillus_reuteri_I49##L-Arginine-e0##Microbe##PAN	-22.723747383802134	-22.723747383802134	-22.723747383792222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Arginine-e0
Limosilactobacillus_reuteri_I49##L-Histidine-e0##Microbe##PAN	-9.204977705003355	-9.204977705003355	-9.20497770499863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.204977704959404	-9.2049777049583	Limosilactobacillus_reuteri_I49	L-Histidine-e0
Limosilactobacillus_reuteri_I49##L-Proline-e0##Microbe##PAN	-18.087781190331253	-18.087781190331253	-18.087781190321998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-18.087781190245302	-18.08778119024347	Limosilactobacillus_reuteri_I49	L-Proline-e0
Limosilactobacillus_reuteri_I49##Co2+-e0##Microbe##PAN	-0.7060625359773145	-0.7060625359773145	-0.7060625359793725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359651593	-0.7060625359652549	Limosilactobacillus_reuteri_I49	Co2+-e0
Limosilactobacillus_reuteri_I49##L-Valine-e0##Microbe##PAN	-34.56469128228262	-34.56469128228262	-34.56469128226482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.56469128211867	-34.56469128211469	Limosilactobacillus_reuteri_I49	L-Valine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##O2-e0	4.000000000001515	4.000000000001515	0.0	0.49108651722300956	0.0	0.0	0.0	0.0	0.0	-7.999999999242357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##Thiamine	1.0000000000097264	1.0000000000097264	0.0	-0.6384124723899103	-102.3550037269404	-102.35500372910819	-102.35500372910819	-102.3550036949675	-102.35500372145614	-7478.868966422946	-183.69207000498258	-183.69207000790564	-183.69206996728246	-92.3684355794426	-92.3684355783875	-92.3684355792881	-92.36843557728349	-92.36843557730299	-92.36843557730299	-92.36843557730299	-263.17829892235034	12.299397217450432	8.12165136642706	-260.17829898870474	2.548407139988647	-260.17829898952255	3.5676875707452154	-260.1782989882313	-260.1782989882313	-4.6590922770487335	-1675.990957976927	-42.88037850674954	-260.1782989871133	2.000000000002686	2.0000000000025433	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##PAN	-169.14776061521604	-169.14776061521604	-73.08423504302588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-131.08914949496108	-131.08914949494596	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##Spermidine-e0##Microbe##Spermidine-e0	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000002	-1.0000000000000013	-1.0000000000000002	-1.0000000000000002	-0.9999999999999988	-1.0000000000000007	-0.999999999999998	-1.000000000000002	-1.0000000000000004	-0.9999999999999999	-0.9999999999999996	-0.9999999999999986	-0.9999999999999992	-1.0000000000000002	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999998	-1.0	-0.9999999999999983	-0.9999999999999998	-0.9999999999999989	-1.0	-1.000000000000001	-0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Spermidine-e0
Limosilactobacillus_reuteri_I49##fe3-e0##Microbe##PAN	-0.7060625359774549	-0.7060625359774549	-0.7060625359771023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359737485	-0.7060625359736677	Limosilactobacillus_reuteri_I49	fe3-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Spermidine-e0	-1.9999999999245759	-1.9999999999245759	-1.9999999999279872	-1.127665929612122	-1.9999999997168578	-2.9999999995961444	-2.9999999995961444	5.999999999539877	5.999999999854559	1.5000000008540804	-11.9999999977507	-11.999999997963366	5.999999999608412	5.999999999950875	5.999999999961102	5.999999999956158	4.499999999891184	3.000000000014824	3.000000000014824	3.000000000014824	2.999999999995123	3.0000000000002283	3.000000000000038	2.9999999999686358	3.0000000000003544	2.999999999984613	3.0000000000003952	3.0000000000061213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Melitose-e0	0.9999999999483313	0.9999999999483313	0.9999999999495441	1.489336281513986	0.3999999995284308	-3.000000000906018	-3.000000000906018	5.999999999751944	6.000000000053346	1.0000000003209537	-14.00000000050861	-14.000000000722126	5.999999999770723	6.0000000000213705	6.000000000008932	6.000000000021188	8.999999999981343	10.000000000002444	10.000000000002444	10.000000000002444	10.000000000111921	8.272453704001048	8.232752127835038	2.0000000000192157	8.254438230120089	1.999999999997044	8.140148777633193	9.999999999991578	9.999999999991578	8.183424691211615	9.999999999991534	8.11168536422084	5.999999999994739	5.999999999979459	5.999999999978806	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Folate-e0	-9.000000000144055	-9.000000000144055	-9.000000000139996	0.10633849265630621	1976.442287545482	3183.811540693586	3183.811540693586	-490.7785085716942	-490.77850869745816	1352.3499820484974	6817.254963762832	6817.254963867983	-469.9442420248895	-239.8085723644635	-239.80857236181407	-239.80857236409526	-816.377202072717	101.27110372749	101.27110372749	101.27110372749	-8.000000000221656	-5.408680556002614	-4.907316223712729	5.999999999893514	-4.9452669027108955	5.999999999931731	-4.745260360858871	-7.999999999964853	-7.999999999964853	-4.820993209620402	-7.999999999967686	-4.695449387387601	-1.0000000000462879	-1.0000000000031122	-1.0000000000031997	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##O2-e0	-6.0000000000261995	-6.0000000000261995	-1.9999999999475186	27.276659296204237	5.600000000365162	8.000000000594484	8.000000000594484	0.0	0.0	3.999999999726604	16.000000000316042	16.00000000046694	0.0	0.0	0.0	0.0	-1.4999999999980327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Urea-e0	-1.0000000000298432	-1.0000000000298432	-1.0000000000288862	1.9999999999983664	-0.40000000006861536	-1.0000000001291542	-1.0000000001291542	-1.9999999999321971	-1.9999999999681712	-1.500000000133342	0.0	0.0	-1.9999999999442557	-1.99999999998439	-1.9999999999927043	-1.9999999999866618	-0.49999999999840194	-3.000000000000133	-3.000000000000133	-3.000000000000133	-3.0000000000105613	-2.568113426000454	-2.558188031958913	-0.9999999999981054	-2.5636095575302607	-0.9999999999935002	-2.5350371944084413	-2.999999999999543	-2.999999999999543	-2.545856172803071	-3.0000000000021276	-2.527921341055252	-1.999999999999836	-2.000000000000709	-2.0000000000007545	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Thiamine	-10.00000000018186	-10.00000000018186	-9.000000000158645	-4.659657085057178	3959.2845750917104	6377.6230813886195	6377.6230813886195	-975.5570171434375	-975.5570173950828	2712.6999640972163	13651.509927528396	13651.509927738753	-934.8884840498008	-474.6171447289832	-474.61714472366606	-474.61714472826526	-1636.7544041454148	209.54220745498	209.54220745498	209.54220745498	605.1105387833002	5.44389081303774	-9.662774085938596	-2177.853063163886	15.347058132741765	-2177.8530631705153	-4.527971284641007	653.7722548350524	653.7722548350524	10.789675283865716	653.7722548317838	-14.602686541375714	-762.0404041592441	0.0	0.0	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Riboflavin	-8.000000000086041	-8.000000000086041	-8.000000000085905	-0.8936615073381514	5946.726862638314	9587.434622084724	9587.434622084724	-1463.3355257144885	-1463.3355260927092	4079.5499461450136	20514.764891292587	20514.764891608702	-1400.8327260742342	-710.4257170935514	-710.4257170854909	-710.4257170924528	-2469.381606217831	326.813311182438	326.813311182438	326.813311182438	-1.0000000001486458	0.7275462959985601	0.7672478721645983	6.99999999996511	0.7455617698794207	7.000000000005924	0.8598512223668457	-0.9999999999940306	-0.9999999999940306	0.8165753087886962	-0.9999999999971462	0.8883146357791941	2.999999999982272	3.000000000006784	3.0000000000065525	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##PAN	3314.5857522663323	3314.5857522663323	3218.5222266925325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-381.0202020837105	-381.02020208366116	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##L-Alanine-e0##Microbe##Folate-e0	0.9999999999958433	0.9999999999958433	0.9999999999958249	1.3963797964980087	-1243.456432503643	-36.08717942243811	-36.08717942243811	-36.08717941005034	-36.08717941960526	-36.08717941435452	-36.08717941935015	-36.08717941995724	-36.08717941145369	-18.339451254791243	-18.339451254568928	-18.33945125476032	-18.339451254350195	-18.339451254353435	-18.339451254353435	-18.339451254353435	0.0	-0.43766734403863694	0.4704082461617407	0.9999999999944746	0.4716927250980518	0.9999999999960423	0.48051333331929236	0.9999999999940066	0.9999999999940066	0.47879735069476936	-5.999999999933465	0.4810094293803626	0.9999999999932534	0.9999999999992548	0.9999999999992513	Limosilactobacillus_reuteri_I49	L-Alanine-e0
