	0.0000-0.0000	0.0000-0.0012	0.0067-0.0082	0.0082-0.0089	0.0090-0.0091	0.0091-0.0091	0.0091-0.0112	0.0112-0.0112	0.0112-0.0138	0.0138-0.0551	0.0729-0.0824	0.0824-0.0990	0.1049-0.2063	0.2063-0.2063	0.2063-0.2325	0.2325-0.2377	0.2377-0.2392	0.2403-0.2407	0.2407-0.3009	0.3009-0.3009	0.3009-0.3179	0.3181-10.5962	10.5962-20.0000	Source	Target
PAN##Phosphate-e0##Bacteroides_caecimuris_I48	-127.457754958994	-127.457754958994	-127.45775495904458	-127.45775495904458	-127.45775495904458	-127.45775495904458	-127.45775495904458	-127.45775495904458	-127.45775495904458	-127.45775495904458	-127.45775495743553	-127.45775495759854	-127.45775495858253	-127.45775496019952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Phosphate-e0
PAN##Mn2+-e0##Bacteroides_caecimuris_I48	-0.9241112603169239	-0.9241112603169239	-0.9241112603172033	-0.9241112603172033	-0.9241112603172033	-0.9241112603172033	-0.9241112603172033	-0.9241112603172033	-0.9241112603172033	-0.9241112603172033	-0.9241112603035079	-0.924111260305446	-0.9241112603124435	-0.9241112603264412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Mn2+-e0
PAN##Zn2+-e0##Bacteroides_caecimuris_I48	-0.9241112603160194	-0.9241112603160194	-0.924111260316379	-0.924111260316379	-0.924111260316379	-0.924111260316379	-0.924111260316379	-0.924111260316379	-0.924111260316379	-0.924111260316379	-0.9241112603021882	-0.9241112603042638	-0.9241112603111581	-0.9241112603275018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Zn2+-e0
PAN##Sulfate-e0##Bacteroides_caecimuris_I48	-0.9241112602928861	-0.9241112602928861	-0.9241112602466104	-0.9241112602466104	-0.9241112602466104	-0.9241112602466104	-0.9241112602466104	-0.9241112602466104	-0.9241112602466104	-0.9241112602466104	-0.9241112594587622	-0.9241112597365844	-0.9241112595592046	-0.9241112606752572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sulfate-e0
PAN##Co2+-e0##Bacteroides_caecimuris_I48	-0.9241112603165806	-0.9241112603165806	-0.9241112603171772	-0.9241112603171772	-0.9241112603171772	-0.9241112603171772	-0.9241112603171772	-0.9241112603171772	-0.9241112603171772	-0.9241112603171772	-0.9241112603011641	-0.9241112603034224	-0.924111260311009	-0.9241112603286336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Co2+-e0
Spermidine-e0##Spermidine-e0##Bacteroides_caecimuris_I48	-1.0000000000000022	-1.0000000000000022	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999987	-1.0	-1.000000000000001	-1.0000000000000009	-1.0000000000000016	-0.9999999999999989	-1.0000000000000013	-0.9999999999999994	-1.000000000000155	-1.000000000000155	-1.0000000000000797	-1.0000000000000797	-1.0000000000000013	Spermidine-e0	Spermidine-e0
PAN##fe3-e0##Bacteroides_caecimuris_I48	-0.9241112603157624	-0.9241112603157624	-0.9241112602980421	-0.9241112602980421	-0.9241112602980421	-0.9241112602980421	-0.9241112602980421	-0.9241112602980421	-0.9241112602980421	-0.9241112602980421	-0.9241112599924491	-0.9241112600949348	-0.9241112600179932	-0.9241112604744911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	fe3-e0
Spermidine-e0##H+-e0##Bacteroides_caecimuris_I48	4.000000000007177	4.000000000007177	4.000000000002795	4.000000000002795	4.000000000002795	4.000000000002795	4.000000000002795	4.000000000002795	4.000000000002795	4.000000000002795	5.6666666666626355	5.666666666661936	5.999999999988625	5.000000000009713	5.475101078867855	5.474500422085551	5.4730194249997135	5.473511063386921	-1590.3550943518217	-1590.3550943518217	-1590.3550943511282	-1590.3550943511282	-33.222243871834884	Spermidine-e0	H+-e0
O2-e0##H+-e0##Bacteroides_caecimuris_I48	2.0000000000224594	2.0000000000224594	2.0000000000149396	2.0000000000149396	2.0000000000149396	2.0000000000149396	2.0000000000149396	2.0000000000149396	2.0000000000149396	2.0000000000149396	0.0	0.0	-1.0000000000059674	2.000000000038303	0.5746967634071977	0.5764987337540575	0.5809417250144427	0.5794668098557719	0.0	0.0	0.0	0.0	0.0	O2-e0	H+-e0
Folate##H+-e0##Bacteroides_caecimuris_I48	-3.9999999999889977	-3.9999999999889977	-3.999999999985141	-3.999999999985141	-3.999999999985141	-3.999999999985141	-3.999999999985141	-3.999999999985141	-3.999999999985141	-3.999999999985141	-1.666666666687269	-1.6666666666879482	2.500000000003195	-10.000000000097268	-4.061236514181749	-4.068744723960452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	H+-e0
