	0.1734	0.34855	0.37629999999999997	0.40315	0.7985	Source	Target
bc1012##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-2.1897398	-0.41680158	-0.2520055	-0.15100778	-1.087e-05	bc1012	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012##Metabolite	2.1897398	0.41680158	0.2520055	0.15100778	1.087e-05	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1012
bc1012##4-Hydroxybenzoate##Microbe	-0.04932325	-0.00938833	-0.00567635	-0.00340141	-2.4e-07	bc1012	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1012##Metabolite	0.04932325	0.00938833	0.00567635	0.00340141	2.4e-07	4-Hydroxybenzoate	bc1012
bc1012##5-Aminolevulinate##Microbe	-0.39458599	-0.07510667	-0.0454108	-0.02721125	-1.96e-06	bc1012	5-Aminolevulinate
5-Aminolevulinate##bc1012##Metabolite	0.39458599	0.07510667	0.0454108	0.02721125	1.96e-06	5-Aminolevulinate	bc1012
bc1012##AMP##Microbe	-1.8872117	-0.35921749	-0.21718915	-0.13014498	-9.37e-06	bc1012	AMP
AMP##bc1012##Metabolite	1.8872117	0.35921749	0.21718915	0.13014498	9.37e-06	AMP	bc1012
bc1012##Acetate##Microbe	126.62099752	25.16190542	14.22502842	7.17298477	0.00050759	bc1012	Acetate
bc1012##Ala-Ala##Microbe	-0.43960583	-0.08367588	-0.0505919	-0.03031588	-2.18e-06	bc1012	Ala-Ala
Ala-Ala##bc1012##Metabolite	0.43960583	0.08367588	0.0505919	0.03031588	2.18e-06	Ala-Ala	bc1012
bc1012##BET##Microbe	-0.0986465	-0.01877667	-0.0113527	-0.00680281	-4.9e-07	bc1012	BET
BET##bc1012##Metabolite	0.0986465	0.01877667	0.0113527	0.00680281	4.9e-07	BET	bc1012
bc1012##BIOT##Microbe	-0.04932325	-0.00938833	-0.00567635	-0.00340141	-2.4e-07	bc1012	BIOT
BIOT##bc1012##Metabolite	0.04932325	0.00938833	0.00567635	0.00340141	2.4e-07	BIOT	bc1012
bc1012##CMP##Microbe	-1.47827095	-0.28137849	-0.17012633	-0.10194381	-7.34e-06	bc1012	CMP
CMP##bc1012##Metabolite	1.47827095	0.28137849	0.17012633	0.10194381	7.34e-06	CMP	bc1012
bc1012##CO2##Microbe	150.86014184	29.77565622	17.01458251	8.84455291	0.00062796	bc1012	CO2
bc1012##Ca2+##Microbe	-0.04932325	-0.00938833	-0.00567635	-0.00340141	-2.4e-07	bc1012	Ca2+
