	Avg_bc1012	Var_bc1012	Avg_bc1001	Var_bc1001	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
PPi	0.0	0.0	0.0	0.0	0.9	0.008999999999999996	0.0	0.0	0.9	0.008999999999999996	bc1012	1		1	bc1012	1
Putrescine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Pyridoxal	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Riboflavin	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Spermidine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Succinate	0.0	0.0	0.0	0.0	0.9	0.008999999999999996	0.0	0.0	0.9	0.008999999999999996	bc1012	1		1	bc1012	1
Sulfate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
TRHL	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
TTP	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Thiamin	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
UMP	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Zn2+	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
dGTP	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
ddca	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
fe3	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
