	Avg_bc1012	Var_bc1012	Avg_bc1001	Var_bc1001	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
1,2-Diacyl-sn-glycerol dioctadecanoyl	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
4-Hydroxybenzoate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
5-Aminolevulinate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
AMP	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Acetate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Adenine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Adenosine	0.0	0.0	0.0	0.0	0.9	0.008999999999999996	0.0	0.0	0.9	0.008999999999999996	bc1001	1		1	bc1001	1
Ala-Ala	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
BET	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
BIOT	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
CMP	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
CO2	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Ca2+	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chorismate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Cl-	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Co2+	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
CoA	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Cu2+	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
D-Arabinose	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
D-Glucose	0.13940193701127798	0.031902373761516264	0.1656482459718207	0.015814533976405407	1.8	0.03599999999999998	1.2348904113361467	0.7505123070349603	3.034890411336147	0.8359079234884061	bc1001.bc1012	1	.bc1012.bc1001.bc1012	3	bc1001.bc1012.bc1012bc1001.bc1012.bc1001.bc1012bc1001.bc1012	3
Deoxycytidine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Deoxyguanosine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Formate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Fumarate	0.006820561160898212	0.0018757947070908766	0.0	0.0	0.9	0.008999999999999996	0.2642957531454111	0.187458283501641	1.164295753145411	0.20174419856454923	bc1012	1	bc1012.	2	bc1012bc1012.bc1012	2
GTP	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Glycerol	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Glycine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
H+	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
H2O	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Heme	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
K+	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Alanine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Arginine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Asparagine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Aspartate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Cysteine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Glutamate	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Glutamine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Histidine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Leucine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Lysine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Phenylalanine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Proline	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Serine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Threonine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Tryptophan	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Tyrosine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
L-Valine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Mn2+	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Myristic acid	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
NADP	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.9	0.008999999999999996	0.0	0.0	0.9	0.008999999999999996	bc1001	1		1	bc1001	1
O2	0.037638633621605896	0.011140525496850994	0.04623621633046845	0.00469304669826293	1.8	0.03599999999999998	0.6082293447435948	0.808220458845883	2.408229344743595	0.8685496326356267	bc1001.bc1012	1	bc1001.bc1012.bc1012.	3	bc1001.bc1012bc1001.bc1012.bc1012bc1001.bc1012.bc1001.bc1012	3
Oxidized glutathione	0.0	0.0	0.0	0.0	1.8	0.03599999999999998	0.0	0.0	1.8	0.03599999999999998	bc1001.bc1012	1		1	bc1001.bc1012	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
