	Avg_bc1003	Var_bc1003	Avg_bc1016	Var_bc1016	Avg_bc1012	Var_bc1012	Avg_bc1011	Var_bc1011	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Arsenate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Arsenite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
BET	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
BIOT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
CMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chitobiose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	bc1016	1		1	bc1016	1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Citrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	bc1016	1		1	bc1016	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	bc1016	1		1	bc1016	1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9890116387466519	0.00012008069323229094	0.0	0.0	1.9890116387466519	0.00012008069323229094	bc1011.bc1016	1		1	bc1011.bc1016	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
D-Galacturonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Glucose	0.19533940569258545	0.016053503503637895	0.057137628965328105	9.909299771995917e-08	0.14553065456638795	0.024650640780673118	0.18993209085695426	0.015038956854819902	3.9780232774933038	0.00048032277292916375	3.1903284020442104	1.5585813904589514	7.168351679537514	1.559832139786845	bc1003.bc1011.bc1012.bc1016	1	bc1016.bc1012.bc1016.bc1011.bc1012.bc1016.bc1003.bc1011.bc1012.bc1016	4	bc1016bc1003.bc1011.bc1012.bc1016.bc1012.bc1016bc1003.bc1011.bc1012.bc1016.bc1011.bc1012.bc1016bc1003.bc1011.bc1012.bc1016.bc1003.bc1011.bc1012.bc1016bc1003.bc1011.bc1012.bc1016	4
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyadenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9835174581199775	0.0002701815597726656	0.0	0.0	2.9835174581199775	0.0002701815597726656	bc1003.bc1011.bc1012	1		1	bc1003.bc1011.bc1012	1
Deoxyinosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyuridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Fumarate	0.0	0.0	0.0	0.0	0.0051922771289597686	0.0015427171970739805	0.0	0.0	0.29539772261005776	0.20765848690440855	0.2050652957183862	0.16278248016000332	0.5004630183284439	0.6587542868099262	bc1012.	2	bc1012.	2	bc1012bc1012.bc1012.	3
GTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glucose-1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	bc1016	1		1	bc1016	1
Glucuronate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
HYXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
K+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	bc1016	1		1	bc1016	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9890116387466519	0.00012008069323229094	0.0	0.0	1.9890116387466519	0.00012008069323229094	bc1003.bc1012	1		1	bc1003.bc1012	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	bc1016	1		1	bc1016	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9835174581199775	0.0002701815597726656	0.0	0.0	2.9835174581199775	0.0002701815597726656	bc1003.bc1011.bc1012	1		1	bc1003.bc1011.bc1012	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9890116387466519	0.00012008069323229094	0.0	0.0	1.9890116387466519	0.00012008069323229094	bc1003.bc1011	1		1	bc1003.bc1011	1
O2	0.04487520940919737	0.004839996349512594	0.0	0.0	0.030082882988005242	0.0092468857139536	0.0445309858062201	0.004809788751043947	3.9780232774933038	0.00048032277292916375	0.8802057870421549	1.853724325696962	4.858229064535458	1.854417207751167	bc1003.bc1011.bc1012.bc1016	1	bc1003.bc1011.bc1012.bc1003.bc1012.bc1012.	4	bc1003.bc1011.bc1012bc1003.bc1011.bc1012.bc1016.bc1003.bc1012bc1003.bc1011.bc1012.bc1016.bc1012bc1003.bc1011.bc1012.bc1016.bc1003.bc1011.bc1012.bc1016	4
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9890116387466519	0.00012008069323229094	0.0	0.0	1.9890116387466519	0.00012008069323229094	bc1003.bc1012	1		1	bc1003.bc1012	1
Pimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	bc1016	1		1	bc1016	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29539772261005776	0.20765848690440855	0.0	0.0	0.29539772261005776	0.20765848690440855	bc1012.	2		1	bc1012.	2
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
Thymidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9835174581199775	0.0002701815597726656	0.0	0.0	2.9835174581199775	0.0002701815597726656	bc1003.bc1011.bc1012	1		1	bc1003.bc1011.bc1012	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Uridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	bc1016	1		1	bc1016	1
Xylose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
hexadecenoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	0.0	0.0	0.9945058193733259	3.0020173308072734e-05	bc1016	1		1	bc1016	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9780232774933038	0.00048032277292916375	0.0	0.0	3.9780232774933038	0.00048032277292916375	bc1003.bc1011.bc1012.bc1016	1		1	bc1003.bc1011.bc1012.bc1016	1
