	0.0000-0.6400	0.6400-0.6412	0.6412-0.6426	0.6426-1.3859	1.3859-2.0000	Source	Target
bc1010##L-Arginine##Microbe	-0.037628535548724126	-0.2870556716983828	-0.2870556716983828	-0.0323505677565889	-0.0323505677565889	bc1010	L-Arginine
bc1016##Folate##Microbe	-0.0004836692086312178	-0.0004836692086312178	-0.0004836692086312178	-0.0004836692086312178	-0.0004836692086312178	bc1016	Folate
bc1010##GTP##Microbe	-0.02065353063493762	-0.15755896483608506	-0.15755896483608506	-0.01775656247246788	-0.01775656247246788	bc1010	GTP
bc1003##Oxidized glutathione##Microbe	-0.00021463796547111584	-0.00021463796547111584	-0.0003908913096243489	-0.0003908913096243489	-0.0003908913096243489	bc1003	Oxidized glutathione
bc1003##CoA##Microbe	-0.0008585518618831928	-0.0008585518618831928	-0.0015635652384950694	-0.0015635652384950694	-0.0015635652384950694	bc1003	CoA
bc1010##D-Glucose##Microbe	-0.5655422262276018	-1.000000000000018	-1.000000000000018	-1.000000000000002	-1.000000000000002	bc1010	D-Glucose
bc1010##4-Hydroxybenzoate##Microbe	-0.0004280219685686679	-0.0032652382532323016	-0.0032652382532323016	-0.0003679854528998147	-0.0003679854528998147	bc1010	4-Hydroxybenzoate
bc1003##L-Glutamine##Microbe	-0.03265674983488622	-0.03265674983488622	-0.059473354040673304	-0.059473354040673304	-0.059473354040673304	bc1003	L-Glutamine
bc1016##Glycine##Microbe	-0.02881002635575413	-0.02881002635575413	-0.02881002635575413	-0.02881002635575413	-0.02881002635575413	bc1016	Glycine
bc1010##Deoxyguanosine##Microbe	-0.0004280219685678887	-0.0032652382532586638	-0.0032652382532586638	-0.0003679854528940613	-0.0003679854528940613	bc1010	Deoxyguanosine
bc1010##5-Aminolevulinate##Microbe	-0.0034241757485407908	-0.026121906026218212	-0.026121906026218212	-0.0029438836231247692	-0.0029438836231247692	bc1010	5-Aminolevulinate
bc1003##5-Aminolevulinate##Microbe	-0.0034342074475198743	-0.0034342074475198743	-0.006254260953957191	-0.006254260953957191	-0.006254260953957191	bc1003	5-Aminolevulinate
