	0.1675	0.337	0.33985	0.36765000000000003	0.39715	0.80035	1.6005	Source	Target
bc1012##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-2.2451747	-0.48280678	-0.48280678	-0.29085787	-0.17282886	-8.33e-06	0	bc1012	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012##Metabolite	2.2451747	0.48280678	0.48280678	0.29085787	0.17282886	8.33e-06	0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1012
bc1012##4-Hydroxybenzoate##Microbe	-0.0505719	-0.01087508	-0.01087508	-0.00655149	-0.00389292	-1.9e-07	0	bc1012	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1012##Metabolite	0.0505719	0.01087508	0.01087508	0.00655149	0.00389292	1.9e-07	0	4-Hydroxybenzoate	bc1012
bc1012##5-Aminolevulinate##Microbe	-0.40457523	-0.08700065	-0.08700065	-0.05241191	-0.03114336	-1.5e-06	0	bc1012	5-Aminolevulinate
5-Aminolevulinate##bc1012##Metabolite	0.40457523	0.08700065	0.08700065	0.05241191	0.03114336	1.5e-06	0	5-Aminolevulinate	bc1012
bc1012##AMP##Microbe	-1.93498787	-0.41610359	-0.41610359	-0.25067379	-0.14895133	-7.18e-06	0	bc1012	AMP
AMP##bc1012##Metabolite	1.93498787	0.41610359	0.41610359	0.25067379	0.14895133	7.18e-06	0	AMP	bc1012
bc1012##Acetate##Microbe	129.77488447	29.14352788	29.14352788	16.55164602	8.48964593	0.00038864	0	bc1012	Acetate
bc1012##Ala-Ala##Microbe	-0.45073478	-0.09692689	-0.09692689	-0.05839178	-0.03469662	-1.67e-06	0	bc1012	Ala-Ala
Ala-Ala##bc1012##Metabolite	0.45073478	0.09692689	0.09692689	0.05839178	0.03469662	1.67e-06	0	Ala-Ala	bc1012
bc1012##BET##Microbe	-0.10114381	-0.02175016	-0.02175016	-0.01310298	-0.00778584	-3.8e-07	0	bc1012	BET
BET##bc1012##Metabolite	0.10114381	0.02175016	0.02175016	0.01310298	0.00778584	3.8e-07	0	BET	bc1012
bc1012##BIOT##Microbe	-0.0505719	-0.01087508	-0.01087508	-0.00655149	-0.00389292	-1.9e-07	0	bc1012	BIOT
BIOT##bc1012##Metabolite	0.0505719	0.01087508	0.01087508	0.00655149	0.00389292	1.9e-07	0	BIOT	bc1012
bc1012##CMP##Microbe	-1.51569449	-0.32593792	-0.32593792	-0.19635517	-0.116675	-5.62e-06	0	bc1012	CMP
CMP##bc1012##Metabolite	1.51569449	0.32593792	0.32593792	0.19635517	0.116675	5.62e-06	0	CMP	bc1012
bc1012##CO2##Microbe	154.62766089	34.48791775	34.48791775	19.77127323	10.40276079	0.0004808	0	bc1012	CO2
bc1012##Ca2+##Microbe	-0.0505719	-0.01087508	-0.01087508	-0.00655149	-0.00389292	-1.9e-07	0	bc1012	Ca2+
Ca2+##bc1012##Metabolite	0.0505719	0.01087508	0.01087508	0.00655149	0.00389292	1.9e-07	0	Ca2+	bc1012
bc1012##Chorismate##Microbe	-0.10114381	-0.02175016	-0.02175016	-0.01310298	-0.00778584	-3.8e-07	0	bc1012	Chorismate
Chorismate##bc1012##Metabolite	0.10114381	0.02175016	0.02175016	0.01310298	0.00778584	3.8e-07	0	Chorismate	bc1012
bc1012##Cl-##Microbe	-0.0505719	-0.01087508	-0.01087508	-0.00655149	-0.00389292	-1.9e-07	0	bc1012	Cl-
Cl-##bc1012##Metabolite	0.0505719	0.01087508	0.01087508	0.00655149	0.00389292	1.9e-07	0	Cl-	bc1012
bc1012##Co2+##Microbe	-0.0505719	-0.01087508	-0.01087508	-0.00655149	-0.00389292	-1.9e-07	0	bc1012	Co2+
