	0.0000-0.0020	0.0020-0.0084	0.0085-0.0086	0.0087-0.0088	0.0088-0.0237	0.0237-0.0238	0.0238-0.0265	0.0265-0.0430	0.0430-0.0818	0.0818-0.0818	0.1143-0.1147	0.1147-0.1478	0.1478-0.1479	0.1479-0.1483	0.1483-0.1484	0.1484-0.1736	0.2239-0.2243	0.2243-0.2244	0.2244-0.2244	0.2258-0.3864	0.3864-0.3869	0.3872-0.6071	0.6071-0.7320	0.7320-0.7322	0.7322-0.7465	0.7859-0.8295	0.8296-0.8360	0.8612-6.2753	6.2753-6.3691	6.3691-6.9784	7.0866-7.2437	7.2437-9.5565	9.5565-20.0000	Source	Target
Riboflavin##Flavonifractor_plautii_YL31##Metabolite##None	126.6890741173045	126.68907411797926	126.68907411802314	126.68907411803914	126.68907411803964	126.68907411882955	126.68907411808487	126.68907411835707	126.68907411848308	126.68907411900727	126.68907411814266	126.68907411803424	126.68907411764643	126.68907411764643	126.68907411859865	126.68907411975722	126.68907411863998	126.68907411873369	126.68907411819812	126.68907411774873	126.68907411813618	126.6890741181952	126.68907411813277	126.68907411855236	126.68907411857265	126.68907411861277	126.68907411870329	126.68907411771963	126.68907411771963	126.68907411771963	126.68907411771963	126.68907411771963	126.68907411771963	Riboflavin	Flavonifractor_plautii_YL31
Flavonifractor_plautii_YL31##Phosphate-e0##Microbe##Riboflavin	-127.45775495899707	-127.45775495960105	-127.45775495963812	-127.457754959654	-127.45775495965506	-127.4577549603973	-127.4577549596914	-127.4577549599488	-127.4577549601022	-127.45775496061813	-127.45775495976876	-127.4577549596806	-127.45775495921414	-127.45775495921414	-127.45775496020154	-127.45775496147311	-127.45775496032832	-127.45775496050024	-127.45775495981589	-127.45775495938511	-127.4577549597643	-127.45775495982984	-127.4577549597584	-127.45775496017508	-127.45775496020083	-127.4577549602328	-127.457754960322	-127.45775495932976	-127.45775495932976	-127.45775495932976	-127.45775495932976	-127.45775495932976	-127.45775495932976	Flavonifractor_plautii_YL31	Phosphate-e0
Flavonifractor_plautii_YL31##L-Glutamate-e0##Microbe##Riboflavin	-68.22864673318725	-68.22864673391817	-188.8280202811279	-167.29780661050347	-167.29780661050685	575.9849373339829	575.9849373305799	575.9849373318222	185.10007415256828	1162.4825956686293	-76.26198884331247	1094.933143717166	1094.9331437133994	1094.9331437133994	513.3926711581885	1089.3060385393974	-119.97219561046403	-119.97219561080256	101.14259202889266	-558.7017708862757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Glutamate-e0
Flavonifractor_plautii_YL31##D-Glucose-e0##Microbe##Riboflavin	-8.74087128262537	-8.740871282643688	-8.740871282643667	-8.740871282646218	-8.740871282643818	-8.740871282683186	-8.740871282645642	-8.74087128266878	-8.740871282671302	-8.740871282713385	-8.740871282643809	-8.74087128263398	-8.74087128262273	-8.74087128262273	-8.740871282679246	-8.740871282783035	-8.740871282690621	-8.740871282687454	-8.740871282652321	-8.74087128262919	-8.74087128265639	-8.740871282659866	-8.740871282655997	-8.740871282679821	-8.740871282679514	-8.740871282683539	-8.74087128269019	-8.740871282618299	-8.740871282618299	-8.740871282618299	-8.740871282618299	-8.740871282618299	-8.740871282618299	Flavonifractor_plautii_YL31	D-Glucose-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe##Riboflavin	-0.9241112603169802	-0.9241112603206235	-0.9241112603207774	-0.9241112603208853	-0.92411126032087	-0.9241112603255891	-0.9241112603211876	-0.9241112603228675	-0.9241112603240891	-0.9241112603269778	-0.9241112603219094	-0.9241112603198802	-0.9241112603189042	-0.9241112603189042	-0.9241112603256042	-0.9241112603344618	-0.9241112603257048	-0.9241112603282157	-0.9241112603225985	-0.9241112603186608	-0.9241112603220961	-0.9241112603223686	-0.9241112603219219	-0.9241112603247558	-0.9241112603248434	-0.924111260325014	-0.9241112603256589	-0.9241112603182423	-0.9241112603182423	-0.9241112603182423	-0.9241112603182423	-0.9241112603182423	-0.9241112603182423	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##Zn2+-e0##Microbe##Riboflavin	-0.9241112603181817	-0.9241112603208714	-0.9241112603209367	-0.9241112603210733	-0.9241112603210361	-0.924111260325889	-0.9241112603210947	-0.9241112603229269	-0.9241112603240812	-0.9241112603283486	-0.9241112603226036	-0.9241112603198491	-0.9241112603195138	-0.9241112603195138	-0.9241112603265592	-0.9241112603336502	-0.9241112603254906	-0.9241112603280274	-0.9241112603229439	-0.924111260318632	-0.9241112603223935	-0.9241112603224597	-0.9241112603223801	-0.9241112603247723	-0.9241112603248661	-0.924111260325059	-0.9241112603257853	-0.9241112603178101	-0.9241112603178101	-0.9241112603178101	-0.9241112603178101	-0.9241112603178101	-0.9241112603178101	Flavonifractor_plautii_YL31	Zn2+-e0
Flavonifractor_plautii_YL31##L-Lysine-e0##Microbe##Riboflavin	-41.26899935741657	-41.268999357646024	-41.268999357661386	-41.26899935766649	-41.26899935766719	-41.268999357940984	-41.268999357681516	-41.26899935777796	-41.2689993578143	-41.26899935799799	-41.26899935770428	-41.26899935767531	-41.26899935754747	-41.26899935754747	-41.26899935785654	-41.268999358232236	-41.268999357850646	-41.268999357898636	-41.2689993577173	-41.26899935756663	-41.26899935769253	-41.268999357714286	-41.26899935769563	-41.268999357837416	-41.268999357844024	-41.26899935785635	-0.2327690030403062	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Lysine-e0
Flavonifractor_plautii_YL31##L-Aspartate-e0##Microbe##Riboflavin	-57.8288367899413	-57.828836790062105	-57.8288367900614	-28.314168375462927	-86.81840995850179	1399.7470779338046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-558.7017708879569	-86.81840995868056	-86.81840995863928	-86.81840995893587	-260.04396586395524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Aspartate-e0
Flavonifractor_plautii_YL31##Sulfate-e0##Microbe##Riboflavin	-0.9241112603194807	-0.9241112603207136	-0.9241112603206014	-0.9241112603207249	-0.9241112603206943	-0.9241112603231193	-0.9241112603211502	-0.9241112603224277	-0.9241112603236588	-0.9241112603270513	-0.9241112603205696	-0.9241112603190728	-0.9241112603182107	-0.9241112603182107	-0.9241112603248348	-0.9241112603309571	-0.9241112603246346	-0.9241112603288824	-0.9241112603220953	-0.9241112603184685	-0.9241112603224454	-0.9241112603225002	-0.9241112603217061	-0.9241112603255746	-0.9241112603256026	-0.9241112603260703	-0.9241112603269623	-0.9241112603171829	-0.9241112603171829	-0.9241112603171829	-0.9241112603171829	-0.9241112603171829	-0.9241112603171829	Flavonifractor_plautii_YL31	Sulfate-e0
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe##Putrescine-e0	0.9999999999999831	0.9999999999999745	0.9999999999999739	0.9999999999999755	0.9999999999999768	0.9999999999999766	0.9999999999999759	0.9999999999999706	0.9999999999999758	0.9999999999999718	0.9999999999999737	0.9999999999999709	0.0	0.0	0.0	0.0	0.0	0.9999999999999959	0.9999999999999355	0.999999999999896	0.9999999999999364	0.9999999999999409	0.9999999999999344	0.9999999999999682	1.0000000000000056	0.9999999999999735	0.9999999999993211	0.9999999999999888	0.9999999999999888	0.9999999999999888	0.9999999999999888	0.9999999999999888	0.9999999999999888	Flavonifractor_plautii_YL31	L-Arginine-e0
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe##Spermidine-e0	0.9999999999999889	1.0000000000003746	1.0000000000002949	1.0000000000003109	1.0000000000003133	1.000000000000478	1.0000000000003084	1.000000000000383	1.000000000000435	1.000000000000688	1.0000000000002731	1.0000000000002387	6.000000000010271	6.000000000010271	0.0	0.0	-6.000000000042175	1.0000000000005822	1.0000000000001892	0.999999999999862	1.0000000000001161	1.0000000000001412	1.000000000000094	1.000000000000355	1.0000000000004667	1.0000000000003757	0.9999999999977713	1.000000000000033	1.000000000000033	1.000000000000033	1.000000000000033	1.000000000000033	1.000000000000033	Flavonifractor_plautii_YL31	L-Arginine-e0
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe##Riboflavin	-36.572358341813235	-36.57235834202459	-36.57235834203882	-36.57235834204347	-36.57235834204367	-36.57235834228209	-36.57235834205828	-36.57235834213811	-36.572358342174276	-36.57235834233607	-36.572358342073244	-36.57235834205364	-4658.395101600167	-4658.395101600167	-1172.1522662542247	-1172.1522662653442	2628.036934359924	-36.572358342207124	-36.572358342056745	-36.572358341932514	-36.572358342048624	-36.57235834205942	-36.57235834203872	-36.57235834214719	-36.57235834215262	-36.57235834216508	-36.572358342191364	-36.572358341903254	-36.572358341903254	-36.572358341903254	-36.572358341903254	-36.572358341903254	-36.572358341903254	Flavonifractor_plautii_YL31	L-Arginine-e0
Flavonifractor_plautii_YL31##L-Glutamine-e0##Microbe##Folate-e0	1.0000000000000797	1.0000000000012153	0.0	0.0	0.0	0.0	-2.999999999983084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Glutamine-e0
Flavonifractor_plautii_YL31##L-Glutamine-e0##Microbe##Riboflavin	-41.64070266831488	-41.6407026684865	0.0	0.0	0.0	0.0	-699.8735389619159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Glutamine-e0
Flavonifractor_plautii_YL31##L-Leucine-e0##Microbe##Riboflavin	-64.72644010485995	-64.72644010520641	-64.72644010522905	-64.72644010523709	-64.72644010523776	-64.7264401056404	-64.72644010526172	-64.72644010540004	-64.72644010546561	-64.72644010573667	-64.72644010528987	-64.72644010523396	-64.72644010502758	-64.72644010502758	-64.72644010552298	-64.72644010612274	-64.72644010555042	-64.72644010560133	-64.72644010531768	-64.72644010508994	-64.7264401052885	-64.7264401053203	-64.7264401052854	-64.72644010549992	-64.7264401055112	-64.72644010553121	-64.72644010557774	-64.72644010507565	-64.72644010507565	-64.72644010507565	-64.72644010507565	-64.72644010507565	-64.72644010507565	Flavonifractor_plautii_YL31	L-Leucine-e0
Flavonifractor_plautii_YL31##Putrescine-e0##Microbe##Putrescine-e0	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999998	-0.9999999999999996	-0.9999999999999986	-1.0000000000000009	-0.9999999999999994	-1.0000000000000004	-1.0000000000000004	-1.0	-1.0000000000000002	-1.0000000000000016	-1.0000000000000016	-1.0000000000000007	-1.0000000000000004	-0.9999999999999997	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-1.0000000000000007	-0.9999999999999988	-1.0000000000000004	-1.000000000000001	-1.0000000000000016	-0.9999999999999989	-1.0000000000000004	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	Flavonifractor_plautii_YL31	Putrescine-e0
Flavonifractor_plautii_YL31##L-Histidine-e0##Microbe##Riboflavin	-11.393282031189598	-11.393282031249274	-11.393282031253127	-11.393282031254538	-11.39328203125457	-11.393282031324887	-11.393282031258568	-11.393282031282478	-11.393282031294444	-11.393282031339952	-11.393282031263542	-11.393282031252282	-11.39328203121905	-11.39328203121905	-11.393282031304654	-11.393282031410354	-11.393282031307757	-11.3932820313165	-11.393282031268631	-11.393282031228308	-11.39328203126335	-11.39328203126836	-11.393282031262492	-11.393282031300846	-11.393282031302634	-11.393282031306535	-11.393282031314738	-11.393282031224928	-11.393282031224928	-11.393282031224928	-11.393282031224928	-11.393282031224928	-11.393282031224928	Flavonifractor_plautii_YL31	L-Histidine-e0
Flavonifractor_plautii_YL31##L-Proline-e0##Microbe##Riboflavin	-26.584324739440067	-26.584324739583394	-26.584324739592756	-26.58432473959618	-26.584324739596216	-26.58432473976196	-26.58432473960579	-26.584324739662733	-26.584324739689244	-26.584324739798276	-26.584324739616804	-26.584324739594514	-26.58432473951461	-26.58432473951461	-26.584324739712876	-26.584324739956433	-26.584324739719985	-26.584324739736964	-26.584324739627824	-26.584324739534875	-26.584324739616022	-26.584324739628393	-26.584324739615354	-26.584324739703703	-26.584324739707913	-26.58432473971617	-26.584324739735173	-26.58432473952915	-26.58432473952915	-26.58432473952915	-26.58432473952915	-26.58432473952915	-26.58432473952915	Flavonifractor_plautii_YL31	L-Proline-e0
Flavonifractor_plautii_YL31##Co2+-e0##Microbe##Riboflavin	-0.9241112603190819	-0.9241112603219547	-0.9241112603219538	-0.9241112603220881	-0.9241112603220699	-0.9241112603290382	-0.9241112603225116	-0.9241112603252652	-0.9241112603252499	-0.924111260331821	-0.9241112603228543	-0.9241112603234224	-0.9241112603197877	-0.9241112603197877	-0.9241112603263885	-0.9241112603313393	-0.9241112603254593	-0.9241112603307006	-0.9241112603234484	-0.9241112603197636	-0.9241112603224266	-0.9241112603228335	-0.9241112603225557	-0.924111260325989	-0.9241112603258933	-0.9241112603263775	-0.9241112603269388	-0.9241112603209304	-0.9241112603209304	-0.9241112603209304	-0.9241112603209304	-0.9241112603209304	-0.9241112603209304	Flavonifractor_plautii_YL31	Co2+-e0
Flavonifractor_plautii_YL31##L-Valine-e0##Microbe##Riboflavin	-50.889993072637765	-50.88999307290616	-50.88999307292357	-50.88999307293003	-50.889993072929826	-50.88999307323201	-50.8899930729414	-50.88999307304886	-50.88999307309971	-50.88999307330651	-50.889993072962746	-50.88999307291656	-50.889993072766174	-50.889993072766174	-50.88999307314478	-50.88999307360428	-50.8899930731713	-50.889993073212224	-50.88999307298901	-50.8899930728108	-50.889993072967044	-50.88999307298809	-50.88999307296391	-50.88999307313191	-50.88999307313922	-50.88999307315527	-50.88999307319141	-50.88999307279472	-50.88999307279472	-50.88999307279472	-50.88999307279472	-50.88999307279472	-50.88999307279472	Flavonifractor_plautii_YL31	L-Valine-e0
Flavonifractor_plautii_YL31##L-Threonine-e0##Microbe##Riboflavin	-37.09933646743834	-37.099336467651725	-37.09933646766705	-37.0993364676719	-37.09933646767092	-37.09933646789667	-37.099336467678924	-37.09933646775475	-37.09933646779392	-37.09933646792219	-1275.8439209715118	-104.64878841023065	-104.64878840990627	-104.64878840990627	-1266.7297335375592	-3570.383203054201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Threonine-e0
Flavonifractor_plautii_YL31##Spermidine-e0##Microbe##Spermidine-e0	-1.0000000000000004	-0.9999999999999991	-0.9999999999999996	-0.9999999999999994	-0.9999999999999993	-1.0000000000000009	-1.0000000000000002	-1.0000000000000004	-1.0	-1.0	-0.9999999999999998	-0.9999999999999997	-1.0000000000000002	-1.0000000000000002	-1.0000000000000018	-1.0000000000000024	-0.9999999999999998	-1.0000000000000007	-1.0000000000000004	-0.9999999999999996	-1.000000000000002	-1.0	-0.9999999999999986	-1.0000000000000002	-1.0000000000000007	-0.9999999999999997	-0.9999999999999991	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	Flavonifractor_plautii_YL31	Spermidine-e0
Flavonifractor_plautii_YL31##L-Isoleucine-e0##Microbe##Riboflavin	-34.93939822897944	-34.939398229166514	-34.93939822917864	-34.93939822918296	-34.93939822918321	-34.93939822940322	-34.93939822919551	-34.93939822927195	-34.93939822930534	-34.939398229454554	-34.93939822921094	-34.93939822918244	-34.93939822907598	-34.93939822907598	-34.9393982293372	-34.93939822965575	-34.939398229345585	-34.93939822937711	-34.93939822922606	-34.939398229101954	-34.93939822920891	-34.93939822922501	-34.939398229208294	-34.93939822932538	-34.93939822933085	-34.93939822934191	-34.939398229367306	-34.93939822909593	-34.93939822909593	-34.93939822909593	-34.93939822909593	-34.93939822909593	-34.93939822909593	Flavonifractor_plautii_YL31	L-Isoleucine-e0
Flavonifractor_plautii_YL31##fe3-e0##Microbe##Riboflavin	-0.9241112603171603	-0.9241112603211302	-0.9241112603213523	-0.9241112603214715	-0.9241112603214604	-0.9241112603260512	-0.9241112603216577	-0.924111260323448	-0.9241112603246332	-0.9241112603284835	-0.9241112603223277	-0.9241112603209686	-0.9241112603182149	-0.9241112603182149	-0.9241112603255603	-0.9241112603340729	-0.9241112603258976	-0.9241112603262749	-0.924111260322511	-0.9241112603193671	-0.92411126032235	-0.924111260322584	-0.9241112603221172	-0.9241112603249116	-0.924111260324988	-0.9241112603253684	-0.9241112603260065	-0.924111260318861	-0.924111260318861	-0.924111260318861	-0.924111260318861	-0.924111260318861	-0.924111260318861	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##H+-e0##Microbe##Putrescine-e0	1.0882352941186721	0.9999999999998086	0.9999999999996526	0.9999999999996982	0.9999999999996921	1.0000000000011635	0.9999999999997904	0.9999999999996964	0.9999999999998909	0.9999999999994985	1.0000000000004527	0.9999999999995689	0.9999999999999878	0.9999999999999878	1.0000000000000056	0.9999999999999897	0.9999999999998965	0.0	0.41666666666615554	0.6666666666640485	0.8333333333307392	0.6666666666651432	0.8333333333308892	0.0	0.9999999999998467	1.0000000000004634	3.000000000015442	0.9999999999998304	0.9999999999998304	0.9999999999998304	0.9999999999998304	0.9999999999998304	0.9999999999998304	Flavonifractor_plautii_YL31	H+-e0
Flavonifractor_plautii_YL31##H+-e0##Microbe##Spermidine-e0	0.7647058823533582	5.000000000002013	3.800000000003668	3.5000000000038627	3.5000000000039444	1.9999999999749882	3.500000000003083	3.500000000003783	3.200000000001844	4.000000000011963	1.9999999999960938	4.000000000004163	4.000000000002166	4.000000000002166	2.9999999999998415	4.000000000017794	6.00000000003005	-1.0000000000166365	1.9166666666688092	3.6666666666643053	4.8333333333392465	3.6666666666720937	4.83333333333935	-1.000000000011253	1.9999999999905849	1.9999999999925693	10.000000000050516	4.000000000002791	4.000000000002791	4.000000000002791	4.000000000002791	4.000000000002791	4.000000000002791	Flavonifractor_plautii_YL31	H+-e0
Flavonifractor_plautii_YL31##H+-e0##Microbe##Folate-e0	-6.617647058823698	9.000000000007233	1.2000000000099242	-2.9999999999920433	-2.999999999989787	6.0000000000118945	-2.9999999999917857	-2.999999999995037	-2.7999999999977083	-1.9999999999875975	-3.5000000000051226	-0.9999999999936504	-1.0000000000007296	-1.0000000000007296	-2.3333333333329564	-0.9999999999797791	0.1666666666924923	4.166666666659262	2.5000000000063753	1.5000000000239004	1.0000000000330853	1.5000000000219338	1.0000000000333966	3.499999999986273	-3.5000000000080416	-3.50000000001304	-11.500000000075207	-1.4999999999930549	-1.4999999999930549	-1.4999999999930549	-1.4999999999930549	-1.4999999999930549	-1.4999999999930549	Flavonifractor_plautii_YL31	H+-e0
