	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference
0.38495	1.0	0.5333333333333333	0.0	1.7016831030088158
1.1428	1.0	0.5333333333333333	0.0	0.17195887375143817
1.75785	0.013157894736842105	0.5	2.0	3.6022884702406053
Average	1.0	0.5365853658536586	0.0	1.301939408584499
