	0.0000-0.0000	0.0000-7.5087	7.5087-7.5089	7.5089-7.5090	7.5090-10.1299	10.1299-10.8394	10.8394-12.3440	12.3440-12.6989	12.6989-13.4896	13.4896-15.8940	16.1627-16.1627	16.1627-16.1826	16.1826-16.3803	16.3803-16.3804	16.3804-16.4159	16.4159-16.4159	16.4185-16.4185	16.4185-16.6485	16.6485-20.0000	Source	Target
Riboflavin-e0##Succinate-e0##Enterococcus_faecalis_KB1	2.500000000131981	2.500000000131981	2.500000000131981	2.500000000131981	2.500000000131981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Succinate-e0
Riboflavin-e0##L-Tryptophan-e0##Enterococcus_faecalis_KB1	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	-6.121310174133786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Tryptophan-e0
Riboflavin-e0##Cl--e0##Enterococcus_faecalis_KB1	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	-0.7060625360121109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Cl--e0
Riboflavin-e0##Mg-e0##Enterococcus_faecalis_KB1	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Mg-e0
Folate-e0##Folate-e0##Enterococcus_faecalis_KB1	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000007	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Folate-e0
Putrescine-e0##CO2-e0##Enterococcus_faecalis_KB1	-1.3750000008942418	-1.3750000008942418	-1.3750000008942418	-1.3750000008942418	-1.3750000008942418	-1.3749999999763598	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	-1.3749999999762368	Putrescine-e0	CO2-e0
Spermidine-e0##CO2-e0##Enterococcus_faecalis_KB1	-3.5000000012997217	-3.5000000012997217	-3.5000000012997217	-3.5000000012997217	-3.5000000012997217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	CO2-e0
Thiamin-e0##CO2-e0##Enterococcus_faecalis_KB1	-7.625000002212236	-7.625000002212236	-7.625000002212236	-7.625000002212236	-7.625000002212236	-7.625000000036964	-7.625000000032957	-7.625000000032957	-7.625000000032957	-7.625000000032957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	CO2-e0
Riboflavin-e0##CO2-e0##Enterococcus_faecalis_KB1	2381.2659640904526	2381.2659640904526	2381.2659640904526	2381.2659640904526	2381.2659640904526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	CO2-e0
N-Acetyl-D-glucosamine-e0##CO2-e0##Enterococcus_faecalis_KB1	-0.6250000003548888	-0.6250000003548888	-0.6250000003548888	-0.6250000003548888	-0.6250000003548888	-0.6249999999938358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	CO2-e0
Folate-e0##CO2-e0##Enterococcus_faecalis_KB1	-5.874999999840586	-5.874999999840586	-5.874999999840586	-5.874999999840586	-5.874999999840586	-5.8749999999426485	-5.874999999941618	-5.874999999941618	-5.874999999941618	-5.874999999941618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	CO2-e0
Riboflavin-e0##O2-e0##Enterococcus_faecalis_KB1	-0.17651563400088283	-0.17651563400088283	-0.17651563400088283	-0.17651563400088283	-0.17651563400088283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	O2-e0
Putrescine-e0##H2-e0##Enterococcus_faecalis_KB1	0.6249999991224189	0.6249999991224189	0.6249999991224189	0.6249999991224189	0.6249999991224189	0.6250000000230733	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	0.6250000000231978	Putrescine-e0	H2-e0
Spermidine-e0##H2-e0##Enterococcus_faecalis_KB1	-0.5000000012755491	-0.5000000012755491	-0.5000000012755491	-0.5000000012755491	-0.5000000012755491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	H2-e0
Thiamin-e0##H2-e0##Enterococcus_faecalis_KB1	-4.6250000021708955	-4.6250000021708955	-4.6250000021708955	-4.6250000021708955	-4.6250000021708955	-4.625000000036592	-4.62500000003266	-4.62500000003266	-4.62500000003266	-4.62500000003266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	H2-e0
Riboflavin-e0##H2-e0##Enterococcus_faecalis_KB1	2336.8394367257197	2336.8394367257197	2336.8394367257197	2336.8394367257197	2336.8394367257197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	H2-e0
N-Acetyl-D-glucosamine-e0##H2-e0##Enterococcus_faecalis_KB1	-0.6250000003482417	-0.6250000003482417	-0.6250000003482417	-0.6250000003482417	-0.6250000003482417	-0.624999999993982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	H2-e0
Folate-e0##H2-e0##Enterococcus_faecalis_KB1	-5.874999999843488	-5.874999999843488	-5.874999999843488	-5.874999999843488	-5.874999999843488	-5.874999999943774	-5.8749999999427684	-5.8749999999427684	-5.8749999999427684	-5.8749999999427684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	H2-e0
Riboflavin-e0##Niacin##Enterococcus_faecalis_KB1	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Niacin
Riboflavin-e0##PAN##Enterococcus_faecalis_KB1	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	PAN
Riboflavin-e0##Pyridoxal##Enterococcus_faecalis_KB1	-0.5000000000278432	-0.5000000000278432	-0.5000000000278432	-0.5000000000278432	-0.5000000000278432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Pyridoxal
Spermidine-e0##Inosine##Enterococcus_faecalis_KB1	1.000000000018843	1.000000000018843	1.000000000018843	1.000000000018843	1.000000000018843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Inosine
Thiamin-e0##Inosine##Enterococcus_faecalis_KB1	2.000000000032118	2.000000000032118	2.000000000032118	2.000000000032118	2.000000000032118	2.0000000000006604	2.0000000000005516	2.0000000000005516	2.0000000000005516	2.0000000000005516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	Inosine
Riboflavin-e0##Inosine##Enterococcus_faecalis_KB1	-34.67381898619069	-34.67381898619069	-34.67381898619069	-34.67381898619069	-34.67381898619069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Inosine
Riboflavin-e0##Cytosine##Enterococcus_faecalis_KB1	-6.580314084874544	-6.580314084874544	-6.580314084874544	-6.580314084874544	-6.580314084874544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Cytosine
PAN##Phosphate-e0##Blautia_coccoides_YL58	-129.8641856267842	-129.86418562467162	0.08908633866442044	0.1501116651260701	-129.86418561846745	-129.86418561846745	-129.86418561846745	-129.86418561844306	-129.86418561836115	-129.8641856185281	-103.28780761330903	-129.86418561863945	-129.8641856176668	-145.0766018631144	-129.86418561874436	-166.22661781950663	-150.90502177485794	-129.86418561853148	-129.86418561853665	PAN	Phosphate-e0
Thiamin-e0##L-Glutamate-e0##Blautia_coccoides_YL58	-1.9999999999988494	-1.999999999999178	-2.0000000000004223	-2.00000000000053	-2.000000000001445	-2.000000000001445	-2.000000000001445	-2.000000000001396	-5.608187134498343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	L-Glutamate-e0
PAN##L-Glutamate-e0##Blautia_coccoides_YL58	-16.352516679335185	-16.35251667906549	0.18867611944688809	0.7947697683944625	-44.12233239598047	-44.12233239598047	-44.12233239598047	-44.12233239599849	162.18662461591822	-68.81887621240489	0.6889775865814228	-68.81887621243493	-68.81887621183233	27.1415080829269	-68.81887621249352	91.5938916131965	-117.76937579061763	-68.81887621239524	-68.81887621239197	PAN	L-Glutamate-e0
N-acetylneuraminate (as sialic residue)##L-Glutamate-e0##Blautia_coccoides_YL58	-1.000000000000065	-1.0000000000003886	-1.595653675409384	-1.6174793027408685	0.0	0.0	0.0	0.0	-2.3099415204662423	0.0	-0.47537638140351407	0.0	0.0	-0.6105373108131473	0.0	-1.0152205170217368	0.30979798032243927	0.0	0.0	N-acetylneuraminate (as sialic residue)	L-Glutamate-e0
Spermidine-e0##D-Glucose-e0##Blautia_coccoides_YL58	0.12230215825860734	0.12230215825494016	0.12230215827507587	0.12230215827501847	0.12230215827252951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	D-Glucose-e0
Thiamin-e0##D-Glucose-e0##Blautia_coccoides_YL58	1.1366906475535987	1.1366906475381697	1.1366906474765215	1.136690647476555	1.1366906474606984	1.1366906474606984	1.1366906474606984	1.28057553954732	1.6959064327208486	0.16063348415264628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	D-Glucose-e0
L-Lactate-e0##D-Glucose-e0##Blautia_coccoides_YL58	0.37410071941729156	0.37410071941875006	0.3741007194249069	0.374100719424918	0.3741007194208439	0.3741007194208439	0.3741007194208439	0.3741007194207187	0.3976608187094499	0.34162895927276465	0.36641436013163226	0.2941176470565908	0.4999999999914157	0.33786705128160655	0.3245614035066275	0.35827574920914396	0.3512236620328702	0.3190045248840103	0.3190045248839758	L-Lactate-e0	D-Glucose-e0
Folate-e0##D-Glucose-e0##Blautia_coccoides_YL58	1.7697841727018553	1.7697841726611179	-26.742949526514685	-26.774165510886963	1.6546762589890187	1.6546762589890187	1.6546762589890187	1.726618705032763	2.245614035075324	1.0113122171962856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	D-Glucose-e0
O2-e0##D-Glucose-e0##Blautia_coccoides_YL58	0.15827338146971892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	D-Glucose-e0
Riboflavin##D-Glucose-e0##Blautia_coccoides_YL58	-0.28057553943181646	-0.2805755394303202	-0.2805755395736301	-0.2805755395737335	-0.28057553957231945	-0.28057553957231945	-0.28057553957231945	-0.06474820144303216	-0.1461988304124488	0.04751131221234056	-0.03817535932902243	0.21176470587592214	-0.4999999999917284	0.13231849998228046	0.18421052630600734	0.052724578064073345	0.08022771805236943	0.2058823529338199	0.0	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Blautia_coccoides_YL58	-792.052485415178	-791.9733487116604	-0.17998823844282477	0.6868738950289088	-788.7768231236081	-788.7768231236081	-788.7768231236081	-788.5866150625228	-812.3344086749539	-749.0953462318729	-788.4496766919765	-669.1487320163174	-1009.8869877745632	-748.6859393799946	-727.2501413137791	-781.8532221658855	-770.4318026413185	-718.2503316958082	-718.0444493428897	PAN	D-Glucose-e0
Puryvate##D-Glucose-e0##Blautia_coccoides_YL58	0.23741007195449837	0.2374100719505775	0.2374100719426893	0.23741007194267316	0.2374100719417144	0.2374100719417144	0.2374100719417144	0.23741007194158423	0.28654970760055254	0.1696832579182108	0.22137852256720691	0.0705882352951729	0.4999999999908167	0.18384075000475825	0.15789473684324473	0.2236377109639553	0.20988614096995134	0.14705882352955602	0.14705882352947475	Puryvate	D-Glucose-e0
N-acetylneuraminate (as sialic residue)##D-Glucose-e0##Blautia_coccoides_YL58	1.1942446043126809	1.194244604296592	-27.318489094856012	-27.349705079228556	1.0791366906469455	1.0791366906469455	1.0791366906469455	1.079136690646998	1.3450292397611872	0.7126696832603224	0.9923906358124728	0.17647058824440243	2.4999999999556226	0.8381372756684514	0.701754385973387	1.0473264294287146	0.9750425358708663	0.6447963800936608	0.6447963800934697	N-acetylneuraminate (as sialic residue)	D-Glucose-e0
PAN##Mn2+-e0##Blautia_coccoides_YL58	-0.7060625360140118	-0.7060625360025412	-0.0001276817335625707	0.0006533761177427	-0.7060625359688253	-0.7060625359688253	-0.7060625359688253	-0.7060625359686857	-0.7060625359682815	-0.706062535969121	-0.7060625359686599	-0.70606253597005	-0.7060625359626134	-0.7060625359702104	-0.7060625359706046	-0.7060625359692156	-0.70606253596891	-0.7060625359693444	-0.706062535969364	PAN	Mn2+-e0
PAN##Zn2+-e0##Blautia_coccoides_YL58	-0.706062536013687	-0.7060625360020754	-0.00012768173356270487	0.0006533761177424426	-0.7060625359684531	-0.7060625359684531	-0.7060625359684531	-0.706062535968201	-0.7060625359678129	-0.706062535968554	-0.706062535968146	-0.7060625359693169	-0.7060625359646112	-0.7060625359696232	-0.7060625359698093	-0.7060625359687822	-0.7060625359683377	-0.7060625359686736	-0.7060625359686391	PAN	Zn2+-e0
PAN##L-Lysine-e0##Blautia_coccoides_YL58	-36.35966193670362	-36.35966193611283	-0.047673274871808696	0.0030607238097263177	-36.359661934379055	-36.359661934379055	-36.359661934379055	-36.35966193437207	-36.359661934350875	-125.7305683635506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-146.56832804308527	-146.9212692195552	PAN	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Blautia_coccoides_YL58	-0.32194244608158973	-0.32194244609111977	-0.32194244603859123	-0.32194244603874367	-0.3219424460452424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Aspartate-e0
Thiamin-e0##L-Aspartate-e0##Blautia_coccoides_YL58	5.728417266373065	5.728417266332715	5.728417266171989	5.728417266172023	5.728417266130655	5.728417266130655	5.728417266130655	6.2320143884339805	6.7836257309217745	7.151583710378676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	L-Aspartate-e0
L-Lactate-e0##L-Aspartate-e0##Blautia_coccoides_YL58	-0.4406474820329961	-0.44064748202918336	-0.4406474820131196	-0.4406474820130949	-0.44064748202373555	-0.44064748202373555	-0.44064748202373555	-0.4406474820240605	-0.4093567251564144	-0.3959276018191052	-0.30514656153777076	0.0	0.0	-0.33344432397141827	-0.1754385964987387	-0.5045111679447325	-0.2996630003632135	-0.45248868779100154	-0.4524886877910789	L-Lactate-e0	L-Aspartate-e0
Folate-e0##L-Aspartate-e0##Blautia_coccoides_YL58	7.194244604420103	7.194244604313805	-67.13962658778487	-67.22453616905699	7.041366906464087	7.041366906464087	7.041366906464087	7.293165467616907	7.98245614031748	8.27828054299071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Aspartate-e0
O2-e0##L-Aspartate-e0##Blautia_coccoides_YL58	2.0539568349881776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Blautia_coccoides_YL58	3.7679856118658486	3.767985611869587	3.7679856114959516	3.76798561149565	3.7679856114993795	3.7679856114993795	3.7679856114993795	4.523381294952649	4.415204678354095	4.368778280529747	4.054935255553748	2.999999999976282	3.000000000022757	4.300432863430556	3.684210526283488	4.967593554933492	4.168685701358867	4.764705882332151	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Blautia_coccoides_YL58	-2065.406624393628	-2064.3796459427613	-0.14174125259780637	2.2161821720224113	-2060.1342603477583	-2060.1342603477583	-2060.1342603477583	-2059.4685321341262	-2091.0085705250112	-2106.1650400387944	-2281.261102326944	-2784.800910797087	-2784.8009107740777	-2247.6120932670606	-2502.1640643291225	-1969.2047008775874	-2300.9727012270323	-2053.4592705789933	-2048.6945646967347	PAN	L-Aspartate-e0
Puryvate##L-Aspartate-e0##Blautia_coccoides_YL58	0.08093525183005107	0.08093525181981943	0.08093525179926651	0.08093525179921253	0.08093525179671253	0.08093525179671253	0.08093525179671253	0.08093525179637011	0.14619883040475454	0.1742081447953823	0.3635514573841413	1.000000000003981	0.999999999974795	0.3497835682725941	0.6578947368457944	0.016203222523102877	0.4156571493092289	0.11764705882392389	0.11764705882368581	Puryvate	L-Aspartate-e0
N-acetylneuraminate (as sialic residue)##L-Aspartate-e0##Blautia_coccoides_YL58	0.17985611509840255	0.17985611505646593	-74.15401507698171	-74.23892465825465	0.02697841726529659	0.02697841726529659	0.02697841726529659	0.026978417265426845	0.38011695905189846	0.5316742081515133	1.556203091335812	5.00000000003624	4.999999999878398	1.5821956793889282	3.201754385992889	-0.17123947134585207	1.9284542463785932	0.361990950235258	0.3619909502347252	N-acetylneuraminate (as sialic residue)	L-Aspartate-e0
PAN##Sulfate-e0##Blautia_coccoides_YL58	-0.7060625360144781	-0.7060625360035236	-0.0001276817335628881	0.0006533761177430186	-0.7060625359705208	-0.7060625359705208	-0.7060625359705208	-0.7060625359697026	-0.7060625359698922	-0.7060625359702509	-0.7060625359702022	-0.706062535971554	-0.7060625359492791	-0.7060625359721882	-0.7060625359722733	-0.706062535971286	-0.7060625359714656	-0.7060625359715191	-0.7060625359716899	PAN	Sulfate-e0
Spermidine-e0##L-Arginine-e0##Blautia_coccoides_YL58	0.9999999999995628	0.9999999999994571	1.000000000000033	1.0000000000000313	0.9999999999999554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Arginine-e0
PAN##L-Arginine-e0##Blautia_coccoides_YL58	-22.723747385034333	-22.723747384666996	-0.06360618529459613	-0.0451696068346697	-22.72374738358375	-22.72374738358375	-22.72374738358375	-22.723747383579745	-22.723747383570046	-22.723747383594997	21.0080553524973	-22.723747383602618	-22.723747383357566	14.232329925046775	-22.723747383619173	-31.45685447128569	-46.3525774307208	-22.723747383575624	-22.723747383576693	PAN	L-Arginine-e0
Thiamin-e0##L-Glutamine-e0##Blautia_coccoides_YL58	2.0000000000049454	2.0000000000039435	1.9999999999999394	1.9999999999999054	1.99999999999946	1.99999999999946	1.99999999999946	1.9999999999994227	5.608187134495877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	L-Glutamine-e0
Folate-e0##L-Glutamine-e0##Blautia_coccoides_YL58	1.0000000000027967	1.000000000000129	-0.8499480352206177	-0.8629976765597129	0.0	0.0	0.0	0.0	4.508771929821527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Glutamine-e0
PAN##L-Glutamine-e0##Blautia_coccoides_YL58	-52.46635953743873	-52.46635953659291	-1.0936435086639082	-0.7312573734658833	-24.696543816403317	-24.696543816403317	-24.696543816403317	-24.696543816370212	-231.005500828253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Glutamine-e0
N-acetylneuraminate (as sialic residue)##L-Glutamine-e0##Blautia_coccoides_YL58	0.9999999999997253	0.9999999999986626	-0.849948035220581	-0.8629976765596193	0.0	0.0	0.0	0.0	2.309941520465845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-acetylneuraminate (as sialic residue)	L-Glutamine-e0
PAN##L-Histidine-e0##Blautia_coccoides_YL58	-9.204977705495539	-9.204977705345481	0.19549409928851305	0.113073743957301	-9.204977704899802	-9.204977704899802	-9.204977704899802	-9.204977704897546	-9.20497770489166	-9.204977704902703	-24.09443426985145	-9.204977704920454	-9.204977704862447	-8.140724839922544	-9.204977704925374	-26.721329524142266	-23.509251683402173	-9.204977704906744	-9.204977704907467	PAN	L-Histidine-e0
PAN##L-Proline-e0##Blautia_coccoides_YL58	-18.087781191288204	-18.08778119099473	0.11904595071452061	0.14014954682307842	-18.087781190125007	-18.087781190125007	-18.087781190125007	-18.08778119012075	-18.087781190109045	-18.08778119012969	-50.10866484923458	-18.087781190166762	-18.087781190012738	-7.571465593060153	-18.087781190179243	-7.394172154016174	-34.74512098805899	-18.08778119014658	-18.087781190147233	PAN	L-Proline-e0
PAN##Co2+-e0##Blautia_coccoides_YL58	-0.7060625360153994	-0.7060625360038731	-0.00012768173356428496	0.0006533761177431582	-0.7060625359701461	-0.7060625359701461	-0.7060625359701461	-0.7060625359700577	-0.7060625359695935	-0.7060625359705613	-0.7060625359700559	-0.706062535971494	-0.7060625359673052	-0.7060625359714024	-0.7060625359716275	-0.7060625359701257	-0.7060625359700307	-0.7060625359704278	-0.7060625359704834	PAN	Co2+-e0
PAN##L-Valine-e0##Blautia_coccoides_YL58	-34.564691284120386	-34.56469128355883	-0.056084132872990224	-0.012770914549521726	-34.56469128191051	-34.56469128191051	-34.56469128191051	-34.56469128190474	-34.56469128188333	-34.564691281921924	-44.91224900474973	-34.56469128196823	-34.564691281714566	-50.06966742764979	-34.56469128199285	-34.95821573444547	-35.34614243304043	-34.564691281932085	-34.56469128193304	PAN	L-Valine-e0
PAN##L-Threonine-e0##Blautia_coccoides_YL58	-58.55795728320196	-58.557957282248154	0.13408177053984224	0.06620467079741037	-58.557957279450115	-58.557957279450115	-58.557957279450115	-58.557957279439705	-58.55795727940466	-58.557957279470955	-61.13988384450401	-58.55795727954208	-58.557957279050775	-67.48503356244048	-58.557957279585224	-59.38046123014833	-55.43358395606439	-58.55795727948195	-58.557957279483695	PAN	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Blautia_coccoides_YL58	-0.9999999999999987	-0.9999999999999988	-1.0000000000000004	-1.0	-1.0000000000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Spermidine-e0
Thiamin-e0##Thiamin-e0##Blautia_coccoides_YL58	-0.9999999999999993	-1.0000000000000004	-0.9999999999999994	-1.0000000000000004	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999983	-1.0000000000000007	-0.999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	Thiamin-e0
PAN##fe3-e0##Blautia_coccoides_YL58	-0.706062536015663	-0.7060625360041918	-0.00012768173356261737	0.0006533761177443053	-0.7060625359704801	-0.7060625359704801	-0.7060625359704801	-0.7060625359703397	-0.7060625359699733	-0.7060625359708114	-0.7060625359704404	-0.7060625359719696	-0.7060625359652527	-0.7060625359719437	-0.706062535972383	-0.7060625359707718	-0.7060625359706382	-0.7060625359709499	-0.7060625359709662	PAN	fe3-e0
Spermidine-e0##H+-e0##Blautia_coccoides_YL58	2.944244604333095	2.9442446043372383	2.9442446043144823	2.9442446043146377	2.9442446043174098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	H+-e0
Thiamin-e0##H+-e0##Blautia_coccoides_YL58	-1.0917266187850672	-1.0917266187675612	-1.0917266186978871	-1.0917266186980985	-1.0917266186804326	-1.0917266186804326	-1.0917266186804326	-1.4514388488965295	-3.3918128654628887	-4.660633484148631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	H+-e0
L-Lactate-e0##H+-e0##Blautia_coccoides_YL58	-0.6852517985532243	-0.6852517985548853	-0.6852517985618376	-0.6852517985618133	-0.6852517985572786	-0.6852517985572786	-0.6852517985572786	-0.6852517985571228	-0.7953216374221453	-0.8416289592715481	-0.7390385043400858	-0.38235294117575724	-0.9999999999888525	-0.7564135284099103	-0.5614035087703445	-0.7000233854103037	-0.5661621982240115	-0.8190045248828508	-0.8190045248827986	L-Lactate-e0	H+-e0
Folate-e0##H+-e0##Blautia_coccoides_YL58	-1.4244604316991882	-1.4244604316530936	30.79088443516001	30.778241315273334	-0.8866906474772307	-0.8866906474772307	-0.8866906474772307	-1.0665467625857001	-3.491228070160135	-4.511312217197014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	H+-e0
O2-e0##H+-e0##Blautia_coccoides_YL58	-0.895683453435006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	H+-e0
Riboflavin##H+-e0##Blautia_coccoides_YL58	-0.5485611512324855	-0.5485611512341233	-0.5485611510721906	-0.5485611510723913	-0.5485611510739297	-0.5485611510739297	-0.5485611510739297	-1.0881294963972898	-0.7076023391769954	-0.5475113122106592	-0.902181170691069	-2.1352941176421156	0.0	-0.9499872391774602	-1.710526315780272	-1.1699087968782802	-1.6919674269105505	-0.7058823529308063	0.0	Riboflavin	H+-e0
PAN##H+-e0##Blautia_coccoides_YL58	894.7120992459595	894.264257504768	-0.3499327731256882	0.0011643362594577766	879.3304896570689	879.3304896570689	879.3304896570689	878.8549695045672	989.8016927892413	1042.0653807606172	879.5600251162964	290.97275983501095	1313.1875271238487	920.7624077544233	606.5954109611539	831.1013942197073	614.3024893449729	1023.8008710474637	1023.0949886945655	PAN	H+-e0
Puryvate##H+-e0##Blautia_coccoides_YL58	-0.34352517986988074	-0.34352517986545705	-0.3435251798565468	-0.34352517985649794	-0.34352517985543585	-0.34352517985543585	-0.34352517985543585	-0.3435251798552854	-0.573099415202619	-0.6696832579181268	-0.45570888048834085	0.2882352941168662	-0.9999999999879368	-0.5250063804061035	-0.14473684210638527	-0.415045601556416	-0.1540162865412481	-0.6470588235296202	-0.647058823529513	Puryvate	H+-e0
N-acetylneuraminate (as sialic residue)##H+-e0##Blautia_coccoides_YL58	0.014388489212417754	0.014388489230603263	32.22973335601755	32.21709023613141	0.5521582733813287	0.5521582733813287	0.5521582733813287	0.5521582733812593	-0.6900584795266624	-1.2126696832613137	-0.05486312045449404	3.9705882352887834	-2.9999999999415508	-0.5032386662400683	1.4956140350798517	0.07476029950825452	1.446837468178226	-1.1447963800950511	-1.1447963800947596	N-acetylneuraminate (as sialic residue)	H+-e0
