	Source	Target	Metabolites	Weight	Variance	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	bc1002	bc1001	O2	-0.07076544386635628	0.005793851269640102	0.07076544386635628	-1.0	0.26601775103619735	-0.26601775103619735
1	bc1003	bc1001	O2	-0.07069455834738429	0.005773960703374064	0.07069455834738429	-1.0	0.26588448308877355	-0.26588448308877355
2	bc1011	bc1001	O2	-0.07077003818413871	0.005795101594272299	0.07077003818413871	-1.0	0.2660263862554591	-0.2660263862554591
3	bc1001	bc1002	O2	-0.07084784857708064	0.005813253884248402	0.07084784857708064	-1.0	0.2661725917089899	-0.2661725917089899
4	bc1003	bc1002	O2	-0.07084784857708103	0.005813253884248464	0.07084784857708103	-1.0	0.2661725917089906	-0.2661725917089906
5	bc1011	bc1002	O2	-0.07085277630035723	0.005814641331049085	0.07085277630035723	-1.0	0.2661818481796932	-0.2661818481796932
6	bc1001	bc1003	O2	-0.07097538908670675	0.005820048719972162	0.07097538908670675	-1.0	0.2664120663309129	-0.2664120663309129
7	bc1002	bc1003	O2	-0.07104668351311279	0.00584015085818861	0.07104668351311279	-1.0	0.26654583754602656	-0.26654583754602656
8	bc1011	bc1003	O2	-0.07105130465166609	0.005841414642644507	0.07105130465166609	-1.0	0.2665545059676653	-0.2665545059676653
9	bc1001	bc1011	O2	-0.07078818877514427	0.005804446747905277	0.07078818877514427	-1.0	0.26606049833664575	-0.26606049833664575
10	bc1002	bc1011	O2	-0.07078818877514446	0.005804446747905308	0.07078818877514446	-1.0	0.2660604983366461	-0.2660604983366461
11	bc1003	bc1011	O2	-0.07078818877514466	0.005804446747905341	0.07078818877514466	-1.0	0.26606049833664647	-0.26606049833664647
12	bc1001	bc1011	D-Glucose	-0.14490750944525052	0.018137525235060518	0.14490750944525052	-1.0	0.38066718987226955	-0.38066718987226955
13	bc1002	bc1011	D-Glucose	-0.14498330893541606	0.018147244163631542	0.14498330893541606	-1.0	0.38076673822094287	-0.38076673822094287
14	bc1003	bc1011	D-Glucose	-0.14490955395878938	0.018137779340706157	0.14490955395878938	-1.0	0.3806698752972047	-0.3806698752972047
15	bc1001	bc1002	D-Glucose	-0.1452845488262135	0.018234483262108456	0.1452845488262135	-1.0	0.38116210308242016	-0.38116210308242016
16	bc1003	bc1002	D-Glucose	-0.14528659406566452	0.018234738707527797	0.14528659406566452	-1.0	0.381164785972766	-0.381164785972766
17	bc1011	bc1002	D-Glucose	-0.14536036936222163	0.0182442526802882	0.14536036936222163	-1.0	0.3812615498082932	-0.3812615498082932
18	bc1001	bc1003	D-Glucose	-0.14933527101265223	0.01930276339070025	0.14933527101265223	-1.0	0.3864392203343913	-0.3864392203343913
19	bc1002	bc1003	D-Glucose	-0.14933730524504477	0.0193030335046791	0.14933730524504477	-1.0	0.38644185234656553	-0.38644185234656553
20	bc1011	bc1003	D-Glucose	-0.14933730524504377	0.019303033504678838	0.14933730524504377	-1.0	0.38644185234656425	-0.38644185234656425
21	bc1002	bc1001	D-Glucose	-0.14884416006616719	0.0191770056191972	0.14884416006616719	-1.0	0.38580326601283094	-0.38580326601283094
22	bc1003	bc1001	D-Glucose	-0.1488441600661669	0.01917700561919713	0.1488441600661669	-1.0	0.38580326601283055	-0.38580326601283055
23	bc1011	bc1001	D-Glucose	-0.14884416006616616	0.019177005619196937	0.14884416006616616	-1.0	0.3858032660128296	-0.3858032660128296
