	0.0000-0.0000	0.0000-0.0006	0.0010-0.0049	0.0049-0.0060	0.0072-0.0108	0.0175-0.0333	0.0333-0.0378	0.0378-0.0379	0.0379-0.0395	0.0395-0.0408	0.0802-0.0989	0.0989-0.1172	0.1172-0.1174	0.1180-0.1216	0.1349-0.1862	0.1862-0.2181	0.2181-0.2247	0.2247-0.2268	0.2361-0.2617	0.2617-0.2985	0.2985-0.3608	0.3608-0.3747	0.3747-0.3855	0.3855-0.4670	0.4670-0.4712	0.4713-0.6562	0.6562-0.6563	0.6563-0.6565	0.6592-0.6592	0.6592-0.6597	0.6597-0.6641	0.6641-0.6641	0.6641-0.6649	0.6662-0.6662	0.6909-0.7248	0.7248-0.7258	0.7258-0.7273	0.7273-0.8530	0.8530-0.8969	0.8969-0.8983	0.8983-0.8983	0.8993-0.9006	0.9061-0.9513	0.9521-0.9766	0.9766-0.9767	0.9768-0.9769	0.9769-0.9769	0.9769-0.9880	1.0650-1.0664	1.0688-1.0689	1.0690-1.0692	1.0731-1.0790	1.0790-1.1222	1.1222-1.4591	1.4591-1.4944	1.4944-4.2531	4.2531-8.5218	8.5218-11.6128	11.6128-20.0000	Source	Target
Muribaculum_intestinale_YL27##Limosilactobacillus_reuteri_I49##PAN	-96.796146517232	-96.79614651722979	-96.796146517255	-96.79614651758803	-96.7961465164808	-96.79614651595716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-96.7961465161551	Muribaculum_intestinale_YL27	Limosilactobacillus_reuteri_I49
Limosilactobacillus_reuteri_I49##Muribaculum_intestinale_YL27##PAN	-126.68907411841242	-126.68907411846611	-126.6890741184554	-126.68907411842653	-126.68907411844359	-126.6890741184199	-1.7370037960084284	-18.78789808025779	-532.286914445087	-532.2869144420634	-532.2869144402991	-532.2869144402065	-532.2869144368524	-532.2869144393844	-532.2869144499248	-532.2869144442607	-532.2869144478419	-532.2869144512148	-532.2869144661208	-532.2869144139453	-532.2869144138919	-6.320928975869292	-3.2266303218682535	-532.2869144363182	-532.2869144367686	-532.286914436453	-532.2869144450416	-532.2869144448752	-532.2869144402374	-532.2869144339049	-532.2869144339032	-532.2869144423179	-532.2869144447894	-270.50742333155154	-270.5074233296985	-270.5074233314015	-270.50742333163464	-270.5074233316047	-270.5074233303261	-270.50742333618786	-270.50742332865366	-5.905751208602893	-126.68907411729359	-126.68907411712273	-126.68907411706923	-126.68907411721665	-126.6890741174534	-126.68907411732552	-126.68907411725755	-126.68907411727541	-126.68907411744138	-126.68907411719485	-126.68907411714915	-126.6890741172413	-126.68907411768265	-126.68907411655877	-253.37814835660132	-253.37814791439644	-126.68907411644318	Limosilactobacillus_reuteri_I49	Muribaculum_intestinale_YL27
Muribaculum_intestinale_YL27##Limosilactobacillus_reuteri_I49##D-Glucose-e0.Riboflavin.O2-e0.Sucrose.D-Mannose-e0	0.0	0.0	0.0	0.0	0.0	0.0	-44.40734729605505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Limosilactobacillus_reuteri_I49
Muribaculum_intestinale_YL27##Limosilactobacillus_reuteri_I49##Riboflavin.O2-e0.D-Mannose-e0.L-Aspartate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4006.8329585989236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Limosilactobacillus_reuteri_I49
Muribaculum_intestinale_YL27##Limosilactobacillus_reuteri_I49##Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-203.34556282008612	-203.34556281893387	-203.34556281922704	-203.34556281922687	-203.34556281922727	-203.34556281922707	-203.34556282316933	-203.34556282316933	-203.34556282316933	-203.3455628231691	-203.34556282646236	-203.34556280897309	-203.34556280897328	0.0	0.0	-203.3455628189338	-203.34556281893367	-203.3455628189339	-203.34556282262997	-203.34556282257265	-203.34556282049132	-203.34556281795346	-203.34556281799252	-203.34556282086686	-203.34556282210917	-103.33991453142917	-103.33991453085449	-103.33991453153932	-103.33991453153924	-103.33991453153932	-103.33991453089772	-103.33991453352996	-103.33991453123795	0.0	-96.79614651624986	-96.79614651624983	-96.79614651624978	-96.7961465162498	-96.79614651624978	-96.79614651624968	-96.7961465162499	-96.7961465162499	-96.7961465162499	-96.79614651624986	-96.79614651624986	-96.79614651624982	-96.79614651624972	-96.79614651624996	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Limosilactobacillus_reuteri_I49
Muribaculum_intestinale_YL27##Limosilactobacillus_reuteri_I49##Riboflavin.O2-e0.Sucrose.D-Mannose-e0.L-Aspartate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.457954362043214	-0.4695791586680187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Limosilactobacillus_reuteri_I49
Muribaculum_intestinale_YL27##Limosilactobacillus_reuteri_I49##D-Glucose-e0.Riboflavin.O2-e0.Galactose-e0.L-Cysteine-e0.Sucrose.D-Mannose-e0.L-Aspartate-e0.Glycine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.74031459742267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	Limosilactobacillus_reuteri_I49
