	0.95795	1.6574	Source	Target
bc1002##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	1.2616923	1.349e-05	bc1002	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1002##Metabolite	-1.2616923	-1.349e-05	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1002
bc1002##4-Hydroxybenzoate##Microbe	0.028419249999999997	3e-07	bc1002	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1002##Metabolite	-0.028419249999999997	-3e-07	4-Hydroxybenzoate	bc1002
bc1002##5-Aminolevulinate##Microbe	0.227354	2.43e-06	bc1002	5-Aminolevulinate
5-Aminolevulinate##bc1002##Metabolite	-0.227354	-2.43e-06	5-Aminolevulinate	bc1002
bc1002##AMP##Microbe	1.08738056	1.162e-05	bc1002	AMP
AMP##bc1002##Metabolite	-1.08738056	-1.162e-05	AMP	bc1002
bc1002##Acetate##Microbe	-57.79807756	-0.00061777	bc1002	Acetate
bc1002##Ala-Ala##Microbe	0.2532937	2.71e-06	bc1002	Ala-Ala
Ala-Ala##bc1002##Metabolite	-0.2532937	-2.71e-06	Ala-Ala	bc1002
bc1002##BET##Microbe	0.0568385	6.1e-07	bc1002	BET
BET##bc1002##Metabolite	-0.0568385	-6.1e-07	BET	bc1002
bc1002##BIOT##Microbe	0.028419249999999997	3e-07	bc1002	BIOT
BIOT##bc1002##Metabolite	-0.028419249999999997	-3e-07	BIOT	bc1002
bc1002##CMP##Microbe	0.8517555800000001	9.1e-06	bc1002	CMP
CMP##bc1002##Metabolite	-0.8517555800000001	-9.1e-06	CMP	bc1002
bc1002##CO2##Microbe	-73.16573657	-0.00078203	bc1002	CO2
bc1002##Ca2+##Microbe	0.028419249999999997	3e-07	bc1002	Ca2+
Ca2+##bc1002##Metabolite	-0.028419249999999997	-3e-07	Ca2+	bc1002
bc1002##Chorismate##Microbe	0.0568385	6.1e-07	bc1002	Chorismate
Chorismate##bc1002##Metabolite	-0.0568385	-6.1e-07	Chorismate	bc1002
bc1002##Cl-##Microbe	0.028419249999999997	3e-07	bc1002	Cl-
Cl-##bc1002##Metabolite	-0.028419249999999997	-3e-07	Cl-	bc1002
bc1002##Co2+##Microbe	0.028419249999999997	3e-07	bc1002	Co2+
Co2+##bc1002##Metabolite	-0.028419249999999997	-3e-07	Co2+	bc1002
bc1002##CoA##Microbe	0.0568385	6.1e-07	bc1002	CoA
CoA##bc1002##Metabolite	-0.0568385	-6.1e-07	CoA	bc1002
bc1002##Cu2+##Microbe	0.028419249999999997	3e-07	bc1002	Cu2+
Cu2+##bc1002##Metabolite	-0.028419249999999997	-3e-07	Cu2+	bc1002
bc1002##D-Arabinose##Microbe	0.75988111	8.12e-06	bc1002	D-Arabinose
D-Arabinose##bc1002##Metabolite	-0.75988111	-8.12e-06	D-Arabinose	bc1002
bc1002##D-Glucose##Microbe	37.38849787	0.00039963	bc1002	D-Glucose
D-Glucose##bc1002##Metabolite	-37.38849787	-0.00039963	D-Glucose	bc1002
bc1002##Deoxycytidine##Microbe	0.22725027	2.43e-06	bc1002	Deoxycytidine
Deoxycytidine##bc1002##Metabolite	-0.22725027	-2.43e-06	Deoxycytidine	bc1002
bc1002##Deoxyguanosine##Microbe	0.028419249999999997	3e-07	bc1002	Deoxyguanosine
Deoxyguanosine##bc1002##Metabolite	-0.028419249999999997	-3e-07	Deoxyguanosine	bc1002
bc1002##Folate##Microbe	0.08525775	9.1e-07	bc1002	Folate
Folate##bc1002##Metabolite	-0.08525775	-9.1e-07	Folate	bc1002
bc1002##GTP##Microbe	1.37132648	1.466e-05	bc1002	GTP
GTP##bc1002##Metabolite	-1.37132648	-1.466e-05	GTP	bc1002
bc1002##Glycerol##Microbe	0.63084616	6.74e-06	bc1002	Glycerol
Glycerol##bc1002##Metabolite	-0.63084616	-6.74e-06	Glycerol	bc1002
bc1002##Glycine##Microbe	5.050006290000001	5.398e-05	bc1002	Glycine
Glycine##bc1002##Metabolite	-5.050006290000001	-5.398e-05	Glycine	bc1002
bc1002##H+##Microbe	-51.70905559	-0.00055269	bc1002	H+
bc1002##H2O##Microbe	-134.78990337000002	-0.0014407	bc1002	H2O
bc1002##Heme##Microbe	0.028419249999999997	3e-07	bc1002	Heme
Heme##bc1002##Metabolite	-0.028419249999999997	-3e-07	Heme	bc1002
bc1002##K+##Microbe	0.028419249999999997	3e-07	bc1002	K+
K+##bc1002##Metabolite	-0.028419249999999997	-3e-07	K+	bc1002
bc1002##L-Alanine##Microbe	4.58717985	4.903e-05	bc1002	L-Alanine
L-Alanine##bc1002##Metabolite	-4.58717985	-4.903e-05	L-Alanine	bc1002
bc1002##L-Arginine##Microbe	2.49841096	2.67e-05	bc1002	L-Arginine
L-Arginine##bc1002##Metabolite	-2.49841096	-2.67e-05	L-Arginine	bc1002
bc1002##L-Asparagine##Microbe	2.0339049499999997	2.174e-05	bc1002	L-Asparagine
L-Asparagine##bc1002##Metabolite	-2.0339049499999997	-2.174e-05	L-Asparagine	bc1002
bc1002##L-Aspartate##Microbe	2.0339049499999997	2.174e-05	bc1002	L-Aspartate
L-Aspartate##bc1002##Metabolite	-2.0339049499999997	-2.174e-05	L-Aspartate	bc1002
bc1002##L-Cysteine##Microbe	0.77117017	8.24e-06	bc1002	L-Cysteine
L-Cysteine##bc1002##Metabolite	-0.77117017	-8.24e-06	L-Cysteine	bc1002
bc1002##L-Glutamate##Microbe	1.5441820499999999	1.65e-05	bc1002	L-Glutamate
L-Glutamate##bc1002##Metabolite	-1.5441820499999999	-1.65e-05	L-Glutamate	bc1002
bc1002##L-Glutamine##Microbe	3.20356095	3.424e-05	bc1002	L-Glutamine
L-Glutamine##bc1002##Metabolite	-3.20356095	-3.424e-05	L-Glutamine	bc1002
bc1002##L-Histidine##Microbe	0.80273854	8.58e-06	bc1002	L-Histidine
